START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, high power, assisted
CONTEST: FD SSB
CALLSIGN: SN5T/P
CLUB: SP5PPK
CLAIMED-SCORE: 245376
OPERATORS: SQ2LID, SP5Y, SP5DL, SP5VIH, SP5MXF, SQ5ABG, SP5MM, SQ5M, UR5WKA, UW1WU, UT3WX
CREATED-BY: N1MM Logger+ 1.0.7937.0, modified by DXHF upload.
QSO: 14221 PH 2019-09-07 1302 SN5T/P        59  0001   DL0FFD/P      59  0001   0
QSO: 14221 PH 2019-09-07 1304 SN5T/P        59  0002   PI4RCA/P      59  0002   0
QSO: 14221 PH 2019-09-07 1304 SN5T/P        59  0003   DL0SEL/P      59  0002   0
QSO: 14221 PH 2019-09-07 1305 SN5T/P        59  0004   DP6T/P        59  0006   0
QSO: 14221 PH 2019-09-07 1305 SN5T/P        59  0005   ON3VP         59  0002   0
QSO: 14221 PH 2019-09-07 1306 SN5T/P        59  0006   IU3LYJ        59  0003   0
QSO: 14221 PH 2019-09-07 1307 SN5T/P        59  0007   GB1CAM        59  0006   0
QSO: 14221 PH 2019-09-07 1307 SN5T/P        59  0008   G3RXQ         59  0003   0
QSO: 14221 PH 2019-09-07 1308 SN5T/P        59  0009   F1PSX         59  0002   0
QSO: 14221 PH 2019-09-07 1309 SN5T/P        59  0010   S56LOE        59  0001   0
QSO: 14221 PH 2019-09-07 1310 SN5T/P        59  0011   OZ0W/P        59  0004   0
QSO: 14221 PH 2019-09-07 1310 SN5T/P        59  0012   IK2IQD        59  0010   0
QSO: 14221 PH 2019-09-07 1312 SN5T/P        59  0013   G4FNL/P       59  0008   0
QSO: 14224 PH 2019-09-07 1312 SN5T/P        59  0014   IQ0QJ         59  0006   0
QSO: 14240 PH 2019-09-07 1315 SN5T/P        59  0015   S55W/P        59  0019   0
QSO: 14237 PH 2019-09-07 1315 SN5T/P        59  0016   DL0OVA/P      59  0022   0
QSO: 14221 PH 2019-09-07 1316 SN5T/P        59  0017   ON5LL/P       59  0007   0
QSO: 14221 PH 2019-09-07 1319 SN5T/P        59  0018   UN7GF         59  0071   0
QSO: 14221 PH 2019-09-07 1321 SN5T/P        59  0019   PA5JK         59  0007   0
QSO: 14221 PH 2019-09-07 1321 SN5T/P        59  0020   ON6ZM         59  0001   0
QSO: 14221 PH 2019-09-07 1322 SN5T/P        59  0021   G4EKT/P       59  0009   0
QSO: 14221 PH 2019-09-07 1323 SN5T/P        59  0022   ON4ATH/P      59  0003   0
QSO: 14221 PH 2019-09-07 1323 SN5T/P        59  0023   S52T          59  0006   0
QSO: 14221 PH 2019-09-07 1326 SN5T/P        59  0024   S54I/P        59  0026   0
QSO: 14221 PH 2019-09-07 1328 SN5T/P        59  0025   DA3X/P        59  0012   0
QSO: 14221 PH 2019-09-07 1329 SN5T/P        59  0026   LA1QRO/P      59  0002   0
QSO: 14221 PH 2019-09-07 1329 SN5T/P        59  0027   DK0VE/P       59  0012   0
QSO: 14221 PH 2019-09-07 1332 SN5T/P        59  0028   HB8TWU        59  0012   0
QSO: 14221 PH 2019-09-07 1333 SN5T/P        59  0029   DF0CF/P       59  0017   0
QSO: 14221 PH 2019-09-07 1336 SN5T/P        59  0030   M0YRF/P       59  0013   0
QSO: 14221 PH 2019-09-07 1338 SN5T/P        59  0031   DL1T/P        59  0011   0
QSO: 14221 PH 2019-09-07 1339 SN5T/P        59  0032   GX4DSP/P      59  0006   0
QSO: 14221 PH 2019-09-07 1340 SN5T/P        59  0033   IZ8OFO        59  0003   0
QSO: 14221 PH 2019-09-07 1340 SN5T/P        59  0034   IZ7FLP/0      59  0015   0
QSO: 14221 PH 2019-09-07 1340 SN5T/P        59  0035   ON4CJG        59  0010   0
QSO: 14221 PH 2019-09-07 1342 SN5T/P        59  0036   DK0V/P        59  0005   0
QSO: 14221 PH 2019-09-07 1343 SN5T/P        59  0037   UT5V/P        59  0001   0
QSO: 14221 PH 2019-09-07 1344 SN5T/P        59  0038   DL1ASA/P      59  0030   0
QSO: 14221 PH 2019-09-07 1345 SN5T/P        59  0039   DL7A/P        59  0022   0
QSO: 14221 PH 2019-09-07 1346 SN5T/P        59  0040   DL0GC/P       59  0025   0
QSO: 14221 PH 2019-09-07 1346 SN5T/P        59  0041   ON4KSD/P      59  0028   0
QSO: 14221 PH 2019-09-07 1347 SN5T/P        59  0042   DF0A/P        59  0027   0
QSO: 14221 PH 2019-09-07 1347 SN5T/P        59  0043   DL0CK/P       59  0019   0
QSO: 14221 PH 2019-09-07 1347 SN5T/P        59  0044   DL0RT/P       59  0043   0
QSO: 14221 PH 2019-09-07 1348 SN5T/P        59  0045   DL0BR/P       59  0007   0
QSO: 14221 PH 2019-09-07 1348 SN5T/P        59  0046   G6MC          59  0003   0
QSO: 14221 PH 2019-09-07 1349 SN5T/P        59  0047   PE0RH/P       59  0007   0
QSO: 14221 PH 2019-09-07 1351 SN5T/P        59  0048   DK0ED/P       59  0058   0
QSO: 14221 PH 2019-09-07 1351 SN5T/P        59  0049   DL0HN/P       59  0018   0
QSO: 14221 PH 2019-09-07 1352 SN5T/P        59  0050   CT1JGA/M      59  0016   0
QSO: 14221 PH 2019-09-07 1354 SN5T/P        59  0051   HB9BS/P       59  0043   0
QSO: 14221 PH 2019-09-07 1356 SN5T/P        59  0052   DL0ST/P       59  0028   0
QSO: 14221 PH 2019-09-07 1358 SN5T/P        59  0053   R2GB          59  0001   0
QSO: 14221 PH 2019-09-07 1359 SN5T/P        59  0054   HB9KG         59  0028   0
QSO: 14221 PH 2019-09-07 1400 SN5T/P        59  0055   G3YE/P        59  0067   0
QSO: 14221 PH 2019-09-07 1401 SN5T/P        59  0056   DG7NFX        59  0026   0
QSO: 14221 PH 2019-09-07 1403 SN5T/P        59  0057   LA1A/P        59  0024   0
QSO:  7151 PH 2019-09-07 1417 SN5T/P        59  0058   OU7M/P        59  0035   0
QSO:  7146 PH 2019-09-07 1421 SN5T/P        59  0059   DL1ABR        59  0024   0
