START-OF-LOG: 3.0
CREATED-BY:    CT Version 9.89.003
CALLSIGN:      UX5UO
NAME:          Gennady Treus
CLUB:
CLAIMED-SCORE: 617588
CONTEST:       CQ-WW-CW
OPERATORS:
OPERATORS:
SOAPBOX:
SOAPBOX:
SOAPBOX:
SOAPBOX:
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 21025 CW 2015-11-28 0750 UX5UO         599 16     R0WC          599 18     1
QSO: 21025 CW 2015-11-28 0753 UX5UO         599 16     RW9DX         599 17     1
QSO: 21025 CW 2015-11-28 0753 UX5UO         599 16     F5VMN         599 14     1
QSO: 21025 CW 2015-11-28 0754 UX5UO         599 16     JR5YCE        599 25     1
QSO: 21025 CW 2015-11-28 0754 UX5UO         599 16     RA9Y          599 18     1
QSO: 21025 CW 2015-11-28 0755 UX5UO         599 16     JH6WHN        599 25     1
QSO: 21025 CW 2015-11-28 0756 UX5UO         599 16     UB0A          599 18     1
QSO: 21025 CW 2015-11-28 0757 UX5UO         599 16     JN4MMO        599 25     1
QSO: 21025 CW 2015-11-28 0758 UX5UO         599 16     JF9JTS        599 25     1
QSO: 21025 CW 2015-11-28 0759 UX5UO         599 16     BA1GM/8       599 24     1
QSO: 21025 CW 2015-11-28 0801 UX5UO         599 16     JA1ZGP        599 25     1
QSO: 21025 CW 2015-11-28 0802 UX5UO         599 16     4Z4AK         599 20     1
QSO: 21025 CW 2015-11-28 0804 UX5UO         599 16     UK9AA         599 17     1
QSO: 21025 CW 2015-11-28 0804 UX5UO         599 16     JA0CGJ        599 25     1
QSO: 21025 CW 2015-11-28 0826 UX5UO         599 16     HS6ZBO        599 26     1
QSO: 21025 CW 2015-11-28 0828 UX5UO         599 16     VK2IA         599 30     1
QSO: 21025 CW 2015-11-28 0829 UX5UO         599 16     SU90IARU      599 34     1
QSO: 21025 CW 2015-11-28 0830 UX5UO         599 16     BG2AUE        599 24     1
QSO: 21025 CW 2015-11-28 0831 UX5UO         599 16     BG4GOV        599 24     1
QSO: 21025 CW 2015-11-28 0833 UX5UO         599 16     BY4TC         599 24     1
QSO: 21025 CW 2015-11-28 0834 UX5UO         599 16     BG4IGO        599 24     1
QSO: 21025 CW 2015-11-28 0839 UX5UO         599 16     9M2A          599 28     1
QSO: 21025 CW 2015-11-28 0840 UX5UO         599 16     II9P          599 15     1
QSO: 21025 CW 2015-11-28 0841 UX5UO         599 16     UA0AKY        599 18     1
QSO: 21025 CW 2015-11-28 0843 UX5UO         599 16     RV9CX         599 17     1
QSO: 21025 CW 2015-11-28 0844 UX5UO         599 16     PR2F          599 11     1
QSO: 21025 CW 2015-11-28 0845 UX5UO         599 16     BH8BJO        599 24     1
QSO: 21025 CW 2015-11-28 0845 UX5UO         599 16     EI5KF         599 14     1
QSO: 21025 CW 2015-11-28 0847 UX5UO         599 16     IT9CLN        599 15     1
QSO: 21025 CW 2015-11-28 0848 UX5UO         599 16     EA3CX         599 14     1
QSO: 21025 CW 2015-11-28 0848 UX5UO         599 16     M7X           599 14     1
QSO: 21025 CW 2015-11-28 0850 UX5UO         599 16     SW9AA         599 20     1
QSO: 21025 CW 2015-11-28 0850 UX5UO         599 16     LZ6B          599 20     1
QSO: 21025 CW 2015-11-28 0851 UX5UO         599 16     LY4A          599 15     1
QSO: 21025 CW 2015-11-28 0851 UX5UO         599 16     ED5O          599 14     1
QSO: 21025 CW 2015-11-28 0852 UX5UO         599 16     BG8NUD        599 24     1
QSO: 21025 CW 2015-11-28 0853 UX5UO         599 16     F5OHM         599 14     1
QSO: 21025 CW 2015-11-28 0855 UX5UO         599 16     D4C           599 35     1
QSO: 21025 CW 2015-11-28 0856 UX5UO         599 16     9H6A          599 15     1
QSO: 21025 CW 2015-11-28 0857 UX5UO         599 16     G2F           599 14     1
QSO: 21025 CW 2015-11-28 0858 UX5UO         599 16     EA5RS         599 14     1
QSO: 21025 CW 2015-11-28 0858 UX5UO         599 16     EA2EA         599 14     1
QSO: 21025 CW 2015-11-28 0900 UX5UO         599 16     M3W           599 14     1
QSO: 21025 CW 2015-11-28 0901 UX5UO         599 16     EF2A          599 14     1
QSO: 21025 CW 2015-11-28 0902 UX5UO         599 16     EF8U          599 33     1
QSO: 21025 CW 2015-11-28 0904 UX5UO         599 16     P33W          599 20     1
QSO: 21025 CW 2015-11-28 0912 UX5UO         599 16     6V7A          599 35     1
QSO: 21025 CW 2015-11-28 0914 UX5UO         599 16     8Q7DV         599 22     1
QSO: 21025 CW 2015-11-28 0915 UX5UO         599 16     R0QA          599 19     1
