START-OF-LOG: 3.0
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
LOCATION: DX
CONTEST: CQ-WW-CW
CALLSIGN: YB3IZK
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 95480
NAME: JOHN BERTHA
SOAPBOX: Tu Tu 4 all station enjoiyed qso test 73 cuagn soon
CATEGORY-OPERATOR: SINGLE-OP
QSO: 28000 CW 2015-11-28 0011 YB3IZK        599 28     JE1ZWT        599 25     0
QSO: 28000 CW 2015-11-28 0016 YB3IZK        599 28     JA3YBK        599 25     0
QSO: 28000 CW 2015-11-28 0018 YB3IZK        599 28     7J1YAJ        599 25     0
QSO: 28000 CW 2015-11-28 0019 YB3IZK        599 28     JE1CKA        599 25     0
QSO: 28000 CW 2015-11-28 0020 YB3IZK        599 28     JN2AMD        599 25     0
QSO: 28000 CW 2015-11-28 0026 YB3IZK        599 28     BD7LMD        599 24     0
QSO: 28000 CW 2015-11-28 0035 YB3IZK        599 28     JA1ZGP        599 25     0
QSO: 28000 CW 2015-11-28 0323 YB3IZK        599 28     KH7J          599 31     0
QSO: 28000 CW 2015-11-28 0333 YB3IZK        599 28     VR2XAN        599 24     0
QSO: 21000 CW 2015-11-28 0403 YB3IZK        599 28     JH3AIU        599 25     0
QSO: 21000 CW 2015-11-28 0404 YB3IZK        599 28     JN4MMD        599 25     0
QSO: 21000 CW 2015-11-28 0407 YB3IZK        599 28     7J1YAJ        599 25     0
QSO: 21000 CW 2015-11-28 0410 YB3IZK        599 28     RK0UT         599 18     0
QSO: 21000 CW 2015-11-28 0414 YB3IZK        599 28     RM0F          599 19     0
QSO: 21000 CW 2015-11-28 0420 YB3IZK        599 28     RW0A          599 18     0
QSO: 21000 CW 2015-11-28 0423 YB3IZK        599 28     JA6GCE        599 25     0
QSO: 21000 CW 2015-11-28 0426 YB3IZK        599 28     VK6MSC        599 29     0
QSO: 21000 CW 2015-11-28 0435 YB3IZK        599 28     JR3EDI        599 25     0
QSO: 21000 CW 2015-11-28 0438 YB3IZK        599 28     BD7DX         599 24     0
QSO: 21000 CW 2015-11-28 0441 YB3IZK        599 28     AH0K          599 27     0
QSO: 21000 CW 2015-11-28 0444 YB3IZK        599 28     JH4UYB        599 25     0
QSO: 21000 CW 2015-11-28 0447 YB3IZK        599 28     JA3YBK        599 25     0
QSO: 21000 CW 2015-11-28 0449 YB3IZK        599 28     BY5CD         599 24     0
QSO: 21000 CW 2015-11-28 0456 YB3IZK        599 28     BA4DL         599 24     0
QSO: 21000 CW 2015-11-28 0458 YB3IZK        599 28     BD5FFK        599 24     0
QSO: 21000 CW 2015-11-28 0508 YB3IZK        599 28     JR4GPA        599 25     0
QSO: 21000 CW 2015-11-28 0524 YB3IZK        599 28     JA1YPA        599 25     0
QSO: 21000 CW 2015-11-28 0920 YB3IZK        599 28     HS0AC         599 26     0
QSO: 21000 CW 2015-11-28 0922 YB3IZK        599 28     YR8E          599 20     0
QSO: 21000 CW 2015-11-28 0925 YB3IZK        599 28     OH2BAH        599 15     0
QSO: 21000 CW 2015-11-28 0930 YB3IZK        599 28     BD7OB         599 24     0
QSO: 21000 CW 2015-11-28 0939 YB3IZK        599 28     8Q7DV         599 22     0
QSO: 21000 CW 2015-11-28 0942 YB3IZK        599 28     9M2A          599 28     0
QSO: 21000 CW 2015-11-28 0944 YB3IZK        599 28     UP2L          599 17     0
QSO: 21000 CW 2015-11-28 0946 YB3IZK        599 28     OK7Z          599 15     0
QSO: 21000 CW 2015-11-28 0952 YB3IZK        599 28     II9P          599 15     0
QSO: 21000 CW 2015-11-28 0953 YB3IZK        599 28     HG0R          599 15     0
QSO: 21000 CW 2015-11-28 0957 YB3IZK        599 28     9M2M          599 28     0
QSO: 21000 CW 2015-11-28 0959 YB3IZK        599 28     SN8B          599 15     0
QSO: 21000 CW 2015-11-28 1003 YB3IZK        599 28     E20AW         599 26     0
QSO: 21000 CW 2015-11-28 1011 YB3IZK        599 28     HS0ZIA        599 26     0
QSO: 21000 CW 2015-11-28 1012 YB3IZK        599 28     4S7SAE        599 22     0
QSO: 21000 CW 2015-11-28 1016 YB3IZK        599 28     UT7E          599 16     0
QSO: 21000 CW 2015-11-28 1019 YB3IZK        599 28     OH8X          599 15     0
QSO: 28000 CW 2015-11-28 1033 YB3IZK        599 28     VK6LW         599 30     0
QSO: 28000 CW 2015-11-28 1036 YB3IZK        599 28     7Z1SJ         599 21     0
QSO: 28000 CW 2015-11-28 1054 YB3IZK        599 28     HS6ZBQ        599 26     0
QSO:  7000 CW 2015-11-28 1121 YB3IZK        599 28     9M6NA         599 28     0
QSO:  7000 CW 2015-11-28 1123 YB3IZK        599 28     YE2A          599 28     0
QSO:  7000 CW 2015-11-28 1128 YB3IZK        599 28     BH7PFH        599 24     0
QSO:  7000 CW 2015-11-28 1133 YB3IZK        599 28     JH4UYB        599 25     0
QSO:  7000 CW 2015-11-28 1136 YB3IZK        599 28     W7WA          599 03     0
QSO:  7000 CW 2015-11-28 1138 YB3IZK        599 28     B7Q           599 24     0
QSO:  7000 CW 2015-11-28 1146 YB3IZK        599 28     XV2D          599 26     0
QSO:  7000 CW 2015-11-28 1153 YB3IZK        599 28     K6XX          599 03     0
QSO: 21000 CW 2015-11-28 1215 YB3IZK        599 28     4S7AB         599 22     0
QSO: 21000 CW 2015-11-28 1218 YB3IZK        599 28     EA3CX         599 14     0
QSO: 21000 CW 2015-11-28 1220 YB3IZK        599 28     9A1A          599 15     0
QSO: 21000 CW 2015-11-28 1225 YB3IZK        599 28     LX7I          599 14     0
QSO: 21000 CW 2015-11-28 1226 YB3IZK        599 28     S59A          599 15     0
QSO: 21000 CW 2015-11-28 1228 YB3IZK        599 28     SN2M          599 15     0
QSO: 21000 CW 2015-11-28 1235 YB3IZK        599 28     RT6A          599 16     0
QSO: 21000 CW 2015-11-28 1240 YB3IZK        599 28     ED1R          599 14     0
QSO: 21000 CW 2015-11-28 1241 YB3IZK        599 28     YT0Z          599 15     0
QSO: 21000 CW 2015-11-28 1307 YB3IZK        599 28     EA1CS         599 14     0
QSO: 21000 CW 2015-11-28 1311 YB3IZK        599 28     CR3OO         599 33     0
QSO: 21000 CW 2015-11-28 1314 YB3IZK        599 28     YO3FRI        599 20     0
QSO: 21000 CW 2015-11-28 1316 YB3IZK        599 28     4Z4AK         599 20     0
QSO: 21000 CW 2015-11-28 1319 YB3IZK        599 28     SW9AA         599 20     0
QSO: 21000 CW 2015-11-28 1328 YB3IZK        599 28     Z39A          599 15     0
QSO: 21000 CW 2015-11-28 1338 YB3IZK        599 28     7Z1SJ         599 21     0
