START-OF-LOG: 3.0
CALLSIGN: LZ1GE
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 299750
NAME: Apostol Panushev
LOCATION: DX
OPERATORS: LZ1GE
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
QSO: 28028 CW 2015-11-28 0910 LZ1GE         599 20     RT1O          599 16
QSO: 28011 CW 2015-11-28 0910 LZ1GE         599 20     RC9O          599 18
QSO: 28012 CW 2015-11-28 0911 LZ1GE         599 20     RK9CYA        599 17
QSO: 28013 CW 2015-11-28 0912 LZ1GE         599 20     UA9MA         599 17
QSO: 28014 CW 2015-11-28 0912 LZ1GE         599 20     UA9LDD        599 17
QSO: 28015 CW 2015-11-28 0912 LZ1GE         599 20     AH0K          599 27
QSO: 28022 CW 2015-11-28 0916 LZ1GE         599 20     RT9A          599 17
QSO: 28025 CW 2015-11-28 0917 LZ1GE         599 20     UN7LAN        599 17
QSO: 28026 CW 2015-11-28 0918 LZ1GE         599 20     A93JA         599 21
QSO: 28029 CW 2015-11-28 0918 LZ1GE         599 20     RW4W          599 16
QSO: 28036 CW 2015-11-28 0920 LZ1GE         599 20     R9AE          599 17
QSO: 28043 CW 2015-11-28 0921 LZ1GE         599 20     9M2A          599 28
QSO: 28048 CW 2015-11-28 0923 LZ1GE         599 20     9M2CNC        599 28
QSO: 28049 CW 2015-11-28 0923 LZ1GE         599 20     UP2L          599 17
QSO: 28061 CW 2015-11-28 0925 LZ1GE         599 20     RM9RZ         599 17
QSO: 28004 CW 2015-11-28 0939 LZ1GE         599 20     UA9CTT        599 17
QSO: 28004 CW 2015-11-28 0940 LZ1GE         599 20     HS6ZBQ        599 26
QSO: 28004 CW 2015-11-28 0941 LZ1GE         599 20     RM9A          599 17
QSO: 28007 CW 2015-11-28 0942 LZ1GE         599 20     HS3LSE        599 26
QSO: 28010 CW 2015-11-28 0944 LZ1GE         599 20     CN2AA         599 33
QSO: 28010 CW 2015-11-28 0945 LZ1GE         599 20     UP0L          599 17
QSO: 28013 CW 2015-11-28 0946 LZ1GE         599 20     R4RR          599 16
QSO: 28023 CW 2015-11-28 0951 LZ1GE         599 20     YE2A          599 28
QSO: 28025 CW 2015-11-28 0953 LZ1GE         599 20     SM2T          599 14
QSO: 28039 CW 2015-11-28 0959 LZ1GE         599 20     MM3T          599 14
QSO: 28040 CW 2015-11-28 1001 LZ1GE         599 20     GD6IA         599 14
QSO: 28046 CW 2015-11-28 1003 LZ1GE         599 20     EI5JC         599 14
QSO: 28046 CW 2015-11-28 1004 LZ1GE         599 20     G2F           599 14
QSO: 28046 CW 2015-11-28 1005 LZ1GE         599 20     OH7HM         599 15
QSO: 21003 CW 2015-11-28 1009 LZ1GE         599 20     RM5A          599 16
QSO: 21005 CW 2015-11-28 1022 LZ1GE         599 20     F5POJ         599 14
QSO: 21005 CW 2015-11-28 1023 LZ1GE         599 20     UR7GO         599 16
QSO: 21005 CW 2015-11-28 1024 LZ1GE         599 20     YT5A          599 15
QSO: 21006 CW 2015-11-28 1024 LZ1GE         599 20     LY2KA         599 15
QSO: 21007 CW 2015-11-28 1025 LZ1GE         599 20     TM0R          599 14
QSO: 21008 CW 2015-11-28 1026 LZ1GE         599 20     EA3CX         599 14
QSO: 21010 CW 2015-11-28 1026 LZ1GE         599 20     G2NF          599 14
QSO: 21011 CW 2015-11-28 1028 LZ1GE         599 20     EF8U          599 33
QSO: 21014 CW 2015-11-28 1029 LZ1GE         599 20     RN0A          599 18
QSO: 21013 CW 2015-11-28 1030 LZ1GE         599 20     YL5T          599 15
QSO: 21014 CW 2015-11-28 1031 LZ1GE         599 20     M3I           599 14
QSO: 21020 CW 2015-11-28 1034 LZ1GE         599 20     PA2PKZ        599 14
QSO: 21022 CW 2015-11-28 1035 LZ1GE         599 20     LY7A          599 15
QSO: 21022 CW 2015-11-28 1036 LZ1GE         599 20     DL6IAK        599 14
QSO: 21023 CW 2015-11-28 1037 LZ1GE         599 20     TM1A          599 14
QSO: 21025 CW 2015-11-28 1038 LZ1GE         599 20     M3W           599 14
QSO: 21028 CW 2015-11-28 1124 LZ1GE         599 20     ED2C          599 14
QSO: 21030 CW 2015-11-28 1125 LZ1GE         599 20     DR5N          599 14
QSO: 21030 CW 2015-11-28 1125 LZ1GE         599 20     CR3L          599 33
QSO: 21032 CW 2015-11-28 1126 LZ1GE         599 20     RT5G          599 16
QSO: 21032 CW 2015-11-28 1127 LZ1GE         599 20     G5U           599 14
QSO: 21033 CW 2015-11-28 1128 LZ1GE         599 20     PA6NB         599 14
QSO: 21035 CW 2015-11-28 1130 LZ1GE         599 20     D4C           599 35
QSO: 21036 CW 2015-11-28 1131 LZ1GE         599 20     R3KM          599 16
QSO: 21038 CW 2015-11-28 1132 LZ1GE         599 20     PA4O          599 14
QSO: 21039 CW 2015-11-28 1133 LZ1GE         599 20     YQ6A          599 20
QSO: 21045 CW 2015-11-28 1135 LZ1GE         599 20     CR6K          599 14
QSO: 21045 CW 2015-11-28 1135 LZ1GE         599 20     OG1D          599 15
QSO: 21046 CW 2015-11-28 1136 LZ1GE         599 20     UN7GDR        599 17
QSO: 21047 CW 2015-11-28 1137 LZ1GE         599 20     M7W           599 14
QSO: 21050 CW 2015-11-28 1140 LZ1GE         599 20     GU4YOX        599 14
QSO: 21052 CW 2015-11-28 1144 LZ1GE         599 20     OH8X          599 15
QSO: 21055 CW 2015-11-28 1145 LZ1GE         599 20     OH2BAH        599 15
QSO: 21056 CW 2015-11-28 1146 LZ1GE         599 20     ED5O          599 14
QSO: 21057 CW 2015-11-28 1147 LZ1GE         599 20     LT1F          599 13
QSO: 21057 CW 2015-11-28 1148 LZ1GE         599 20     PJ4Q          599 09
QSO: 21061 CW 2015-11-28 1151 LZ1GE         599 20     HG0R          599 15
QSO: 21063 CW 2015-11-28 1155 LZ1GE         599 20     EI3KI         599 14
QSO: 21064 CW 2015-11-28 1156 LZ1GE         599 20     EA6VQ         599 14
QSO: 21069 CW 2015-11-28 1158 LZ1GE         599 20     SM2BJS        599 14
QSO: 21069 CW 2015-11-28 1159 LZ1GE         599 20     EA/OK1GO      599 14
QSO: 21069 CW 2015-11-28 1159 LZ1GE         599 20     G4DBW         599 14
QSO: 28024 CW 2015-11-28 1204 LZ1GE         599 20     9M2M          599 28
QSO: 21069 CW 2015-11-28 1207 LZ1GE         599 20     W1TJL         599 05
QSO: 21070 CW 2015-11-28 1213 LZ1GE         599 20     EA5DD         599 14
QSO: 21070 CW 2015-11-28 1214 LZ1GE         599 20     NR3X          599 05
QSO: 21071 CW 2015-11-28 1215 LZ1GE         599 20     EU6AF         599 16
QSO: 21072 CW 2015-11-28 1219 LZ1GE         599 20     C92ZO         599 37
QSO: 21073 CW 2015-11-28 1222 LZ1GE         599 20     LU6UO         599 13
QSO: 21002 CW 2015-11-28 1225 LZ1GE         599 20     PT2CM         599 11
QSO: 21002 CW 2015-11-28 1225 LZ1GE         599 20     RM4I          599 16
QSO: 21003 CW 2015-11-28 1228 LZ1GE         599 20     W3LPL         599 05
QSO: 21004 CW 2015-11-28 1229 LZ1GE         599 20     LY2W          599 15
QSO: 21004 CW 2015-11-28 1231 LZ1GE         599 20     P40C          599 09
QSO: 28033 CW 2015-11-28 1239 LZ1GE         599 20     CR3L          599 33
QSO: 21013 CW 2015-11-28 1245 LZ1GE         599 20     K5ZD          599 05
QSO: 21013 CW 2015-11-28 1246 LZ1GE         599 20     KQ2M          599 05
QSO: 21014 CW 2015-11-28 1247 LZ1GE         599 20     WC1M          599 05
QSO: 21016 CW 2015-11-28 1249 LZ1GE         599 20     KU1M          599 05
QSO: 21017 CW 2015-11-28 1250 LZ1GE         599 20     EF2A          599 14
QSO: 21019 CW 2015-11-28 1251 LZ1GE         599 20     LA8HGA        599 14
QSO: 21019 CW 2015-11-28 1252 LZ1GE         599 20     K8GU          599 05
QSO: 21020 CW 2015-11-28 1252 LZ1GE         599 20     N4AF          599 05
QSO: 21024 CW 2015-11-28 1255 LZ1GE         599 20     SC0N          599 14
QSO: 21024 CW 2015-11-28 1258 LZ1GE         599 20     VE3EJ         599 04
QSO: 21025 CW 2015-11-28 1300 LZ1GE         599 20     NR4M          599 05
QSO: 21025 CW 2015-11-28 1302 LZ1GE         599 20     PJ2A          599 09
QSO: 21026 CW 2015-11-28 1303 LZ1GE         599 20     N2MF          599 05
QSO: 21026 CW 2015-11-28 1303 LZ1GE         599 20     OG9A          599 15
QSO: 21027 CW 2015-11-28 1304 LZ1GE         599 20     NN1SS         599 05
QSO: 21028 CW 2015-11-28 1305 LZ1GE         599 20     K1HI          599 05
QSO: 21029 CW 2015-11-28 1306 LZ1GE         599 20     R7AB          599 16
QSO: 21032 CW 2015-11-28 1401 LZ1GE         599 20     K3UL          599 05
QSO: 21032 CW 2015-11-28 1401 LZ1GE         599 20     N8II          599 05
QSO: 21034 CW 2015-11-28 1404 LZ1GE         599 20     SN2M          599 15
QSO: 21036 CW 2015-11-28 1405 LZ1GE         599 20     DR4A          599 14
QSO: 21038 CW 2015-11-28 1406 LZ1GE         599 20     F5JVP         599 14
QSO: 21039 CW 2015-11-28 1408 LZ1GE         599 20     OZ1AA         599 14
QSO: 21040 CW 2015-11-28 1409 LZ1GE         599 20     AB4Z          599 05
QSO: 21041 CW 2015-11-28 1412 LZ1GE         599 20     K1KP          599 05
QSO: 21043 CW 2015-11-28 1413 LZ1GE         599 20     PA1FP         599 14
QSO: 21046 CW 2015-11-28 1415 LZ1GE         599 20     F8CIL         599 14
QSO: 21049 CW 2015-11-28 1416 LZ1GE         599 20     TF3W          599 40
QSO: 21050 CW 2015-11-28 1417 LZ1GE         599 20     ES9C          599 15
QSO: 21051 CW 2015-11-28 1417 LZ1GE         599 20     K1GQ          599 05
QSO: 21053 CW 2015-11-28 1418 LZ1GE         599 20     ED1R          599 14
QSO: 21055 CW 2015-11-28 1419 LZ1GE         599 20     K4EA          599 05
QSO: 21057 CW 2015-11-28 1421 LZ1GE         599 20     VE2IM         599 02
QSO: 21058 CW 2015-11-28 1422 LZ1GE         599 20     N3QE          599 05
QSO: 21063 CW 2015-11-28 1425 LZ1GE         599 20     7Z1SJ         599 21
QSO: 21063 CW 2015-11-28 1426 LZ1GE         599 20     VA2EW         599 05
QSO: 21064 CW 2015-11-28 1427 LZ1GE         599 20     KP2M          599 08
QSO: 21065 CW 2015-11-28 1429 LZ1GE         599 20     M0INN         599 14
QSO: 21066 CW 2015-11-28 1430 LZ1GE         599 20     K5GN          599 04
QSO: 21070 CW 2015-11-28 1432 LZ1GE         599 20     OP4A          599 14
QSO: 28020 CW 2015-11-28 1434 LZ1GE         599 20     W1KM          599 05
QSO: 28024 CW 2015-11-28 1438 LZ1GE         599 20     PJ4A          599 09
QSO: 28025 CW 2015-11-28 1440 LZ1GE         599 20     CR5A          599 14
QSO: 28026 CW 2015-11-28 1441 LZ1GE         599 20     EI7M          599 14
QSO: 28029 CW 2015-11-28 1443 LZ1GE         599 20     PZ5W          599 09
QSO: 28034 CW 2015-11-28 1444 LZ1GE         599 20     YW4D          599 09
QSO: 28034 CW 2015-11-28 1445 LZ1GE         599 20     PJ2T          599 09
QSO: 28036 CW 2015-11-28 1446 LZ1GE         599 20     K1ZR          599 05
QSO: 28038 CW 2015-11-28 1447 LZ1GE         599 20     YR9F          599 20
QSO: 28042 CW 2015-11-28 1449 LZ1GE         599 20     W1TJL         599 05
QSO: 28044 CW 2015-11-28 1450 LZ1GE         599 20     VY2TT         599 05
QSO: 28046 CW 2015-11-28 1452 LZ1GE         599 20     N5DX          599 04
QSO: 28047 CW 2015-11-28 1453 LZ1GE         599 20     CR6K          599 14
QSO: 28050 CW 2015-11-28 1454 LZ1GE         599 20     W1WEF         599 05
QSO: 28054 CW 2015-11-28 1455 LZ1GE         599 20     K1BV          599 05
QSO: 28055 CW 2015-11-28 1456 LZ1GE         599 20     WA1Z          599 05
