START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: OM3BA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 116022
CREATED-BY: UcxLog 6.62
OPERATORS: OM3BA
NAME: Jozef Lancaric
SOAPBOX: tcvr   ICOM 735  out  90 Watts
SOAPBOX: ant    Random wire+LC matchbox
QSO: 14000 CW 2015-11-29 0829 OM3BA         599 15     TM1A          599 14     0
QSO: 14000 CW 2015-11-29 0830 OM3BA         599 15     HG1A          599 15     0
QSO: 14000 CW 2015-11-29 0831 OM3BA         599 15     IK0YUT        599 15     0
QSO: 14000 CW 2015-11-29 0832 OM3BA         599 15     LA7GIA        599 14     0
QSO: 14000 CW 2015-11-29 0835 OM3BA         599 15     RT5Z          599 16     0
QSO: 14000 CW 2015-11-29 0836 OM3BA         599 15     OM7M          599 15     0
QSO: 14000 CW 2015-11-29 0837 OM3BA         599 15     F5OZC         599 14     0
QSO: 14000 CW 2015-11-29 0838 OM3BA         599 15     OZ7A          599 14     0
QSO: 14000 CW 2015-11-29 0839 OM3BA         599 15     DL5CW         599 14     0
QSO: 14000 CW 2015-11-29 0842 OM3BA         599 15     UX2X          599 16     0
QSO: 14000 CW 2015-11-29 0843 OM3BA         599 15     EF8R          599 33     0
QSO: 14000 CW 2015-11-29 0844 OM3BA         599 15     CR3OO         599 33     0
QSO: 14000 CW 2015-11-29 0846 OM3BA         599 15     US3EW         599 16     0
QSO: 14000 CW 2015-11-29 0846 OM3BA         599 15     RA9AP         599 17     0
QSO: 14000 CW 2015-11-29 0848 OM3BA         599 15     ES5TI         599 15     0
QSO: 14000 CW 2015-11-29 0850 OM3BA         599 15     MU0FAL        599 14     0
QSO: 14000 CW 2015-11-29 0851 OM3BA         599 15     UN6T          599 17     0
QSO: 14000 CW 2015-11-29 0853 OM3BA         599 15     LZ5W          599 20     0
QSO: 14000 CW 2015-11-29 0854 OM3BA         599 15     LY8O          599 15     0
QSO: 14000 CW 2015-11-29 0855 OM3BA         599 15     SK0QO         599 14     0
QSO: 14000 CW 2015-11-29 0855 OM3BA         599 15     OH5CZ         599 15     0
QSO: 14000 CW 2015-11-29 0857 OM3BA         599 15     EA6UN         599 14     0
QSO: 14000 CW 2015-11-29 0858 OM3BA         599 15     EA1CS         599 14     0
QSO: 14000 CW 2015-11-29 0859 OM3BA         599 15     EW6GF         599 16     0
QSO: 14000 CW 2015-11-29 0900 OM3BA         599 15     RW3XZ         599 16     0
QSO: 14000 CW 2015-11-29 0900 OM3BA         599 15     G4IIY         599 14     0
QSO: 14000 CW 2015-11-29 0901 OM3BA         599 15     JA8RWU        599 25     0
QSO: 14000 CW 2015-11-29 0903 OM3BA         599 15     PA4O          599 14     0
QSO: 14000 CW 2015-11-29 0903 OM3BA         599 15     DL0GL         599 14     0
QSO: 14000 CW 2015-11-29 0905 OM3BA         599 15     SV1BJW        599 20     0
QSO: 14000 CW 2015-11-29 0905 OM3BA         599 15     MZ5B          599 14     0
QSO: 14000 CW 2015-11-29 0911 OM3BA         599 15     RK9QWM        599 17     0
QSO: 14000 CW 2015-11-29 0912 OM3BA         599 15     YL9T          599 15     0
QSO: 14000 CW 2015-11-29 0913 OM3BA         599 15     JA1ZGO        599 25     0
QSO: 14000 CW 2015-11-29 0915 OM3BA         599 15     OK6W          599 15     0
QSO: 14000 CW 2015-11-29 0917 OM3BA         599 15     YL3FW         599 15     0
QSO: 14000 CW 2015-11-29 0918 OM3BA         599 15     S53M          599 15     0
QSO: 14000 CW 2015-11-29 0919 OM3BA         599 15     OZ7BQ         599 14     0
QSO: 14000 CW 2015-11-29 0919 OM3BA         599 15     EA6VQ         599 14     0
QSO: 14000 CW 2015-11-29 0920 OM3BA         599 15     OR3A          599 14     0
QSO: 14000 CW 2015-11-29 0921 OM3BA         599 15     SN8B          599 15     0
QSO: 14000 CW 2015-11-29 0922 OM3BA         599 15     JA3YBK        599 25     0
QSO: 14000 CW 2015-11-29 0923 OM3BA         599 15     YR8D          599 20     0
QSO: 14000 CW 2015-11-29 0924 OM3BA         599 15     LY4T          599 15     0
QSO: 14000 CW 2015-11-29 0924 OM3BA         599 15     YT1A          599 15     0
QSO: 14000 CW 2015-11-29 0929 OM3BA         599 15     YL0Y          599 15     0
QSO: 14000 CW 2015-11-29 0931 OM3BA         599 15     OH0V          599 15     0
QSO: 14000 CW 2015-11-29 0931 OM3BA         599 15     RV6LM         599 16     0
QSO: 14000 CW 2015-11-29 0932 OM3BA         599 15     E74X          599 15     0
QSO: 14000 CW 2015-11-29 0934 OM3BA         599 15     YT1T          599 15     0
QSO: 14000 CW 2015-11-29 0934 OM3BA         599 15     CR3L          599 33     0
QSO: 14000 CW 2015-11-29 0935 OM3BA         599 15     LY7A          599 15     0
QSO: 14000 CW 2015-11-29 0939 OM3BA         599 15     RA4LO         599 16     0
QSO: 14000 CW 2015-11-29 0941 OM3BA         599 15     PA7JWC        599 14     0
QSO: 14000 CW 2015-11-29 0945 OM3BA         599 15     RT0C          599 19     0
QSO: 14000 CW 2015-11-29 0946 OM3BA         599 15     I0GOJ         599 15     0
QSO: 14000 CW 2015-11-29 0947 OM3BA         599 15     LY5R          599 15     0
QSO: 14000 CW 2015-11-29 0948 OM3BA         599 15     RK8I          599 18     0
QSO: 14000 CW 2015-11-29 0949 OM3BA         599 15     EU1DX         599 16     0
QSO: 14000 CW 2015-11-29 0950 OM3BA         599 15     JA1BPA        599 25     0
QSO: 14000 CW 2015-11-29 0951 OM3BA         599 15     SJ2W          599 14     0
QSO: 14000 CW 2015-11-29 0952 OM3BA         599 15     EI7M          599 14     0
QSO: 14000 CW 2015-11-29 0952 OM3BA         599 15     R7CA          599 16     0
QSO: 14000 CW 2015-11-29 0954 OM3BA         599 15     W3LPL         599 05     0
QSO: 14000 CW 2015-11-29 0955 OM3BA         599 15     OL3R          599 15     0
QSO: 14000 CW 2015-11-29 0956 OM3BA         599 15     UY2RA         599 16     0
