START-OF-LOG: 3.0
CALLSIGN: N8II
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 3790880
NAME: JEFFREY HARTLEY
LOCATION: WV
OPERATORS: N8II
CLUB: POTOMAC VALLEY RADIO CLUB
CERTIFICATE: YES
CREATED-BY: N1MM Logger V13.6.2
SOAPBOX: I ran over 24 hours, actual claimed score 3,658,965
QSO: 14000 CW 2015-11-28 0000 N8II          599 5      HK1R          599 09
QSO: 14000 CW 2015-11-28 0000 N8II          599 5      PZ5W          599 09
QSO: 14000 CW 2015-11-28 0001 N8II          599 5      NP2P          599 08
QSO: 14000 CW 2015-11-28 0002 N8II          599 5      IB9T          599 15
QSO: 14000 CW 2015-11-28 0003 N8II          599 5      ZT6T          599 38
QSO: 14000 CW 2015-11-28 0004 N8II          599 5      PY4YY         599 11
QSO: 14000 CW 2015-11-28 0005 N8II          599 5      LU4EG         599 13
QSO: 14000 CW 2015-11-28 0006 N8II          599 5      OH1F          599 15
QSO: 14000 CW 2015-11-28 0007 N8II          599 5      YW4D          599 09
QSO: 14000 CW 2015-11-28 0008 N8II          599 5      LA7DHA        599 14
QSO: 14000 CW 2015-11-28 0009 N8II          599 5      KC8R          599 04
QSO: 14000 CW 2015-11-28 0009 N8II          599 5      JW7QIA        599 40
QSO: 14000 CW 2015-11-28 0011 N8II          599 5      JA3YBK        599 25
QSO: 14000 CW 2015-11-28 0011 N8II          599 5      JA8RWU        599 25
QSO: 14000 CW 2015-11-28 0011 N8II          599 5      VE3EJ         599 04
QSO: 14000 CW 2015-11-28 0012 N8II          599 5      FY5YE         599 09
QSO: 14000 CW 2015-11-28 0013 N8II          599 5      KH6LC         599 31
QSO: 14000 CW 2015-11-28 0014 N8II          599 5      ZD8W          599 36
QSO: 14000 CW 2015-11-28 0014 N8II          599 5      HR2J          599 07
QSO: 14000 CW 2015-11-28 0015 N8II          599 5      D4C           599 35
QSO: 14000 CW 2015-11-28 0016 N8II          599 5      C6ARU         599 08
QSO: 14000 CW 2015-11-28 0016 N8II          599 5      PS2T          599 11
QSO: 14000 CW 2015-11-28 0017 N8II          599 5      PX2V          599 11
QSO: 14000 CW 2015-11-28 0017 N8II          599 5      DP1POL        599 38
QSO: 14000 CW 2015-11-28 0018 N8II          599 5      YT7W          599 15
QSO: 14000 CW 2015-11-28 0021 N8II          599 5      C92ZO         599 37
QSO: 14000 CW 2015-11-28 0021 N8II          599 5      PY2NX         599 11
QSO: 14000 CW 2015-11-28 0021 N8II          599 5      WB4IT         599 04
QSO: 14000 CW 2015-11-28 0022 N8II          599 5      CR3L          599 33
QSO: 14000 CW 2015-11-28 0023 N8II          599 5      ZW5B          599 11
QSO: 14000 CW 2015-11-28 0025 N8II          599 5      PY4XX         599 11
QSO: 14000 CW 2015-11-28 0026 N8II          599 5      VE6JY         599 04
QSO: 14000 CW 2015-11-28 0027 N8II          599 5      6V7A          599 35
QSO: 14000 CW 2015-11-28 0030 N8II          599 5      PJ4A          599 09
QSO: 14000 CW 2015-11-28 0031 N8II          599 5      LU1DZ         599 13
QSO: 14000 CW 2015-11-28 0032 N8II          599 5      HS0ZAR        599 26
QSO: 14000 CW 2015-11-28 0033 N8II          599 5      L33M          599 13
QSO: 14000 CW 2015-11-28 0033 N8II          599 5      KH6J          599 31
QSO: 14000 CW 2015-11-28 0034 N8II          599 5      7J1YAJ        599 25
QSO: 14000 CW 2015-11-28 0037 N8II          599 5      JT1AA         599 23
QSO: 14000 CW 2015-11-28 0037 N8II          599 5      PP1CZ         599 11
QSO: 14000 CW 2015-11-28 0037 N8II          599 5      PW2D          599 11
QSO: 14000 CW 2015-11-28 0038 N8II          599 5      YN2CC         599 07
QSO: 14000 CW 2015-11-28 0040 N8II          599 5      BY5CD         599 24
QSO: 14000 CW 2015-11-28 0040 N8II          599 5      PJ2T          599 09
QSO: 14000 CW 2015-11-28 0041 N8II          599 5      3G3O          599 12
QSO: 14000 CW 2015-11-28 0042 N8II          599 5      VE7IO         599 03
QSO: 14000 CW 2015-11-28 0043 N8II          599 5      E2X           599 26
QSO: 14000 CW 2015-11-28 0045 N8II          599 5      TF2CW         599 40
QSO: 14000 CW 2015-11-28 0045 N8II          599 5      LU9MDH        599 13
QSO: 14000 CW 2015-11-28 0046 N8II          599 5      JA7FTR        599 25
QSO: 14000 CW 2015-11-28 0047 N8II          599 5      PY4HO         599 11
QSO: 14000 CW 2015-11-28 0047 N8II          599 5      RT0F          599 19
QSO: 14000 CW 2015-11-28 0049 N8II          599 5      BV1EK         599 24
QSO: 14000 CW 2015-11-28 0050 N8II          599 5      LP1H          599 13
QSO: 14000 CW 2015-11-28 0050 N8II          599 5      PT2AW         599 11
QSO: 14000 CW 2015-11-28 0051 N8II          599 5      CN8KD         599 33
QSO: 14000 CW 2015-11-28 0052 N8II          599 5      KP2Q          599 08
QSO: 14000 CW 2015-11-28 0052 N8II          599 5      RT9J          599 17
QSO: 14000 CW 2015-11-28 0054 N8II          599 5      B4T           599 24
QSO: 14000 CW 2015-11-28 0055 N8II          599 5      CE2MVF        599 12
QSO: 14000 CW 2015-11-28 0055 N8II          599 5      KP2M          599 08
QSO: 14000 CW 2015-11-28 0056 N8II          599 5      CE3AA         599 12
QSO: 14000 CW 2015-11-28 0056 N8II          599 5      YV5KG         599 09
QSO: 14000 CW 2015-11-28 0057 N8II          599 5      JE1ZWT        599 25
QSO: 14000 CW 2015-11-28 0058 N8II          599 5      LU8YE         599 13
QSO: 14000 CW 2015-11-28 0100 N8II          599 5      VC7O          599 03
QSO: 14000 CW 2015-11-28 0100 N8II          599 5      V47T          599 08
QSO: 14000 CW 2015-11-28 0101 N8II          599 5      VR2XAN        599 24
QSO: 14000 CW 2015-11-28 0101 N8II          599 5      P40L          599 09
QSO: 14000 CW 2015-11-28 0102 N8II          599 5      NP3A          599 08
QSO: 14000 CW 2015-11-28 0102 N8II          599 5      SJ2W          599 14
QSO: 14000 CW 2015-11-28 0103 N8II          599 5      JG2KKG        599 25
QSO: 14000 CW 2015-11-28 0106 N8II          599 5      HI3K          599 08
QSO: 14000 CW 2015-11-28 0107 N8II          599 5      CE3CT         599 12
QSO: 14000 CW 2015-11-28 0109 N8II          599 5      ZD8W          599 36
QSO: 14000 CW 2015-11-28 0111 N8II          599 5      TO8M          599 08
QSO: 14000 CW 2015-11-28 0111 N8II          599 5      PY1NX         599 11
QSO: 14000 CW 2015-11-28 0112 N8II          599 5      VP2VVV        599 08
QSO: 14000 CW 2015-11-28 0123 N8II          599 5      OL3R          599 15
QSO: 14000 CW 2015-11-28 0124 N8II          599 5      KP3Z          599 08
QSO: 14000 CW 2015-11-28 0126 N8II          599 5      JR5YCE        599 25
QSO: 14000 CW 2015-11-28 0126 N8II          599 5      VE6BBP        599 04
QSO: 14000 CW 2015-11-28 0127 N8II          599 5      V31WI         599 07
QSO: 14000 CW 2015-11-28 0127 N8II          599 5      PR2F          599 11
QSO: 14000 CW 2015-11-28 0134 N8II          599 5      PY1GQ         599 11
QSO: 14000 CW 2015-11-28 0136 N8II          599 5      ZS2NF         599 38
QSO: 14000 CW 2015-11-28 0138 N8II          599 5      9J2HN         599 36
QSO:  7000 CW 2015-11-28 0139 N8II          599 5      OZ1AA         599 14
QSO:  7000 CW 2015-11-28 0139 N8II          599 5      VE2IM         599 02
QSO:  7000 CW 2015-11-28 0140 N8II          599 5      W5XU          599 04
QSO:  7000 CW 2015-11-28 0140 N8II          599 5      D4C           599 35
QSO:  7000 CW 2015-11-28 0141 N8II          599 5      PI4CC         599 14
QSO:  7000 CW 2015-11-28 0141 N8II          599 5      PV8ADI        599 11
QSO:  7000 CW 2015-11-28 0141 N8II          599 5      EF8R          599 33
