START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.243 [RUS]
CALLSIGN: RN3YA
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 115200
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
NAME: Alexander
QSO: 28000 CW 2015-11-28 0902 RN3YA         599 16     RA9V          599 18
QSO: 28000 CW 2015-11-28 0904 RN3YA         599 16     4X7R          599 20
QSO: 28000 CW 2015-11-28 0906 RN3YA         599 16     CN2AA         599 33
QSO: 28000 CW 2015-11-28 0907 RN3YA         599 16     RC9O          599 18
QSO: 28000 CW 2015-11-28 0912 RN3YA         599 16     C4VC          599 20
QSO: 28000 CW 2015-11-28 0914 RN3YA         599 16     YE2A          599 28
QSO: 28000 CW 2015-11-28 0916 RN3YA         599 16     P3F           599 20
QSO: 28000 CW 2015-11-28 0918 RN3YA         599 16     A93JA         599 21
QSO: 28000 CW 2015-11-28 0921 RN3YA         599 16     4X0A          599 20
QSO: 28000 CW 2015-11-28 0922 RN3YA         599 16     EA5XA         599 14
QSO: 28000 CW 2015-11-28 0924 RN3YA         599 16     LY2W          599 15
QSO: 28000 CW 2015-11-28 0925 RN3YA         599 16     RZ9UO         599 18
QSO: 28000 CW 2015-11-28 0931 RN3YA         599 16     HS0ZAR        599 26
QSO: 28000 CW 2015-11-28 0937 RN3YA         599 16     7Z1SJ         599 21
QSO: 28000 CW 2015-11-28 0949 RN3YA         599 16     UN5J          599 17
QSO: 28000 CW 2015-11-28 0949 RN3YA         599 16     EA1YG         599 14
QSO: 28000 CW 2015-11-28 0951 RN3YA         599 16     EA3AR         599 14
QSO: 28000 CW 2015-11-28 0955 RN3YA         599 16     RL9I          599 18
QSO: 28000 CW 2015-11-28 0957 RN3YA         599 16     EF6T          599 14
QSO: 28000 CW 2015-11-28 0959 RN3YA         599 16     RC9J          599 17
QSO: 28000 CW 2015-11-28 1002 RN3YA         599 16     EA5BM         599 14
QSO: 28000 CW 2015-11-28 1004 RN3YA         599 16     G4R           599 14
QSO: 28000 CW 2015-11-28 1006 RN3YA         599 16     EA2EA         599 14
QSO: 28000 CW 2015-11-28 1011 RN3YA         599 16     MM3T          599 14
QSO: 28000 CW 2015-11-28 1013 RN3YA         599 16     GD6IA         599 14
QSO: 28000 CW 2015-11-28 1025 RN3YA         599 16     RG6G          599 16
QSO: 28000 CW 2015-11-28 1035 RN3YA         599 16     MI0BPB        599 14
QSO: 28000 CW 2015-11-28 1037 RN3YA         599 16     ED8X          599 33
QSO: 28000 CW 2015-11-28 1038 RN3YA         599 16     EA5FV         599 14
QSO: 28000 CW 2015-11-28 1038 RN3YA         599 16     RG3P          599 16
QSO: 28000 CW 2015-11-28 1042 RN3YA         599 16     RA5C          599 16
QSO: 28000 CW 2015-11-28 1043 RN3YA         599 16     ED1R          599 14
QSO: 28000 CW 2015-11-28 1045 RN3YA         599 16     EA4TX         599 14
QSO: 28000 CW 2015-11-28 1045 RN3YA         599 16     PI4DX         599 14
QSO: 28000 CW 2015-11-28 1047 RN3YA         599 16     IQ3RK         599 15
QSO: 28000 CW 2015-11-28 1052 RN3YA         599 16     HB9CA         599 14
QSO: 28000 CW 2015-11-28 1052 RN3YA         599 16     HB9HFN        599 14
QSO: 28000 CW 2015-11-28 1055 RN3YA         599 16     IK2WXQ        599 15
QSO: 28000 CW 2015-11-28 1056 RN3YA         599 16     F6HKA         599 14
QSO: 28000 CW 2015-11-28 1058 RN3YA         599 16     OH8WW         599 15
QSO: 28000 CW 2015-11-28 1059 RN3YA         599 16     HB9FBS        599 14
QSO: 28000 CW 2015-11-28 1100 RN3YA         599 16     IK2SND        599 15
QSO: 28000 CW 2015-11-28 1101 RN3YA         599 16     G4IY          599 14
QSO: 28000 CW 2015-11-28 1103 RN3YA         599 16     F5VBT         599 14
QSO: 28000 CW 2015-11-28 1106 RN3YA         599 16     EI7M          599 14
QSO: 28000 CW 2015-11-28 1106 RN3YA         599 16     TM6M          599 14
QSO: 28000 CW 2015-11-28 1108 RN3YA         599 16     GM3WUX        599 14
QSO: 28000 CW 2015-11-28 1109 RN3YA         599 16     9A7V          599 15
QSO: 28000 CW 2015-11-28 1114 RN3YA         599 16     MI5I          599 14
QSO: 28000 CW 2015-11-28 1115 RN3YA         599 16     EA3FZT        599 14
QSO: 28000 CW 2015-11-28 1118 RN3YA         599 16     G5W           599 14
QSO: 28000 CW 2015-11-28 1121 RN3YA         599 16     ED7X          599 14
QSO: 28000 CW 2015-11-28 1123 RN3YA         599 16     LO5D          599 13
QSO: 28000 CW 2015-11-28 1124 RN3YA         599 16     ED4T          599 14
QSO: 28000 CW 2015-11-28 1125 RN3YA         599 16     M2L           599 14
QSO: 28000 CW 2015-11-28 1126 RN3YA         599 16     EI7CC         599 14
QSO: 28000 CW 2015-11-28 1129 RN3YA         599 16     3V8SS         599 33
QSO: 28000 CW 2015-11-28 1137 RN3YA         599 16     F6HRP         599 14
QSO: 28000 CW 2015-11-28 1138 RN3YA         599 16     EA1DR         599 14
QSO: 28000 CW 2015-11-28 1139 RN3YA         599 16     G3RLE         599 14
QSO: 28000 CW 2015-11-28 1143 RN3YA         599 16     CQ8CQ         599 14
QSO: 28000 CW 2015-11-28 1145 RN3YA         599 16     G5U           599 14
QSO: 28000 CW 2015-11-28 1149 RN3YA         599 16     D4C           599 35
QSO: 28000 CW 2015-11-28 1150 RN3YA         599 16     9M2CNC        599 28
QSO: 28000 CW 2015-11-28 1153 RN3YA         599 16     VK6LW         599 29
QSO: 28000 CW 2015-11-28 1158 RN3YA         599 16     A61DJ         599 21
QSO: 28000 CW 2015-11-28 1207 RN3YA         599 16     9K2SN         599 21
QSO: 28000 CW 2015-11-28 1230 RN3YA         599 16     8Q7DV         599 22
QSO: 21000 CW 2015-11-28 1254 RN3YA         599 16     OP4K          599 14
QSO: 21000 CW 2015-11-28 1255 RN3YA         599 16     P3F           599 20
QSO: 21000 CW 2015-11-28 1257 RN3YA         599 16     M2G           599 14
QSO: 21000 CW 2015-11-28 1303 RN3YA         599 16     PI4CC         599 14
QSO: 21000 CW 2015-11-28 1304 RN3YA         599 16     EI7M          599 14
