START-OF-LOG: 3.0
LOCATION: AZ
CALLSIGN: KY7M
CLUB: Arizona Outlaws Contest Club
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 3052775
OPERATORS: KY7M
NAME: Lee Finkel
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
QSO: 21043 CW 2015-11-28 0001 KY7M          599 3      JR3EOI        599 25
QSO: 21043 CW 2015-11-28 0002 KY7M          599 3      JH3BYX        599 25
QSO: 21043 CW 2015-11-28 0003 KY7M          599 3      JH4FUF        599 25
QSO: 21043 CW 2015-11-28 0003 KY7M          599 3      LU6UO         599 13
QSO: 21043 CW 2015-11-28 0003 KY7M          599 3      JE5JHZ        599 25
QSO: 21043 CW 2015-11-28 0004 KY7M          599 3      JA8BKI        599 25
QSO: 21043 CW 2015-11-28 0004 KY7M          599 3      JI4UEN        599 25
QSO: 21043 CW 2015-11-28 0005 KY7M          599 3      7N2JZT/6      599 25
QSO: 21043 CW 2015-11-28 0005 KY7M          599 3      JH0NEC        599 25
QSO: 21043 CW 2015-11-28 0006 KY7M          599 3      JK1TCV        599 25
QSO: 21043 CW 2015-11-28 0007 KY7M          599 3      JE7HYK        599 25
QSO: 21043 CW 2015-11-28 0007 KY7M          599 3      ZL3TE         599 32
QSO: 21043 CW 2015-11-28 0008 KY7M          599 3      JP1IXV        599 25
QSO: 21037 CW 2015-11-28 0010 KY7M          599 3      9M6NA         599 28
QSO: 21034 CW 2015-11-28 0010 KY7M          599 3      HS0ZAR        599 26
QSO: 21034 CW 2015-11-28 0011 KY7M          599 3      VK6LW         599 29
QSO: 21016 CW 2015-11-28 0012 KY7M          599 3      YE2A          599 28
QSO: 21056 CW 2015-11-28 0013 KY7M          599 3      AH6V          599 31
QSO: 21058 CW 2015-11-28 0014 KY7M          599 3      9M2CNC        599 28
QSO: 21062 CW 2015-11-28 0014 KY7M          599 3      CW5W          599 13
QSO: 21063 CW 2015-11-28 0015 KY7M          599 3      CE3DNP        599 12
QSO: 21064 CW 2015-11-28 0016 KY7M          599 3      PY5ZHP        599 11
QSO: 21056 CW 2015-11-28 0017 KY7M          599 3      JA2KKA        599 25
QSO: 21056 CW 2015-11-28 0018 KY7M          599 3      JA3KNB        599 25
QSO: 21056 CW 2015-11-28 0018 KY7M          599 3      JH6WHN        599 25
QSO: 21056 CW 2015-11-28 0019 KY7M          599 3      JA2HYD        599 25
QSO: 21056 CW 2015-11-28 0020 KY7M          599 3      JA1WRI        599 25
QSO: 21057 CW 2015-11-28 0021 KY7M          599 3      JH5HDA        599 25
QSO: 21057 CW 2015-11-28 0022 KY7M          599 3      JH8RXM        599 25
QSO: 21057 CW 2015-11-28 0022 KY7M          599 3      JH1RFM        599 25
QSO: 21057 CW 2015-11-28 0023 KY7M          599 3      JA3QOS        599 25
QSO: 21057 CW 2015-11-28 0023 KY7M          599 3      RV0CG         599 19
QSO: 21057 CW 2015-11-28 0023 KY7M          599 3      JA0VTK/7      599 25
QSO: 21057 CW 2015-11-28 0024 KY7M          599 3      JR2PMT        599 25
QSO: 21057 CW 2015-11-28 0025 KY7M          599 3      YB0ANN        599 28
QSO: 21057 CW 2015-11-28 0025 KY7M          599 3      JF2RLD        599 25
QSO: 21057 CW 2015-11-28 0026 KY7M          599 3      JH7CUO        599 25
QSO: 21057 CW 2015-11-28 0027 KY7M          599 3      JH1CCN        599 25
QSO: 21057 CW 2015-11-28 0028 KY7M          599 3      JR3RIU        599 25
QSO: 21057 CW 2015-11-28 0028 KY7M          599 3      JH1EVD        599 25
QSO: 21057 CW 2015-11-28 0029 KY7M          599 3      JH1FSF        599 25
QSO: 21057 CW 2015-11-28 0029 KY7M          599 3      JL1RUC        599 25
QSO: 21057 CW 2015-11-28 0029 KY7M          599 3      JA1RPK        599 25
QSO: 21057 CW 2015-11-28 0030 KY7M          599 3      9M8K          599 28
QSO: 21057 CW 2015-11-28 0030 KY7M          599 3      JA0UMV        599 25
QSO: 21057 CW 2015-11-28 0031 KY7M          599 3      JA1WQX        599 25
QSO: 21057 CW 2015-11-28 0031 KY7M          599 3      JM1EKM        599 25
QSO: 21057 CW 2015-11-28 0032 KY7M          599 3      JG8IBY        599 25
QSO: 21057 CW 2015-11-28 0033 KY7M          599 3      JI1CPN        599 25
QSO: 21057 CW 2015-11-28 0033 KY7M          599 3      JA2JTN        599 25
QSO: 21057 CW 2015-11-28 0034 KY7M          599 3      VK2NU         599 30
QSO: 21057 CW 2015-11-28 0035 KY7M          599 3      HS0ZDR        599 26
QSO: 21057 CW 2015-11-28 0037 KY7M          599 3      JN3SAC        599 25
QSO: 21057 CW 2015-11-28 0037 KY7M          599 3      JH1DLD        599 25
QSO: 21057 CW 2015-11-28 0037 KY7M          599 3      JA2VHO        599 25
QSO: 21057 CW 2015-11-28 0038 KY7M          599 3      JS1KKY        599 25
QSO: 21057 CW 2015-11-28 0038 KY7M          599 3      JH2CMH        599 25
QSO: 21057 CW 2015-11-28 0038 KY7M          599 3      JA3IBU        599 25
QSO: 21057 CW 2015-11-28 0039 KY7M          599 3      JP1PZE        599 25
QSO: 21057 CW 2015-11-28 0039 KY7M          599 3      JR1NKN        599 25
