START-OF-LOG: 3.0
CALLSIGN: RN3K
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 223074
NAME: Alexey
LOCATION: DX
OPERATORS: RN3K
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
QSO: 28011 CW 2015-11-28 0745 RN3K          599 16     UA0ACG        599 18
QSO: 28026 CW 2015-11-28 0751 RN3K          599 16     A93JA         599 21
QSO: 28028 CW 2015-11-28 0752 RN3K          599 16     BY5CD         599 24
QSO: 28010 CW 2015-11-28 0757 RN3K          599 16     RV9UP         599 18
QSO: 28012 CW 2015-11-28 0757 RN3K          599 16     RW0A          599 18
QSO: 28022 CW 2015-11-28 0758 RN3K          599 16     RZ8U          599 18
QSO: 28024 CW 2015-11-28 0759 RN3K          599 16     3B9HA         599 39
QSO: 14020 CW 2015-11-28 0806 RN3K          599 16     RX9AF         599 17
QSO: 14020 CW 2015-11-28 0807 RN3K          599 16     RT0F          599 19
QSO: 14019 CW 2015-11-28 0808 RN3K          599 16     ZA1WW         599 15
QSO: 14018 CW 2015-11-28 0809 RN3K          599 16     HB9ARF        599 14
QSO: 14018 CW 2015-11-28 0810 RN3K          599 16     OL1C          599 15
QSO: 14018 CW 2015-11-28 0810 RN3K          599 16     ON5JT         599 14
QSO: 14017 CW 2015-11-28 0811 RN3K          599 16     S59N          599 15
QSO: 14016 CW 2015-11-28 0811 RN3K          599 16     UT5EO         599 16
QSO: 14016 CW 2015-11-28 0812 RN3K          599 16     JE1ZWT        599 25
QSO: 14015 CW 2015-11-28 0812 RN3K          599 16     OL3Z          599 15
QSO: 14014 CW 2015-11-28 0813 RN3K          599 16     OK2RRR        599 15
QSO: 14014 CW 2015-11-28 0814 RN3K          599 16     D4C           599 35
QSO: 14013 CW 2015-11-28 0814 RN3K          599 16     DR5N          599 14
QSO: 14013 CW 2015-11-28 0815 RN3K          599 16     SK3W          599 14
QSO: 14012 CW 2015-11-28 0816 RN3K          599 16     EA7PP         599 14
QSO: 14012 CW 2015-11-28 0818 RN3K          599 16     SO2W          599 15
QSO: 14011 CW 2015-11-28 0819 RN3K          599 16     TM6M          599 14
QSO: 14010 CW 2015-11-28 0820 RN3K          599 16     G5W           599 14
QSO: 14009 CW 2015-11-28 0821 RN3K          599 16     DP4E          599 14
QSO: 14008 CW 2015-11-28 0821 RN3K          599 16     IK8TEO        599 15
QSO: 14008 CW 2015-11-28 0822 RN3K          599 16     OL5W          599 15
QSO: 14006 CW 2015-11-28 0823 RN3K          599 16     DK0WRTC       599 14
QSO: 14004 CW 2015-11-28 0824 RN3K          599 16     SN1D          599 15
QSO: 14004 CW 2015-11-28 0824 RN3K          599 16     SE0X          599 14
QSO: 14003 CW 2015-11-28 0825 RN3K          599 16     Z33A          599 15
QSO: 14003 CW 2015-11-28 0826 RN3K          599 16     SZ1A          599 20
QSO: 14002 CW 2015-11-28 0827 RN3K          599 16     OK6W          599 15
QSO: 14000 CW 2015-11-28 0828 RN3K          599 16     S58M          599 15
QSO: 14000 CW 2015-11-28 0828 RN3K          599 16     TC0A          599 20
QSO: 14001 CW 2015-11-28 0828 RN3K          599 16     HG4I          599 15
QSO: 14011 CW 2015-11-28 0834 RN3K          599 16     YR1C          599 20
QSO: 14010 CW 2015-11-28 0834 RN3K          599 16     UA2F          599 15
