START-OF-LOG: 3.0
CALLSIGN: YU1BN
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 103523
NAME: ZIVCICA RAJIC RAYA
LOCATION: DX
CLUB: CONTEST CLUB SERBIA
CERTIFICATE: NO
CREATED-BY: Win-Test 4.11.0
QSO: 21000 CW 2015-11-28 0636 YU1BN         599 15     4X7R          599 20     0
QSO: 21000 CW 2015-11-28 0641 YU1BN         599 15     9K2SN         599 21     0
QSO: 21000 CW 2015-11-28 0653 YU1BN         599 15     RN3N          599 16     0
QSO: 21000 CW 2015-11-28 0657 YU1BN         599 15     JA5DQH        599 25     0
QSO: 21000 CW 2015-11-28 0700 YU1BN         599 15     UA0SR         599 18     0
QSO: 21000 CW 2015-11-28 0702 YU1BN         599 15     RU9WZ         599 16     0
QSO: 21000 CW 2015-11-28 0703 YU1BN         599 15     R4IO          599 16     0
QSO: 21000 CW 2015-11-28 0708 YU1BN         599 15     RM4I          599 16     0
QSO: 21000 CW 2015-11-28 0727 YU1BN         599 15     JH3AIU        599 25     0
QSO: 21000 CW 2015-11-28 0727 YU1BN         599 15     UA5F          599 16     0
QSO: 21000 CW 2015-11-28 0728 YU1BN         599 15     RM0F          599 19     0
QSO: 21000 CW 2015-11-28 0730 YU1BN         599 15     RT4D          599 16     0
QSO: 21000 CW 2015-11-28 0731 YU1BN         599 15     RT4F          599 16     0
QSO: 21000 CW 2015-11-28 0734 YU1BN         599 15     RW0A          599 18     0
QSO: 21000 CW 2015-11-28 0735 YU1BN         599 15     RK9LWA        599 17     0
QSO: 21000 CW 2015-11-28 0737 YU1BN         599 15     B1Z           599 24     0
QSO: 21000 CW 2015-11-28 0738 YU1BN         599 15     RM9RZ         599 17     0
QSO: 21000 CW 2015-11-28 0740 YU1BN         599 15     OH2KW         599 15     0
QSO: 21000 CW 2015-11-28 0742 YU1BN         599 15     UA4M          599 16     0
QSO: 21000 CW 2015-11-28 0743 YU1BN         599 15     RM9A          599 17     0
QSO: 21000 CW 2015-11-28 0746 YU1BN         599 15     EA7KB         599 14     0
QSO: 21000 CW 2015-11-28 0748 YU1BN         599 15     JA3YBK        599 25     0
QSO: 21000 CW 2015-11-28 0749 YU1BN         599 15     RT3F          599 16     0
QSO: 21000 CW 2015-11-28 0751 YU1BN         599 15     EA5BM         599 14     0
QSO: 21000 CW 2015-11-28 0751 YU1BN         599 15     RW9USA        599 18     0
QSO: 21000 CW 2015-11-28 0754 YU1BN         599 15     RW0AB         599 18     0
QSO: 21000 CW 2015-11-28 0756 YU1BN         599 15     EI2KM         599 14     0
QSO: 21000 CW 2015-11-28 0757 YU1BN         599 15     OH9W          599 15     0
QSO: 21000 CW 2015-11-28 0757 YU1BN         599 15     RM3F          599 16     0
QSO: 21000 CW 2015-11-28 0758 YU1BN         599 15     SM2M          599 14     0
QSO: 21000 CW 2015-11-28 0800 YU1BN         599 15     9M2M          599 28     0
QSO: 21000 CW 2015-11-28 0802 YU1BN         599 15     UK9AA         599 17     0
QSO: 21000 CW 2015-11-28 0808 YU1BN         599 15     BA1GN/8       599 24     0
QSO: 21000 CW 2015-11-28 0810 YU1BN         599 15     JN4MMO        599 25     0
QSO: 21000 CW 2015-11-28 0811 YU1BN         599 15     UB0A          599 18     0
QSO: 21000 CW 2015-11-28 0812 YU1BN         599 15     RX4W          599 16     0
QSO: 21000 CW 2015-11-28 0813 YU1BN         599 15     JH4UYB        599 25     0
QSO: 21000 CW 2015-11-28 0816 YU1BN         599 15     RM5A          599 16     0
QSO: 21000 CW 2015-11-28 0817 YU1BN         599 15     R4RR          599 16     0
QSO: 21000 CW 2015-11-28 0819 YU1BN         599 15     EI5KF         599 14     0
QSO: 21000 CW 2015-11-28 0820 YU1BN         599 15     M2G           599 14     0
