START-OF-LOG: 3.0
LOCATION: MT
CALLSIGN: KS7T
CLUB: NONE
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 390309
OPERATORS: KS7T
NAME: FRED K. KLEIN
CERTIFICATE: YES
SOAPBOX: For once didn't have to wait forever to get through the pile to
SOAPBOX: get the rare ones - 2 calls to the C92 and one to the 5H3 on 20
SOAPBOX: So even though condx numbers down that made my weekend!
CREATED-BY: N1MM Logger+ 1.0.5251.0
QSO:  7000 CW 2015-11-28 0802 KS7T          599 04      LP1H          599 13
QSO:  7000 CW 2015-11-28 0808 KS7T          599 04      ZF2ET         599 08
QSO:  7000 CW 2015-11-28 0809 KS7T          599 04      P40L          599 09
QSO:  7000 CW 2015-11-28 0817 KS7T          599 04      JA3YBK        599 25
QSO:  7000 CW 2015-11-28 0818 KS7T          599 04      TO8M          599 08
QSO:  7000 CW 2015-11-28 0820 KS7T          599 04      PP5BZ         599 11
QSO:  7000 CW 2015-11-28 0821 KS7T          599 04      HI3K          599 08
QSO:  7000 CW 2015-11-28 0828 KS7T          599 04      CE3CT         599 12
QSO:  7000 CW 2015-11-28 0830 KS7T          599 04      TI5W          599 07
QSO:  7000 CW 2015-11-28 0839 KS7T          599 04      JH1GBZ        599 25
QSO:  7000 CW 2015-11-28 0840 KS7T          599 04      HC2AO         599 10
QSO:  7000 CW 2015-11-28 0844 KS7T          599 04      PJ4Q          599 09
QSO:  7000 CW 2015-11-28 0845 KS7T          599 04      7J1AAI        599 25
QSO:  7000 CW 2015-11-28 0846 KS7T          599 04      JR2GRX        599 25
QSO:  7000 CW 2015-11-28 0853 KS7T          599 04      JR5YCE        599 25
QSO:  7000 CW 2015-11-28 0857 KS7T          599 04      KH6J          599 31
QSO:  7000 CW 2015-11-28 0859 KS7T          599 04      PT2CM         599 11
QSO:  7000 CW 2015-11-28 0902 KS7T          599 04      PY2NY         599 11
QSO:  7000 CW 2015-11-28 0903 KS7T          599 04      5W0IF         599 32
QSO:  7000 CW 2015-11-28 0904 KS7T          599 04      CJ3A          599 04
QSO:  7000 CW 2015-11-28 0906 KS7T          599 04      YN2CC         599 07
QSO:  7000 CW 2015-11-28 0908 KS7T          599 04      YW4D          599 09
QSO:  7000 CW 2015-11-28 0911 KS7T          599 04      PZ5W          599 09
QSO:  7000 CW 2015-11-28 0912 KS7T          599 04      KH6LC         599 31
QSO:  7000 CW 2015-11-28 0914 KS7T          599 04      JE1ZWT        599 25
QSO:  7000 CW 2015-11-28 0929 KS7T          599 04      LU8YE         599 13
QSO:  7000 CW 2015-11-28 0932 KS7T          599 04      V47T          599 08
QSO:  7000 CW 2015-11-28 0936 KS7T          599 04      7J1YAJ        599 25
QSO:  7000 CW 2015-11-28 0938 KS7T          599 04      P40C          599 09
QSO:  7000 CW 2015-11-28 0941 KS7T          599 04      CB1H          599 12
QSO:  7000 CW 2015-11-28 0944 KS7T          599 04      JA1RPK        599 25
QSO:  7000 CW 2015-11-28 0950 KS7T          599 04      NJ8M          599 04
QSO:  7000 CW 2015-11-28 0952 KS7T          599 04      JS1OYN        599 25
QSO:  7000 CW 2015-11-28 0959 KS7T          599 04      JN3TMW        599 25
QSO:  7000 CW 2015-11-28 1002 KS7T          599 04      JH3FUK        599 25
QSO:  7000 CW 2015-11-28 1004 KS7T          599 04      ZL4YL         599 32
QSO:  7000 CW 2015-11-28 1009 KS7T          599 04      VE9ML         599 05
QSO:  7000 CW 2015-11-28 1010 KS7T          599 04      AB4V          599 05
QSO:  7000 CW 2015-11-28 1021 KS7T          599 04      ZF2MJ         599 08
QSO:  7000 CW 2015-11-28 1022 KS7T          599 04      JA7ZFN        599 25
QSO:  3500 CW 2015-11-28 1035 KS7T          599 04      PJ2T          599 09
QSO:  3500 CW 2015-11-28 1039 KS7T          599 04      VE3YAA        599 04
QSO:  3500 CW 2015-11-28 1040 KS7T          599 04      VE7SV         599 03
QSO:  3500 CW 2015-11-28 1041 KS7T          599 04      VC7O          599 03
QSO:  3500 CW 2015-11-28 1042 KS7T          599 04      VE6SV         599 04
QSO:  3500 CW 2015-11-28 1043 KS7T          599 04      CJ3A          599 04
QSO:  3500 CW 2015-11-28 1045 KS7T          599 04      P40C          599 09
QSO:  3500 CW 2015-11-28 1045 KS7T          599 04      TI5W          599 07
QSO:  3500 CW 2015-11-28 1046 KS7T          599 04      KH6LC         599 31
QSO:  3500 CW 2015-11-28 1047 KS7T          599 04      KH6J          599 31
QSO:  3500 CW 2015-11-28 1053 KS7T          599 04      T46A          599 08
QSO:  3500 CW 2015-11-28 1102 KS7T          599 04      VE3EJ         599 04
QSO:  7000 CW 2015-11-28 1115 KS7T          599 04      VK3SF         599 30
QSO:  7000 CW 2015-11-28 1120 KS7T          599 04      JA6SHL        599 25
QSO: 14000 CW 2015-11-28 1605 KS7T          599 04      S57DX         599 15
QSO: 14000 CW 2015-11-28 1606 KS7T          599 04      DL2DX         599 14
QSO: 14000 CW 2015-11-28 1607 KS7T          599 04      SN5N          599 15
QSO: 14000 CW 2015-11-28 1608 KS7T          599 04      KH7M          599 31
QSO: 14000 CW 2015-11-28 1609 KS7T          599 04      OK6W          599 15
QSO: 14000 CW 2015-11-28 1610 KS7T          599 04      DF0HQ         599 14
QSO: 14000 CW 2015-11-28 1611 KS7T          599 04      YL2SM         599 15
QSO: 14000 CW 2015-11-28 1612 KS7T          599 04      OL3Z          599 15
QSO: 14000 CW 2015-11-28 1614 KS7T          599 04      9A1A          599 15
QSO: 14000 CW 2015-11-28 1614 KS7T          599 04      LY4A          599 15
QSO: 14000 CW 2015-11-28 1615 KS7T          599 04      S52ZW         599 15
QSO: 14000 CW 2015-11-28 1616 KS7T          599 04      M6T           599 14
QSO: 14000 CW 2015-11-28 1616 KS7T          599 04      RT6A          599 16
QSO: 14000 CW 2015-11-28 1617 KS7T          599 04      HA8JV         599 15
QSO: 14000 CW 2015-11-28 1619 KS7T          599 04      LY2W          599 15
QSO: 14000 CW 2015-11-28 1619 KS7T          599 04      SN8B          599 15
QSO: 14000 CW 2015-11-28 1620 KS7T          599 04      OL4A          599 15
QSO: 14000 CW 2015-11-28 1620 KS7T          599 04      S57K          599 15
QSO: 14000 CW 2015-11-28 1621 KS7T          599 04      SJ2W          599 14
QSO: 14000 CW 2015-11-28 1622 KS7T          599 04      DL5CW         599 14
QSO: 14000 CW 2015-11-28 1623 KS7T          599 04      HG7T          599 15
QSO: 14000 CW 2015-11-28 1624 KS7T          599 04      GM5A          599 14
QSO: 14000 CW 2015-11-28 1624 KS7T          599 04      HR2J          599 07
QSO: 14000 CW 2015-11-28 1625 KS7T          599 04      HG1S          599 15
QSO: 14000 CW 2015-11-28 1626 KS7T          599 04      LY7A          599 15
QSO: 14000 CW 2015-11-28 1627 KS7T          599 04      OK2RRR        599 15
QSO: 14000 CW 2015-11-28 1629 KS7T          599 04      LZ9W          599 20
QSO: 14000 CW 2015-11-28 1631 KS7T          599 04      PA6NB         599 14
QSO: 14000 CW 2015-11-28 1633 KS7T          599 04      IR1Y          599 15
QSO: 14000 CW 2015-11-28 1634 KS7T          599 04      SO4R          599 15
QSO: 14000 CW 2015-11-28 1636 KS7T          599 04      LA7GIA        599 14
QSO: 14000 CW 2015-11-28 1638 KS7T          599 04      OP4K          599 14
QSO: 14000 CW 2015-11-28 1638 KS7T          599 04      UY4W          599 16
QSO: 14000 CW 2015-11-28 1643 KS7T          599 04      DL5YYM        599 14
QSO: 14000 CW 2015-11-28 1644 KS7T          599 04      ER4A          599 16
QSO: 14000 CW 2015-11-28 1648 KS7T          599 04      P3F           599 20
QSO: 14000 CW 2015-11-28 1650 KS7T          599 04      GD6IA         599 14
QSO: 14000 CW 2015-11-28 1650 KS7T          599 04      OK1HFP        599 15
QSO: 14000 CW 2015-11-28 1652 KS7T          599 04      SP1DSZ        599 15
QSO: 14000 CW 2015-11-28 1653 KS7T          599 04      DL0CS         599 14
QSO: 14000 CW 2015-11-28 1654 KS7T          599 04      DR1D          599 14
QSO: 14000 CW 2015-11-28 1659 KS7T          599 04      EA6VQ         599 14
QSO: 14000 CW 2015-11-28 1701 KS7T          599 04      UW5Y          599 16
QSO: 14000 CW 2015-11-28 1701 KS7T          599 04      DR4A          599 14
QSO: 14000 CW 2015-11-28 1702 KS7T          599 04      IZ5EKV        599 15
QSO: 14000 CW 2015-11-28 1705 KS7T          599 04      HB9CA         599 14
QSO: 14000 CW 2015-11-28 1706 KS7T          599 04      DD1A          599 14
QSO: 14000 CW 2015-11-28 1707 KS7T          599 04      IK0YVV        599 15
QSO: 14000 CW 2015-11-28 1708 KS7T          599 04      3Z1K          599 15
QSO: 14000 CW 2015-11-28 1709 KS7T          599 04      P33W          599 20
QSO: 14000 CW 2015-11-28 1710 KS7T          599 04      YT1A          599 15
QSO: 14000 CW 2015-11-28 1711 KS7T          599 04      S50B          599 15
QSO: 14000 CW 2015-11-28 1711 KS7T          599 04      OM2VL         599 15
QSO: 14000 CW 2015-11-28 1712 KS7T          599 04      OZ1AA         599 14
QSO: 14000 CW 2015-11-28 1713 KS7T          599 04      OE3K          599 15
QSO: 14000 CW 2015-11-28 1714 KS7T          599 04      S50A          599 15
QSO: 14000 CW 2015-11-28 1715 KS7T          599 04      OM7RU         599 15
QSO: 14000 CW 2015-11-28 1718 KS7T          599 04      YU1LA         599 15
QSO: 14000 CW 2015-11-28 1720 KS7T          599 04      E75AZ         599 15
QSO: 14000 CW 2015-11-28 1727 KS7T          599 04      E79D          599 15
QSO: 14000 CW 2015-11-28 1729 KS7T          599 04      DJ6OZ         599 14
QSO: 14000 CW 2015-11-28 1730 KS7T          599 04      IZ4DLR        599 15
QSO: 14000 CW 2015-11-28 1732 KS7T          599 04      DL7ARJ        599 14
QSO: 14000 CW 2015-11-28 1732 KS7T          599 04      AC3IS         599 05
QSO: 14000 CW 2015-11-28 1735 KS7T          599 04      DL6ZXG        599 14
QSO: 14000 CW 2015-11-28 1736 KS7T          599 04      PA4O          599 14
QSO: 14000 CW 2015-11-28 1736 KS7T          599 04      DL1WA         599 14
QSO: 14000 CW 2015-11-28 1739 KS7T          599 04      DL8WEM        599 14
QSO: 14000 CW 2015-11-28 1741 KS7T          599 04      OL2N          599 15
QSO: 14000 CW 2015-11-28 1741 KS7T          599 04      OK2RU         599 15
QSO: 14000 CW 2015-11-28 1743 KS7T          599 04      OK7Z          599 15
QSO: 14000 CW 2015-11-28 1745 KS7T          599 04      PI4COM        599 14
QSO: 14000 CW 2015-11-28 1745 KS7T          599 04      OE5OHO        599 15
QSO: 14000 CW 2015-11-28 1747 KS7T          599 04      IK0YUT        599 15
QSO: 14000 CW 2015-11-28 1748 KS7T          599 04      HA3NU         599 15
QSO: 14000 CW 2015-11-28 1748 KS7T          599 04      VE3RZ         599 04
QSO: 14000 CW 2015-11-28 1749 KS7T          599 04      PA3FQA        599 14
QSO: 14000 CW 2015-11-28 1749 KS7T          599 04      9A1P          599 15
QSO: 14000 CW 2015-11-28 1751 KS7T          599 04      LX7I          599 14
QSO: 14000 CW 2015-11-28 1752 KS7T          599 04      IR4M          599 15
QSO: 14000 CW 2015-11-28 1753 KS7T          599 04      IR2C          599 15
QSO: 14000 CW 2015-11-28 1754 KS7T          599 04      OM7M          599 15
QSO: 14000 CW 2015-11-28 1756 KS7T          599 04      IR4X          599 15
QSO: 14000 CW 2015-11-28 1758 KS7T          599 04      G2F           599 14
QSO: 14000 CW 2015-11-28 1758 KS7T          599 04      IB9T          599 15
QSO: 14000 CW 2015-11-28 1758 KS7T          599 04      DK8ZB         599 14
QSO: 14000 CW 2015-11-28 1759 KS7T          599 04      II9P          599 15
QSO: 14000 CW 2015-11-28 1801 KS7T          599 04      PI4D          599 14
QSO: 14000 CW 2015-11-28 1802 KS7T          599 04      OE2S          599 15
QSO: 14000 CW 2015-11-28 1803 KS7T          599 04      TK0C          599 15
QSO: 14000 CW 2015-11-28 1804 KS7T          599 04      ED5O          599 14
QSO: 14000 CW 2015-11-28 1804 KS7T          599 04      DF3CB         599 14
QSO: 14000 CW 2015-11-28 1805 KS7T          599 04      S57AL         599 15
QSO: 14000 CW 2015-11-28 1807 KS7T          599 04      VE3EJ         599 04
QSO: 14000 CW 2015-11-28 1811 KS7T          599 04      S58N          599 15
QSO: 14000 CW 2015-11-28 1812 KS7T          599 04      YT7W          599 15
QSO: 14000 CW 2015-11-28 1813 KS7T          599 04      OK1FED        599 15
QSO: 14000 CW 2015-11-28 1818 KS7T          599 04      F4FFZ         599 14
QSO: 14000 CW 2015-11-28 1818 KS7T          599 04      MW5R          599 14
QSO: 14000 CW 2015-11-28 1819 KS7T          599 04      IZ4AFW        599 15
QSO: 14000 CW 2015-11-28 1820 KS7T          599 04      VE3XT         599 04
QSO: 14000 CW 2015-11-28 1822 KS7T          599 04      DL0UM         599 14
QSO: 14000 CW 2015-11-28 1825 KS7T          599 04      CR6K          599 14
QSO: 21000 CW 2015-11-28 1827 KS7T          599 04      CR3L          599 33
QSO: 21000 CW 2015-11-28 1828 KS7T          599 04      VA2WA         599 05
QSO: 21000 CW 2015-11-28 1829 KS7T          599 04      PJ4A          599 09
QSO: 21000 CW 2015-11-28 1831 KS7T          599 04      ZF2MJ         599 08
QSO: 21000 CW 2015-11-28 1836 KS7T          599 04      D4C           599 35
QSO: 21000 CW 2015-11-28 1836 KS7T          599 04      CB1H          599 12
QSO: 21000 CW 2015-11-28 1837 KS7T          599 04      PR7AA         599 11
QSO: 21000 CW 2015-11-28 1838 KS7T          599 04      V47T          599 08
QSO: 21000 CW 2015-11-28 1839 KS7T          599 04      KH6LC         599 31
QSO: 21000 CW 2015-11-28 1840 KS7T          599 04      XE1AY         599 06
QSO: 21000 CW 2015-11-28 1845 KS7T          599 04      PJ4Q          599 09
QSO: 21000 CW 2015-11-28 1846 KS7T          599 04      PW2D          599 11
QSO: 21000 CW 2015-11-28 1852 KS7T          599 04      XE2B          599 06
QSO: 21000 CW 2015-11-28 1853 KS7T          599 04      KP3Z          599 08
QSO: 21000 CW 2015-11-28 1854 KS7T          599 04      VP5CW         599 08
QSO: 21000 CW 2015-11-28 1857 KS7T          599 04      TI5W          599 07
QSO: 21000 CW 2015-11-28 1900 KS7T          599 04      ZL4YL         599 32
QSO: 21000 CW 2015-11-28 1905 KS7T          599 04      NP2P          599 08
QSO: 21000 CW 2015-11-28 1915 KS7T          599 04      VK2IA         599 30
QSO: 21000 CW 2015-11-28 1916 KS7T          599 04      P40W          599 09
QSO: 21000 CW 2015-11-28 1918 KS7T          599 04      LU6UO         599 13
QSO: 21000 CW 2015-11-28 1919 KS7T          599 04      VE7SV         599 03
QSO: 21000 CW 2015-11-28 1923 KS7T          599 04      LW3DG         599 13
QSO: 21000 CW 2015-11-28 1924 KS7T          599 04      EF8R          599 33
QSO: 21000 CW 2015-11-28 1927 KS7T          599 04      PZ5W          599 09
QSO: 21000 CW 2015-11-28 1932 KS7T          599 04      CX4AT         599 13
QSO: 28000 CW 2015-11-28 1936 KS7T          599 04      C6AKQ         599 08
QSO: 28000 CW 2015-11-28 1938 KS7T          599 04      KH6J          599 31
QSO: 28000 CW 2015-11-28 1939 KS7T          599 04      LP1H          599 13
QSO: 28000 CW 2015-11-28 1940 KS7T          599 04      LU8YE         599 13
QSO: 28000 CW 2015-11-28 1940 KS7T          599 04      LU1DZ         599 13
QSO: 28000 CW 2015-11-28 1941 KS7T          599 04      PR2F          599 11
QSO: 28000 CW 2015-11-28 1942 KS7T          599 04      CW5W          599 13
QSO: 28000 CW 2015-11-28 1943 KS7T          599 04      PW2D          599 11
QSO: 28000 CW 2015-11-28 1943 KS7T          599 04      PP1CZ         599 11
QSO: 28000 CW 2015-11-28 1945 KS7T          599 04      CX2AQ         599 13
QSO: 28000 CW 2015-11-28 1948 KS7T          599 04      PY5FB         599 11
QSO: 28000 CW 2015-11-28 1949 KS7T          599 04      LW1EUD        599 13
QSO: 28000 CW 2015-11-28 1950 KS7T          599 04      PJ4A          599 09
QSO: 28000 CW 2015-11-28 1950 KS7T          599 04      ZF2MJ         599 08
QSO: 28000 CW 2015-11-28 1952 KS7T          599 04      LT1F          599 13
