START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.19.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: SZ1A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: TWO
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 12060009
NAME: RADIO AMATEUR ASSOCIATION OF WESTERN GREECE (RAAWG)
OPERATORS: SV1DPJ SV2FWV G3XTT SV5DKL SV1JG SV1ENG SV1DPI SV1CQN SV1CIB SV8GKE
CERTIFICATE: YES
SOAPBOX: It was the best contest ever for us. Not for the score only. A lot of fun.
SOAPBOX: Great support team from SV1BDO SV1CQG SV1CQK SV1UK SV1HKH.
SOAPBOX: Tnx SV2DCD SV2BFN SV2CLJ for the long trip and visiting
SOAPBOX: Tnx to all for calling. See you in the next one.
QSO:  3521 CW 2015-11-28 0000 SZ1A          599 20     IR3C          599 15     0
QSO:  7026 CW 2015-11-28 0000 SZ1A          599 20     US0HZ         599 16     1
QSO:  3521 CW 2015-11-28 0001 SZ1A          599 20     UA3R          599 16     0
QSO:  7026 CW 2015-11-28 0001 SZ1A          599 20     UA6GE         599 16     1
QSO:  7026 CW 2015-11-28 0001 SZ1A          599 20     CU9AB         599 14     1
QSO:  3521 CW 2015-11-28 0001 SZ1A          599 20     UT8NQ         599 16     0
QSO:  3521 CW 2015-11-28 0001 SZ1A          599 20     DF4ZL         599 14     0
QSO:  3521 CW 2015-11-28 0002 SZ1A          599 20     EU6AF         599 16     0
QSO:  7026 CW 2015-11-28 0002 SZ1A          599 20     K1TO          599 05     1
QSO:  3521 CW 2015-11-28 0002 SZ1A          599 20     RC3U          599 16     0
QSO:  3521 CW 2015-11-28 0002 SZ1A          599 20     YO3JR         599 20     0
QSO:  7026 CW 2015-11-28 0003 SZ1A          599 20     UW7M          599 16     1
QSO:  3521 CW 2015-11-28 0003 SZ1A          599 20     YL3CW         599 15     0
QSO:  3521 CW 2015-11-28 0003 SZ1A          599 20     LZ9R          599 20     0
QSO:  7026 CW 2015-11-28 0003 SZ1A          599 20     K8GL          599 04     1
QSO:  3521 CW 2015-11-28 0003 SZ1A          599 20     IK0VVE        599 15     0
