START-OF-LOG: 3.0
CALLSIGN: JH1RFM
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 220350
NAME: Masayuki Ebihara
LOCATION: DX
OPERATORS: JH1RFM
CLUB: None
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5035.0
QSO: 21007 CW 2015-11-28 0013 JH1RFM        599 25     W7RN          599 03
QSO: 21012 CW 2015-11-28 0014 JH1RFM        599 25     K2YY          599 03
QSO: 21016 CW 2015-11-28 0016 JH1RFM        599 25     YE2A          599 28
QSO: 21021 CW 2015-11-28 0017 JH1RFM        599 25     N9RV          599 04
QSO: 21026 CW 2015-11-28 0017 JH1RFM        599 25     BY5CD         599 24
QSO: 21027 CW 2015-11-28 0018 JH1RFM        599 25     B4T           599 24
QSO: 21034 CW 2015-11-28 0019 JH1RFM        599 25     HS0ZAR        599 26
QSO: 21037 CW 2015-11-28 0020 JH1RFM        599 25     9M6NA         599 28
QSO: 21050 CW 2015-11-28 0022 JH1RFM        599 25     WA7NB         599 03
QSO: 21056 CW 2015-11-28 0022 JH1RFM        599 25     KY7M          599 03
QSO: 21062 CW 2015-11-28 0024 JH1RFM        599 25     CW5W          599 13
QSO: 21063 CW 2015-11-28 0024 JH1RFM        599 25     B7P           599 24
QSO: 21061 CW 2015-11-28 0026 JH1RFM        599 25     K6III         599 03
QSO: 21061 CW 2015-11-28 0027 JH1RFM        599 25     KS6OO         599 03
QSO: 21061 CW 2015-11-28 0028 JH1RFM        599 25     K0EA          599 04
QSO: 21061 CW 2015-11-28 0029 JH1RFM        599 25     VE7AX         599 03
QSO: 21040 CW 2015-11-28 0031 JH1RFM        599 25     PW2D          599 11
QSO: 21037 CW 2015-11-28 0032 JH1RFM        599 25     K7BG          599 04
QSO: 21031 CW 2015-11-28 0033 JH1RFM        599 25     N0KE          599 04
QSO: 21024 CW 2015-11-28 0034 JH1RFM        599 25     K6RB          599 03
QSO: 21020 CW 2015-11-28 0035 JH1RFM        599 25     W2VJN         599 03
QSO: 21014 CW 2015-11-28 0037 JH1RFM        599 25     UA0ZAM        599 19
QSO: 21010 CW 2015-11-28 0037 JH1RFM        599 25     W7VJ          599 03
QSO: 21008 CW 2015-11-28 0038 JH1RFM        599 25     K6NA          599 03
QSO: 21011 CW 2015-11-28 0039 JH1RFM        599 25     VE7SV         599 03
QSO: 21013 CW 2015-11-28 0040 JH1RFM        599 25     W6AEA         599 03
QSO: 21026 CW 2015-11-28 0041 JH1RFM        599 25     VA7RR         599 03
QSO: 21054 CW 2015-11-28 0043 JH1RFM        599 25     KH6J          599 31
QSO: 21058 CW 2015-11-28 0044 JH1RFM        599 25     9M2CNC        599 28
QSO: 21064 CW 2015-11-28 0045 JH1RFM        599 25     N7DR          599 04
QSO: 21066 CW 2015-11-28 0046 JH1RFM        599 25     W6SX          599 03
QSO: 21054 CW 2015-11-28 0047 JH1RFM        599 25     JF9JTS        599 25
QSO: 21048 CW 2015-11-28 0050 JH1RFM        599 25     W6PH          599 03
QSO: 21039 CW 2015-11-28 0051 JH1RFM        599 25     KH7M          599 31
QSO: 21022 CW 2015-11-28 0053 JH1RFM        599 25     K7RL          599 03
QSO: 21019 CW 2015-11-28 0053 JH1RFM        599 25     LT1F          599 13
QSO: 21016 CW 2015-11-28 0054 JH1RFM        599 25     KO7SS         599 03
