START-OF-LOG: 3.0
CALLSIGN: CB1H
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 1801116
NAME:
LOCATION: DX
OPERATORS: XQ1KZ,CE1TBN
CLUB: CE CONTEST GROUP
CERTIFICATE: YES
CREATED-BY: N1MM Logger V14.9.0
QSO: 21000 CW 2015-11-28 0001 CB1H          599 12     7K4QOK        599 25     0
QSO: 21000 CW 2015-11-28 0002 CB1H          599 12     LU6EF         599 13     0
QSO: 21000 CW 2015-11-28 0003 CB1H          599 12     JE4MHL        599 25     0
QSO: 21000 CW 2015-11-28 0005 CB1H          599 12     JE1HRC        599 25     0
QSO: 21000 CW 2015-11-28 0005 CB1H          599 12     RW0LBM        599 19     0
QSO: 21000 CW 2015-11-28 0006 CB1H          599 12     K7EG          599 03     0
QSO: 21000 CW 2015-11-28 0006 CB1H          599 12     VE7DP         599 03     0
QSO: 21000 CW 2015-11-28 0006 CB1H          599 12     JR1UFN        599 25     0
QSO: 21000 CW 2015-11-28 0008 CB1H          599 12     7K3BKZ        599 25     0
QSO: 21000 CW 2015-11-28 0008 CB1H          599 12     K1JB          599 05     0
QSO: 21000 CW 2015-11-28 0008 CB1H          599 12     JR7NXM        599 25     0
QSO: 21000 CW 2015-11-28 0009 CB1H          599 12     JA2KGQ        599 25     0
QSO: 21000 CW 2015-11-28 0010 CB1H          599 12     JS1KKY        599 25     0
QSO: 21000 CW 2015-11-28 0010 CB1H          599 12     JA9CWJ        599 25     0
QSO: 21000 CW 2015-11-28 0010 CB1H          599 12     JL1UTS        599 25     0
QSO: 21000 CW 2015-11-28 0011 CB1H          599 12     JG1EGG        599 25     0
QSO: 21000 CW 2015-11-28 0012 CB1H          599 12     JA3TMM        599 25     0
QSO: 21000 CW 2015-11-28 0012 CB1H          599 12     JA6CNQ        599 25     0
QSO: 21000 CW 2015-11-28 0015 CB1H          599 12     JI7GYU        599 25     0
QSO: 21000 CW 2015-11-28 0016 CB1H          599 12     BA4WR         599 24     0
QSO: 21000 CW 2015-11-28 0016 CB1H          599 12     JO4CFV        599 25     0
QSO: 21000 CW 2015-11-28 0017 CB1H          599 12     JA8JLC        599 25     0
QSO: 21000 CW 2015-11-28 0017 CB1H          599 12     JH1RRP        599 25     0
QSO: 21000 CW 2015-11-28 0018 CB1H          599 12     JO1ABS        599 25     0
QSO: 21000 CW 2015-11-28 0018 CB1H          599 12     N2MF          599 05     0
QSO: 21000 CW 2015-11-28 0019 CB1H          599 12     JH8SYG        599 25     0
QSO: 21000 CW 2015-11-28 0020 CB1H          599 12     K1VR          599 05     0
QSO: 21000 CW 2015-11-28 0021 CB1H          599 12     JA2VHO        599 25     0
QSO: 21000 CW 2015-11-28 0021 CB1H          599 12     JH2FXK        599 25     0
QSO: 21000 CW 2015-11-28 0022 CB1H          599 12     JA2JKT        599 25     0
QSO: 21000 CW 2015-11-28 0022 CB1H          599 12     JA2BHQ        599 25     0
QSO: 21000 CW 2015-11-28 0023 CB1H          599 12     JA2MWX        599 25     0
QSO: 21000 CW 2015-11-28 0024 CB1H          599 12     JS6RTJ        599 25     0
QSO: 21000 CW 2015-11-28 0025 CB1H          599 12     RU0LL         599 19     0
QSO: 21000 CW 2015-11-28 0025 CB1H          599 12     JN1THL        599 25     0
QSO: 21000 CW 2015-11-28 0026 CB1H          599 12     JQ1VDJ        599 25     0
QSO: 21000 CW 2015-11-28 0027 CB1H          599 12     PP2RON        599 11     0
QSO: 21000 CW 2015-11-28 0027 CB1H          599 12     PT9DX         599 11     0
QSO: 21000 CW 2015-11-28 0028 CB1H          599 12     BH4BFS        599 24     0
QSO: 21000 CW 2015-11-28 0029 CB1H          599 12     W6NEK         599 03     0
QSO: 21000 CW 2015-11-28 0029 CB1H          599 12     KU2M          599 05     0
QSO: 21000 CW 2015-11-28 0030 CB1H          599 12     PJ2T          599 09     0
QSO: 21000 CW 2015-11-28 0032 CB1H          599 12     JP1IXV        599 25     0
QSO: 21000 CW 2015-11-28 0033 CB1H          599 12     JA1DKT        599 25     0
QSO: 21000 CW 2015-11-28 0033 CB1H          599 12     JR3JFZ        599 25     0
QSO: 21000 CW 2015-11-28 0034 CB1H          599 12     JR2PAU        599 25     0
QSO: 21000 CW 2015-11-28 0034 CB1H          599 12     JG3FEA        599 25     0
QSO: 21000 CW 2015-11-28 0038 CB1H          599 12     CE3DNP        599 12     0
QSO: 21000 CW 2015-11-28 0039 CB1H          599 12     KH7M          599 31     0
QSO: 21000 CW 2015-11-28 0040 CB1H          599 12     AH2R          599 27     0
QSO: 21000 CW 2015-11-28 0042 CB1H          599 12     HS0ZIA        599 26     0
QSO: 21000 CW 2015-11-28 0047 CB1H          599 12     CE0Y/R4WAA    599 12     0
QSO: 21000 CW 2015-11-28 0050 CB1H          599 12     JF2OZH        599 25     0
QSO: 21000 CW 2015-11-28 0051 CB1H          599 12     JH3PAS        599 25     0
QSO: 21000 CW 2015-11-28 0051 CB1H          599 12     JR3RIU        599 25     0
