START-OF-LOG: 3.0
CALLSIGN: UA2FP
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 157755
NAME: Victor Zelenin
LOCATION: DX
OPERATORS:  
CLUB: UA2 Contest Club
CERTIFICATE: NO
CREATED-BY: 5MContest ver.6.0.6
QSO: 14012 CW 2015-11-28 0822 UA2FP         599 15     EA7PP         599 14      0
QSO: 21022 CW 2015-11-28 0829 UA2FP         599 15     RW0A          599 18      0
QSO: 21026 CW 2015-11-28 0831 UA2FP         599 15     TC0A          599 20      0
QSO: 21025 CW 2015-11-28 0831 UA2FP         599 15     IB9T          599 15      0
QSO: 21040 CW 2015-11-28 0835 UA2FP         599 15     7Z1HL         599 21      0
QSO: 14013 CW 2015-11-28 0844 UA2FP         599 15     D4C           599 35      0
QSO: 14015 CW 2015-11-28 0845 UA2FP         599 15     UT5O          599 16      0
QSO: 14087 CW 2015-11-28 0848 UA2FP         599 15     3V8SS         599 33      0
QSO: 14028 CW 2015-11-28 0848 UA2FP         599 15     LX7I          599 14      0
QSO: 14020 CW 2015-11-28 0849 UA2FP         599 15     PA4O          599 14      0
QSO: 14018 CW 2015-11-28 0850 UA2FP         599 15     SM2T          599 14      0
QSO: 14014 CW 2015-11-28 0853 UA2FP         599 15     RT4F          599 16      0
QSO: 14004 CW 2015-11-28 0855 UA2FP         599 15     RT9J          599 17      0
QSO: 14063 CW 2015-11-28 0859 UA2FP         599 15     E79D          599 15      0
QSO: 14066 CW 2015-11-28 0900 UA2FP         599 15     MZ5B          599 14      0
QSO: 14069 CW 2015-11-28 0901 UA2FP         599 15     RX9AF         599 17      0
QSO: 14067 CW 2015-11-28 0901 UA2FP         599 15     YT1TU         599 15      0
QSO: 14015 CW 2015-11-28 0903 UA2FP         599 15     RK9AX         599 17      0
QSO: 14018 CW 2015-11-28 0904 UA2FP         599 15     DL5JQ         599 14      0
QSO: 14016 CW 2015-11-28 0904 UA2FP         599 15     RL5B          599 16      0
QSO: 14021 CW 2015-11-28 0905 UA2FP         599 15     RA9AP         599 17      0
QSO: 14023 CW 2015-11-28 0906 UA2FP         599 15     TM1A          599 14      0
QSO: 14040 CW 2015-11-28 0910 UA2FP         599 15     EI1Y          599 14      0
QSO: 14041 CW 2015-11-28 0911 UA2FP         599 15     IK2UEX        599 15      0
QSO: 14043 CW 2015-11-28 0912 UA2FP         599 15     RO2E          599 16      0
QSO: 14042 CW 2015-11-28 0912 UA2FP         599 15     RQ4C          599 16      0
QSO: 14044 CW 2015-11-28 0913 UA2FP         599 15     PA6NB         599 14      0
QSO: 14044 CW 2015-11-28 0917 UA2FP         599 15     RA3NC         599 16      0
QSO: 14044 CW 2015-11-28 0917 UA2FP         599 15     S50B          599 15      0
QSO: 14044 CW 2015-11-28 0918 UA2FP         599 15     DL1NKS        599 14      0
QSO: 14062 CW 2015-11-28 0921 UA2FP         599 15     LZ7A          599 20      0
QSO: 14062 CW 2015-11-28 0922 UA2FP         599 15     S52GO         599 15      0
QSO: 14062 CW 2015-11-28 0923 UA2FP         599 15     DJ5MW         599 14      0
QSO: 14057 CW 2015-11-28 0926 UA2FP         599 15     F6PQ          599 14      0
QSO: 14057 CW 2015-11-28 0927 UA2FP         599 15     UR4LIN        599 16      0
QSO: 14053 CW 2015-11-28 0929 UA2FP         599 15     M6T           599 14      0
QSO: 14036 CW 2015-11-28 0930 UA2FP         599 15     LA7GIA        599 14      0
