START-OF-LOG: 3.0
CALLSIGN: XE2ST
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 211788
NAME: Fernando Ramirez Gambino
LOCATION: DX
OPERATORS: XE2ST
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
QSO: 21000 CW 2015-11-28 1641 XE2ST         599 6      DL8WEM        599 14
QSO: 21000 CW 2015-11-28 1642 XE2ST         599 6      W4ML          599 05
QSO: 21000 CW 2015-11-28 1642 XE2ST         599 6      M3I           599 14
QSO: 21000 CW 2015-11-28 1643 XE2ST         599 6      W7ZR          599 03
QSO: 21000 CW 2015-11-28 1644 XE2ST         599 6      K3WYC         599 03
QSO: 21000 CW 2015-11-28 1646 XE2ST         599 6      K0TNT         599 04
QSO: 21000 CW 2015-11-28 1648 XE2ST         599 6      W9OA/9        599 04
QSO: 21000 CW 2015-11-28 1648 XE2ST         599 6      K7ZA          599 03
QSO: 21000 CW 2015-11-28 1649 XE2ST         599 6      F4FFQ         599 14
QSO: 21000 CW 2015-11-28 1649 XE2ST         599 6      OK3R          599 15
QSO: 21000 CW 2015-11-28 1649 XE2ST         599 6      NY3A          599 05
QSO: 21000 CW 2015-11-28 1650 XE2ST         599 6      WC1M          599 05
QSO: 21000 CW 2015-11-28 1651 XE2ST         599 6      KH6J          599 31
QSO: 21000 CW 2015-11-28 1651 XE2ST         599 6      VE5ZX         599 04
QSO: 21000 CW 2015-11-28 1652 XE2ST         599 6      KS5H          599 04
QSO: 21000 CW 2015-11-28 1652 XE2ST         599 6      KD7H          599 03
QSO: 21000 CW 2015-11-28 1653 XE2ST         599 6      PJ2T          599 09
QSO: 21000 CW 2015-11-28 1654 XE2ST         599 6      KB1E          599 05
QSO: 21000 CW 2015-11-28 1655 XE2ST         599 6      K9IMM         599 04
QSO: 21000 CW 2015-11-28 1657 XE2ST         599 6      OK1DOL        599 15
QSO: 21000 CW 2015-11-28 1658 XE2ST         599 6      F3FFH         599 14
QSO: 21000 CW 2015-11-28 1659 XE2ST         599 6      W8MJ          599 04
QSO: 21000 CW 2015-11-28 1700 XE2ST         599 6      W8AJS         599 04
QSO: 21000 CW 2015-11-28 1701 XE2ST         599 6      AC7P          599 03
QSO: 21000 CW 2015-11-28 1701 XE2ST         599 6      N9GUN         599 04
QSO: 21000 CW 2015-11-28 1702 XE2ST         599 6      K9ZO          599 04
QSO: 21000 CW 2015-11-28 1702 XE2ST         599 6      N9DJ          599 04
QSO: 21000 CW 2015-11-28 1703 XE2ST         599 6      NQ4I          599 05
QSO: 21000 CW 2015-11-28 1703 XE2ST         599 6      NN3W          599 05
QSO: 21000 CW 2015-11-28 1703 XE2ST         599 6      K6ND          599 05
QSO: 21000 CW 2015-11-28 1704 XE2ST         599 6      EA7MT         599 14
QSO: 21000 CW 2015-11-28 1705 XE2ST         599 6      W0MM          599 04
QSO: 21000 CW 2015-11-28 1706 XE2ST         599 6      K1ZR          599 05
QSO: 21000 CW 2015-11-28 1709 XE2ST         599 6      W3DQM         599 04
QSO: 21000 CW 2015-11-28 1709 XE2ST         599 6      N3QE          599 05
QSO: 21000 CW 2015-11-28 1710 XE2ST         599 6      K1AR          599 05
QSO: 21000 CW 2015-11-28 1710 XE2ST         599 6      K2SX          599 05
QSO: 21000 CW 2015-11-28 1711 XE2ST         599 6      W6YA          599 03
QSO: 21000 CW 2015-11-28 1711 XE2ST         599 6      K8KWT         599 04
QSO: 21000 CW 2015-11-28 1712 XE2ST         599 6      W0ERP         599 04
QSO: 21000 CW 2015-11-28 1712 XE2ST         599 6      W1CU          599 05
