START-OF-LOG: 3.0
LOCATION: DX
CONTEST: CQ-WW-CW
CALLSIGN: JA0CGJ
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
NAME: Hiroshi Kamata
CREATED-BY: zlistw(zLog)
QSO: 14000 CW 2015-11-28 0427 JA0CGJ        599 25     LP1H          599 12     0
QSO: 14000 CW 2015-11-28 0431 JA0CGJ        599 25     4X4M          599 20     0
QSO: 14000 CW 2015-11-28 0433 JA0CGJ        599 25     CE3KHZ        599 12     0
QSO: 14000 CW 2015-11-28 0436 JA0CGJ        599 25     CX4AT         599 13     0
QSO: 14000 CW 2015-11-28 0437 JA0CGJ        599 25     CE3CT         599 12     0
QSO: 21000 CW 2015-11-28 0440 JA0CGJ        599 25     A65CA         599 21     0
QSO: 14000 CW 2015-11-28 0443 JA0CGJ        599 25     C92ZO         599 37     0
QSO: 21000 CW 2015-11-28 0454 JA0CGJ        599 25     9X0NH         599 36     0
QSO: 21000 CW 2015-11-28 0455 JA0CGJ        599 25     E2X           599 26     0
QSO: 21000 CW 2015-11-28 0458 JA0CGJ        599 25     UD8A          599 17     0
QSO: 21000 CW 2015-11-28 0459 JA0CGJ        599 25     UA4WAU        599 16     0
QSO: 21000 CW 2015-11-28 0500 JA0CGJ        599 25     BG6LQZ        599 24     0
QSO: 21000 CW 2015-11-28 0501 JA0CGJ        599 25     UR6IJ         599 16     0
QSO: 21000 CW 2015-11-28 0509 JA0CGJ        599 25     UA9SCX        599 16     0
QSO: 21000 CW 2015-11-28 0509 JA0CGJ        599 25     ZM4M          599 32     0
QSO: 21000 CW 2015-11-28 0511 JA0CGJ        599 25     R8US          599 18     0
QSO: 21000 CW 2015-11-28 0513 JA0CGJ        599 25     RM8G          599 17     0
QSO: 21000 CW 2015-11-28 0513 JA0CGJ        599 25     R4CA          599 16     0
QSO: 21000 CW 2015-11-28 0515 JA0CGJ        599 25     RW3WR         599 16     0
QSO: 21000 CW 2015-11-28 0517 JA0CGJ        599 25     RW4HFH        599 16     0
QSO: 21000 CW 2015-11-28 0517 JA0CGJ        599 25     UN3GX         599 17     0
QSO: 21000 CW 2015-11-28 0518 JA0CGJ        599 25     RV9YK         599 18     0
QSO: 21000 CW 2015-11-28 0520 JA0CGJ        599 25     UN7FW         599 17     0
QSO: 21000 CW 2015-11-28 0521 JA0CGJ        599 25     BG4TMC        599 24     0
QSO: 21000 CW 2015-11-28 0522 JA0CGJ        599 25     BH4BFS        599 24     0
