START-OF-LOG: 3.0
CALLSIGN: S51DX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 40M
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 47088
NAME: Janez Celarc
LOCATION: DX
OPERATORS: S51DX
CLUB: Vrhnika contesters
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5325.0
SOAPBOX: Using primitive vertical antennas and 200W as HP station!
QSO:  7020 CW 2015-11-29 0624 S51DX         599 15     WE3C          599 05
QSO:  7020 CW 2015-11-29 0625 S51DX         599 15     EA5RS         599 14
QSO:  7020 CW 2015-11-29 0626 S51DX         599 15     UA4CNJ        599 16
QSO:  7020 CW 2015-11-29 0626 S51DX         599 15     N4WW          599 05
QSO:  7020 CW 2015-11-29 0626 S51DX         599 15     D4C           599 35
QSO:  7020 CW 2015-11-29 0627 S51DX         599 15     US7IY         599 16
QSO:  7020 CW 2015-11-29 0627 S51DX         599 15     K1KP          599 05
QSO:  7020 CW 2015-11-29 0628 S51DX         599 15     ED1R          599 14
QSO:  7020 CW 2015-11-29 0629 S51DX         599 15     EA2EA         599 14
QSO:  7020 CW 2015-11-29 0630 S51DX         599 15     Z31WW         599 15
QSO:  7020 CW 2015-11-29 0630 S51DX         599 15     NR4M          599 05
QSO:  7020 CW 2015-11-29 0631 S51DX         599 15     CU9AB         599 14
QSO:  7020 CW 2015-11-29 0632 S51DX         599 15     W1IS          599 05
QSO:  7020 CW 2015-11-29 0633 S51DX         599 15     DL9EE         599 14
QSO:  7020 CW 2015-11-29 0633 S51DX         599 15     EA1CQ         599 14
QSO:  7020 CW 2015-11-29 0634 S51DX         599 15     W2CG          599 05
QSO:  7020 CW 2015-11-29 0634 S51DX         599 15     PA3AAV        599 14
QSO:  7020 CW 2015-11-29 0635 S51DX         599 15     DF3OL         599 14
QSO:  7020 CW 2015-11-29 0635 S51DX         599 15     SM0S          599 14
QSO:  7020 CW 2015-11-29 0636 S51DX         599 15     R4MA          599 16
QSO:  7020 CW 2015-11-29 0636 S51DX         599 15     RU9SO         599 16
QSO:  7020 CW 2015-11-29 0637 S51DX         599 15     EU6AA         599 16
QSO:  7020 CW 2015-11-29 0639 S51DX         599 15     IK0XFD        599 15
QSO:  7020 CW 2015-11-29 0639 S51DX         599 15     K9ES          599 05
QSO:  7020 CW 2015-11-29 0639 S51DX         599 15     HA6PJ         599 15
QSO:  7020 CW 2015-11-29 0640 S51DX         599 15     G3YQA         599 14
QSO:  7020 CW 2015-11-29 0640 S51DX         599 15     LZ6Z          599 20
QSO:  7020 CW 2015-11-29 0641 S51DX         599 15     TK0C          599 15
QSO:  7020 CW 2015-11-29 0641 S51DX         599 15     RN4HFJ        599 16
QSO:  7020 CW 2015-11-29 0641 S51DX         599 15     YO7ARY        599 20
QSO:  7020 CW 2015-11-29 0642 S51DX         599 15     PA5FN         599 14
QSO:  7020 CW 2015-11-29 0642 S51DX         599 15     WE9V          599 04
QSO:  7020 CW 2015-11-29 0643 S51DX         599 15     LY2EW         599 15
QSO:  7020 CW 2015-11-29 0643 S51DX         599 15     UR4MG         599 16
QSO:  7020 CW 2015-11-29 0643 S51DX         599 15     YL3GAZ        599 15
QSO:  7020 CW 2015-11-29 0645 S51DX         599 15     YO7LYM        599 20
QSO:  7020 CW 2015-11-29 0645 S51DX         599 15     YO2MTG        599 20
QSO:  7020 CW 2015-11-29 0645 S51DX         599 15     TM7D          599 14
QSO:  7020 CW 2015-11-29 0646 S51DX         599 15     K2AX          599 05
QSO:  7020 CW 2015-11-29 0647 S51DX         599 15     IT9RDG/IF9    599 15
QSO:  7020 CW 2015-11-29 0647 S51DX         599 15     W2YC          599 05
QSO:  7020 CW 2015-11-29 0648 S51DX         599 15     I0GOJ         599 15
QSO:  7020 CW 2015-11-29 0648 S51DX         599 15     UT4NY         599 16
QSO:  7020 CW 2015-11-29 0648 S51DX         599 15     K5TR          599 04
QSO:  7020 CW 2015-11-29 0648 S51DX         599 15     EA5ICS        599 14
QSO:  7020 CW 2015-11-29 0649 S51DX         599 15     G0OOR         599 14
QSO:  7020 CW 2015-11-29 0649 S51DX         599 15     YO3GNF        599 20
QSO:  7020 CW 2015-11-29 0650 S51DX         599 15     YU1JW         599 15
QSO:  7020 CW 2015-11-29 0650 S51DX         599 15     OK2BHD        599 15
QSO:  7020 CW 2015-11-29 0650 S51DX         599 15     PA2PKZ        599 14
QSO:  7020 CW 2015-11-29 0651 S51DX         599 15     SV1AJO        599 20
QSO:  7020 CW 2015-11-29 0651 S51DX         599 15     OE3KAB        599 15
QSO:  7020 CW 2015-11-29 0651 S51DX         599 15     YU1BM         599 15
QSO:  7020 CW 2015-11-29 0651 S51DX         599 15     UV3QF         599 16
QSO:  7020 CW 2015-11-29 0652 S51DX         599 15     RQ3M          599 16
QSO:  7020 CW 2015-11-29 0652 S51DX         599 15     PA3EVY        599 14
QSO:  7020 CW 2015-11-29 0652 S51DX         599 15     PA3DAT        599 14
QSO:  7020 CW 2015-11-29 0652 S51DX         599 15     EA5FV         599 14
QSO:  7020 CW 2015-11-29 0653 S51DX         599 15     R5AM          599 16
QSO:  7020 CW 2015-11-29 0654 S51DX         599 15     G0HVQ         599 14
QSO:  7020 CW 2015-11-29 0654 S51DX         599 15     N8OO          599 04
QSO:  7020 CW 2015-11-29 0654 S51DX         599 15     EA5DNO        599 14
QSO:  7020 CW 2015-11-29 0654 S51DX         599 15     DL1A          599 14
QSO:  7020 CW 2015-11-29 0655 S51DX         599 15     DK2TX         599 14
QSO:  7020 CW 2015-11-29 0657 S51DX         599 15     DL5ARM        599 14
QSO:  7020 CW 2015-11-29 0657 S51DX         599 15     DL1NEK        599 14
QSO:  7020 CW 2015-11-29 0658 S51DX         599 15     SP9H          599 15
QSO:  7020 CW 2015-11-29 0658 S51DX         599 15     DF5MA         599 14
QSO:  7020 CW 2015-11-29 0659 S51DX         599 15     RT2D          599 16
QSO:  7020 CW 2015-11-29 0659 S51DX         599 15     LZ2ZY         599 20
QSO:  7020 CW 2015-11-29 0700 S51DX         599 15     W9SN          599 04
QSO:  7020 CW 2015-11-29 0700 S51DX         599 15     DL4FN         599 14
QSO:  7020 CW 2015-11-29 0700 S51DX         599 15     UR5WX         599 16
QSO:  7020 CW 2015-11-29 0701 S51DX         599 15     EA7PP         599 14
QSO:  7020 CW 2015-11-29 0701 S51DX         599 15     DL6ZBN        599 14
QSO:  7020 CW 2015-11-29 0701 S51DX         599 15     SP3BES        599 15
QSO:  7020 CW 2015-11-29 0701 S51DX         599 15     SF3A          599 14
QSO:  7020 CW 2015-11-29 0702 S51DX         599 15     SQ5LTL        599 15
QSO:  7020 CW 2015-11-29 0702 S51DX         599 15     N0NI          599 04
QSO:  7020 CW 2015-11-29 0703 S51DX         599 15     IZ7FMI        599 15
QSO:  7020 CW 2015-11-29 0704 S51DX         599 15     WQ5L          599 04
QSO:  7020 CW 2015-11-29 0705 S51DX         599 15     WJ2D          599 05
QSO:  7020 CW 2015-11-29 0706 S51DX         599 15     UA2FP         599 15
QSO:  7020 CW 2015-11-29 0706 S51DX         599 15     K3IPK         599 05
QSO:  7020 CW 2015-11-29 0707 S51DX         599 15     AA2A          599 05
QSO:  7020 CW 2015-11-29 0707 S51DX         599 15     R3QN          599 16
QSO:  7020 CW 2015-11-29 0708 S51DX         599 15     YO5PQQ        599 20
QSO:  7020 CW 2015-11-29 0708 S51DX         599 15     NM1C          599 05
QSO:  7020 CW 2015-11-29 0709 S51DX         599 15     ON5JT         599 14
QSO:  7020 CW 2015-11-29 0710 S51DX         599 15     RZ1OK         599 16
QSO:  7020 CW 2015-11-29 0710 S51DX         599 15     DF3AX         599 14
QSO:  7020 CW 2015-11-29 0710 S51DX         599 15     SP5AUY        599 15
QSO:  7020 CW 2015-11-29 0711 S51DX         599 15     YO9HP         599 20
QSO:  7020 CW 2015-11-29 0711 S51DX         599 15     VE3YAA        599 04
QSO:  7020 CW 2015-11-29 0711 S51DX         599 15     DJ2FR         599 14
QSO:  7020 CW 2015-11-29 0712 S51DX         599 15     SP7BCA        599 15
QSO:  7020 CW 2015-11-29 0712 S51DX         599 15     UY5VA         599 16
QSO:  7020 CW 2015-11-29 0713 S51DX         599 15     W1TJL         599 05
QSO:  7020 CW 2015-11-29 0713 S51DX         599 15     R3OM          599 16
QSO:  7020 CW 2015-11-29 0715 S51DX         599 15     K8AZ          599 04
QSO:  7020 CW 2015-11-29 0716 S51DX         599 15     DK1KC         599 14
QSO:  7020 CW 2015-11-29 0716 S51DX         599 15     RX7K          599 16
QSO:  7020 CW 2015-11-29 0717 S51DX         599 15     OE3DSA        599 15
QSO:  7020 CW 2015-11-29 0717 S51DX         599 15     YO6ZS         599 20
QSO:  7020 CW 2015-11-29 0718 S51DX         599 15     EA4EPY/QRP    599 14
QSO:  7020 CW 2015-11-29 0718 S51DX         599 15     IK1RGK        599 15
QSO:  7020 CW 2015-11-29 0718 S51DX         599 15     DL5KUD        599 14
QSO:  7020 CW 2015-11-29 0719 S51DX         599 15     IZ1CLA        599 15
QSO:  7020 CW 2015-11-29 0720 S51DX         599 15     OK8DD         599 15
QSO:  7020 CW 2015-11-29 0720 S51DX         599 15     IK0FUX        599 15
QSO:  7020 CW 2015-11-29 0721 S51DX         599 15     OH1TS         599 15
QSO:  7020 CW 2015-11-29 0721 S51DX         599 15     E72U          599 15
QSO:  7020 CW 2015-11-29 0721 S51DX         599 15     OM5XX         599 15
QSO:  7020 CW 2015-11-29 0722 S51DX         599 15     DF8XC         599 14
QSO:  7020 CW 2015-11-29 0722 S51DX         599 15     DL0UM         599 14
QSO:  7020 CW 2015-11-29 0723 S51DX         599 15     OH2LNH        599 15
QSO:  7020 CW 2015-11-29 0723 S51DX         599 15     R7CD          599 16
QSO:  7020 CW 2015-11-29 0723 S51DX         599 15     DL9NO         599 14
QSO:  7020 CW 2015-11-29 0724 S51DX         599 15     DG7RO         599 14
QSO:  7020 CW 2015-11-29 0724 S51DX         599 15     TM7A          599 14
QSO:  7020 CW 2015-11-29 0725 S51DX         599 15     DK4XB         599 14
QSO:  7020 CW 2015-11-29 0725 S51DX         599 15     W2TA          599 05
QSO:  7019 CW 2015-11-29 0733 S51DX         599 15     EW8NB         599 16
QSO:  7019 CW 2015-11-29 0733 S51DX         599 15     Z60WW         599 15
QSO:  7019 CW 2015-11-29 0734 S51DX         599 15     IK2AUK        599 15
QSO:  7019 CW 2015-11-29 0734 S51DX         599 15     YT2U          599 15
QSO:  7019 CW 2015-11-29 0735 S51DX         599 15     DL6JF         599 14
QSO:  7019 CW 2015-11-29 0736 S51DX         599 15     DL0CS         599 14
QSO:  7019 CW 2015-11-29 0736 S51DX         599 15     DJ1YF         599 14
QSO:  7019 CW 2015-11-29 0736 S51DX         599 15     IZ5FDE        599 15
QSO:  7019 CW 2015-11-29 0737 S51DX         599 15     SP5KD/P       599 15
QSO:  7019 CW 2015-11-29 0738 S51DX         599 15     MI5I          599 14
QSO:  7019 CW 2015-11-29 0739 S51DX         599 15     OK2BV         599 15
QSO:  7019 CW 2015-11-29 0740 S51DX         599 15     N4AF          599 05
QSO:  7019 CW 2015-11-29 0741 S51DX         599 15     OK1PX         599 15
QSO:  7019 CW 2015-11-29 0741 S51DX         599 15     RA1AL         599 16
QSO:  7019 CW 2015-11-29 0742 S51DX         599 15     DL2ZN         599 14
QSO:  7019 CW 2015-11-29 0744 S51DX         599 15     VY2ZM         599 05
QSO:  7019 CW 2015-11-29 0745 S51DX         599 15     DM3HZN        599 14
QSO:  7019 CW 2015-11-29 0746 S51DX         599 15     VY2TT         599 05
QSO:  7019 CW 2015-11-29 0746 S51DX         599 15     DL8WN         599 14
QSO:  7019 CW 2015-11-29 0747 S51DX         599 15     HF1D          599 15
QSO:  7019 CW 2015-11-29 0748 S51DX         599 15     K1LT          599 04
QSO:  7019 CW 2015-11-29 0749 S51DX         599 15     OE5CYL        599 15
QSO:  7019 CW 2015-11-29 0750 S51DX         599 15     DL4HBF        599 14
QSO:  7019 CW 2015-11-29 0753 S51DX         599 15     DJ9MH         599 14
QSO:  7019 CW 2015-11-29 0754 S51DX         599 15     NQ4I          599 05
QSO:  7019 CW 2015-11-29 0755 S51DX         599 15     K6ND          599 05
QSO:  7019 CW 2015-11-29 0755 S51DX         599 15     UR4EI         599 16
QSO:  7019 CW 2015-11-29 0756 S51DX         599 15     RA6GW         599 16
QSO:  7019 CW 2015-11-29 0757 S51DX         599 15     OM3TBG        599 15
QSO:  7019 CW 2015-11-29 0757 S51DX         599 15     SP1MWK        599 15
QSO:  7019 CW 2015-11-29 0758 S51DX         599 15     PA3DJY        599 14
QSO:  7019 CW 2015-11-29 0759 S51DX         599 15     IZ3EIN        599 15
QSO:  7019 CW 2015-11-29 0759 S51DX         599 15     F5VBT         599 14
QSO:  7019 CW 2015-11-29 0800 S51DX         599 15     SM5IMO        599 14
QSO:  7019 CW 2015-11-29 0801 S51DX         599 15     YT0A          599 15
QSO:  7019 CW 2015-11-29 0801 S51DX         599 15     DL5ST         599 14
QSO:  7019 CW 2015-11-29 0802 S51DX         599 15     UT0CK         599 16
QSO:  7019 CW 2015-11-29 0802 S51DX         599 15     LY2OU         599 15
QSO:  7019 CW 2015-11-29 0803 S51DX         599 15     ON4AUT        599 14
QSO:  7019 CW 2015-11-29 0804 S51DX         599 15     SO7BIT        599 15
QSO:  7019 CW 2015-11-29 0805 S51DX         599 15     G3NKS         599 14
QSO:  7019 CW 2015-11-29 0805 S51DX         599 15     LZ2DJA        599 20
QSO:  7019 CW 2015-11-29 0806 S51DX         599 15     DH0JAE        599 14
QSO:  7019 CW 2015-11-29 0944 S51DX         599 15     HA3FMR        599 15
QSO:  7019 CW 2015-11-29 0944 S51DX         599 15     YO8SS         599 20
QSO:  7019 CW 2015-11-29 0945 S51DX         599 15     OK2HIJ        599 15
QSO:  7019 CW 2015-11-29 0946 S51DX         599 15     9A1A          599 15
QSO:  7019 CW 2015-11-29 0947 S51DX         599 15     UT4NW         599 16
QSO:  7019 CW 2015-11-29 0948 S51DX         599 15     HA8SA         599 15
QSO:  7019 CW 2015-11-29 0948 S51DX         599 15     SN9M          599 15
QSO:  7019 CW 2015-11-29 0949 S51DX         599 15     I0KHY         599 15
QSO:  7019 CW 2015-11-29 0949 S51DX         599 15     DF7DR         599 14
QSO:  7019 CW 2015-11-29 0951 S51DX         599 15     UT3WX         599 16
QSO:  7019 CW 2015-11-29 0952 S51DX         599 15     YO5BQQ        599 20
QSO:  7019 CW 2015-11-29 0953 S51DX         599 15     DL7ALM        599 14
QSO:  7019 CW 2015-11-29 0953 S51DX         599 15     OK1AOU        599 15
QSO:  7019 CW 2015-11-29 0954 S51DX         599 15     OL1M          599 15
QSO:  7019 CW 2015-11-29 0955 S51DX         599 15     YO/OM6TY      599 20
QSO:  7019 CW 2015-11-29 0955 S51DX         599 15     YT5A          599 15
QSO:  7019 CW 2015-11-29 0955 S51DX         599 15     DJ7R          599 14
QSO:  7019 CW 2015-11-29 0956 S51DX         599 15     OE2IGP        599 15
QSO:  7019 CW 2015-11-29 0958 S51DX         599 15     SQ9S          599 15
QSO: 14016 CW 2015-11-29 1130 S51DX         599 15     UT3UV         599 16
QSO: 14047 CW 2015-11-29 1133 S51DX         599 15     UN9GD         599 17
QSO: 14047 CW 2015-11-29 1134 S51DX         599 15     UX7U          599 16
QSO: 14047 CW 2015-11-29 1135 S51DX         599 15     PG2AA         599 14
QSO: 14047 CW 2015-11-29 1136 S51DX         599 15     PC5Q          599 14
QSO: 14047 CW 2015-11-29 1136 S51DX         599 15     WE3C          599 05
QSO: 14047 CW 2015-11-29 1136 S51DX         599 15     LY3CY         599 15
QSO: 14047 CW 2015-11-29 1137 S51DX         599 15     K3ZA          599 05
QSO: 14047 CW 2015-11-29 1137 S51DX         599 15     KE3X          599 05
QSO: 14047 CW 2015-11-29 1139 S51DX         599 15     ED1R          599 14
QSO: 14047 CW 2015-11-29 1141 S51DX         599 15     K3IPK         599 05
QSO: 14047 CW 2015-11-29 1141 S51DX         599 15     PA2REH        599 14
QSO: 14047 CW 2015-11-29 1142 S51DX         599 15     RA9DZ         599 17
QSO: 14047 CW 2015-11-29 1142 S51DX         599 15     RY3D          599 16
QSO: 14047 CW 2015-11-29 1143 S51DX         599 15     UA2F          599 15
QSO: 14047 CW 2015-11-29 1144 S51DX         599 15     RT4F          599 16
QSO: 14047 CW 2015-11-29 1145 S51DX         599 15     RA4LO         599 16
QSO: 14047 CW 2015-11-29 1145 S51DX         599 15     LZ5R          599 20
QSO: 14047 CW 2015-11-29 1146 S51DX         599 15     UT4UQ         599 16
QSO: 14047 CW 2015-11-29 1147 S51DX         599 15     LY5Q          599 15
QSO: 14047 CW 2015-11-29 1147 S51DX         599 15     P33W          599 20
QSO: 14047 CW 2015-11-29 1148 S51DX         599 15     SM7RYR        599 14
QSO: 14047 CW 2015-11-29 1149 S51DX         599 15     RA3FD         599 16
QSO: 14047 CW 2015-11-29 1151 S51DX         599 15     LY4BF         599 15
QSO: 14047 CW 2015-11-29 1151 S51DX         599 15     UT0CK         599 16
QSO: 14047 CW 2015-11-29 1152 S51DX         599 15     M7V           599 14
QSO: 21000 CW 2015-11-29 1225 S51DX         599 15     PS2T          599 11
QSO: 21000 CW 2015-11-29 1226 S51DX         599 15     4K6FO         599 21
QSO: 21001 CW 2015-11-29 1226 S51DX         599 15     UA5F          599 16
QSO: 21004 CW 2015-11-29 1227 S51DX         599 15     W3LPL         599 05
QSO: 21005 CW 2015-11-29 1227 S51DX         599 15     R3KQ          599 16
QSO: 21012 CW 2015-11-29 1228 S51DX         599 15     OH8X          599 15
QSO: 21013 CW 2015-11-29 1229 S51DX         599 15     RX7M          599 16
QSO: 21015 CW 2015-11-29 1229 S51DX         599 15     S57AW         599 15
QSO: 21021 CW 2015-11-29 1238 S51DX         599 15     D4C           599 35
QSO: 21021 CW 2015-11-29 1239 S51DX         599 15     RK3VWA        599 16
QSO: 21024 CW 2015-11-29 1240 S51DX         599 15     N3RS          599 05
QSO: 21028 CW 2015-11-29 1245 S51DX         599 15     OH0X          599 15
QSO: 21028 CW 2015-11-29 1245 S51DX         599 15     RU5A          599 16
QSO: 21029 CW 2015-11-29 1245 S51DX         599 15     R7AW          599 16
QSO: 21032 CW 2015-11-29 1246 S51DX         599 15     RG3P          599 16
QSO: 28013 CW 2015-11-29 1248 S51DX         599 15     CR3L          599 33
QSO:  7020 CW 2015-11-29 1549 S51DX         599 15     TC0A          599 20
QSO:  7020 CW 2015-11-29 1550 S51DX         599 15     DL6OZ         599 14
QSO:  7020 CW 2015-11-29 1551 S51DX         599 15     PA0MIR        599 14
QSO:  7020 CW 2015-11-29 1551 S51DX         599 15     G0WAT         599 14
QSO:  7020 CW 2015-11-29 1552 S51DX         599 15     RZ3Z          599 16
QSO:  7020 CW 2015-11-29 1554 S51DX         599 15     RC4HAA        599 16
QSO:  7020 CW 2015-11-29 1554 S51DX         599 15     UA4FCO        599 16
QSO:  7020 CW 2015-11-29 1557 S51DX         599 15     UA6FZ         599 16
QSO:  7022 CW 2015-11-29 1559 S51DX         599 15     RC9A          599 17
QSO:  7022 CW 2015-11-29 1600 S51DX         599 15     DL1EHR        599 14
QSO:  7022 CW 2015-11-29 1601 S51DX         599 15     YO4NF         599 20
QSO:  7022 CW 2015-11-29 1601 S51DX         599 15     DL6UKL        599 14
QSO:  7022 CW 2015-11-29 1602 S51DX         599 15     UA3PC         599 16
QSO:  7022 CW 2015-11-29 1603 S51DX         599 15     LZ7A          599 20
QSO:  7022 CW 2015-11-29 1605 S51DX         599 15     LY2SQ         599 15
QSO:  7003 CW 2015-11-29 1607 S51DX         599 15     4K6FO         599 21
QSO:  7005 CW 2015-11-29 1621 S51DX         599 15     ED9U          599 33
QSO:  7006 CW 2015-11-29 1622 S51DX         599 15     SW9AA         599 20
QSO:  7016 CW 2015-11-29 1624 S51DX         599 15     US2IZ         599 16
QSO:  7016 CW 2015-11-29 1626 S51DX         599 15     RU4A          599 16
QSO:  3535 CW 2015-11-29 1628 S51DX         599 15     YU0A          599 15
QSO:  3535 CW 2015-11-29 1628 S51DX         599 15     GS8VL         599 14
QSO:  3535 CW 2015-11-29 1628 S51DX         599 15     YT1X          599 15
QSO:  3535 CW 2015-11-29 1629 S51DX         599 15     TC0A          599 20
QSO:  3535 CW 2015-11-29 1630 S51DX         599 15     DL1AKL        599 14
QSO:  3535 CW 2015-11-29 1630 S51DX         599 15     EW8DX         599 16
QSO:  3535 CW 2015-11-29 1630 S51DX         599 15     SP5ES         599 15
QSO:  3535 CW 2015-11-29 1631 S51DX         599 15     SP3VT         599 15
QSO:  3535 CW 2015-11-29 1631 S51DX         599 15     OM2Y          599 15
QSO:  3535 CW 2015-11-29 1632 S51DX         599 15     RM9A          599 17
QSO:  3514 CW 2015-11-29 1635 S51DX         599 15     S57Z          599 15
QSO:  3510 CW 2015-11-29 1636 S51DX         599 15     IH9R          599 33
QSO:  7018 CW 2015-11-29 1657 S51DX         599 15     UP0L          599 17
QSO:  7020 CW 2015-11-29 1658 S51DX         599 15     EI3KI         599 14
QSO:  7020 CW 2015-11-29 1659 S51DX         599 15     RA6FUZ        599 16
QSO:  7020 CW 2015-11-29 1702 S51DX         599 15     UT3IZ         599 16
QSO:  7021 CW 2015-11-29 1708 S51DX         599 15     RO2E          599 16
QSO:  7021 CW 2015-11-29 1709 S51DX         599 15     DF4XG         599 14
QSO:  7021 CW 2015-11-29 1711 S51DX         599 15     UR5GAW        599 16
QSO:  7021 CW 2015-11-29 1711 S51DX         599 15     UT7E          599 16
QSO:  7021 CW 2015-11-29 1712 S51DX         599 15     RY5WH         599 16
QSO:  7021 CW 2015-11-29 1712 S51DX         599 15     G5W           599 14
QSO:  7021 CW 2015-11-29 1712 S51DX         599 15     SD6M          599 14
QSO:  7021 CW 2015-11-29 1713 S51DX         599 15     RT4F          599 16
QSO:  7021 CW 2015-11-29 1716 S51DX         599 15     RA3AN         599 16
QSO:  3540 CW 2015-11-29 2012 S51DX         599 15     SE6W          599 14
QSO:  3540 CW 2015-11-29 2012 S51DX         599 15     UA4M          599 16
QSO:  3540 CW 2015-11-29 2012 S51DX         599 15     PA3GCU        599 14
QSO:  3540 CW 2015-11-29 2013 S51DX         599 15     SP4YPB        599 15
QSO:  3540 CW 2015-11-29 2013 S51DX         599 15     IK3XJP        599 15
QSO:  3540 CW 2015-11-29 2013 S51DX         599 15     SZ1A          599 20
QSO:  3540 CW 2015-11-29 2014 S51DX         599 15     G5O           599 14
QSO:  3540 CW 2015-11-29 2014 S51DX         599 15     PA4O          599 14
QSO:  3540 CW 2015-11-29 2015 S51DX         599 15     HA2NA         599 15
QSO:  3540 CW 2015-11-29 2015 S51DX         599 15     OL4W          599 15
QSO:  3540 CW 2015-11-29 2016 S51DX         599 15     SD0T          599 14
QSO:  3540 CW 2015-11-29 2017 S51DX         599 15     RT3F          599 16
QSO:  3540 CW 2015-11-29 2018 S51DX         599 15     SP6LV         599 15
QSO:  3540 CW 2015-11-29 2018 S51DX         599 15     SP4W          599 15
QSO:  3540 CW 2015-11-29 2019 S51DX         599 15     DD9WG         599 14
QSO:  3540 CW 2015-11-29 2019 S51DX         599 15     UR4CU         599 16
QSO:  3540 CW 2015-11-29 2020 S51DX         599 15     SP2KPD        599 15
QSO:  3540 CW 2015-11-29 2020 S51DX         599 15     RT6A          599 16
QSO:  3540 CW 2015-11-29 2020 S51DX         599 15     RA1DA         599 16
QSO:  3540 CW 2015-11-29 2022 S51DX         599 15     9A3TU         599 15
QSO:  3540 CW 2015-11-29 2022 S51DX         599 15     IR3C          599 15
QSO:  3540 CW 2015-11-29 2022 S51DX         599 15     IT9RBW        599 15
QSO:  3540 CW 2015-11-29 2022 S51DX         599 15     RC3W          599 16
QSO:  3540 CW 2015-11-29 2024 S51DX         599 15     DL9EE         599 14
QSO:  3540 CW 2015-11-29 2024 S51DX         599 15     OM6TX         599 15
QSO:  3540 CW 2015-11-29 2024 S51DX         599 15     SP9CXN        599 15
QSO:  3540 CW 2015-11-29 2025 S51DX         599 15     PC4H          599 14
QSO:  3540 CW 2015-11-29 2025 S51DX         599 15     UW3L          599 16
QSO:  3540 CW 2015-11-29 2025 S51DX         599 15     DL5YYM        599 14
QSO:  3540 CW 2015-11-29 2027 S51DX         599 15     9A8M          599 15
QSO:  3540 CW 2015-11-29 2027 S51DX         599 15     PI4CC         599 14
QSO:  3540 CW 2015-11-29 2028 S51DX         599 15     SP3JUN        599 15
QSO:  3540 CW 2015-11-29 2028 S51DX         599 15     DL0GL         599 14
QSO:  3540 CW 2015-11-29 2029 S51DX         599 15     OZ4CG         599 14
QSO:  3540 CW 2015-11-29 2029 S51DX         599 15     OM5WW         599 15
QSO:  3540 CW 2015-11-29 2029 S51DX         599 15     SK0QO         599 14
QSO:  3540 CW 2015-11-29 2029 S51DX         599 15     F6FTB         599 14
QSO:  3540 CW 2015-11-29 2030 S51DX         599 15     HA6VV         599 15
QSO:  3540 CW 2015-11-29 2031 S51DX         599 15     LZ8E          599 20
QSO:  3540 CW 2015-11-29 2031 S51DX         599 15     UR7EN         599 16
QSO:  3540 CW 2015-11-29 2031 S51DX         599 15     LZ9W          599 20
QSO:  3540 CW 2015-11-29 2031 S51DX         599 15     UR3LM         599 16
QSO:  3540 CW 2015-11-29 2032 S51DX         599 15     UT3EK         599 16
QSO:  3540 CW 2015-11-29 2032 S51DX         599 15     SP3GTS        599 15
QSO:  3540 CW 2015-11-29 2032 S51DX         599 15     DF8AA         599 14
QSO:  3540 CW 2015-11-29 2033 S51DX         599 15     OK1AXA        599 15
QSO:  3540 CW 2015-11-29 2033 S51DX         599 15     DL9GMC        599 14
QSO:  3540 CW 2015-11-29 2033 S51DX         599 15     YT5N          599 15
QSO:  3540 CW 2015-11-29 2034 S51DX         599 15     UA4QK         599 16
QSO:  3540 CW 2015-11-29 2034 S51DX         599 15     ED2C          599 14
QSO:  3540 CW 2015-11-29 2034 S51DX         599 15     IN3ZWF        599 15
QSO:  3540 CW 2015-11-29 2035 S51DX         599 15     EW8W          599 16
QSO:  3540 CW 2015-11-29 2035 S51DX         599 15     SV1QXU        599 20
QSO:  3540 CW 2015-11-29 2035 S51DX         599 15     YO8RIX        599 20
QSO:  3540 CW 2015-11-29 2036 S51DX         599 15     UR5WX         599 16
QSO:  3540 CW 2015-11-29 2037 S51DX         599 15     ES3VI         599 15
QSO:  3540 CW 2015-11-29 2037 S51DX         599 15     SC0N          599 14
QSO:  3540 CW 2015-11-29 2037 S51DX         599 15     E77T          599 15
QSO:  3540 CW 2015-11-29 2037 S51DX         599 15     RA3NC         599 16
QSO:  3540 CW 2015-11-29 2038 S51DX         599 15     IK2SAI        599 15
QSO:  3540 CW 2015-11-29 2039 S51DX         599 15     DL5ME         599 14
QSO:  3540 CW 2015-11-29 2039 S51DX         599 15     G4L           599 14
QSO:  3540 CW 2015-11-29 2040 S51DX         599 15     UA4CNJ        599 16
QSO:  3540 CW 2015-11-29 2041 S51DX         599 15     RT4F          599 16
QSO:  3540 CW 2015-11-29 2042 S51DX         599 15     DL5MHR        599 14
QSO:  3540 CW 2015-11-29 2043 S51DX         599 15     HG1S          599 15
QSO:  3540 CW 2015-11-29 2044 S51DX         599 15     EW1IP         599 16
QSO:  3510 CW 2015-11-29 2046 S51DX         599 15     OE2BZL        599 15
QSO:  3510 CW 2015-11-29 2046 S51DX         599 15     P3F           599 20
QSO:  3517 CW 2015-11-29 2048 S51DX         599 15     UP0L          599 17
QSO:  3504 CW 2015-11-29 2048 S51DX         599 15     YL3IZ         599 15
