START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rcc-cup-ubn-downloader
CONTEST: RCC-CUP
CALLSIGN: UA0UV
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: UA0UV
QSO: 14012 CW 2022-05-07 0302 UA0UV         599 RCC285 RW9AV         599 RCC275
QSO: 14014 CW 2022-05-07 0305 UA0UV         599 RCC285 UA0DAR        599 33    
QSO: 14030 CW 2022-05-07 0307 UA0UV         599 RCC285 RC0CD         599 34    
QSO: 14023 CW 2022-05-07 0307 UA0UV         599 RCC285 UA0CA         599 RCC141
QSO: 14021 CW 2022-05-07 0309 UA0UV         599 RCC285 RZ9UO         599 31    
QSO: 14015 CW 2022-05-07 0309 UA0UV         599 RCC285 RA5G          599 RCC1  
QSO: 14013 CW 2022-05-07 0310 UA0UV         599 RCC285 RK9AX         599 RCC179
QSO: 14022 CW 2022-05-07 0312 UA0UV         599 RCC285 R9LY          599 30    
QSO: 14028 CW 2022-05-07 0313 UA0UV         599 RCC285 RO9O          599 RCC234
QSO: 14026 CW 2022-05-07 0313 UA0UV         599 RCC285 R0SBI         599 32    
QSO: 14016 CW 2022-05-07 0321 UA0UV         599 RCC285 RW0A          599 RCC490
QSO: 14020 CW 2022-05-07 0322 UA0UV         599 RCC285 RW0UM         599 RCC76 
QSO: 14032 CW 2022-05-07 0324 UA0UV         599 RCC285 R8CT          599 30    
QSO: 14022 CW 2022-05-07 0326 UA0UV         599 RCC285 R9IR          599 RCC95 
QSO: 14021 CW 2022-05-07 0328 UA0UV         599 RCC285 RN9RF         599 30    
QSO: 14034 CW 2022-05-07 0331 UA0UV         599 RCC285 RA9AP         599 RCC169
QSO: 14034 CW 2022-05-07 0331 UA0UV         599 RCC285 RT9A          599 30    
QSO: 14034 CW 2022-05-07 0333 UA0UV         599 RCC285 AK1MD         599 08    
QSO: 14034 CW 2022-05-07 0334 UA0UV         599 RCC285 RK8I          599 31    
QSO: 14034 CW 2022-05-07 0334 UA0UV         599 RCC285 EX8MJ         599 30    
QSO: 14034 CW 2022-05-07 0336 UA0UV         599 RCC285 UP0L          599 30    
QSO: 14034 CW 2022-05-07 0339 UA0UV         599 RCC285 RA1QBH        599 29    
QSO: 14028 CW 2022-05-07 0341 UA0UV         599 RCC285 R0AS          599 RCC252
QSO: 14026 CW 2022-05-07 0343 UA0UV         599 RCC285 RW9DX         599 30    
QSO: 14017 CW 2022-05-07 0350 UA0UV         599 RCC285 BA3AX         599 44    
QSO: 14021 CW 2022-05-07 0354 UA0UV         599 RCC285 UD0O          599 32    
QSO: 14025 CW 2022-05-07 0357 UA0UV         599 RCC285 R8WO          599 RCC305
QSO: 14019 CW 2022-05-07 0359 UA0UV         599 RCC285 R9YC          599 RCC282
QSO: 14034 CW 2022-05-07 0402 UA0UV         599 RCC285 UI3A          599 29    
QSO: 14034 CW 2022-05-07 0402 UA0UV         599 RCC285 RZ9M          599 30    
QSO: 14034 CW 2022-05-07 0403 UA0UV         599 RCC285 UA9LAO        599 RCC311
QSO: 14033 CW 2022-05-07 0407 UA0UV         599 RCC285 YT2ISM        599 28    
QSO: 14027 CW 2022-05-07 0408 UA0UV         599 RCC285 R9OK          599 RCC122
QSO: 14034 CW 2022-05-07 0410 UA0UV         599 RCC285 RT4F          599 RCC101
QSO: 14034 CW 2022-05-07 0411 UA0UV         599 RCC285 UA3AP         599 29    
QSO: 14034 CW 2022-05-07 0411 UA0UV         599 RCC285 UA6LFQ        599 29    
QSO: 14034 CW 2022-05-07 0413 UA0UV         599 RCC285 OG7F          599 18    
QSO: 14034 CW 2022-05-07 0413 UA0UV         599 RCC285 RA3AN         599 29    
QSO: 14034 CW 2022-05-07 0414 UA0UV         599 RCC285 R0BI          599 RCC929
QSO: 14034 CW 2022-05-07 0415 UA0UV         599 RCC285 BH4UMN        599 44    
QSO: 14034 CW 2022-05-07 0416 UA0UV         599 RCC285 UC0A          599 RCC600
QSO: 14034 CW 2022-05-07 0417 UA0UV         599 RCC285 RZ9A          599 30    
QSO: 14022 CW 2022-05-07 0420 UA0UV         599 RCC285 LZ5R          599 RCC730
QSO: 14013 CW 2022-05-07 0421 UA0UV         599 RCC285 RM9RZ         599 RCC444
QSO: 14024 CW 2022-05-07 0425 UA0UV         599 RCC285 RU1AC         599 19    
QSO: 14014 CW 2022-05-07 0426 UA0UV         599 RCC285 R4ACY         599 29    
QSO: 14035 CW 2022-05-07 0428 UA0UV         599 RCC285 R3DCX         599 RCC32 
QSO: 14034 CW 2022-05-07 0430 UA0UV         599 RCC285 R4IO          599 29    
QSO: 14034 CW 2022-05-07 0430 UA0UV         599 RCC285 UA6Y          599 29    
QSO: 14034 CW 2022-05-07 0431 UA0UV         599 RCC285 RK4W          599 RCC909
QSO: 14034 CW 2022-05-07 0432 UA0UV         599 RCC285 UA9AU         599 30    
QSO: 14034 CW 2022-05-07 0432 UA0UV         599 RCC285 UA4C          599 29    
QSO: 14034 CW 2022-05-07 0433 UA0UV         599 RCC285 UD8A          599 30    
QSO: 14034 CW 2022-05-07 0433 UA0UV         599 RCC285 R2AA          599 RCC3  
QSO: 14023 CW 2022-05-07 0435 UA0UV         599 RCC285 RN6A          599 RCC351
QSO: 14037 CW 2022-05-07 0441 UA0UV         599 RCC285 RJ9J          599 20    
QSO: 14019 CW 2022-05-07 0444 UA0UV         599 RCC285 RC9J          599 RCC259
QSO: 14013 CW 2022-05-07 0448 UA0UV         599 RCC285 LZ3ZZ         599 28    
QSO: 14018 CW 2022-05-07 0448 UA0UV         599 RCC285 R9AE          599 RCC2  
QSO: 14034 CW 2022-05-07 0451 UA0UV         599 RCC285 R3QA          599 29    
QSO: 14034 CW 2022-05-07 0451 UA0UV         599 RCC285 R8TT          599 RCC31 
QSO: 14034 CW 2022-05-07 0451 UA0UV         599 RCC285 R3LA          599 RCC109
QSO: 14034 CW 2022-05-07 0452 UA0UV         599 RCC285 UA3PI         599 RCC341
QSO: 14034 CW 2022-05-07 0455 UA0UV         599 RCC285 UI4F          599 RCC515
QSO: 14020 CW 2022-05-07 0456 UA0UV         599 RCC285 RZ9L          599 30    
QSO: 14025 CW 2022-05-07 0457 UA0UV         599 RCC285 RN6AT         599 RCC297
QSO: 14033 CW 2022-05-07 0459 UA0UV         599 RCC285 UA4LL         599 RCC701
