START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10-GHZ
CALLSIGN: NN9X
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: NN9X
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10-GHZ ARRL/arrl_10_ghz_and_up_contest/2019.
QSO:   10G CW 2019-09-21 1207 NN9X          EN74AT K9PW          EN62CE
QSO:   10G CW 2019-09-21 1208 NN9X          EN74AT W9SZ          EN62CE
QSO:   10G CW 2019-09-21 1433 NN9X          EN74AT K9PW          EN62CK
QSO:   10G CW 2019-09-21 1440 NN9X          EN74AT W9SZ          EN62CK
QSO:   10G PH 2019-09-21 1506 NN9X          EN74AT AA9IL         EN62CK
QSO:   10G CW 2019-09-21 1654 NN9X          EN74AT K9PW          EN62CO
QSO:   10G CW 2019-09-21 1709 NN9X          EN74AT K2YAZ         EN74AV
QSO:   10G CW 2019-09-21 1714 NN9X          EN74AT W9SZ          EN62CO
QSO:   10G PH 2019-09-21 1921 NN9X          EN74AT K9PW          EN63CN
QSO:   10G CW 2019-09-21 1924 NN9X          EN74AT W9SZ          EN63CN
QSO:   10G PH 2019-09-21 2013 NN9X          EN74AT KB8U          EN64XS
QSO:   10G CW 2019-09-21 2032 NN9X          EN74AT K9PW          EN63DR
QSO:   10G PH 2019-09-21 2050 NN9X          EN74AT AA9IL         EN63DR
QSO:   10G CW 2019-09-21 2059 NN9X          EN74AT W9SZ          EN63DR
QSO:   10G PH 2019-09-21 2111 NN9X          EN74AT WA8VPD        EN74AV
QSO:   10G CW 2019-09-22 1540 NN9X          EN64TF K9PW          EN64ED
QSO:   10G CW 2019-09-22 1543 NN9X          EN64TF W9SZ          EN64ED
QSO:   10G PH 2019-09-22 1550 NN9X          EN64TF AA9IL         EN64ED
QSO:   10G CW 2019-09-22 2014 NN9X          EN64TF K2YAZ         EN74AV
END-OF-LOG:
