START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: FD CW
CALLSIGN: UA4C
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UA4C
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for FD CW DARC/Fieldday/CW/2017.
QSO: 14000 CW 2017-06-03 1502 UA4C          599 DL0IL/P       599 003
QSO: 14011 CW 2017-06-03 1503 UA4C          599 0002 M2A/P         599 0006
QSO: 14013 CW 2017-06-03 1505 UA4C          599 0003 G4ATH/P       599 0005
QSO: 14013 CW 2017-06-03 1505 UA4C          599 0004 MM2N/P        599 0001
QSO: 14000 CW 2017-06-03 1506 UA4C          599 005 HB9AYZ/P      599 002
QSO: 14013 CW 2017-06-03 1506 UA4C          599 006 DA3X/P        599 0003
QSO: 14000 CW 2017-06-03 1508 UA4C          599 009 DL0HIL/P      599 005
QSO: 14014 CW 2017-06-03 1510 UA4C          599 0012 G8QR/P        599 0005
QSO: 14000 CW 2017-06-03 1511 UA4C          599 016 DF0HO/P       599 004
QSO: 14000 CW 2017-06-03 1512 UA4C          599 017 DK1AX/P       599 0009
QSO: 14000 CW 2017-06-03 1512 UA4C          599 018 DL0GD/P       599 002
QSO: 14007 CW 2017-06-03 1512 UA4C          599 0017 G5XV/P        599 0005
QSO: 14000 CW 2017-06-03 1513 UA4C          599 021 DL7LX/P       599 003
QSO: 14013 CW 2017-06-03 1515 UA4C          599 025 DL0BL/P       599 0009
QSO: 14014 CW 2017-06-03 1518 UA4C          599 0030 DL4FCH        599 0005
QSO: 14000 CW 2017-06-03 1519 UA4C          599 032 DK0FC/P       599 014
QSO: 14014 CW 2017-06-03 1519 UA4C          599 0033 DL0HN/P       599 0010
QSO: 14014 CW 2017-06-03 1520 UA4C          599 0034 DL0MZ/P       599 0015
QSO: 14000 CW 2017-06-03 1521 UA4C          599 037 DL0PDM/P      599 003
QSO: 14000 CW 2017-06-03 1521 UA4C          599 0036 DM4G/P        599 0008
QSO: 14013 CW 2017-06-03 1521 UA4C          599 0039 M3W/P         599 0013
QSO: 14013 CW 2017-06-03 1524 UA4C          599 0043 G3RCV/P       599 0015
QSO: 14014 CW 2017-06-03 1524 UA4C          599 042 DF0TX/P       599 0021
QSO: 14013 CW 2017-06-03 1525 UA4C          599 0044 G3PLE         599 0001
QSO: 14000 CW 2017-06-03 1526 UA4C          599 047 DL0OVA/P      599 001
QSO: 14009 CW 2017-06-03 1527 UA4C          599 049 DL1HBT/P      599 0017
QSO: 14200 CW 2017-06-03 1528 UA4C          599 0005 DK0RC/P       599 0002
QSO: 14000 CW 2017-06-03 1530 UA4C          599 054 DK0RA/P       599 016
QSO: 14013 CW 2017-06-03 1530 UA4C          599 0053 G0FBB/P       599 0011
QSO: 14000 CW 2017-06-03 1531 UA4C          599 056 DK0OD/P       599 3
QSO: 14014 CW 2017-06-03 1533 UA4C          599 0062 DL9FBF        599 0014
QSO: 14000 CW 2017-06-03 1534 UA4C          599 64 DL0LB/P       599 005
QSO: 14000 CW 2017-06-03 1534 UA4C          599 063 DM5A/P        599 029
QSO: 14013 CW 2017-06-03 1537 UA4C          599 070 DL0DX/P       599 0005
QSO: 14014 CW 2017-06-03 1538 UA4C          599 0072 M0P/P         599 0026
QSO: 14013 CW 2017-06-03 1539 UA4C          599 0073 E77EA         599 0024
QSO: 14014 CW 2017-06-03 1542 UA4C          599 079 DP4M/P        599 039
QSO: 14000 CW 2017-06-03 1546 UA4C          599 086 DK5KF         599 009
QSO: 14014 CW 2017-06-03 1548 UA4C          599 0091 DJ6OZ/P       599 0026
QSO: 14000 CW 2017-06-03 1550 UA4C          599 093 DF0AS/P       599 017
QSO: 14014 CW 2017-06-03 1551 UA4C          599 0094 G4ARN/P       599 0017
QSO: 14000 CW 2017-06-03 1553 UA4C          599 097 DA3T/P        599 011
QSO: 14000 CW 2017-06-03 1553 UA4C          599 096 DF5BX/P       599 014
QSO: 14014 CW 2017-06-03 1554 UA4C          599 0098 DL0WB/P       599 0001
QSO: 14014 CW 2017-06-03 1554 UA4C          599 0100 F6HDI         599 0039
QSO: 14014 CW 2017-06-03 1559 UA4C          599 0104 G2DX/P        599 0010
QSO: 14052 CW 2017-06-03 1559 UA4C          599 0105 G8FC/P        599 0013
QSO: 14013 CW 2017-06-03 1604 UA4C          599 110 IN3/DK9TN/P   599 0011
QSO: 14000 CW 2017-06-03 1606 UA4C          599 114 DK0VE/P       599 021
QSO: 14013 CW 2017-06-03 1607 UA4C          599 0116 G3PJT         599 0005
QSO: 14000 CW 2017-06-03 1608 UA4C          599 117 DL1ASA/P      599 034
QSO: 14014 CW 2017-06-03 1611 UA4C          599 0120 DF0A/P        599 0038
QSO: 14013 CW 2017-06-03 1612 UA4C          599 122 DL0GC/P       599 0035
QSO: 14014 CW 2017-06-03 1614 UA4C          599 0126 DK8R/P        599 0022
QSO: 14000 CW 2017-06-03 1620 UA4C          599 DL5BTE/P      599 026
QSO: 14013 CW 2017-06-03 1621 UA4C          599 137 DK0ED/P       599 0046
QSO: 14014 CW 2017-06-03 1621 UA4C          599 0136 S52GP/P       599 0059
QSO: 14000 CW 2017-06-03 1623 UA4C          599 140 DL0VN/P       599 013
QSO: 14013 CW 2017-06-03 1626 UA4C          599 0144 G5LO/P        599 0021
QSO: 14013 CW 2017-06-03 1629 UA4C          599 148 DP6M/P        599 0075
QSO: 14013 CW 2017-06-03 1629 UA4C          599 0146 G3ULT/P       599 0029
QSO: 14014 CW 2017-06-03 1634 UA4C          599 156 DL0CS/P       599 0079
QSO: 14013 CW 2017-06-03 1635 UA4C          599 0157 GM2MP/P       599 0150
QSO: 14000 CW 2017-06-03 1639 UA4C          599 160 DR3X/P        599 083
QSO: 14000 CW 2017-06-03 1640 UA4C          599 0161 DL0ABT/P      599 0009
QSO: 14013 CW 2017-06-03 1643 UA4C          599 133 DF0VK/P       599 0064
QSO: 14000 CW 2017-06-03 1644 UA4C          599 0166 G3LET/P       599 0015
QSO: 14015 CW 2017-06-03 1646 UA4C          599 0168 G3UES/P       599 0082
QSO: 14000 CW 2017-06-03 1649 UA4C          599 170 S59DZA/P      599 103
QSO: 14000 CW 2017-06-03 1650 UA4C          599 172 OK2SWD        599 002
QSO: 14031 CW 2017-06-03 1658 UA4C          599 0180 9A1AA         599 0176
QSO: 14000 CW 2017-06-03 1700 UA4C          599 182 F6KUF/P       599 0078
QSO: 14014 CW 2017-06-03 1702 UA4C          599 0184 S59T          599 0001
QSO: 14008 CW 2017-06-03 1704 UA4C          599 0187 DK0OH/P       599 0116
QSO: 14000 CW 2017-06-03 1709 UA4C          599 190 EK0W/P        599 129
QSO: 14013 CW 2017-06-03 1712 UA4C          599 0193 G4IRN/P       599 0026
QSO: 14019 CW 2017-06-03 1716 UA4C          599 0200 G0IVR/P       599 0026
QSO: 14019 CW 2017-06-03 1717 UA4C          599 0202 DL0FU/P       599 0135
QSO: 14000 CW 2017-06-03 1718 UA4C          599 204 DK0IU/P       599 056
QSO: 14019 CW 2017-06-03 1720 UA4C          599 0206 G3LX/P        599 0194
QSO: 14019 CW 2017-06-03 1721 UA4C          599 208 OM5MX         599 006
QSO: 14000 CW 2017-06-03 1723 UA4C          599 210 DJ9SN         599 016
QSO: 14000 CW 2017-06-03 1726 UA4C          599 215 DL0C/P        599 111
QSO: 14009 CW 2017-06-03 1730 UA4C          599 220 DK0N/P        599 0007
QSO: 14026 CW 2017-06-03 1732 UA4C          599 0222 G3TBK/P       599 0190
QSO: 14028 CW 2017-06-03 1736 UA4C          599 0225 G3UES/P       599 0130
QSO: 14028 CW 2017-06-03 1736 UA4C          599 0225 GI3XRQ/P      599 0065
QSO: 14019 CW 2017-06-03 1738 UA4C          599 227 DF1SZ/P       599 042
QSO: 14000 CW 2017-06-03 1739 UA4C          599 228 YO4BEX        599 066
QSO: 14003 CW 2017-06-03 1741 UA4C          599 229 SM9A/P        599 0209
QSO: 14016 CW 2017-06-03 1742 UA4C          599 0230 LZ6C          599 0311
QSO: 14017 CW 2017-06-03 1743 UA4C          599 0232 G6MC/P        599 0153
QSO: 21000 CW 2017-06-03 1743 UA4C          599 231 DM3C/P        599 127
QSO: 14026 CW 2017-06-03 1748 UA4C          599 239 DL0LA/P       599 0230
QSO: 14029 CW 2017-06-03 1750 UA4C          599 0241 G3WRR/P       599 0099
QSO: 14032 CW 2017-06-03 1751 UA4C          599 243 DK0V/P        599 0149
QSO: 14039 CW 2017-06-03 1752 UA4C          599 0245 S50BCC/P      599 0259
QSO: 14042 CW 2017-06-03 1753 UA4C          599 0246 GW2OP/P       599 0114
QSO:  7000 CW 2017-06-03 1759 UA4C          599 253 DK0VE/P       599 057
QSO:  7000 CW 2017-06-03 1800 UA4C          599 258 DL0LB/P       599 106
QSO:  7000 CW 2017-06-03 1801 UA4C          599 DL5BTE/P      599 064
QSO:  7000 CW 2017-06-03 1801 UA4C          599 259 DM2DZM        599 019
