START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: LZ1MS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: LZ1MS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2021.
QSO: 28010 CW 2021-07-10 1350 LZ1MS         599 28 OP0HQ         599 UBA
QSO: 14000 CW 2021-07-10 1427 LZ1MS         599 28 JG1LHB        599 45
QSO: 14005 CW 2021-07-10 1427 LZ1MS         599 28 RK7X          599 29
QSO: 14005 CW 2021-07-10 1427 LZ1MS         599 28 RX9CC         599 20
QSO: 14005 CW 2021-07-10 1428 LZ1MS         599 28 RN6AT         599 29
QSO: 14005 CW 2021-07-10 1429 LZ1MS         599 28 RU5A          599 29
QSO: 14006 CW 2021-07-10 1429 LZ1MS         599 28 RG6G          599 29
QSO: 14005 CW 2021-07-10 1430 LZ1MS         599 28 R2PU          599 29
QSO: 14005 CW 2021-07-10 1430 LZ1MS         599 28 UC0A          599 32
QSO: 14006 CW 2021-07-10 1430 LZ1MS         599 28 R0HQ          599 SRR
QSO: 14005 CW 2021-07-10 1431 LZ1MS         599 28 JH7RTQ        599 45
QSO: 14006 CW 2021-07-10 1431 LZ1MS         599 28 JN7TAN        599 45
QSO: 14005 CW 2021-07-10 1432 LZ1MS         599 28 R3QA          599 29
QSO: 14005 CW 2021-07-10 1432 LZ1MS         599 28 UA4C          599 29
QSO: 14005 CW 2021-07-10 1432 LZ1MS         599 28 UT4LW         599 29
QSO: 14006 CW 2021-07-10 1433 LZ1MS         599 28 BD4QB         599 44
QSO: 14006 CW 2021-07-10 1434 LZ1MS         599 28 JH1EAQ        599 45
QSO: 14036 CW 2021-07-10 1442 LZ1MS         599 28 E2HQ          599 RAST
QSO: 14059 CW 2021-07-10 1443 LZ1MS         599 28 E2A           599 49
QSO: 14006 CW 2021-07-10 1445 LZ1MS         599 28 A60HQ         599 EARS
QSO: 14005 CW 2021-07-10 1446 LZ1MS         599 28 8N3HQ         599 JARL
QSO: 14014 CW 2021-07-10 1451 LZ1MS         599 28 W1AW/KL7      599 ARRL
QSO: 14010 CW 2021-07-10 1453 LZ1MS         599 28 JT1CS         599 32
QSO: 14028 CW 2021-07-10 1455 LZ1MS         599 28 W2MKM         599 08
QSO: 14002 CW 2021-07-10 1456 LZ1MS         599 28 W6YX          599 6
QSO: 21038 CW 2021-07-10 1726 LZ1MS         599 28 OF2HQ         599 SRAL
QSO: 21025 CW 2021-07-10 1730 LZ1MS         599 28 EM5HQ         599 UARL
QSO: 21032 CW 2021-07-10 1731 LZ1MS         599 28 DA0HQ         599 DARC
QSO: 21000 CW 2021-07-10 1732 LZ1MS         599 28 DL9ZP         599 28
QSO: 14019 CW 2021-07-10 1734 LZ1MS         599 28 W1WEF         599 08
QSO: 14017 CW 2021-07-10 1735 LZ1MS         599 28 B4HQ          599 CRAC
QSO: 14041 CW 2021-07-10 1736 LZ1MS         599 28 HL2BQG        599 44
QSO: 14008 CW 2021-07-10 1737 LZ1MS         599 28 BG3GRU        599 43
QSO: 14008 CW 2021-07-10 1738 LZ1MS         599 28 MD2C          599 27
QSO: 14014 CW 2021-07-10 1739 LZ1MS         599 28 N4UU          599 08
QSO: 14006 CW 2021-07-10 1741 LZ1MS         599 28 N5DX          599 08
QSO: 14014 CW 2021-07-10 1742 LZ1MS         599 28 K3JO          599 08
QSO: 14022 CW 2021-07-10 1745 LZ1MS         599 28 GR2HQ         599 HQ
QSO: 14024 CW 2021-07-10 1745 LZ1MS         599 28 VE3NNT        599 04
QSO: 14026 CW 2021-07-10 1746 LZ1MS         599 28 SN0HQ         599 PZK
QSO: 14027 CW 2021-07-10 1747 LZ1MS         599 28 LA0CX         599 18
QSO: 14034 CW 2021-07-10 1748 LZ1MS         599 28 NB1N          599 08
QSO: 14037 CW 2021-07-10 1749 LZ1MS         599 28 K3AJ          599 08
QSO: 14041 CW 2021-07-10 1749 LZ1MS         599 28 P3X           599 39
QSO: 14043 CW 2021-07-10 1751 LZ1MS         599 28 KW8N          599 08
QSO: 14044 CW 2021-07-10 1751 LZ1MS         599 28 K2ZW          599 08
QSO: 14045 CW 2021-07-10 1751 LZ1MS         599 28 OM4Q          599 28
QSO: 14051 CW 2021-07-10 1752 LZ1MS         599 28 PA6HQ         599 VERON
QSO: 14052 CW 2021-07-10 1752 LZ1MS         599 28 K3WU          599 08
QSO: 14055 CW 2021-07-10 1753 LZ1MS         599 28 WA2CP         599 08
QSO: 14057 CW 2021-07-10 1754 LZ1MS         599 28 TO5GR         599 11
QSO: 14004 CW 2021-07-10 1759 LZ1MS         599 28 KP2M          599 11
QSO: 14213 PH 2021-07-11 0346 LZ1MS         59 28 R9PA          59 31
QSO: 14195 PH 2021-07-11 0347 LZ1MS         59 28 A60HQ         59 EARS
QSO: 14198 PH 2021-07-11 0347 LZ1MS         59 28 S50HQ         59 ZRS
QSO: 14000 PH 2021-07-11 0349 LZ1MS         59 28 EW5HQ         59 BFRR
QSO: 14200 PH 2021-07-11 0349 LZ1MS         59 28 W7CXX         59 06
QSO: 14225 PH 2021-07-11 0350 LZ1MS         59 28 RY6Y          59 29
QSO: 14233 PH 2021-07-11 0350 LZ1MS         59 28 A71HQ         59 QARS
QSO: 14240 PH 2021-07-11 0351 LZ1MS         59 28 OF2HQ         59 SRAL
QSO: 14253 PH 2021-07-11 0351 LZ1MS         59 28 IO6HQ         59 ARI
QSO: 14000 PH 2021-07-11 0352 LZ1MS         59 28 YL4HQ         59 LRAL
QSO: 14280 PH 2021-07-11 0353 LZ1MS         59 28 5B4KH         59 39
QSO: 14004 CW 2021-07-11 0356 LZ1MS         599 28 ND7K          599 06
QSO: 14008 CW 2021-07-11 0359 LZ1MS         599 28 K0RF          599 07
QSO: 14010 CW 2021-07-11 0359 LZ1MS         599 28 N2IC          599 07
QSO: 14012 CW 2021-07-11 0401 LZ1MS         599 28 UN1HQ         599 KFRR
QSO: 14013 CW 2021-07-11 0401 LZ1MS         599 28 KA6BIM        599 06
QSO: 14013 CW 2021-07-11 0401 LZ1MS         599 28 W6SC          599 06
QSO: 14013 CW 2021-07-11 0401 LZ1MS         599 28 W7RM          599 06
QSO: 14012 CW 2021-07-11 0402 LZ1MS         599 28 YL0A          599 29
QSO: 14012 CW 2021-07-11 0403 LZ1MS         599 28 RT9A          599 30
QSO: 14000 CW 2021-07-11 0404 LZ1MS         599 28 KS7T          599 06
QSO: 14000 CW 2021-07-11 0404 LZ1MS         599 28 VE5KS         599 03
QSO: 14013 CW 2021-07-11 0404 LZ1MS         599 28 NT6X          599 06
QSO: 14013 CW 2021-07-11 0404 LZ1MS         599 28 VE7FO         599 02
QSO: 14000 CW 2021-07-11 0405 LZ1MS         599 28 CO6WD         599 11
QSO: 14013 CW 2021-07-11 0405 LZ1MS         599 28 N7RCS         599 08
QSO: 14013 CW 2021-07-11 0405 LZ1MS         599 28 W7YAQ         599 6
QSO: 14013 CW 2021-07-11 0406 LZ1MS         599 28 K7VIT         599 06
QSO: 14012 CW 2021-07-11 0407 LZ1MS         599 28 AC6T          599 6
QSO: 14013 CW 2021-07-11 0407 LZ1MS         599 28 K8LS          599 07
QSO: 14013 CW 2021-07-11 0407 LZ1MS         599 28 W0TG          599 07
QSO: 14000 CW 2021-07-11 0408 LZ1MS         599 28 K5SBR         599 07
QSO: 14013 CW 2021-07-11 0408 LZ1MS         599 28 W6AYC         599 06
QSO: 14013 CW 2021-07-11 0409 LZ1MS         599 28 RC9A          599 30
QSO: 14012 CW 2021-07-11 0410 LZ1MS         599 28 YT0HQ         599 SRS
QSO: 14013 CW 2021-07-11 0410 LZ1MS         599 28 EW1TZ         599 29
QSO: 14012 CW 2021-07-11 0411 LZ1MS         599 28 UR7HN         599 29
QSO: 14012 CW 2021-07-11 0411 LZ1MS         599 28 UT7MR         599 29
QSO: 14013 CW 2021-07-11 0411 LZ1MS         599 28 AC6BW         599 06
QSO: 14013 CW 2021-07-11 0412 LZ1MS         599 28 NK6A          599 06
QSO: 14012 CW 2021-07-11 0414 LZ1MS         599 28 UA0SE         599 32
QSO: 14000 CW 2021-07-11 0415 LZ1MS         599 28 NN7A          599 07
QSO: 14009 CW 2021-07-11 0415 LZ1MS         599 28 LZ1KAU        599 28
QSO: 14000 CW 2021-07-11 0416 LZ1MS         599 28 K7EKD         599 06
QSO: 14013 CW 2021-07-11 0416 LZ1MS         599 28 K1MM          599 08
QSO: 14013 CW 2021-07-11 0416 LZ1MS         599 28 RT6Y          599 29
QSO: 14013 CW 2021-07-11 0416 LZ1MS         599 28 W3US          599 08
QSO: 14013 CW 2021-07-11 0417 LZ1MS         599 28 K3IE          599 08
QSO: 14013 CW 2021-07-11 0417 LZ1MS         599 28 KO7SS         599 08
QSO: 14013 CW 2021-07-11 0417 LZ1MS         599 28 NK4O          599 8
QSO: 14013 CW 2021-07-11 0417 LZ1MS         599 28 WE7G          599 06
END-OF-LOG:
