START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: M13
CALLSIGN: DK0SL/P
CLAIMED-SCORE: 53909
CREATED-BY: UcxLog 8.29, modified by DXHF upload.
OPERATORS: DO7OMB DL5LBQ DO1LKD DB5LAD DL9LBT DL1VST DO5KMR DL3TP DO9EHP DL6JN
QSO:  3500 PH 2023-09-02 1749 DK0SL/P       59  057    DL0NO/P       59  066
QSO:  3500 PH 2023-09-02 1751 DK0SL/P       59  058    DL0EO/P       59  070
QSO:  7000 PH 2023-09-02 1754 DK0SL/P       59  059    ON6NB/P       59  181
QSO:  7000 PH 2023-09-02 1757 DK0SL/P       59  060    HB9FTS/P      59  099
QSO:  3500 PH 2023-09-02 1804 DK0SL/P       59  061    SQ9JWK        59  032
QSO:  3500 PH 2023-09-02 1805 DK0SL/P       59  062    DL3E/P        59  133
QSO:  3500 PH 2023-09-02 1805 DK0SL/P       59  063    DG9YFB        59  049
QSO:  3500 PH 2023-09-02 1806 DK0SL/P       59  064    DL0DK/P       59  136
QSO:  3500 PH 2023-09-02 1807 DK0SL/P       59  065    DJ9MH         59  029
QSO:  3500 PH 2023-09-02 1809 DK0SL/P       59  066    DK0RZ/P       59  188
QSO:  3500 PH 2023-09-02 1812 DK0SL/P       59  067    DK1A/P        59  176
QSO:  3500 PH 2023-09-02 1825 DK0SL/P       59  068    ON4DS         59  086
QSO:  3500 PH 2023-09-02 1829 DK0SL/P       59  069    DK0B/P        59  274
QSO:  3500 PH 2023-09-02 1842 DK0SL/P       59  070    DK0LN/P       59  089
QSO:  3500 PH 2023-09-02 1844 DK0SL/P       59  071    G2XP/P        59  089
QSO:  3500 PH 2023-09-02 1847 DK0SL/P       59  072    DF1MM         59  145
QSO:  7000 PH 2023-09-02 1859 DK0SL/P       59  073    DP5P          59  028
QSO:  7000 PH 2023-09-02 1906 DK0SL/P       59  074    PC1PM         59  89
QSO:  7000 PH 2023-09-02 1910 DK0SL/P       59  075    DL0SN/P       59  130
QSO:  3500 PH 2023-09-02 1917 DK0SL/P       59  076    DL0EF/P       59  195
QSO:  3500 PH 2023-09-02 1919 DK0SL/P       59  077    OT5O/P        59  309
QSO:  3500 PH 2023-09-02 1922 DK0SL/P       59  078    M8C/P         59  312
QSO:  3500 PH 2023-09-02 1923 DK0SL/P       59  079    DF0A/P        59  164
QSO:  3500 PH 2023-09-02 1928 DK0SL/P       59  080    OR5R/P        59  518
QSO:  3500 PH 2023-09-02 1930 DK0SL/P       59  081    G3PYE/P       59  426
QSO:  3500 PH 2023-09-02 1931 DK0SL/P       59  082    OP6A/P        59  487
QSO:  3500 PH 2023-09-02 1936 DK0SL/P       59  083    DM3C/P        59  339
QSO:  3500 PH 2023-09-02 1938 DK0SL/P       59  084    ON4ZOV/P      59  284
QSO:  3500 PH 2023-09-02 1940 DK0SL/P       59  085    DM5B/P        59  204
QSO:  3500 PH 2023-09-02 1950 DK0SL/P       59  086    ON4CPN/P      59  150
QSO:  3500 PH 2023-09-02 1951 DK0SL/P       59  087    PI4D/P        59  020
QSO:  3500 PH 2023-09-02 1956 DK0SL/P       59  088    DL0BB/P       59  227
QSO:  3500 PH 2023-09-02 2001 DK0SL/P       59  089    ON5CLR/P      59  100
QSO:  3500 PH 2023-09-02 2007 DK0SL/P       59  090    DL0MZ/P       59  515
QSO:  3500 PH 2023-09-02 2011 DK0SL/P       59  091    G3PY/P        59  488
QSO:  3500 PH 2023-09-02 2016 DK0SL/P       59  092    GW7W/P        59  144
QSO:  3500 PH 2023-09-02 2020 DK0SL/P       59  093    LX8M/P        59  351
QSO:  3500 PH 2023-09-02 2024 DK0SL/P       59  094    DL0CS/P       59  269
QSO:  3500 PH 2023-09-02 2028 DK0SL/P       59  095    LA100K/P      59  11
QSO:  3500 PH 2023-09-02 2030 DK0SL/P       59  096    DP7R/P        59  217
QSO:  3500 PH 2023-09-02 2032 DK0SL/P       59  097    DL0TE/P       59  362
QSO:  3500 PH 2023-09-02 2034 DK0SL/P       59  098    OK1KD/P       59  301
QSO:  7000 PH 2023-09-02 2042 DK0SL/P       59  099    G4SJM/P       59  134
QSO:  7000 PH 2023-09-02 2044 DK0SL/P       59  100    S50X/P        59  391
QSO:  1800 PH 2023-09-02 2053 DK0SL/P       59  101    OK1LRD/P      59  246
QSO:  1800 PH 2023-09-02 2058 DK0SL/P       59  102    DM3C/P        59  431
QSO:  1800 PH 2023-09-02 2058 DK0SL/P       59  103    DL0CS/P       59  304
QSO:  1800 PH 2023-09-02 2103 DK0SL/P       59  104    DL0MZ/P       59  579
QSO:  1800 PH 2023-09-02 2108 DK0SL/P       59  105    HB9NFB/P      59  348
QSO:  1800 PH 2023-09-02 2111 DK0SL/P       59  106    LA1QRO/P      59  011
QSO:  1800 PH 2023-09-02 2123 DK0SL/P       59  107    OR5R/P        59  603
QSO:  1800 PH 2023-09-02 2125 DK0SL/P       59  108    ON6WL/P       59  425
QSO:  1800 PH 2023-09-02 2125 DK0SL/P       59  109    DL7A/P        59  334
QSO:  1800 PH 2023-09-02 2131 DK0SL/P       59  110    ON4DS         59  130
QSO:  1800 PH 2023-09-02 2133 DK0SL/P       59  111    DK0MM/P       59  609
QSO:  1800 PH 2023-09-02 2138 DK0SL/P       59  112    ON4ZOV/P      59  384
QSO:  1800 PH 2023-09-02 2139 DK0SL/P       59  113    DM6M/P        59  349
QSO:  1800 PH 2023-09-02 2140 DK0SL/P       59  114    DF0CQ/P       59  335
QSO:  1800 PH 2023-09-02 2141 DK0SL/P       59  115    PI4AMF/P      59  463
QSO:  1800 PH 2023-09-02 2147 DK0SL/P       59  116    DFOVK/P       59  361
QSO:  1800 PH 2023-09-02 2152 DK0SL/P       59  117    OP6A/P        59  616
QSO:  1800 PH 2023-09-02 2154 DK0SL/P       59  118    S52WW         59  617
QSO:  1800 PH 2023-09-02 2158 DK0SL/P       59  119    ON4CPN/P      59  224
QSO:  1800 PH 2023-09-02 2159 DK0SL/P       59  120    DK0OH/P       59  127
QSO:  1800 PH 2023-09-02 2202 DK0SL/P       59  121    DF0CF/P       59  215
QSO:  1800 PH 2023-09-02 2204 DK0SL/P       59  122    ON6NR/P       59  386
QSO:  1800 PH 2023-09-02 2205 DK0SL/P       59  123    DR5W/P        59  292
QSO:  1800 PH 2023-09-02 2207 DK0SL/P       59  124    DF0VK/P       59  382
QSO:  3500 PH 2023-09-02 2211 DK0SL/P       59  125    DF0CF/P       59  220
QSO:  3500 PH 2023-09-02 2212 DK0SL/P       59  126    M5Y/P         59  293
QSO:  3500 PH 2023-09-02 2216 DK0SL/P       59  127    G4ARN/P       59  753
QSO:  3500 PH 2023-09-02 2218 DK0SL/P       59  128    OK1LRD/P      59  293
QSO:  3500 PH 2023-09-02 2223 DK0SL/P       59  129    DP6M/P        59  391
QSO:  3500 PH 2023-09-02 2224 DK0SL/P       59  130    G4FN/P        59  516
QSO:  3500 PH 2023-09-02 2228 DK0SL/P       59  131    PI4RCA/P      59  260
QSO:  3500 PH 2023-09-02 2229 DK0SL/P       59  132    G6MC/P        59  687
QSO:  3500 PH 2023-09-02 2230 DK0SL/P       59  133    G4ALE/P       59  248
QSO:  3500 PH 2023-09-02 2236 DK0SL/P       59  134    OZ1KLB/P      59  026
QSO:  3500 PH 2023-09-02 2238 DK0SL/P       59  135    DF0CQ/P       59  393
QSO:  3500 PH 2023-09-02 2240 DK0SL/P       59  136    ON4RAM/P      59  264
QSO:  3500 PH 2023-09-02 2242 DK0SL/P       59  137    OT5G/P        59  461
QSO:  3500 PH 2023-09-02 2244 DK0SL/P       59  138    DL0VR         59  236
QSO:  3500 PH 2023-09-02 2246 DK0SL/P       59  139    GW6GW/P       59  254
QSO:  3500 PH 2023-09-02 2253 DK0SL/P       59  140    S59DCD/P      59  310
QSO:  3500 PH 2023-09-02 2253 DK0SL/P       59  141    DK0RA/P       59  279
QSO:  3500 PH 2023-09-02 2255 DK0SL/P       59  142    DL0FA/P       59  191
QSO:  3500 PH 2023-09-02 2256 DK0SL/P       59  143    DL0AL/P       59  231
QSO:  7000 PH 2023-09-02 2300 DK0SL/P       59  144    IQ0PG/P       59  269
QSO:  7000 PH 2023-09-02 2301 DK0SL/P       59  145    IQ0SQ         59  210
QSO:  1800 PH 2023-09-02 2305 DK0SL/P       59  146    ON5LL/P       59  563
QSO:  1800 PH 2023-09-02 2309 DK0SL/P       59  147    OT5X/P        59  633
QSO:  1800 PH 2023-09-02 2311 DK0SL/P       59  148    DL0TE/P       59  487
QSO:  1800 PH 2023-09-02 2315 DK0SL/P       59  149    DM5R/P        59  156
QSO:  1800 PH 2023-09-02 2316 DK0SL/P       59  150    DL0WO/P       59  300
QSO:  1800 PH 2023-09-02 2320 DK0SL/P       59  151    OR4D/P        59  250
QSO:  3500 PH 2023-09-02 2322 DK0SL/P       59  152    DF0VK/P       59  439
QSO:  3500 PH 2023-09-02 2325 DK0SL/P       59  153    DL6A/P        59  214
QSO:  3500 PH 2023-09-02 2332 DK0SL/P       59  154    G3AMW/P       59  401
QSO:  3500 PH 2023-09-02 2337 DK0SL/P       59  155    G4EKT/P       59  274
QSO:  3500 PH 2023-09-02 2340 DK0SL/P       59  156    G3SAD/P       59  084
QSO:  3500 PH 2023-09-02 2343 DK0SL/P       59  157    G5O/P         59  333
QSO:  3500 PH 2023-09-02 2347 DK0SL/P       59  158    M0TSL/P       59  744
QSO:  3500 PH 2023-09-02 2349 DK0SL/P       59  159    DK0V/P        59  361
QSO:  3500 PH 2023-09-02 2355 DK0SL/P       59  160    PI4AMF/P      59  536
QSO:  1800 PH 2023-09-03 0004 DK0SL/P       59  161    DK2R/P        59  311
QSO:  1800 PH 2023-09-03 0005 DK0SL/P       59  162    DL4L/P        59  336
QSO:  1800 PH 2023-09-03 0007 DK0SL/P       59  163    DK0B/P        59  518
QSO:  1800 PH 2023-09-03 0009 DK0SL/P       59  164    DL0SN/P       59  374
QSO:  1800 PH 2023-09-03 0012 DK0SL/P       59  165    ON4CDZ/P      59  230
QSO:  1800 PH 2023-09-03 0017 DK0SL/P       59  166    DL0FD/P       59  398
QSO:  1800 PH 2023-09-03 0029 DK0SL/P       59  167    OT2L/P        59  364
QSO:  3500 PH 2023-09-03 0046 DK0SL/P       59  168    M0NDA/P       59  209
QSO:  3500 PH 2023-09-03 0048 DK0SL/P       59  169    DL5E/P        59  350
QSO:  3500 PH 2023-09-03 0053 DK0SL/P       59  170    HB20BE/P      59  264
QSO:  3500 PH 2023-09-03 0055 DK0SL/P       59  171    DO2X/P        59  282
QSO:  3500 PH 2023-09-03 0058 DK0SL/P       59  172    DL0LB/P       59  391
QSO:  3500 PH 2023-09-03 0102 DK0SL/P       59  173    DL0FD/P       59  413
QSO:  3500 PH 2023-09-03 0104 DK0SL/P       59  174    ON5LL/P       59  664
QSO:  3500 PH 2023-09-03 0109 DK0SL/P       59  175    ON4RAT/P      59  513
QSO:  3500 PH 2023-09-03 0111 DK0SL/P       59  176    ON6NB/P       59  444
QSO:  3500 PH 2023-09-03 0113 DK0SL/P       59  177    DK0IL/P       59  210
QSO:  3500 PH 2023-09-03 0116 DK0SL/P       59  178    OT5X/P        59  689
QSO:  3500 PH 2023-09-03 0118 DK0SL/P       59  179    DL0LI/P       59  658
QSO:  3500 PH 2023-09-03 0122 DK0SL/P       59  180    DL2A/P        59  152
QSO:  3500 PH 2023-09-03 0123 DK0SL/P       59  181    DL0GE/P       59  305
QSO:  1800 PH 2023-09-03 0126 DK0SL/P       59  182    DK0CN/P       59  218
QSO:  1800 PH 2023-09-03 0130 DK0SL/P       59  183    DF0MN/P       59  263
QSO:  1800 PH 2023-09-03 0132 DK0SL/P       59  184    DL0AT/P       59  287
QSO:  3500 PH 2023-09-03 0139 DK0SL/P       59  185    G3ULT/P       59  356
QSO:  3500 PH 2023-09-03 0140 DK0SL/P       59  186    HB9NFB/P      59  468
QSO:  3500 PH 2023-09-03 0142 DK0SL/P       59  187    DK0MN/P       59  561
QSO:  3500 PH 2023-09-03 0143 DK0SL/P       59  188    DM3F/P        59  475
QSO:  3500 PH 2023-09-03 0146 DK0SL/P       59  189    DL0FU/P       59  281
QSO:  3500 PH 2023-09-03 0148 DK0SL/P       59  190    DL5L/P        59  382
QSO:  3500 PH 2023-09-03 0150 DK0SL/P       59  191    OR7C/P        59  526
QSO:  3500 PH 2023-09-03 0153 DK0SL/P       59  192    DK0CN/P       59  300
QSO:  3500 PH 2023-09-03 0207 DK0SL/P       59  193    DF0T/P        59  127
QSO:  3500 PH 2023-09-03 0210 DK0SL/P       59  194    GW3SRT/P      59  341
QSO:  3500 PH 2023-09-03 0215 DK0SL/P       59  195    HB9MM/P       59  213
QSO:  3500 PH 2023-09-03 0218 DK0SL/P       59  196    DA2X/P        59  314
QSO:  3500 PH 2023-09-03 0224 DK0SL/P       59  197    IQ0SQ         59  284
QSO:  1800 PH 2023-09-03 0228 DK0SL/P       59  198    DL3E/P        59  323
QSO:  1800 PH 2023-09-03 0230 DK0SL/P       59  199    DM3F/P        59  498
QSO:  1800 PH 2023-09-03 0232 DK0SL/P       59  200    DL0ZA/P       59  223
QSO:  3500 PH 2023-09-03 0237 DK0SL/P       59  201    LA1QRO/P      59  079
QSO:  3500 PH 2023-09-03 0259 DK0SL/P       59  202    DK0MM/P       59  815
QSO:  3500 PH 2023-09-03 0301 DK0SL/P       59  203    S54I/P        59  418
QSO:  3500 PH 2023-09-03 0305 DK0SL/P       59  204    DJ7ZZ         59  038
QSO:  3500 PH 2023-09-03 0306 DK0SL/P       59  205    DK0OH/P       59  251
QSO:  3500 PH 2023-09-03 0308 DK0SL/P       59  206    DL0HN/P       59  394
QSO:  1800 PH 2023-09-03 0314 DK0SL/P       59  207    DP6M/P        59  534
QSO:  1800 PH 2023-09-03 0317 DK0SL/P       59  208    DK0MR/P       59  345
QSO:  1800 PH 2023-09-03 0319 DK0SL/P       59  209    DL0FA/P       59  317
QSO:  1800 PH 2023-09-03 0320 DK0SL/P       59  210    DL0VE/P       59  397
QSO:  3500 PH 2023-09-03 0433 DK0SL/P       59  211    5P2F/P        59  101
QSO:  3500 PH 2023-09-03 0436 DK0SL/P       59  212    G5LO/P        59  249
QSO:  3500 PH 2023-09-03 0439 DK0SL/P       59  213    ON5VL/P       59  370
QSO:  3500 PH 2023-09-03 0442 DK0SL/P       59  214    DL0TWK/P      59  390
QSO:  3500 PH 2023-09-03 0448 DK0SL/P       59  215    ON6UB/P       59  542
QSO:  3500 PH 2023-09-03 0450 DK0SL/P       59  216    G3TCR/P       59  196
QSO:  3500 PH 2023-09-03 0454 DK0SL/P       59  217    G4DSP/P       59  226
QSO:  3500 PH 2023-09-03 0459 DK0SL/P       59  218    OZ3EDR/P      59  086
QSO:  3500 PH 2023-09-03 0504 DK0SL/P       59  219    OS7KJ/P       59  049
QSO:  3500 PH 2023-09-03 0505 DK0SL/P       59  220    DK0FC/P       59  414
QSO:  3500 PH 2023-09-03 0506 DK0SL/P       59  221    DH1O/P        59  490
QSO:  3500 PH 2023-09-03 0509 DK0SL/P       59  222    DR7M/P        59  422
QSO:  3500 PH 2023-09-03 0510 DK0SL/P       59  223    ON4CP/P       59  397
QSO:  3500 PH 2023-09-03 0520 DK0SL/P       59  224    OZ7A/P        59  080
QSO:  3500 PH 2023-09-03 0522 DK0SL/P       59  225    DK2A/P        59  472
QSO:  3500 PH 2023-09-03 0524 DK0SL/P       59  226    DR5W/P        59  491
QSO:  7000 PH 2023-09-03 0528 DK0SL/P       59  227    HB9G/P        59  283
QSO:  7000 PH 2023-09-03 0530 DK0SL/P       59  228    G6MC/P        59  830
QSO:  7000 PH 2023-09-03 0532 DK0SL/P       59  229    OE4C/P        59  466
QSO:  7000 PH 2023-09-03 0536 DK0SL/P       59  230    DK0CN/P       59  399
QSO:  7000 PH 2023-09-03 0537 DK0SL/P       59  231    HB9BC/P       59  227
QSO:  7000 PH 2023-09-03 0542 DK0SL/P       59  232    HB9CL/P       59  398
QSO:  7000 PH 2023-09-03 0543 DK0SL/P       59  233    S54I/P        59  493
QSO:  7000 PH 2023-09-03 0545 DK0SL/P       59  234    LA100K/P      59  235
QSO:  7000 PH 2023-09-03 0548 DK0SL/P       59  235    DK0FR/P       59  460
QSO:  7000 PH 2023-09-03 0551 DK0SL/P       59  236    IZ0PAU/P      59  387
QSO:  7000 PH 2023-09-03 0557 DK0SL/P       59  237    GW6GW/P       59  369
QSO:  7000 PH 2023-09-03 0610 DK0SL/P       59  238    DF0LE/P       59  313
QSO:  7000 PH 2023-09-03 0614 DK0SL/P       59  239    DL0ULM/P      59  304
QSO:  7000 PH 2023-09-03 0713 DK0SL/P       59  240    DF0LX         59
QSO:  7000 PH 2023-09-03 0716 DK0SL/P       59  241    DF0M/P        59  395
QSO: 28000 PH 2023-09-03 0732 DK0SL/P       59  242    IT9FRX        59  80
QSO: 28000 PH 2023-09-03 0737 DK0SL/P       59  243    TJ0PA/P       59  458
QSO: 14000 PH 2023-09-03 0750 DK0SL/P       59  244    SV7QNV/P      59  179
QSO: 14000 PH 2023-09-03 0802 DK0SL/P       59  245    IW0RQJ        59  141
QSO: 14000 PH 2023-09-03 0812 DK0SL/P       59  246    IQ0SQ         59  424
QSO: 14000 PH 2023-09-03 0814 DK0SL/P       59  247    SX2IMA/P      59  433
QSO: 14000 PH 2023-09-03 0815 DK0SL/P       59  248    S52WW         59  856
QSO: 14000 PH 2023-09-03 0816 DK0SL/P       59  249    SV3RPQ        59  176
QSO: 14000 PH 2023-09-03 0822 DK0SL/P       59  250    R3AQ/P        59  136
QSO: 14000 PH 2023-09-03 0845 DK0SL/P       59  251    IZ7FLP        59  541
QSO:  7000 PH 2023-09-03 0909 DK0SL/P       59  252    G3ULT/P       59  493
QSO:  7000 PH 2023-09-03 0917 DK0SL/P       59  253    G3PYE/P       59  846
QSO:  7000 PH 2023-09-03 0918 DK0SL/P       59  254    DL0HN/P       59  629
QSO:  7000 PH 2023-09-03 0921 DK0SL/P       59  255    ON4ATO/P      59  329
QSO:  7000 PH 2023-09-03 0925 DK0SL/P       59  256    ON6NR/P       59  547
QSO:  7000 PH 2023-09-03 0928 DK0SL/P       59  257    DF0AS/P       59  312
QSO:  7000 PH 2023-09-03 0929 DK0SL/P       59  258    DK0MM/P       59  988
QSO:  7000 PH 2023-09-03 0930 DK0SL/P       59  259    PI4AMF/P      59  747
QSO:  7000 PH 2023-09-03 0931 DK0SL/P       59  260    ON6GX/P       59  368
QSO:  7000 PH 2023-09-03 0932 DK0SL/P       59  261    ON6WL/P       59  659
QSO:  7000 PH 2023-09-03 0940 DK0SL/P       59  262    DL0CS/P       59  686
QSO:  7000 PH 2023-09-03 0944 DK0SL/P       59  263    ON6SI/P       59  599
QSO:  7000 PH 2023-09-03 0953 DK0SL/P       59  264    ON4BAF/P      59  348
QSO:  7000 PH 2023-09-03 0956 DK0SL/P       59  265    PI4D/P        59  277
QSO:  7000 PH 2023-09-03 1000 DK0SL/P       59  266    DF0MD/P       59  303
QSO:  7000 PH 2023-09-03 1003 DK0SL/P       59  267    DL0FD/P       59  563
QSO:  7000 PH 2023-09-03 1007 DK0SL/P       59  268    OK1LRD/P      59  454
QSO:  7000 PH 2023-09-03 1013 DK0SL/P       59  269    OT5G/P        59  757
QSO:  7000 PH 2023-09-03 1014 DK0SL/P       59  270    DL0GD/P       59  491
QSO:  7000 PH 2023-09-03 1017 DK0SL/P       59  271    DF1HC/P       59  283
QSO:  7000 PH 2023-09-03 1026 DK0SL/P       59  272    DL0NO/P       59  340
QSO:  7000 PH 2023-09-03 1031 DK0SL/P       59  273    PA4RCA/P      59  410
QSO:  7000 PH 2023-09-03 1036 DK0SL/P       59  274    OR5N/P        59  480
QSO:  7000 PH 2023-09-03 1040 DK0SL/P       59  275    PD1AT/P       59  92
QSO:  7000 PH 2023-09-03 1042 DK0SL/P       59  276    DL0TWK/P      59  521
QSO:  7000 PH 2023-09-03 1044 DK0SL/P       59  277    DR7M/P        59  534
QSO:  7000 PH 2023-09-03 1046 DK0SL/P       59  278    ON4MCL/P      59  576
QSO:  7000 PH 2023-09-03 1048 DK0SL/P       59  279    DK2A/P        59  606
QSO:  7000 PH 2023-09-03 1101 DK0SL/P       59  280    ON3MOH/P      59  030
QSO:  7000 PH 2023-09-03 1108 DK0SL/P       59  281    OR7C/P        59  701
QSO:  7000 PH 2023-09-03 1110 DK0SL/P       59  282    ON4ZOV/P      59  709
QSO:  7000 PH 2023-09-03 1112 DK0SL/P       59  283    DL2W/P        59  272
QSO:  7000 PH 2023-09-03 1116 DK0SL/P       59  284    DK0MR/P       59  511
QSO:  7000 PH 2023-09-03 1119 DK0SL/P       59  285    DL0FA/P       59  501
QSO:  7000 PH 2023-09-03 1121 DK0SL/P       59  286    DK0RA/P       59  504
QSO:  7000 PH 2023-09-03 1122 DK0SL/P       59  287    GW3SRT/P      59  505
QSO:  7000 PH 2023-09-03 1124 DK0SL/P       59  288    ON4OS/P       59  500
QSO:  7000 PH 2023-09-03 1126 DK0SL/P       59  289    OK1KDA/P      59  502
QSO:  7000 PH 2023-09-03 1128 DK0SL/P       59  290    DP6M/P        59  745
QSO:  7000 PH 2023-09-03 1131 DK0SL/P       59  291    DL2R/P        59  387
QSO:  7000 PH 2023-09-03 1133 DK0SL/P       59  292    DK0RZ/P       59  577
QSO:  7000 PH 2023-09-03 1137 DK0SL/P       59  293    DK3JM         59  323
QSO:  7000 PH 2023-09-03 1150 DK0SL/P       59  294    DK0FC/P       59  548
QSO:  7000 PH 2023-09-03 1154 DK0SL/P       59  295    OB9LU/P       59  837
QSO:  7000 PH 2023-09-03 1205 DK0SL/P       59  296    G5O/P         59  605
QSO:  7000 PH 2023-09-03 1211 DK0SL/P       59  297    ON4PI/P       59  339
QSO:  7000 PH 2023-09-03 1213 DK0SL/P       59  298    DL0WO/P       59  751
QSO:  7000 PH 2023-09-03 1215 DK0SL/P       59  299    DL0TE/P       59  695
QSO:  7000 PH 2023-09-03 1225 DK0SL/P       59  300    DR5W/P        59  588
END-OF-LOG:
