START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: YO4AAC
CLUB:  
CONTEST: REF-CW
CATEGORY: SINGLE-OP ALL QRP 
CLAIMED-SCORE: 6097
OPERATORS: YO4AAC
NAME: GEORGE SAVU
CREATED-BY: N1MM Logger V14.1.1
QSO: 14008 CW 2014-01-25 1126 YO4AAC        599 0001   F5LKK         599 62      
QSO: 14028 CW 2014-01-25 1131 YO4AAC        599 0002   F6KNB         599 33      
QSO: 14027 CW 2014-01-25 1131 YO4AAC        599 0003   F5JVP         599 51      
QSO: 14038 CW 2014-01-25 1133 YO4AAC        599 0004   F5JU          599 35      
QSO: 14010 CW 2014-01-25 1137 YO4AAC        599 0005   F5LDY         599 91      
QSO: 14014 CW 2014-01-25 1140 YO4AAC        599 0006   TM4M          599 13      
QSO: 28009 CW 2014-01-25 1143 YO4AAC        599 0007   F5MUX         599 29      
QSO: 28042 CW 2014-01-25 1144 YO4AAC        599 0008   F5KLP         599 49      
QSO: 21022 CW 2014-01-25 1151 YO4AAC        599 0009   F6FTB         599 21      
QSO: 21024 CW 2014-01-25 1152 YO4AAC        599 0010   F8AEE         599 10      
QSO: 21024 CW 2014-01-25 1154 YO4AAC        599 0011   TM5OTT        599 37      
QSO: 21026 CW 2014-01-25 1158 YO4AAC        599 0012   F6KRK         599 78      
QSO: 21016 CW 2014-01-25 1235 YO4AAC        599 0013   F8ATS         599 91      
QSO: 21014 CW 2014-01-25 1236 YO4AAC        599 0014   F8UFT         599 83      
QSO: 21025 CW 2014-01-25 1237 YO4AAC        599 0015   TM6D          599 38      
QSO: 21023 CW 2014-01-25 1337 YO4AAC        599 0016   F5LDY         599 91      
QSO: 21020 CW 2014-01-25 1340 YO4AAC        599 0017   F5KHP         599 32      
QSO: 21020 CW 2014-01-25 1340 YO4AAC        599 0018   F5NKX         599 50      
QSO: 21022 CW 2014-01-25 1341 YO4AAC        599 0019   TM1T          599 44      
QSO: 21026 CW 2014-01-25 1343 YO4AAC        599 0020   F5JU          599 35      
QSO: 21027 CW 2014-01-25 1343 YO4AAC        599 0021   F6DYX         599 49      
QSO: 21030 CW 2014-01-25 1345 YO4AAC        599 0022   F5PHW         599 56      
QSO: 21033 CW 2014-01-25 1346 YO4AAC        599 0023   F6HKA         599 87      
QSO: 21040 CW 2014-01-25 1347 YO4AAC        599 0024   F5KEQ         599 44      
QSO: 21049 CW 2014-01-25 1351 YO4AAC        599 0025   F5BSB         599 12      
QSO: 14019 CW 2014-01-25 1456 YO4AAC        599 0026   F8AEE         599 10      
QSO: 21026 CW 2014-01-25 1459 YO4AAC        599 0027   F6HJO/P       599 21      
QSO: 21028 CW 2014-01-25 1459 YO4AAC        599 0028   F5VHY         599 47      
QSO: 21014 CW 2014-01-25 1501 YO4AAC        599 0029   F4GVZ         599 14      
QSO: 21020 CW 2014-01-25 1502 YO4AAC        599 0030   F5MUX         599 29      
QSO: 21033 CW 2014-01-25 1503 YO4AAC        599 0031   F8KGW         599 35      
QSO: 21033 CW 2014-01-25 1506 YO4AAC        599 0032   TM2A          599 35      
QSO: 28023 CW 2014-01-26 0905 YO4AAC        599 0033   F6KNB         599 33      
QSO: 28017 CW 2014-01-26 0907 YO4AAC        599 0034   F8BPN         599 19      
QSO: 28014 CW 2014-01-26 0908 YO4AAC        599 0035   F6KUQ         599 33      
QSO: 28015 CW 2014-01-26 0909 YO4AAC        599 0036   F5VHY         599 47      
QSO: 28018 CW 2014-01-26 0918 YO4AAC        599 0037   F5KLE         599 30      
QSO: 21021 CW 2014-01-26 0926 YO4AAC        599 0038   F5OWL         599 83      
QSO: 21029 CW 2014-01-26 0931 YO4AAC        599 0039   F6AUS         599 79      
QSO: 21033 CW 2014-01-26 0933 YO4AAC        599 0040   F8DZY         599 47      
QSO: 21037 CW 2014-01-26 0935 YO4AAC        599 0041   F6KDU         599 78      
QSO: 21011 CW 2014-01-26 0938 YO4AAC        599 0042   F8KCF         599 74      
QSO: 21013 CW 2014-01-26 0940 YO4AAC        599 0043   F5JVP         599 51      
QSO: 21016 CW 2014-01-26 0941 YO4AAC        599 0044   F8KIG         599 13      
QSO: 21017 CW 2014-01-26 0942 YO4AAC        599 0045   F6ARC         599 28      
QSO: 21022 CW 2014-01-26 0943 YO4AAC        599 0046   F5MDB         599 70      
QSO: 21024 CW 2014-01-26 0944 YO4AAC        599 0047   F4VPX         599 63      
QSO: 14039 CW 2014-01-26 1210 YO4AAC        599 0048   TM5CD         599 59      
QSO: 14039 CW 2014-01-26 1211 YO4AAC        599 0049   F6HJO/P       599 21      
QSO: 14040 CW 2014-01-26 1213 YO4AAC        599 0050   F8ATS         599 91      
QSO: 21019 CW 2014-01-26 1306 YO4AAC        599 0051   F6DEV         599 09      
QSO: 21019 CW 2014-01-26 1307 YO4AAC        599 0052   F6BUL         599 74      
QSO: 21039 CW 2014-01-26 1316 YO4AAC        599 0053   F8GGZ         599 39      
QSO: 21008 CW 2014-01-26 1318 YO4AAC        599 0054   F8DGY         599 77      
QSO: 21012 CW 2014-01-26 1320 YO4AAC        599 0055   F8EZX         599 31      
QSO: 21015 CW 2014-01-26 1321 YO4AAC        599 0056   F6KLO         599 19      
QSO: 21017 CW 2014-01-26 1323 YO4AAC        599 0057   F6BCW         599 71      
QSO: 21018 CW 2014-01-26 1324 YO4AAC        599 0058   F6KNB         599 33      
QSO: 21022 CW 2014-01-26 1325 YO4AAC        599 0059   F8FKJ         599 29      
QSO: 21041 CW 2014-01-26 1326 YO4AAC        599 0060   F1BIH/P       599 58      
QSO: 21041 CW 2014-01-26 1328 YO4AAC        599 0061   F6KQL         599 21      
QSO: 21044 CW 2014-01-26 1329 YO4AAC        599 0062   F5JLH         599 83      
QSO: 14041 CW 2014-01-26 1334 YO4AAC        599 0063   F5ROX         599 41      
QSO: 21012 CW 2014-01-26 1345 YO4AAC        599 0064   TM1A          599 77      
QSO: 21020 CW 2014-01-26 1350 YO4AAC        599 0065   F5VBU         599 66      
QSO: 21025 CW 2014-01-26 1353 YO4AAC        599 0066   F6EDO         599 84      
QSO: 21046 CW 2014-01-26 1359 YO4AAC        599 0067   F8DVC         599 47      
QSO: 21017 CW 2014-01-26 1409 YO4AAC        599 0068   F6KEH         599 34      
QSO: 21031 CW 2014-01-26 1417 YO4AAC        599 0069   F5ROX         599 41      
QSO: 21013 CW 2014-01-26 1426 YO4AAC        599 0070   TM1K          599 92      
QSO: 14014 CW 2014-01-26 1430 YO4AAC        599 0071   F4GVZ         599 14      
QSO: 14009 CW 2014-01-26 1431 YO4AAC        599 0072   TM1A          599 77      
QSO: 14012 CW 2014-01-26 1432 YO4AAC        599 0073   F6KRK         599 78      
QSO: 21015 CW 2014-01-26 1443 YO4AAC        599 0074   F5KDJ         599 45      
QSO: 21016 CW 2014-01-26 1445 YO4AAC        599 0075   F5ICC         599 24      
QSO: 21019 CW 2014-01-26 1528 YO4AAC        599 0076   F6KUQ         599 33      
QSO: 14009 CW 2014-01-26 1533 YO4AAC        599 0077   F5MUX         599 29      
QSO: 14015 CW 2014-01-26 1534 YO4AAC        599 0078   F5PHW         599 56      
QSO: 14017 CW 2014-01-26 1536 YO4AAC        599 0079   F6KHM         599 29      
QSO: 14020 CW 2014-01-26 1537 YO4AAC        599 0080   F6HKA         599 87      
QSO: 14046 CW 2014-01-26 1545 YO4AAC        599 0081   F5OZC/P       599 49      
QSO: 14011 CW 2014-01-26 1553 YO4AAC        599 0082   F2GL          599 89      
QSO: 14013 CW 2014-01-26 1557 YO4AAC        599 0083   F8DGY         599 77      
QSO: 14022 CW 2014-01-26 1600 YO4AAC        599 0084   F5KEQ         599 44      
QSO: 14011 CW 2014-01-26 1613 YO4AAC        599 0085   F8KKH         599 59      
QSO: 14011 CW 2014-01-26 1619 YO4AAC        599 0086   F6KCZ         599 14      
QSO: 14015 CW 2014-01-26 1623 YO4AAC        599 0087   F8FKJ         599 29      
QSO: 14016 CW 2014-01-26 1628 YO4AAC        599 0088   F8KIG         599 13      
QSO: 14012 CW 2014-01-26 1653 YO4AAC        599 0089   F8DRE         599 28      
QSO: 14015 CW 2014-01-26 1656 YO4AAC        599 0090   F5VHY         599 47      
