START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.6.0
CONTEST: EUDXC
CALLSIGN: G4PIQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 6108640
NAME: Andy
SOAPBOX: 
QSO: 28018 CW 2024-02-03 1404 G4PIQ         599 27     R3ZZ          599 29     
QSO: 28011 CW 2024-02-03 1405 G4PIQ         599 27     K8GL          599 8      
QSO: 28012 CW 2024-02-03 1406 G4PIQ         599 27     LZ2CS         599 BG03   
QSO: 28012 CW 2024-02-03 1407 G4PIQ         599 27     N2AWE         599 08     
QSO: 28012 CW 2024-02-03 1407 G4PIQ         599 27     UB4Y          599 29     
QSO: 28012 CW 2024-02-03 1408 G4PIQ         599 27     UA6AK         599 29     
QSO: 28012 CW 2024-02-03 1408 G4PIQ         599 27     W1KM          599 08     
QSO: 28012 CW 2024-02-03 1408 G4PIQ         599 27     PY2PLL        599 15     
QSO: 28012 CW 2024-02-03 1409 G4PIQ         599 27     PY2UDB        599 15     
QSO: 28012 CW 2024-02-03 1410 G4PIQ         599 27     UI3A          599 29     
QSO: 21029 CW 2024-02-03 1410 G4PIQ         599 27     OG4A          599 FI14   
QSO: 28012 CW 2024-02-03 1410 G4PIQ         599 27     RU6MO         599 29     
QSO: 28012 CW 2024-02-03 1411 G4PIQ         599 27     R4ACY         599 29     
QSO: 28012 CW 2024-02-03 1411 G4PIQ         599 27     UA3RBR        599 29     
QSO: 21027 CW 2024-02-03 1411 G4PIQ         599 27     LZ4AE         599 BG01   
QSO: 28012 CW 2024-02-03 1411 G4PIQ         599 27     ES7A          599 EE05   
QSO: 21027 CW 2024-02-03 1412 G4PIQ         599 27     NR4M          599 08     
QSO: 28012 CW 2024-02-03 1412 G4PIQ         599 27     UR4QWW        599 29     
QSO: 28012 CW 2024-02-03 1412 G4PIQ         599 27     W3DQS         599 08     
QSO: 21025 CW 2024-02-03 1413 G4PIQ         599 27     HA0LZ         599 HU02   
QSO: 28012 CW 2024-02-03 1413 G4PIQ         599 27     N4RV          599 08     
QSO: 28012 CW 2024-02-03 1413 G4PIQ         599 27     VE1ANU        599 09     
QSO: 28012 CW 2024-02-03 1414 G4PIQ         599 27     UA4HEZ        599 30     
QSO: 21022 CW 2024-02-03 1414 G4PIQ         599 27     IK0YUT        599 IT20   
QSO: 28012 CW 2024-02-03 1415 G4PIQ         599 27     UA4WAU        599 30     
QSO: 28012 CW 2024-02-03 1415 G4PIQ         599 27     UZ1U          599 29     
QSO: 21021 CW 2024-02-03 1415 G4PIQ         599 27     SK3W          599 SE17   
QSO: 28012 CW 2024-02-03 1416 G4PIQ         599 27     K3TN          599 08     
QSO: 21020 CW 2024-02-03 1417 G4PIQ         599 27     DF2RQ         599 DE02   
QSO: 21020 CW 2024-02-03 1418 G4PIQ         599 27     9A5X          599 HR05   
QSO: 28012 CW 2024-02-03 1419 G4PIQ         599 27     HA6PJ         599 HU01   
QSO: 28012 CW 2024-02-03 1420 G4PIQ         599 27     K0ZR          599 08     
QSO: 28012 CW 2024-02-03 1420 G4PIQ         599 27     SV8CRL        599 GR08   
QSO: 28012 CW 2024-02-03 1420 G4PIQ         599 27     PY2XL         599 15     
QSO: 28012 CW 2024-02-03 1423 G4PIQ         599 27     EA8AQM        599 ES09   
QSO: 28012 CW 2024-02-03 1423 G4PIQ         599 27     LY7X          599 LT01   
QSO: 21019 CW 2024-02-03 1424 G4PIQ         599 27     OH2KW         599 FI17   
QSO: 28012 CW 2024-02-03 1424 G4PIQ         599 27     UA6AA         599 29     
QSO: 21018 CW 2024-02-03 1425 G4PIQ         599 27     RA3BQ         599 29     
QSO: 21017 CW 2024-02-03 1425 G4PIQ         599 27     SD6M          599 SE12   
QSO: 28012 CW 2024-02-03 1426 G4PIQ         599 27     LZ1QZ         599 BG04   
QSO: 21016 CW 2024-02-03 1427 G4PIQ         599 27     SV1ENG        599 GR01   
QSO: 28012 CW 2024-02-03 1427 G4PIQ         599 27     VA3TNM        599 04     
QSO: 28012 CW 2024-02-03 1427 G4PIQ         599 27     R3OM          599 29     
QSO: 28012 CW 2024-02-03 1428 G4PIQ         599 27     PY4ARS        599 15     
QSO: 21013 CW 2024-02-03 1428 G4PIQ         599 27     HG1W          599 HU06   
QSO: 21012 CW 2024-02-03 1428 G4PIQ         599 27     CR3DX         599 PT06   
QSO: 21009 CW 2024-02-03 1429 G4PIQ         599 27     LZ1ND         599 BG06   
QSO: 21008 CW 2024-02-03 1430 G4PIQ         599 27     SM2M          599 SE20   
QSO: 28012 CW 2024-02-03 1430 G4PIQ         599 27     NR5R          599 07     
QSO: 28012 CW 2024-02-03 1430 G4PIQ         599 27     W1GD          599 08     
QSO: 21007 CW 2024-02-03 1430 G4PIQ         599 27     LY7T          599 LT02   
QSO: 28012 CW 2024-02-03 1431 G4PIQ         599 27     RC6U          599 29     
QSO: 21007 CW 2024-02-03 1431 G4PIQ         599 27     LY2BKT        599 LT01   
QSO: 21006 CW 2024-02-03 1432 G4PIQ         599 27     DK8ZZ         599 DE11   
QSO: 28012 CW 2024-02-03 1435 G4PIQ         599 27     IY1/IK1CUU    599 IT01   
QSO: 21012 CW 2024-02-03 1622 G4PIQ         599 27     EA3X          599 ES02   
QSO: 28040 CW 2024-02-03 1623 G4PIQ         599 27     DK9IP         599 DE01   
QSO: 28042 CW 2024-02-03 1626 G4PIQ         599 27     ZD7BG         599 66     
QSO: 28015 CW 2024-02-03 1626 G4PIQ         599 27     S53M          599 SI05   
QSO: 28015 CW 2024-02-03 1627 G4PIQ         599 27     OL5Y          599 CZ11   
QSO: 28005 CW 2024-02-03 1628 G4PIQ         599 27     DL5AXX        599 DE07   
QSO: 28013 CW 2024-02-03 1629 G4PIQ         599 27     PY2ZEA        599 15     
QSO: 28010 CW 2024-02-03 1632 G4PIQ         599 27     VA7MG         599 02     
QSO: 21007 CW 2024-02-03 1633 G4PIQ         599 27     DL5AXX        599 DE07   
QSO: 21006 CW 2024-02-03 1633 G4PIQ         599 27     G4PVM         599 27     
QSO: 28010 CW 2024-02-03 1634 G4PIQ         599 27     K2SSS         599 08     
QSO: 28010 CW 2024-02-03 1634 G4PIQ         599 27     PV2K          599 15     
QSO: 21011 CW 2024-02-03 1635 G4PIQ         599 27     IK6PTH        599 IT12   
QSO: 28010 CW 2024-02-03 1635 G4PIQ         599 27     G4PVM         599 27     
QSO: 28010 CW 2024-02-03 1635 G4PIQ         599 27     KM5G          599 07     
QSO: 28010 CW 2024-02-03 1636 G4PIQ         599 27     DD2D          599 DE07   
QSO: 21016 CW 2024-02-03 1636 G4PIQ         599 27     CT1DRB        599 PT05   
QSO: 28010 CW 2024-02-03 1637 G4PIQ         599 27     AJ2Y          599 08     
