START-OF-LOG: 3.0
CONTEST: EU-DX
CALLSIGN: HA6IAM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1557885
CREATED-BY: UcxLog 8.32
OPERATORS: HA6IAM
NAME: GULYAS IMRE
CLUB: VAROSI RADIOS KLUB EGER
SOAPBOX: FT107 M Limited 5W
SOAPBOX: Ant: 14-21-28 3 el yagi, Dunax GP 7-14-21-28, slooper 3,5 
QSO: 14006 CW 2024-02-03 1205 HA6IAM        599 HU01   ON5LL         599 BE05
QSO: 14010 CW 2024-02-03 1209 HA6IAM        599 HU01   LZ3ZZ         599 BG06
QSO: 14015 CW 2024-02-03 1209 HA6IAM        599 HU01   LZ7G          599 BG06
QSO: 14017 CW 2024-02-03 1210 HA6IAM        599 HU01   SM2M          599 SE20
QSO: 14022 CW 2024-02-03 1211 HA6IAM        599 HU01   IK0YUT        599 IT20
QSO: 14026 CW 2024-02-03 1213 HA6IAM        599 HU01   DF3VM         599 DE12
QSO: 14031 CW 2024-02-03 1214 HA6IAM        599 HU01   IR9K          599 IT16
QSO: 14033 CW 2024-02-03 1215 HA6IAM        599 HU01   OH2PM         599 FI18
QSO: 14034 CW 2024-02-03 1217 HA6IAM        599 HU01   SK0QO         599 SE01
QSO: 14038 CW 2024-02-03 1219 HA6IAM        599 HU01   LY2BKT        599 LT01
QSO: 14042 CW 2024-02-03 1221 HA6IAM        599 HU01   DM3M          599 DE12
QSO: 14048 CW 2024-02-03 1225 HA6IAM        599 HU01   IK8HCG        599 IT01
QSO: 14048 CW 2024-02-03 1226 HA6IAM        599 HU01   OG7F          599 FI07
QSO: 14038 CW 2024-02-03 1230 HA6IAM        599 HU01   ES5NY         599 EE05
QSO: 14033 CW 2024-02-03 1231 HA6IAM        599 HU01   OH1TM         599 FI13
QSO:       CW 2024-02-03 1231 HA6IAM        599 HU01   SE5T          599 SE02
QSO: 14028 CW 2024-02-03 1232 HA6IAM        599 HU01   DD2D          599 DE07
QSO: 14026 CW 2024-02-03 1232 HA6IAM        599 HU01   PA3AAV        599 NL08
QSO: 14016 CW 2024-02-03 1234 HA6IAM        599 HU01   IK1PMR        599 IT14
QSO: 14011 CW 2024-02-03 1234 HA6IAM        599 HU01   DK8ZZ         599 DE11
QSO: 14006 CW 2024-02-03 1235 HA6IAM        599 HU01   OG4Z          599 FI06
QSO: 14003 CW 2024-02-03 1236 HA6IAM        599 HU01   SV1JG         599 GR01
QSO: 14046 CW 2024-02-03 1238 HA6IAM        599 HU01   R3BX          599 29
QSO: 14044 CW 2024-02-03 1240 HA6IAM        599 HU01   IZ8EPX        599 IT15
QSO: 14041 CW 2024-02-03 1240 HA6IAM        599 HU01   SF6W          599 SE12
QSO: 14040 CW 2024-02-03 1241 HA6IAM        599 HU01   DF6PB         599 DE11
QSO: 14037 CW 2024-02-03 1243 HA6IAM        599 HU01   LY2J          599 LT04
QSO: 14034 CW 2024-02-03 1244 HA6IAM        599 HU01   EW8OM         599 29
QSO: 14027 CW 2024-02-03 1246 HA6IAM        599 HU01   OZ3SM         599 DK01
QSO: 14016 CW 2024-02-03 1248 HA6IAM        599 HU01   SP2R          599 PL11
QSO: 14013 CW 2024-02-03 1249 HA6IAM        599 HU01   IQ5OX         599 IT19
