START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: HG6K
CLUB:  
CONTEST: EUDXC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1926765
OPERATORS: HA6AK
NAME: Adam Kiss
CREATED-BY: N1MM Logger+ 1.0.10171.0
QSO: 14205 PH 2024-02-03 1222 HG6K          59   HU05  IG9ITO        59   IT17  
QSO: 14210 PH 2024-02-03 1223 HG6K          59   HU05  IU8RIA        59   IT05  
QSO: 14218 PH 2024-02-03 1223 HG6K          59   HU05  IK0PHY        59   IT09  
QSO: 14225 PH 2024-02-03 1224 HG6K          59   HU05  HA8IB         59   HU03  
QSO: 14235 PH 2024-02-03 1225 HG6K          59   HU05  PD8DX         59   NL09  
QSO: 14245 PH 2024-02-03 1227 HG6K          59   HU05  IW0HLZ        59   IT09  
QSO: 14254 PH 2024-02-03 1227 HG6K          59   HU05  PB6W          59   NL07  
QSO: 14257 PH 2024-02-03 1233 HG6K          59   HU05  DK1IZ         59   DE15  
QSO: 14247 PH 2024-02-03 1236 HG6K          59   HU05  DK1TS         59   DE10  
QSO: 14247 PH 2024-02-03 1237 HG6K          59   HU05  HB9GUR        59   28    
QSO: 14275 PH 2024-02-03 1239 HG6K          59   HU05  OR5R          59   BE04  
QSO: 14290 PH 2024-02-03 1239 HG6K          59   HU05  RW1F          59   29    
QSO: 14240 PH 2024-02-03 1240 HG6K          59   HU05  SM5X          59   SE15  
QSO: 14221 PH 2024-02-03 1241 HG6K          59   HU05  SC3A          59   SE18  
QSO: 14246 PH 2024-02-03 1241 HG6K          59   HU05  F4AIF         59   FR01  
QSO: 14213 PH 2024-02-03 1242 HG6K          59   HU05  SN7D          59   PL04  
QSO: 14246 PH 2024-02-03 1243 HG6K          59   HU05  OZ4NA         59   DK03  
QSO: 14272 PH 2024-02-03 1244 HG6K          59   HU05  IT9BUN        59   IT16  
QSO: 14244 PH 2024-02-03 1247 HG6K          59   HU05  IQ1RF         59   IT14  
QSO: 14250 PH 2024-02-03 1249 HG6K          59   HU05  SN8Z          59   PL06  
QSO: 14285 PH 2024-02-03 1251 HG6K          59   HU05  DM4VPF        59   DE01  
QSO: 14285 PH 2024-02-03 1252 HG6K          59   HU05  UZ0A          59   29    
QSO: 14285 PH 2024-02-03 1254 HG6K          59   HU05  EA4HPY        59   ES03  
QSO: 14285 PH 2024-02-03 1254 HG6K          59   HU05  M6EAM         59   27    
QSO: 14264 PH 2024-02-03 1255 HG6K          59   HU05  IK3UNA        59   IT14  
QSO: 14285 PH 2024-02-03 1255 HG6K          59   HU05  PD2EG         59   NL01  
QSO: 14285 PH 2024-02-03 1256 HG6K          59   HU05  DL4DBM        59   DE10  
QSO: 14193 PH 2024-02-03 1300 HG6K          59   HU05  YT4W          59   28    
QSO: 14238 PH 2024-02-03 1301 HG6K          59   HU05  UI5R          59   29    
QSO: 14286 PH 2024-02-03 1302 HG6K          59   HU05  G0H           59   27    
QSO: 14286 PH 2024-02-03 1302 HG6K          59   HU05  PA2VS         59   NL03  
QSO: 14286 PH 2024-02-03 1303 HG6K          59   HU05  DQ55DIG       59   DE10  
QSO: 14286 PH 2024-02-03 1304 HG6K          59   HU05  M6IYI         59   6     
QSO: 14286 PH 2024-02-03 1305 HG6K          59   HU05  ON3HAT        59   BE09  
QSO: 14286 PH 2024-02-03 1305 HG6K          59   HU05  LY5GT         59   LT02  
QSO: 14252 PH 2024-02-03 1306 HG6K          59   HU05  A44A          59   39    
QSO: 14286 PH 2024-02-03 1308 HG6K          59   HU05  PA6Q          59   NL09  
QSO: 14229 PH 2024-02-03 1309 HG6K          59   HU05  S51DX         59   SI02  
QSO: 14286 PH 2024-02-03 1310 HG6K          59   HU05  DC6BW         59   DE08  
QSO: 14286 PH 2024-02-03 1312 HG6K          59   HU05  PD0ARI        59   NL10  
QSO: 14286 PH 2024-02-03 1312 HG6K          59   HU05  SV1KWA        59   GR01  
QSO: 14286 PH 2024-02-03 1313 HG6K          59   HU05  DL1IJU        59   DE11  
QSO: 14286 PH 2024-02-03 1313 HG6K          59   HU05  DK2TN         59   DE08  
QSO: 14286 PH 2024-02-03 1314 HG6K          59   HU05  G3Q           59   27    
QSO: 14286 PH 2024-02-03 1314 HG6K          59   HU05  PA1BD         59   NL03  
QSO: 14286 PH 2024-02-03 1315 HG6K          59   HU05  EA3O          59   ES02  
QSO: 14286 PH 2024-02-03 1315 HG6K          59   HU05  SB5X          59   SE04  
QSO: 14286 PH 2024-02-03 1316 HG6K          59   HU05  DL9YFA        59   DE03  
QSO: 21223 PH 2024-02-03 1317 HG6K          59   HU05  RA3OA         59   29    
QSO: 14286 PH 2024-02-03 1319 HG6K          59   HU05  OH7JL         59   FI04  
QSO: 14286 PH 2024-02-03 1320 HG6K          59   HU05  DL1ABR        59   DE08  
QSO: 14286 PH 2024-02-03 1321 HG6K          59   HU05  ER3KAZ        59   29    
QSO: 21240 PH 2024-02-03 1321 HG6K          59   HU05  UA6LCN        59   29    
QSO: 14286 PH 2024-02-03 1322 HG6K          59   HU05  PA0MIR        59   NL08  
QSO: 14286 PH 2024-02-03 1324 HG6K          59   HU05  PA4GDR        59   NL01  
QSO: 14286 PH 2024-02-03 1325 HG6K          59   HU05  DC7RM         59   DE10  
QSO: 14286 PH 2024-02-03 1326 HG6K          59   HU05  ER/UT1ZZ      59   29    
QSO: 14286 PH 2024-02-03 1329 HG6K          59   HU05  ON4ARF        59   27    
QSO: 14298 PH 2024-02-03 1332 HG6K          59   HU05  DC2CB         59   DE10  
QSO: 14298 PH 2024-02-03 1333 HG6K          59   HU05  DJ6DO         59   DE10  
QSO: 21227 PH 2024-02-03 1335 HG6K          59   HU05  RV3FF         59   29    
QSO: 21245 PH 2024-02-03 1338 HG6K          59   HU05  CT7BJG        59   PT02  
QSO: 14294 PH 2024-02-03 1340 HG6K          59   HU05  IQ3RP         59   IT21  
QSO: 21259 PH 2024-02-03 1342 HG6K          59   HU05  SE2P          59   SE20  
QSO: 21258 PH 2024-02-03 1343 HG6K          59   HU05  UI5R          59   29    
QSO: 21266 PH 2024-02-03 1344 HG6K          59   HU05  EC5SP         59   ES04  
QSO: 28459 PH 2024-02-03 1346 HG6K          59   HU05  KB1DK         59   8     
QSO: 21244 PH 2024-02-03 1349 HG6K          59   HU05  K3AJ          59   8     
QSO: 28456 PH 2024-02-03 1350 HG6K          59   HU05  K1NZ/M        59   8     
QSO: 21220 PH 2024-02-03 1351 HG6K          59   HU05  A44A          59   39    
QSO: 21209 PH 2024-02-03 1351 HG6K          59   HU05  RW1F          59   29    
