START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.51.0
CONTEST: EUDXC
CALLSIGN: F6DCQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 4519918
OPERATORS: 
CLUB: Cliperton DX Club
NAME: BROZE Pierre
CERTIFICATE: NO
SOAPBOX: 
QSO: 28030 CW 2024-02-03 1200 F6DCQ         599 FR01   UV1IX         599 29    
QSO: 28030 CW 2024-02-03 1201 F6DCQ         599 FR01   HB9AMO        599 28    
QSO: 28030 CW 2024-02-03 1202 F6DCQ         599 FR01   PV2K          599 15    
QSO: 28044 CW 2024-02-03 1208 F6DCQ         599 FR01   RU4SO         599 29    
QSO: 28037 CW 2024-02-03 1209 F6DCQ         599 FR01   UN8PT         599 30    
QSO: 28002 CW 2024-02-03 1210 F6DCQ         599 FR01   W4ZV          599 08    
QSO: 28014 CW 2024-02-03 1211 F6DCQ         599 FR01   9A5X          599 HR05  
QSO: 28019 CW 2024-02-03 1212 F6DCQ         599 FR01   EU8U          599 29    
QSO: 28029 CW 2024-02-03 1214 F6DCQ         599 FR01   CR3DX         599 PT06  
QSO: 28022 CW 2024-02-03 1216 F6DCQ         599 FR01   OH2KW         599 FI17  
QSO: 28030 CW 2024-02-03 1218 F6DCQ         599 FR01   UI3A          599 29    
QSO: 28030 CW 2024-02-03 1219 F6DCQ         599 FR01   HA5JI         599 HU04  
QSO: 28030 CW 2024-02-03 1220 F6DCQ         599 FR01   VE1RSM        599 09    
QSO: 28030 CW 2024-02-03 1221 F6DCQ         599 FR01   RK4HYT        599 30    
QSO: 28030 CW 2024-02-03 1221 F6DCQ         599 FR01   UC7A          599 29    
QSO: 28030 CW 2024-02-03 1222 F6DCQ         599 FR01   RA3XCZ        599 29    
QSO: 28030 CW 2024-02-03 1223 F6DCQ         599 FR01   RW1A          599 29    
QSO: 28030 CW 2024-02-03 1224 F6DCQ         599 FR01   RN6A          599 29    
QSO: 28030 CW 2024-02-03 1227 F6DCQ         599 FR01   RA5BF         599 29    
