START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
X-VERSION:     SD V22.04  :  SDCHECK V22.04  :  Template QEUDX.TPL
X-BEST-RATES:  LAST-10 52 : LAST-100 23 : BEST HOUR 42 : BEST MINUTE 2 : 
CONTEST:       EUDX
CALLSIGN:      PA0ZAV
CATEGORY-MODE: CW
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-POWER:  LOW
CERTIFICATE:   YES
CLUB:          VERON
CLAIMED-SCORE: 355140
NAME:          Jan Mooij
OPERATORS:     PA0ZAV
X-RADIOS:      flex1550 - HLA150 - 80W
X-ANTENNAS:    on 80m 5W
SOAPBOX:       funny contest to see which countries in eu still are
SOAPBOX:       not in the union. parallel foc marathon contest was
SOAPBOX:       sometimes confusing
X-SUMMARY: 
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY: 
X-SUMMARY:               QSOs:    0   25   64   96   40   28   253
X-SUMMARY:              Mults:    0   25   49   65   29   12   180
X-SUMMARY: 
X-SUMMARY: 
QSO: 28000 CW 2024-02-03 1353 PA0ZAV        599 NL08   PG2AA         599 NL08
QSO: 28000 CW 2024-02-03 1358 PA0ZAV        599 NL08   RT9A          599 30
QSO: 28000 CW 2024-02-03 1402 PA0ZAV        599 NL08   5B4AOF        599 CY03
QSO: 28000 CW 2024-02-03 1405 PA0ZAV        599 NL08   N5DX          599 8
QSO: 28000 CW 2024-02-03 1406 PA0ZAV        599 NL08   RK4K          599 29
QSO: 28000 CW 2024-02-03 1408 PA0ZAV        599 NL08   R3ZZ          599 29
QSO: 28000 CW 2024-02-03 1408 PA0ZAV        599 NL08   UA3RBR        599 29
QSO: 28000 CW 2024-02-03 1410 PA0ZAV        599 NL08   K8GL          599 8
QSO: 28000 CW 2024-02-03 1411 PA0ZAV        599 NL08   R7MM          599 29
QSO: 28000 CW 2024-02-03 1412 PA0ZAV        599 NL08   RN6A          599 29
QSO: 28000 CW 2024-02-03 1415 PA0ZAV        599 NL08   KM5G          599 7
QSO: 28000 CW 2024-02-03 1416 PA0ZAV        599 NL08   SV8OVJ        599 GR10
QSO: 21000 CW 2024-02-03 1423 PA0ZAV        599 NL08   EA1X          599 ES05
QSO: 21000 CW 2024-02-03 1425 PA0ZAV        599 NL08   DK8DD         599 DE11
QSO: 21000 CW 2024-02-03 1427 PA0ZAV        599 NL08   LZ1ND         599 BG06
QSO: 21000 CW 2024-02-03 1428 PA0ZAV        599 NL08   KG9N          599 8
QSO: 21000 CW 2024-02-03 1430 PA0ZAV        599 NL08   RT5C          599 29
QSO: 21000 CW 2024-02-03 1434 PA0ZAV        599 NL08   CR3DX         599 PT06
QSO: 21000 CW 2024-02-03 1438 PA0ZAV        599 NL08   YB9ELS        599 54
QSO: 21000 CW 2024-02-03 1439 PA0ZAV        599 NL08   RM5F          599 29
QSO: 21000 CW 2024-02-03 1440 PA0ZAV        599 NL08   SV1ENG        599 GR01
QSO: 21000 CW 2024-02-03 1441 PA0ZAV        599 NL08   RA3BQ         599 29
QSO: 21000 CW 2024-02-03 1441 PA0ZAV        599 NL08   R3ZZ          599 29
QSO: 21000 CW 2024-02-03 1443 PA0ZAV        599 NL08   SV1BJW        599 GR01
QSO: 21000 CW 2024-02-03 1444 PA0ZAV        599 NL08   UZ6U          599 29
QSO: 21000 CW 2024-02-03 1446 PA0ZAV        599 NL08   EA8DIG        599 ES09
QSO: 14000 CW 2024-02-03 1451 PA0ZAV        599 NL08   OG4Z          599 FI06
QSO: 14000 CW 2024-02-03 1453 PA0ZAV        599 NL08   SV1JG         599 GR01
QSO: 14000 CW 2024-02-03 1454 PA0ZAV        599 NL08   IK1BPL        599 IT14
QSO: 14000 CW 2024-02-03 1455 PA0ZAV        599 NL08   LY2BKT        599 LT01
QSO: 14000 CW 2024-02-03 1456 PA0ZAV        599 NL08   LZ4AE         599 BG01
QSO: 14000 CW 2024-02-03 1458 PA0ZAV        599 NL08   YP3X          599 RO08
QSO: 14000 CW 2024-02-03 1459 PA0ZAV        599 NL08   PI4CC         599 NL10
QSO: 14000 CW 2024-02-03 1501 PA0ZAV        599 NL08   P3X           599 CY05
QSO: 14000 CW 2024-02-03 1502 PA0ZAV        599 NL08   EA3NO         599 ES02
QSO: 14000 CW 2024-02-03 1504 PA0ZAV        599 NL08   OK2NAJ        599 CZ08
QSO: 14000 CW 2024-02-03 1506 PA0ZAV        599 NL08   IT9RZU        599 IT16
QSO: 14000 CW 2024-02-03 1507 PA0ZAV        599 NL08   OM3CW         599 SK02
QSO: 14000 CW 2024-02-03 1509 PA0ZAV        599 NL08   CR5O          599 PT05
QSO: 14000 CW 2024-02-03 1510 PA0ZAV        599 NL08   RT5C          599 29
QSO: 14000 CW 2024-02-03 1511 PA0ZAV        599 NL08   OH2KW         599 FI17
QSO: 14000 CW 2024-02-03 1512 PA0ZAV        599 NL08   IK1PMR        599 IT14
QSO: 14000 CW 2024-02-03 1513 PA0ZAV        599 NL08   S52W          599 SI02
QSO: 14000 CW 2024-02-03 1514 PA0ZAV        599 NL08   RT5P          599 29
QSO: 14000 CW 2024-02-03 1515 PA0ZAV        599 NL08   YT4W          599 28
QSO: 14000 CW 2024-02-03 1517 PA0ZAV        599 NL08   IQ2VA         599 IT11
QSO: 14000 CW 2024-02-03 1518 PA0ZAV        599 NL08   F5ICC         599 FR10
QSO: 14000 CW 2024-02-03 1519 PA0ZAV        599 NL08   YQ6A          599 RO08
QSO: 14000 CW 2024-02-03 1521 PA0ZAV        599 NL08   E70Y          599 28
QSO: 14000 CW 2024-02-03 1524 PA0ZAV        599 NL08   HA5JI         599 HU03
QSO: 14000 CW 2024-02-03 1525 PA0ZAV        599 NL08   S51DX         599 SI02
QSO: 14000 CW 2024-02-03 1526 PA0ZAV        599 NL08   LZ7G          599 BG06
QSO: 14000 CW 2024-02-03 1527 PA0ZAV        599 NL08   HA8DU         599 HU03
QSO: 14000 CW 2024-02-03 1531 PA0ZAV        599 NL08   UA4PN         599 30
QSO: 14000 CW 2024-02-03 1535 PA0ZAV        599 NL08   PA4VHF        599 NL09
QSO: 14000 CW 2024-02-03 1536 PA0ZAV        599 NL08   R1DX          599 29
QSO: 14000 CW 2024-02-03 1537 PA0ZAV        599 NL08   IK2PFL        599 IT11
QSO: 14000 CW 2024-02-03 1538 PA0ZAV        599 NL08   RM5F          599 29
QSO: 14000 CW 2024-02-03 1539 PA0ZAV        599 NL08   EA1X          599 ES05
QSO: 14000 CW 2024-02-03 1541 PA0ZAV        599 NL08   SC6O          599 SE12
