START-OF-LOG:  V2.0
CREATED-BY:    SD V12.06 and SDCHECK V12.06
CONTEST:       CQ-WW-CW
CALLSIGN:      M0OIC
CATEGORY:      SINGLE-OP ALL LOW
CLAIMED-SCORE: 54684
NAME:          Bryan A Downes
OPERATORS:     M0OIC
SOAPBOX:       Conditions were much better than expected and working
SOAPBOX:       alone set myself a slow target of 200 QSOs was happy to
SOAPBOX:       achieve that comfortably and get a few new DXCC and
SOAPBOX:       IOTA callsigns. SD logging made working a charm.
SOAPBOX:       Looking forward to the next one already.
QSO: 21056 CW 2005-11-26 1031 M0OIC         599 14     UA4SU         599 16                    
QSO: 21055 CW 2005-11-26 1101 M0OIC         599 14     4X4DZ         599 20                    
QSO: 21045 CW 2005-11-26 1131 M0OIC         599 14     PT5A          599 11                    
QSO: 21031 CW 2005-11-26 1141 M0OIC         599 14     IR4X          599 15                    
QSO: 21027 CW 2005-11-26 1142 M0OIC         599 14     TA2DA         599 20
QSO: 21090 CW 2005-11-26 1212 M0OIC		  599 14     5Z4LS         599 37                    
QSO: 21088 CW 2005-11-26 1223 M0OIC         599 14     RN6HZ         599 16                    
QSO: 21080 CW 2005-11-26 1226 M0OIC         599 14     PY2WC         599 11                    
QSO: 21045 CW 2005-11-26 1230 M0OIC         599 14     S50K          599 15                    
QSO: 21035 CW 2005-11-26 1234 M0OIC         599 14     9A5W          599 15                    
QSO: 21030 CW 2005-11-26 1237 M0OIC         599 14     RW4FO         599 16                    
QSO: 21028 CW 2005-11-26 1242 M0OIC         599 14     EA8EW         599 33                    
QSO: 21025 CW 2005-11-26 1244 M0OIC         599 14     5B/M0XXA      599 20                    
QSO: 21024 CW 2005-11-26 1245 M0OIC         599 14     S53EO         599 15                    
QSO: 21006 CW 2005-11-26 1254 M0OIC         599 14     UU7J          599 16                    
QSO: 21004 CW 2005-11-26 1257 M0OIC         599 14     ZC4LI         599 20                    
QSO: 21002 CW 2005-11-26 1259 M0OIC         599 14     VP9I          599 05                    
QSO: 21008 CW 2005-11-26 1340 M0OIC         599 14     EA8CN         599 33                    
QSO: 21011 CW 2005-11-26 1341 M0OIC         599 14     UX7IA         599 16                    
QSO: 21013 CW 2005-11-26 1342 M0OIC         599 14     HB9DCM        599 14                    
QSO: 21026 CW 2005-11-26 1356 M0OIC         599 14     P40L          599 09                    
QSO: 21051 CW 2005-11-26 1409 M0OIC         599 14     RZ6AZZ        599 16                    
QSO: 21060 CW 2005-11-26 1411 M0OIC         599 14     CT9A          599 33                    
QSO: 14096 CW 2005-11-26 1423 M0OIC         599 14     LY1CX         599 15                    
QSO: 14094 CW 2005-11-26 1425 M0OIC         599 14     S50W          599 15                    
QSO: 14088 CW 2005-11-26 1428 M0OIC         599 14     OL2A          599 15                    
QSO: 14082 CW 2005-11-26 1431 M0OIC         599 14     ER4DX         599 16                    
QSO: 14073 CW 2005-11-26 1435 M0OIC         599 14     YO6BHN        599 20                    
QSO: 14065 CW 2005-11-26 1439 M0OIC         599 14     OL9Z          599 15                    
QSO: 14061 CW 2005-11-26 1440 M0OIC         599 14     4N1FG         599 15                    
QSO: 14058 CW 2005-11-26 1441 M0OIC         599 14     UA3R          599 16                    
QSO: 14055 CW 2005-11-26 1443 M0OIC         599 14     H2G           599 20                    
QSO: 14053 CW 2005-11-26 1444 M0OIC         599 14     K1TTT         599 05                    
QSO: 14050 CW 2005-11-26 1447 M0OIC         599 14     K1ZZ          599 05                    
QSO: 14048 CW 2005-11-26 1449 M0OIC         599 14     UT5UIA        599 16                    
QSO: 14047 CW 2005-11-26 1451 M0OIC         599 14     HG6N          599 15                    
QSO: 14041 CW 2005-11-26 1454 M0OIC         599 14     HA8A          599 15                    
QSO: 14032 CW 2005-11-26 1457 M0OIC         599 14     EA4KA         599 14                    
QSO: 14023 CW 2005-11-26 1501 M0OIC         599 14     YZ1AU         599 15                    
QSO: 14013 CW 2005-11-26 1504 M0OIC         599 14     9A7A          599 15                    
QSO: 14004 CW 2005-11-26 1508 M0OIC         599 14     W3LPL         599 05                    
QSO: 14003 CW 2005-11-26 1509 M0OIC         599 14     K3LR          599 05                    
QSO: 14003 CW 2005-11-26 1515 M0OIC         599 14     LZ2BE         599 20                    
QSO: 14005 CW 2005-11-26 1517 M0OIC         599 14     N1UR          599 05                    
QSO: 14015 CW 2005-11-26 1526 M0OIC         599 14     Z37M          599 15                    
QSO: 14015 CW 2005-11-26 1527 M0OIC         599 14     KC1XX         599 05                    
QSO: 14021 CW 2005-11-26 1534 M0OIC         599 14     IH9P          599 33                    
QSO: 14031 CW 2005-11-26 1538 M0OIC         599 14     YT6A          599 15                    
QSO: 14033 CW 2005-11-26 1540 M0OIC         599 14     5B/AJ2O       599 20                    
QSO: 14056 CW 2005-11-26 1544 M0OIC         599 14     K2VV          599 05                    
QSO: 14061 CW 2005-11-26 1547 M0OIC         599 14     K9NS          599 04                    
QSO: 14062 CW 2005-11-26 1548 M0OIC         599 14     CN2WW         599 33                    
QSO: 14068 CW 2005-11-26 1553 M0OIC         599 14     K1RU          599 05                    
QSO: 14082 CW 2005-11-26 1555 M0OIC         599 14     K2QMF         599 05                    
QSO: 14085 CW 2005-11-26 1556 M0OIC         599 14     N0NI          599 04                    
QSO: 14091 CW 2005-11-26 1607 M0OIC         599 14     W2RU          599 05                    
QSO: 14098 CW 2005-11-26 1610 M0OIC         599 14     KT0R          599 04                    
QSO: 21010 CW 2005-11-26 1615 M0OIC         599 14     K4SV          599 05                    
QSO: 21019 CW 2005-11-26 1625 M0OIC         599 14     TZ5A          599 35                    
QSO: 14105 CW 2005-11-26 1638 M0OIC         599 14     W1ECT         599 05                    
QSO: 14093 CW 2005-11-26 1640 M0OIC         599 14     VE3EJ         599 04                    
QSO: 14087 CW 2005-11-26 1643 M0OIC         599 14     K1LZ          599 05                    
QSO: 14076 CW 2005-11-26 1645 M0OIC         599 14     K1IR          599 05                    
QSO: 14073 CW 2005-11-26 1647 M0OIC         599 14     K0SR          599 04                    
QSO: 14065 CW 2005-11-26 1651 M0OIC         599 14     V26K          599 08                    
QSO: 14064 CW 2005-11-26 1653 M0OIC         599 14     VE3EY         599 04                    
QSO: 14055 CW 2005-11-26 1656 M0OIC         599 14     IR4M          599 15                    
QSO: 14033 CW 2005-11-26 1659 M0OIC         599 14     K3OO          599 05                    
QSO: 14029 CW 2005-11-26 1700 M0OIC         599 14     G8D           599 14                    
QSO: 14022 CW 2005-11-26 1701 M0OIC         599 14     WC1M          599 05                    
QSO: 14014 CW 2005-11-26 1705 M0OIC         599 14     NC2N          599 05                    
QSO: 14010 CW 2005-11-26 1833 M0OIC         599 14     UU7J          599 16                    
QSO: 14011 CW 2005-11-26 1834 M0OIC         599 14     OL3Z          599 15                    
QSO: 14011 CW 2005-11-26 1836 M0OIC         599 14     DK0MN         599 14                    
QSO: 14016 CW 2005-11-26 1840 M0OIC         599 14     OM7M          599 15                    
QSO: 14018 CW 2005-11-26 1841 M0OIC         599 14     4N7N          599 15                    
QSO: 14035 CW 2005-11-26 1845 M0OIC         599 14     HG8C          599 15                    
QSO: 14047 CW 2005-11-26 1849 M0OIC         599 14     YZ5C          599 15                    
QSO: 14062 CW 2005-11-26 1852 M0OIC         599 14     S52ZW         599 15                    
QSO:  7008 CW 2005-11-26 1900 M0OIC         599 14     LY8O          599 15                    
QSO:  7013 CW 2005-11-26 1908 M0OIC         599 14     YR7M          599 20                    
QSO:  7020 CW 2005-11-26 1911 M0OIC         599 14     SQ9E          599 15                    
QSO:  7024 CW 2005-11-26 1913 M0OIC         599 14     OK5WT         599 15                    
QSO:  7031 CW 2005-11-26 1915 M0OIC         599 14     9A7A          599 15                    
QSO:  7032 CW 2005-11-26 1916 M0OIC         599 14     9A8M          599 15                    
QSO:  7041 CW 2005-11-26 1918 M0OIC         599 14     4N1A          599 15                    
QSO:  7043 CW 2005-11-26 1920 M0OIC         599 14     DG4W          599 14                    
QSO:  7056 CW 2005-11-26 1923 M0OIC         599 14     YU7KW         599 15                    
QSO:  7059 CW 2005-11-26 1924 M0OIC         599 14     EA5RS         599 14                    
QSO:  7061 CW 2005-11-26 1925 M0OIC         599 14     RW6FO         599 16                    
QSO:  7077 CW 2005-11-26 1930 M0OIC         599 14     DP9A          599 14                    
QSO:  7008 CW 2005-11-26 1935 M0OIC         599 14     UA3AGW        599 16                    
QSO:  7009 CW 2005-11-26 1937 M0OIC         599 14     4L8A          599 21                    
QSO:  7010 CW 2005-11-26 1938 M0OIC         599 14     UT4ZG         599 16                    
QSO: 14077 CW 2005-11-26 1941 M0OIC         599 14     9A3B          599 15                    
QSO:  7006 CW 2005-11-26 2314 M0OIC         599 14     HA8DU         599 15                    
QSO:  7021 CW 2005-11-26 2323 M0OIC         599 14     OM8A          599 15                    
QSO:  7055 CW 2005-11-26 2331 M0OIC         599 14     UU7J          599 16                    
QSO:  7069 CW 2005-11-26 2336 M0OIC         599 14     OM4A          599 15                    
QSO:  7071 CW 2005-11-26 2340 M0OIC         599 14     4X6FR         599 20                    
QSO:  7076 CW 2005-11-26 2343 M0OIC         599 14     9Y4AA         599 09                    
QSO:  3578 CW 2005-11-26 2354 M0OIC         599 14     RA3XA         599 16                    
QSO:  3576 CW 2005-11-26 2355 M0OIC         599 14     ON4CCP        599 14                    
QSO:  3575 CW 2005-11-26 2359 M0OIC         599 14     EU1PA         599 16                    
QSO:  3572 CW 2005-11-27 0001 M0OIC         599 14     RW4WM         599 16                    
QSO:  3572 CW 2005-11-27 0002 M0OIC         599 14     YL3FW         599 15                    
QSO:  3571 CW 2005-11-27 0006 M0OIC         599 14     OK1EW         599 15                    
QSO:  3569 CW 2005-11-27 0009 M0OIC         599 14     RU3FM         599 16                    
QSO:  3568 CW 2005-11-27 0011 M0OIC         599 14     EU1AZ         599 16                    
QSO:  3566 CW 2005-11-27 0013 M0OIC         599 14     HA6NA         599 15                    
QSO:  3563 CW 2005-11-27 0017 M0OIC         599 14     HB9CRV        599 14                    
QSO:  3560 CW 2005-11-27 0018 M0OIC         599 14     ES1A          599 15                    
QSO:  3556 CW 2005-11-27 0020 M0OIC         599 14     ZB2X          599 14                    
QSO:  3555 CW 2005-11-27 0022 M0OIC         599 14     DR5Z          599 14                    
QSO:  3552 CW 2005-11-27 0026 M0OIC         599 14     OM3RRC        599 15                    
QSO:  3549 CW 2005-11-27 0027 M0OIC         599 14     YL3GD         599 15                    
QSO:  3547 CW 2005-11-27 0028 M0OIC         599 14     OL7R          599 15                    
QSO:  3545 CW 2005-11-27 0030 M0OIC         599 14     S52W          599 15                    
QSO:  3544 CW 2005-11-27 0033 M0OIC         599 14     UT3UA         599 16                    
QSO:  3535 CW 2005-11-27 0038 M0OIC         599 14     YR2I          599 20                    
QSO:  3534 CW 2005-11-27 0040 M0OIC         599 14     RO4M          599 16                    
QSO:  3527 CW 2005-11-27 0046 M0OIC         599 14     OE2S          599 15                    
QSO:  3524 CW 2005-11-27 0048 M0OIC         599 14     IR4X          599 15                    
QSO:  3518 CW 2005-11-27 0052 M0OIC         599 14     SN3A          599 15                    
QSO:  3505 CW 2005-11-27 0056 M0OIC         599 14     OZ5E          599 14                    
QSO:  3542 CW 2005-11-27 0107 M0OIC         599 14     LX7I          599 14                    
QSO:  3549 CW 2005-11-27 0109 M0OIC         599 14     9A7A          599 15                    
QSO:  3550 CW 2005-11-27 0111 M0OIC         599 14     OH2BH         599 15                    
QSO:  3552 CW 2005-11-27 0112 M0OIC         599 14     IS0N          599 15                    
QSO:  3559 CW 2005-11-27 0115 M0OIC         599 14     EA4DRV        599 14                    
QSO: 21050 CW 2005-11-27 0957 M0OIC         599 14     4X0G          599 20                    
QSO: 21002 CW 2005-11-27 1003 M0OIC         599 14     9H1ZA         599 15                    
QSO: 21049 CW 2005-11-27 1016 M0OIC         599 14     RA9XF         599 17                    
QSO: 14015 CW 2005-11-27 1030 M0OIC         599 14     LZ9WLZ        599 20                    
QSO: 14023 CW 2005-11-27 1033 M0OIC         599 14     HA80IARU      599 15                    
