START-OF-LOG:  V2.0
CREATED-BY:    SD V10.25 and SDCHECK V10.25
CONTEST:       CQ-WW-CW
CALLSIGN:      GW4HBK
CATEGORY:      SINGLE-OP ALL LOW
CLAIMED-SCORE: 71360
NAME:          DAVID LEWIS
OPERATORS:     GW4HBK
SOAPBOX:       THANKS TO ALL THE STATIONS WHO FOUND MY SIGNAL!
QSO: 14000 CW 2005-11-26 0920 GW4HBK        599 14     SV0XA1/9      599 20                    
QSO: 14000 CW 2005-11-26 0921 GW4HBK        599 14     EU4LY         599 16                    
QSO: 14000 CW 2005-11-26 0924 GW4HBK        599 14     UA3ABJ        599 16                    
QSO: 14000 CW 2005-11-26 0928 GW4HBK        599 14     UA4SU         599 16                    
QSO: 14000 CW 2005-11-26 0932 GW4HBK        599 14     UR7QM         599 16                    
QSO: 14000 CW 2005-11-26 0933 GW4HBK        599 14     RK3ZZ         599 16                    
QSO: 14000 CW 2005-11-26 0935 GW4HBK        599 14     YT5T          599 15                    
QSO: 14000 CW 2005-11-26 0936 GW4HBK        599 14     OK1FDR        599 15                    
QSO: 14000 CW 2005-11-26 0941 GW4HBK        599 14     LA8OM         599 14                    
QSO: 14000 CW 2005-11-26 0943 GW4HBK        599 14     RT9W          599 16                    
QSO: 14000 CW 2005-11-26 0944 GW4HBK        599 14     SM5INC        599 14                    
QSO: 14000 CW 2005-11-26 0946 GW4HBK        599 14     UT7L          599 16                    
QSO: 14000 CW 2005-11-26 0953 GW4HBK        599 14     9A1P          599 15                    
QSO: 14000 CW 2005-11-26 0954 GW4HBK        599 14     RW4FO         599 16                    
QSO: 14000 CW 2005-11-26 0957 GW4HBK        599 14     OK5W          599 15                    
QSO: 14000 CW 2005-11-26 1002 GW4HBK        599 14     OH6XX         599 15                    
QSO: 14000 CW 2005-11-26 1003 GW4HBK        599 14     RW3WWW        599 16                    
QSO: 14000 CW 2005-11-26 1008 GW4HBK        599 14     UR5HAC        599 16                    
QSO: 14000 CW 2005-11-26 1010 GW4HBK        599 14     S53M          599 15                    
QSO: 14000 CW 2005-11-26 1017 GW4HBK        599 14     LY2T          599 15                    
QSO: 14000 CW 2005-11-26 1019 GW4HBK        599 14     OE2G          599 15                    
QSO: 14000 CW 2005-11-26 1023 GW4HBK        599 14     IR4X          599 15                    
QSO: 14000 CW 2005-11-26 1025 GW4HBK        599 14     J43J          599 20                    
QSO: 14000 CW 2005-11-26 1026 GW4HBK        599 14     YR7M          599 20                    
QSO: 14000 CW 2005-11-26 1028 GW4HBK        599 14     OE2S          599 15                    
QSO: 14000 CW 2005-11-26 1037 GW4HBK        599 14     UW8M          599 16                    
QSO: 14000 CW 2005-11-26 1038 GW4HBK        599 14     9A3B          599 15                    
QSO: 14000 CW 2005-11-26 1055 GW4HBK        599 14     TF4M          599 40                    
QSO: 14000 CW 2005-11-26 1103 GW4HBK        599 14     UP1G          599 17                    
QSO: 14000 CW 2005-11-26 1108 GW4HBK        599 14     OM5M          599 15                    
QSO: 14000 CW 2005-11-26 1112 GW4HBK        599 14     UA0SAD        599 18                    
QSO: 14000 CW 2005-11-26 1117 GW4HBK        599 14     LZ2SSB        599 20                    
QSO: 14000 CW 2005-11-26 1121 GW4HBK        599 14     HA3MQ         599 15                    
QSO: 14000 CW 2005-11-26 1123 GW4HBK        599 14     DA3A          599 14                    
QSO: 14000 CW 2005-11-26 1124 GW4HBK        599 14     W1KM          599 05                    
QSO: 14000 CW 2005-11-26 1125 GW4HBK        599 14     SK6M          599 14                    
QSO: 14000 CW 2005-11-26 1131 GW4HBK        599 14     YL2KO         599 15                    
QSO: 14000 CW 2005-11-26 1132 GW4HBK        599 14     SP2AVE        599 15                    
QSO: 14000 CW 2005-11-26 1134 GW4HBK        599 14     IK2TEO        599 15                    
QSO: 14000 CW 2005-11-26 1136 GW4HBK        599 14     UR5HA         599 16                    
QSO: 14000 CW 2005-11-26 1137 GW4HBK        599 14     OH4A          599 15                    
QSO: 14000 CW 2005-11-26 1138 GW4HBK        599 14     4N7N          599 15                    
QSO: 14000 CW 2005-11-26 1140 GW4HBK        599 14     V01TA         599 05                    
QSO: 14000 CW 2005-11-26 1143 GW4HBK        599 14     TM6Q          599 14                    
QSO: 14000 CW 2005-11-26 1149 GW4HBK        599 14     ES5JR         599 15                    
QSO: 14000 CW 2005-11-26 1150 GW4HBK        599 14     LY3QA         599 15                    
QSO: 14000 CW 2005-11-26 1151 GW4HBK        599 14     EA1JO         599 14                    
QSO: 14000 CW 2005-11-26 1152 GW4HBK        599 14     RK9UE         599 18                    
QSO: 14000 CW 2005-11-26 1154 GW4HBK        599 14     S52GO         599 15                    
QSO: 14000 CW 2005-11-26 1155 GW4HBK        599 14     LY2MM         599 15                    
QSO: 14000 CW 2005-11-26 1159 GW4HBK        599 14     OL9Z          599 15                    
QSO: 14000 CW 2005-11-26 1201 GW4HBK        599 14     VP2E          599 08                    
QSO: 14000 CW 2005-11-26 1203 GW4HBK        599 14     NN3Q          599 05                    
QSO: 14000 CW 2005-11-26 1205 GW4HBK        599 14     SQ9MZ         599 15                    
QSO: 14000 CW 2005-11-26 1209 GW4HBK        599 14     N2LT          599 05                    
QSO: 14000 CW 2005-11-26 1213 GW4HBK        599 14     KB1H          599 05                    
QSO: 14000 CW 2005-11-26 1218 GW4HBK        599 14     EA7RM         599 14                    
