START-OF-LOG:  2.0
CREATED-BY:    CT Version 10.00.005
CALLSIGN:      DL8YR
NAME:          Peter Kallfelz
CLUB:          RRDXA  Rhein-Ruhr-DX-Ass.
CLAIMED-SCORE: 204800
CONTEST:       CQ-WW-CW
SOAPBOX:       a hard work with only 100 watts and inv vee abt 8m up 
CATEGORY:      SINGLE-OP ALL LOW CW
QSO: 14000 CW 2005-11-26 0903 DL8YR         599 14     OH6XX         599 15     1 
QSO: 14000 CW 2005-11-26 0904 DL8YR         599 14     SK2T          599 14     1 
QSO: 14000 CW 2005-11-26 0905 DL8YR         599 14     RU1A          599 16     1 
QSO: 14000 CW 2005-11-26 0906 DL8YR         599 14     3V5A          599 33     1 
QSO: 14000 CW 2005-11-26 0907 DL8YR         599 14     YT5A          599 15     1 
QSO: 14000 CW 2005-11-26 0908 DL8YR         599 14     RN4WA         599 16     1 
QSO: 14000 CW 2005-11-26 0909 DL8YR         599 14     HA3MQ         599 15     1 
QSO: 14000 CW 2005-11-26 0910 DL8YR         599 14     LZ2SSB        599 20     1 
QSO: 14000 CW 2005-11-26 0913 DL8YR         599 14     OH6KN         599 15     1 
QSO: 14000 CW 2005-11-26 0914 DL8YR         599 14     LY7Z          599 15     1 
QSO: 14000 CW 2005-11-26 0914 DL8YR         599 14     LY7A          599 15     1 
QSO: 14000 CW 2005-11-26 0915 DL8YR         599 14     RA3CW         599 16     1 
QSO: 14000 CW 2005-11-26 0915 DL8YR         599 14     UY5HF         599 16     1 
QSO: 14000 CW 2005-11-26 0916 DL8YR         599 14     UT7I          599 16     1 
QSO: 14000 CW 2005-11-26 0917 DL8YR         599 14     H2G           599 20     1 
QSO: 14000 CW 2005-11-26 0918 DL8YR         599 14     RK9KWI        599 17     1 
QSO: 14000 CW 2005-11-26 0918 DL8YR         599 14     YT6A          599 15     1 
QSO: 14000 CW 2005-11-26 0919 DL8YR         599 14     EA8EW         599 33     1 
QSO: 14000 CW 2005-11-26 0919 DL8YR         599 14     EI7M          599 14     1 
QSO: 14000 CW 2005-11-26 0921 DL8YR         599 14     ES1A          599 15     1 
QSO: 14000 CW 2005-11-26 0922 DL8YR         599 14     OH1F          599 15     1 
QSO: 14000 CW 2005-11-26 0922 DL8YR         599 14     4L2M          599 21     1 
QSO: 14000 CW 2005-11-26 0924 DL8YR         599 14     TF4M          599 40     1 
QSO: 14000 CW 2005-11-26 0926 DL8YR         599 14     YZ9A          599 15     1 
QSO: 14000 CW 2005-11-26 0927 DL8YR         599 14     R3R           599 16     1 
QSO: 14000 CW 2005-11-26 0928 DL8YR         599 14     YP3A          599 20     1 
QSO: 14000 CW 2005-11-26 0931 DL8YR         599 14     YZ0Z          599 15     1 
QSO: 14000 CW 2005-11-26 0931 DL8YR         599 14     YR7M          599 20     1 
QSO: 14000 CW 2005-11-26 0934 DL8YR         599 14     J43J          599 20     1 
QSO: 14000 CW 2005-11-26 0936 DL8YR         599 14     EW1CQ         599 16     1 
QSO: 14000 CW 2005-11-26 0937 DL8YR         599 14     YT1W          599 15     1 
QSO: 14000 CW 2005-11-26 0937 DL8YR         599 14     RZ3AZ         599 16     1 
QSO: 14000 CW 2005-11-26 0938 DL8YR         599 14     CN2WW         599 33     1 
QSO: 14000 CW 2005-11-26 0938 DL8YR         599 14     YR8B          599 20     1 
QSO: 14000 CW 2005-11-26 0939 DL8YR         599 14     YL6W          599 15     1 
QSO: 14000 CW 2005-11-26 0940 DL8YR         599 14     F6HKA         599 14     1 
QSO: 14000 CW 2005-11-26 0940 DL8YR         599 14     RW3WWW        599 16     1 
QSO: 14000 CW 2005-11-26 0942 DL8YR         599 14     4N1FG         599 15     1 
QSO: 14000 CW 2005-11-26 0943 DL8YR         599 14     ES5JR         599 15     1 
QSO: 14000 CW 2005-11-26 0949 DL8YR         599 14     UT7L          599 16     1 
QSO: 21025 CW 2005-11-26 0955 DL8YR         599 14     5B/AJ2O       599 20     1 
QSO: 21025 CW 2005-11-26 0956 DL8YR         599 14     RA6DB         599 16     1 
QSO: 21025 CW 2005-11-26 0956 DL8YR         599 14     EA8EW         599 33     1 
QSO: 21025 CW 2005-11-26 0958 DL8YR         599 14     UA4SU         599 16     1 
QSO: 21025 CW 2005-11-26 1003 DL8YR         599 14     LY2IC         599 15     1 
QSO: 14000 CW 2005-11-26 1008 DL8YR         599 14     R1MVC         599 16     1 
QSO: 14000 CW 2005-11-26 1008 DL8YR         599 14     UU7J          599 16     1 
QSO: 14000 CW 2005-11-26 1009 DL8YR         599 14     UP5G          599 17     1 
QSO: 14000 CW 2005-11-26 1010 DL8YR         599 14     US0KW         599 16     1 
QSO: 14000 CW 2005-11-26 1011 DL8YR         599 14     RZ4CWW        599 16     1 
QSO: 14000 CW 2005-11-26 1050 DL8YR         599 14     KC1XX         599 05     1 
QSO: 14000 CW 2005-11-26 1059 DL8YR         599 14     EA6NB         599 14     1 
QSO: 14000 CW 2005-11-26 1106 DL8YR         599 14     YZ1AU         599 15     1 
QSO: 14000 CW 2005-11-26 1107 DL8YR         599 14     G6PZ          599 14     1 
QSO: 14000 CW 2005-11-26 1109 DL8YR         599 14     IK8TEO        599 15     1 
QSO: 14000 CW 2005-11-26 1109 DL8YR         599 14     YL2KO         599 15     1 
QSO: 14000 CW 2005-11-26 1111 DL8YR         599 14     KP4KE         599 08     1 
QSO: 14000 CW 2005-11-26 1111 DL8YR         599 14     IH9P          599 33     1 
QSO: 14000 CW 2005-11-26 1112 DL8YR         599 14     DL3YM         599 14     1 
QSO: 14000 CW 2005-11-26 1113 DL8YR         599 14     OM6KW         599 15     1 
QSO: 14000 CW 2005-11-26 1115 DL8YR         599 14     ED2JJ         599 14     1 
QSO: 14000 CW 2005-11-26 1116 DL8YR         599 14     LY7ZZ         599 15     1 
