START-OF-LOG: 2.0
ARRL-SECTION: SV  
CALLSIGN: KI6IV
CATEGORY: SINGLE-OP-ASSISTED ALL HIGH CW
CLAIMED-SCORE: 38734
CLUB: Northern California Contest Club
CONTEST: CQ-WW-CW
CREATED-BY: WriteLog V10.55D
NAME: Bob Moore
OPERATORS: KI6IV
SOAPBOX: I was mainly active on Sat for just a few hours and 
SOAPBOX:  Sat evening until it became futile.  15m wqs my bread
SOAPBOX: and butter band.  I mostly followed the Packet Spots.
SOAPBOX: Thanks to all who spotted so well.
QSO:  1840 CW 2005-11-26 0810 KI6IV         599      3 XE2TG         599      6 
QSO:  1835 CW 2005-11-26 0813 KI6IV         599      3 VE7UF         599      3 
QSO:  1828 CW 2005-11-26 0817 KI6IV         599      3 HC8N          599     10 
QSO:  1817 CW 2005-11-26 0822 KI6IV         599      3 PJ2T          599      9 
QSO:  1827 CW 2005-11-26 0830 KI6IV         599      3 VE6TN         599      4 
QSO: 21038 CW 2005-11-26 1828 KI6IV         599      3 PJ2T          599      9 
QSO: 21018 CW 2005-11-26 1830 KI6IV         599      3 ZL3TE         599     32 
QSO: 21004 CW 2005-11-26 1832 KI6IV         599      3 P40W          599      9 
QSO: 21022 CW 2005-11-26 1846 KI6IV         599      3 6W1RW         599     35 
QSO: 21029 CW 2005-11-26 1848 KI6IV         599      3 TI5X          599      7 
QSO: 21044 CW 2005-11-26 1849 KI6IV         599      3 PS2T          599     11 
QSO: 21034 CW 2005-11-26 1851 KI6IV         599      3 ZF1A          599      8 
QSO: 21027 CW 2005-11-26 2106 KI6IV         599      3 BY7A          599     24 
QSO: 21007 CW 2005-11-26 2108 KI6IV         599      3 HC8N          599     10 
QSO: 21027 CW 2005-11-26 2111 KI6IV         599      3 6Y7A          599      8 
QSO: 21010 CW 2005-11-26 2113 KI6IV         599      3 LU2FLN        599     13 
QSO: 21025 CW 2005-11-26 2114 KI6IV         599      3 P40A          599      9 
QSO: 21035 CW 2005-11-26 2115 KI6IV         599      3 ZM1A          599     32 
QSO: 21054 CW 2005-11-26 2116 KI6IV         599      3 AY8A          599     13 
QSO: 21024 CW 2005-11-26 2117 KI6IV         599      3 8P6SH         599      8 
QSO: 21059 CW 2005-11-26 2127 KI6IV         599      3 6Y3R          599      8 
QSO: 21039 CW 2005-11-26 2128 KI6IV         599      3 WP2Z          599      8 
QSO: 21022 CW 2005-11-26 2132 KI6IV         599      3 TI3M          599      7 
QSO: 21038 CW 2005-11-26 2133 KI6IV         599      3 PT5A          599     11 
QSO: 21056 CW 2005-11-26 2135 KI6IV         599      3 8P5A          599      8 
QSO: 21012 CW 2005-11-26 2143 KI6IV         599      3 ZL6QH         599     32 
QSO: 21016 CW 2005-11-26 2145 KI6IV         599      3 CX5AO         599     13 
QSO: 21015 CW 2005-11-26 2146 KI6IV         599      3 LR2F          599     13 
QSO: 21047 CW 2005-11-26 2147 KI6IV         599      3 PY2NA         599     11 
QSO: 21013 CW 2005-11-26 2147 KI6IV         599      3 LU4DX         599     13 
QSO: 21019 CW 2005-11-26 2152 KI6IV         599      3 PY2HL         599     11 
QSO: 21025 CW 2005-11-26 2153 KI6IV         599      3 5J1W          599      9 
QSO: 21025 CW 2005-11-26 2155 KI6IV         599      3 HJ1W          599      9 
QSO: 21039 CW 2005-11-26 2158 KI6IV         599      3 JA3YBK        599     25 
QSO: 21043 CW 2005-11-26 2159 KI6IV         599      3 JR1MQT        599     25 
QSO: 21042 CW 2005-11-26 2204 KI6IV         599      3 OC4O          599     10 
QSO: 21006 CW 2005-11-26 2238 KI6IV         599      3 YW4D          599      9 
QSO: 21020 CW 2005-11-26 2239 KI6IV         599      3 JA5BJC        599     25 
QSO: 21069 CW 2005-11-26 2239 KI6IV         599      3 JH9KVF        599     25 
QSO: 21018 CW 2005-11-26 2249 KI6IV         599      3 JA7DLE        599     25 
QSO: 21023 CW 2005-11-26 2250 KI6IV         599      3 JA5DQH        599     25 
QSO: 21052 CW 2005-11-26 2251 KI6IV         599      3 AH2R          599     27 
QSO: 21025 CW 2005-11-26 2252 KI6IV         599      3 JH7XGN        599     25 
QSO: 21045 CW 2005-11-26 2256 KI6IV         599      3 JA7YAA        599     25 
QSO: 21067 CW 2005-11-26 2257 KI6IV         599      3 JF3BFS        599     25 
QSO: 21033 CW 2005-11-26 2258 KI6IV         599      3 8N1C50A       599     25 
QSO: 21035 CW 2005-11-26 2258 KI6IV         599      3 JJ0JML        599     25 
QSO: 21042 CW 2005-11-26 2259 KI6IV         599      3 JR3NZC        599     25 
QSO: 21024 CW 2005-11-26 2301 KI6IV         599      3 UA0FAI        599     19 
QSO: 21058 CW 2005-11-26 2305 KI6IV         599      3 KH2/JA3PPH    599     27 
QSO: 21053 CW 2005-11-26 2306 KI6IV         599      3 JM1LPN        599     25 
QSO: 21048 CW 2005-11-26 2307 KI6IV         599      3 JA1PCY        599     25 
QSO: 21046 CW 2005-11-26 2308 KI6IV         599      3 JA7NVF        599     25 
QSO: 21058 CW 2005-11-26 2309 KI6IV         599      3 JM1XCW        599     25 
QSO: 21050 CW 2005-11-26 2311 KI6IV         599      3 WH0V          599     27 
QSO: 21043 CW 2005-11-26 2314 KI6IV         599      3 XE1CT         599      6 
QSO: 21041 CW 2005-11-26 2314 KI6IV         599      3 KG6DX         599     27 
QSO: 21023 CW 2005-11-26 2316 KI6IV         599      3 ZL2AZ         599     32 
QSO: 21007 CW 2005-11-26 2319 KI6IV         599      3 DU3NXE        599     27 
QSO: 21067 CW 2005-11-26 2322 KI6IV         599      3 JR2JFZ        599     25 
QSO: 21004 CW 2005-11-26 2339 KI6IV         599      3 T88AA         599     27 
QSO: 21061 CW 2005-11-26 2340 KI6IV         599      3 JF2SKV        599     25 
QSO: 21022 CW 2005-11-26 2343 KI6IV         599      3 NL7Z          599      1 
QSO: 21018 CW 2005-11-26 2347 KI6IV         599      3 PY2SL         599     11 
QSO: 21036 CW 2005-11-26 2358 KI6IV         599      3 JR3EOI        599     25 
QSO: 21039 CW 2005-11-26 2359 KI6IV         599      3 JA2YBK        599     25 
QSO: 21040 CW 2005-11-27 0000 KI6IV         599      3 JA1ZLO        599     25 
QSO: 21045 CW 2005-11-27 0005 KI6IV         599      3 JA5BQH        599     25 
QSO: 21026 CW 2005-11-27 0007 KI6IV         599      3 JA8RWU        599     25 
QSO: 14077 CW 2005-11-27 0014 KI6IV         599      3 HI3/SP9XCN    599      8 
QSO: 14061 CW 2005-11-27 0016 KI6IV         599      3 JO7KMB        599     25 
QSO: 14039 CW 2005-11-27 0018 KI6IV         599      3 JE4VVM        599     25 
QSO: 14037 CW 2005-11-27 0019 KI6IV         599      3 JH3AIU        599     25 
QSO: 14074 CW 2005-11-27 0021 KI6IV         599      3 VR2BG         599     24 
QSO: 14056 CW 2005-11-27 0024 KI6IV         599      3 JA7YAA        599     25 
QSO: 14042 CW 2005-11-27 0042 KI6IV         599      3 JO7KMX        599     25 
QSO: 14056 CW 2005-11-27 0043 KI6IV         599      3 JA3YBK        599     25 
QSO: 14031 CW 2005-11-27 0043 KI6IV         599      3 7M4CDX        599     25 
QSO: 14057 CW 2005-11-27 0044 KI6IV         599      3 JA2ZJW        599     25 
QSO: 14040 CW 2005-11-27 0046 KI6IV         599      3 JS4UYB        599     25 
QSO: 14062 CW 2005-11-27 0049 KI6IV         599      3 JJ1JML        599     25 
QSO: 14033 CW 2005-11-27 0052 KI6IV         599      3 JF1SQC        599     25 
QSO: 14068 CW 2005-11-27 0101 KI6IV         599      3 UA0CA         599     19 
QSO: 14037 CW 2005-11-27 0105 KI6IV         599      3 JS1AIA        599     25 
QSO: 14054 CW 2005-11-27 0106 KI6IV         599      3 JS0EPI        599     25 
QSO:  7024 CW 2005-11-27 0117 KI6IV         599      3 KL7WV         599      1 
