START-OF-LOG:  2.0
CREATED-BY:    CT Version 10.02.008
CALLSIGN:      DK5DQ
NAME:          Nicolas Exner
CLUB:          RRDXA
CLAIMED-SCORE: 520559
CONTEST:       CQ-WW-CW
OPERATORS:     
OPERATORS:     
SOAPBOX:       
SOAPBOX:       
SOAPBOX:       
SOAPBOX:       
CATEGORY:      SINGLE-OP ALL LOW
QSO: 21000 CW 2005-11-26 1017 DK5DQ         599 14     RN6FA         599 16     1 
QSO: 21014 CW 2005-11-26 1233 DK5DQ         599 14     RN4SS         599 16     1 
QSO: 21028 CW 2005-11-26 1237 DK5DQ         599 14     VP5W          599 8      1 
QSO: 21032 CW 2005-11-26 1238 DK5DQ         599 14     F6HKA         599 14     1 
QSO: 21033 CW 2005-11-26 1239 DK5DQ         599 14     PJ7/K7ZUM     599 8      1 
QSO: 21039 CW 2005-11-26 1241 DK5DQ         599 14     PJ4M          599 9      1 
QSO: 21010 CW 2005-11-26 1246 DK5DQ         599 14     V47/AB2RF     599 8      1 
QSO: 21007 CW 2005-11-26 1247 DK5DQ         599 14     J88DR         599 8      1 
QSO: 21042 CW 2005-11-26 1249 DK5DQ         599 14     PJ2T          599 9      1 
QSO: 21044 CW 2005-11-26 1250 DK5DQ         599 14     RW2F          599 15     1 
QSO: 21045 CW 2005-11-26 1251 DK5DQ         599 14     6Y3R          599 8      1 
QSO: 21047 CW 2005-11-26 1253 DK5DQ         599 14     V26K          599 8      1 
QSO: 21058 CW 2005-11-26 1255 DK5DQ         599 14     CX5AO         599 13     1 
QSO: 21060 CW 2005-11-26 1255 DK5DQ         599 14     RZ4CWW        599 16     1 
QSO: 21062 CW 2005-11-26 1256 DK5DQ         599 14     OH6BG         599 15     1 
QSO: 21066 CW 2005-11-26 1257 DK5DQ         599 14     9G5GJ         599 35     1 
QSO: 21080 CW 2005-11-26 1258 DK5DQ         599 14     PY2WC         599 11     1 
QSO: 21080 CW 2005-11-26 1259 DK5DQ         599 14     RW6HX         599 16     1 
QSO: 21084 CW 2005-11-26 1303 DK5DQ         599 14     TI5X          599 7      1 
QSO: 21093 CW 2005-11-26 1308 DK5DQ         599 14     HI3/SP9XCN    599 8      1 
QSO: 21043 CW 2005-11-26 1310 DK5DQ         599 14     8P5A          599 8      1 
QSO: 21040 CW 2005-11-26 1311 DK5DQ         599 14     P40A          599 9      1 
QSO: 21036 CW 2005-11-26 1313 DK5DQ         599 14     DP3D          599 14     1 
QSO: 21035 CW 2005-11-26 1313 DK5DQ         599 14     OT5G          599 14     1 
QSO: 21025 CW 2005-11-26 1321 DK5DQ         599 14     EA8EW         599 33     1 
QSO: 21015 CW 2005-11-26 1322 DK5DQ         599 14     D44TD         599 35     1 
