START-OF-LOG: 2.3
CREATED-BY: TR Log POST Version 6.80
CALLSIGN: K4RO
CONTEST: CQ-WW-CW
ARRL-SECTION: TN
CATEGORY: SINGLE-OP ALL HIGH CW
CLAIMED-SCORE: 1901178
CLUB: Tennessee Contest Group
NAME: Kirk Pickering
OPERATORS: K4RO
SOAPBOX: Thanks to all of the DX stations for getting on.
QSO:  7000 CW 2005-11-26 0840 K4RO          599 04     HB9MM         599 14
QSO:  7000 CW 2005-11-26 0841 K4RO          599 04     WP3C          599 08
QSO:  3500 CW 2005-11-26 1211 K4RO          599 04     JA8RWU        599 25
QSO:  3500 CW 2005-11-26 1217 K4RO          599 04     JE1CKA        599 25
QSO:  3500 CW 2005-11-26 1219 K4RO          599 04     JH1OGC        599 25
QSO:  7000 CW 2005-11-26 1223 K4RO          599 04     HK0FD         599 07
QSO:  7000 CW 2005-11-26 1226 K4RO          599 04     VE7UF         599 03
QSO:  7000 CW 2005-11-26 1230 K4RO          599 04     EY8MM         599 17
QSO:  7000 CW 2005-11-26 1233 K4RO          599 04     OH5Z          599 15
QSO:  7000 CW 2005-11-26 1234 K4RO          599 04     CO7EH         599 08
QSO:  7000 CW 2005-11-26 1235 K4RO          599 04     OH4A          599 15
QSO:  7000 CW 2005-11-26 1238 K4RO          599 04     RX4HZ         599 16
QSO:  7000 CW 2005-11-26 1238 K4RO          599 04     CO2JD         599 08
QSO:  7000 CW 2005-11-26 1240 K4RO          599 04     RU1A          599 16
QSO:  7000 CW 2005-11-26 1241 K4RO          599 04     LY8O          599 15
QSO:  7000 CW 2005-11-26 1242 K4RO          599 04     TG9ADM        599 07
QSO: 14000 CW 2005-11-26 1247 K4RO          599 04     SN5N          599 15
QSO: 14000 CW 2005-11-26 1247 K4RO          599 04     HA3MQ         599 15
QSO: 14000 CW 2005-11-26 1250 K4RO          599 04     C6AQQ         599 08
QSO: 14000 CW 2005-11-26 1250 K4RO          599 04     P40W          599 09
QSO: 14000 CW 2005-11-26 1251 K4RO          599 04     DP4T          599 14
QSO: 14000 CW 2005-11-26 1252 K4RO          599 04     S50R          599 15
QSO: 14000 CW 2005-11-26 1253 K4RO          599 04     HA7A          599 15
QSO: 14000 CW 2005-11-26 1254 K4RO          599 04     VO1AU         599 05
QSO: 14000 CW 2005-11-26 1255 K4RO          599 04     YR7M          599 20
QSO: 14000 CW 2005-11-26 1256 K4RO          599 04     YZ9A          599 15
QSO: 14000 CW 2005-11-26 1256 K4RO          599 04     YZ1AU         599 15
QSO: 14000 CW 2005-11-26 1256 K4RO          599 04     YP3A          599 20
QSO: 14000 CW 2005-11-26 1257 K4RO          599 04     UT7I          599 16
QSO: 14000 CW 2005-11-26 1259 K4RO          599 04     GM3WUX        599 14
QSO: 14000 CW 2005-11-26 1259 K4RO          599 04     SQ6Z          599 15
QSO: 14000 CW 2005-11-26 1300 K4RO          599 04     S52ZW         599 15
QSO: 14000 CW 2005-11-26 1300 K4RO          599 04     DL4YR         599 14
QSO: 14000 CW 2005-11-26 1301 K4RO          599 04     IH9P          599 33
QSO: 14000 CW 2005-11-26 1301 K4RO          599 04     EI7M          599 14
QSO: 14000 CW 2005-11-26 1303 K4RO          599 04     M8C           599 14
QSO: 14000 CW 2005-11-26 1304 K4RO          599 04     OM7AG         599 15
QSO: 14000 CW 2005-11-26 1305 K4RO          599 04     EA3NM         599 14
QSO: 14000 CW 2005-11-26 1306 K4RO          599 04     P43JB         599 09
QSO: 14000 CW 2005-11-26 1306 K4RO          599 04     EA2AZ         599 14
QSO: 14000 CW 2005-11-26 1307 K4RO          599 04     DL4FN         599 14
QSO: 14000 CW 2005-11-26 1307 K4RO          599 04     SP9UMJ        599 15
QSO: 14000 CW 2005-11-26 1307 K4RO          599 04     OK2QX         599 15
QSO: 14000 CW 2005-11-26 1308 K4RO          599 04     YT7TY         599 15
QSO: 14000 CW 2005-11-26 1308 K4RO          599 04     ZD8R          599 36
QSO: 14000 CW 2005-11-26 1308 K4RO          599 04     SQ1EUG        599 15
QSO: 14000 CW 2005-11-26 1309 K4RO          599 04     HB9DAX        599 14
QSO: 14000 CW 2005-11-26 1311 K4RO          599 04     DL0KF         599 14
QSO: 14000 CW 2005-11-26 1312 K4RO          599 04     G5W           599 14
QSO: 14000 CW 2005-11-26 1313 K4RO          599 04     MW5A          599 14
QSO: 14000 CW 2005-11-26 1313 K4RO          599 04     SM7YEA        599 14
QSO: 14000 CW 2005-11-26 1314 K4RO          599 04     S59ABC        599 15
QSO: 14000 CW 2005-11-26 1314 K4RO          599 04     H2G           599 20
QSO: 14000 CW 2005-11-26 1315 K4RO          599 04     OT5P          599 14
QSO: 14000 CW 2005-11-26 1316 K4RO          599 04     OL1C          599 15
QSO: 14000 CW 2005-11-26 1317 K4RO          599 04     ZF1A          599 08
QSO: 14000 CW 2005-11-26 1318 K4RO          599 04     IK0YUT        599 15
QSO: 14000 CW 2005-11-26 1319 K4RO          599 04     OK2DU         599 15
QSO: 14000 CW 2005-11-26 1319 K4RO          599 04     DL0DYW        599 14
QSO: 14000 CW 2005-11-26 1321 K4RO          599 04     OK2ZC         599 15
QSO: 14000 CW 2005-11-26 1321 K4RO          599 04     DK5WL         599 14
QSO: 14000 CW 2005-11-26 1322 K4RO          599 04     OK1MWN        599 15
QSO: 14000 CW 2005-11-26 1324 K4RO          599 04     J43F          599 20
QSO: 14000 CW 2005-11-26 1325 K4RO          599 04     UT2FA         599 16
QSO: 14000 CW 2005-11-26 1327 K4RO          599 04     SA25RO        599 14
QSO: 14000 CW 2005-11-26 1327 K4RO          599 04     S56A          599 15
QSO: 14000 CW 2005-11-26 1328 K4RO          599 04     G0DAY         599 14
QSO: 14000 CW 2005-11-26 1329 K4RO          599 04     YT9A          599 15
QSO: 14000 CW 2005-11-26 1331 K4RO          599 04     9A5K          599 15
QSO: 14000 CW 2005-11-26 1331 K4RO          599 04     TM2Y          599 14
QSO: 14000 CW 2005-11-26 1332 K4RO          599 04     CT9A          599 33
QSO: 14000 CW 2005-11-26 1333 K4RO          599 04     IU2R          599 15
QSO: 14000 CW 2005-11-26 1333 K4RO          599 04     YO6BHN        599 20
QSO: 14000 CW 2005-11-26 1334 K4RO          599 04     OM5M          599 15
QSO: 14000 CW 2005-11-26 1334 K4RO          599 04     CT8T          599 14
QSO: 14000 CW 2005-11-26 1334 K4RO          599 04     OE2G          599 15
QSO: 14000 CW 2005-11-26 1334 K4RO          599 04     VY2TT         599 05
QSO: 14000 CW 2005-11-26 1336 K4RO          599 04     M/SP3CW       599 14
QSO: 14000 CW 2005-11-26 1337 K4RO          599 04     OL6BA         599 15
QSO: 14000 CW 2005-11-26 1337 K4RO          599 04     OK1EP         599 15
QSO: 14000 CW 2005-11-26 1338 K4RO          599 04     OK7XC         599 15
QSO: 14000 CW 2005-11-26 1340 K4RO          599 04     RK3ZZ         599 16
QSO: 14000 CW 2005-11-26 1341 K4RO          599 04     SP4R          599 15
QSO: 14000 CW 2005-11-26 1343 K4RO          599 04     T91ALM        599 15
QSO: 14000 CW 2005-11-26 1344 K4RO          599 04     UP5G          599 17
QSO: 14000 CW 2005-11-26 1348 K4RO          599 04     UU2JG         599 16
QSO: 14000 CW 2005-11-26 1348 K4RO          599 04     YO7BGA        599 20
QSO: 21000 CW 2005-11-26 1350 K4RO          599 04     ZD8A          599 36
QSO: 28000 CW 2005-11-26 1352 K4RO          599 04     J88DR         599 08
QSO: 14000 CW 2005-11-26 1353 K4RO          599 04     DF8AN         599 14
QSO: 14000 CW 2005-11-26 1354 K4RO          599 04     G6M           599 14
QSO: 14000 CW 2005-11-26 1354 K4RO          599 04     SN8F          599 15
QSO: 14000 CW 2005-11-26 1355 K4RO          599 04     IZ5EKV        599 15
QSO: 14000 CW 2005-11-26 1356 K4RO          599 04     DL1LH         599 14
QSO: 14000 CW 2005-11-26 1357 K4RO          599 04     DK5QN         599 14
QSO: 14000 CW 2005-11-26 1359 K4RO          599 04     M3C           599 14
QSO: 14000 CW 2005-11-26 1400 K4RO          599 04     YT6A          599 15
QSO: 14000 CW 2005-11-26 1401 K4RO          599 04     S51WO         599 15
QSO: 14000 CW 2005-11-26 1402 K4RO          599 04     YU7LS         599 15
QSO: 14000 CW 2005-11-26 1402 K4RO          599 04     OK1KW         599 15
QSO: 14000 CW 2005-11-26 1403 K4RO          599 04     F8PDR         599 14
QSO: 14000 CW 2005-11-26 1404 K4RO          599 04     UU7J          599 16
QSO: 14000 CW 2005-11-26 1405 K4RO          599 04     OO4CAS        599 14
QSO: 14000 CW 2005-11-26 1405 K4RO          599 04     OK1FDR        599 15
QSO: 14000 CW 2005-11-26 1406 K4RO          599 04     DL1BJ         599 14
QSO: 14000 CW 2005-11-26 1407 K4RO          599 04     OK1DOL        599 15
QSO: 14000 CW 2005-11-26 1407 K4RO          599 04     DL7BY         599 14
QSO: 14000 CW 2005-11-26 1407 K4RO          599 04     SM6D          599 14
QSO: 14000 CW 2005-11-26 1408 K4RO          599 04     OK1GS         599 15
QSO: 14000 CW 2005-11-26 1408 K4RO          599 04     SQ9DXN        599 15
QSO: 28000 CW 2005-11-26 1411 K4RO          599 04     PJ2T          599 09
QSO: 14000 CW 2005-11-26 1412 K4RO          599 04     OM7DX         599 15
QSO: 14000 CW 2005-11-26 1413 K4RO          599 04     LY2BO         599 15
QSO: 14000 CW 2005-11-26 1413 K4RO          599 04     EW1KT         599 16
QSO: 14000 CW 2005-11-26 1414 K4RO          599 04     DJ3XD         599 14
QSO: 14000 CW 2005-11-26 1415 K4RO          599 04     DL5MBY        599 14
QSO: 14000 CW 2005-11-26 1415 K4RO          599 04     VE2FK         599 05
QSO: 21000 CW 2005-11-26 1418 K4RO          599 04     HI3/SP9XCN    599 08
QSO: 28000 CW 2005-11-26 1419 K4RO          599 04     KP3Z          599 08
QSO: 28000 CW 2005-11-26 1420 K4RO          599 04     9Y4AA         599 09
QSO: 14000 CW 2005-11-26 1422 K4RO          599 04     PA2W          599 14
QSO: 14000 CW 2005-11-26 1422 K4RO          599 04     C6AWS         599 08
QSO: 14000 CW 2005-11-26 1423 K4RO          599 04     S50W          599 15
QSO: 14000 CW 2005-11-26 1424 K4RO          599 04     GD6IA         599 14
QSO: 14000 CW 2005-11-26 1425 K4RO          599 04     DL8UFO        599 14
QSO: 14000 CW 2005-11-26 1426 K4RO          599 04     RX4HZ         599 16
QSO: 28000 CW 2005-11-26 1427 K4RO          599 04     P40W          599 09
QSO: 14000 CW 2005-11-26 1427 K4RO          599 04     OH2BAH        599 15
QSO: 28000 CW 2005-11-26 1427 K4RO          599 04     HC8N          599 10
QSO: 28000 CW 2005-11-26 1429 K4RO          599 04     J79CW         599 08
QSO: 14000 CW 2005-11-26 1430 K4RO          599 04     VE3XD         599 04
QSO: 28000 CW 2005-11-26 1430 K4RO          599 04     W3LPL         599 05
QSO: 28000 CW 2005-11-26 1431 K4RO          599 04     P40A          599 09
QSO: 14000 CW 2005-11-26 1432 K4RO          599 04     YO7ARY        599 20
QSO: 28000 CW 2005-11-26 1432 K4RO          599 04     P40L          599 09
QSO: 28000 CW 2005-11-26 1433 K4RO          599 04     WP2Z          599 08
QSO: 28000 CW 2005-11-26 1434 K4RO          599 04     WP3C          599 08
QSO: 14000 CW 2005-11-26 1435 K4RO          599 04     AE1T          599 05
QSO: 14000 CW 2005-11-26 1436 K4RO          599 04     DL3DTH        599 14
QSO: 14000 CW 2005-11-26 1436 K4RO          599 04     G3RAU         599 14
QSO: 14000 CW 2005-11-26 1437 K4RO          599 04     OL2U          599 15
QSO: 14000 CW 2005-11-26 1438 K4RO          599 04     PA3CDN        599 14
QSO: 21000 CW 2005-11-26 1439 K4RO          599 04     VP2E          599 08
QSO: 14000 CW 2005-11-26 1439 K4RO          599 04     VE2AWR        599 05
QSO: 21000 CW 2005-11-26 1440 K4RO          599 04     PY8MGB        599 11
QSO: 14000 CW 2005-11-26 1441 K4RO          599 04     RL3A          599 16
QSO: 14000 CW 2005-11-26 1441 K4RO          599 04     GM4SID        599 14
QSO: 14000 CW 2005-11-26 1442 K4RO          599 04     K0RI          599 04
QSO: 14000 CW 2005-11-26 1442 K4RO          599 04     W0ETT         599 04
QSO: 14000 CW 2005-11-26 1444 K4RO          599 04     UR7QM         599 16
QSO: 14000 CW 2005-11-26 1445 K4RO          599 04     VE3DZ         599 04
QSO: 14000 CW 2005-11-26 1445 K4RO          599 04     LA3S          599 14
QSO: 14000 CW 2005-11-26 1446 K4RO          599 04     OK1MLP        599 15
QSO: 14000 CW 2005-11-26 1447 K4RO          599 04     YO5AIR        599 20
QSO: 14000 CW 2005-11-26 1447 K4RO          599 04     LY6A          599 15
QSO: 14000 CW 2005-11-26 1448 K4RO          599 04     YU7KM         599 15
QSO: 14000 CW 2005-11-26 1451 K4RO          599 04     S52P          599 15
QSO: 14000 CW 2005-11-26 1452 K4RO          599 04     YO2MAX        599 20
QSO: 14000 CW 2005-11-26 1452 K4RO          599 04     SP2AVE        599 15
QSO: 14000 CW 2005-11-26 1453 K4RO          599 04     SQ9HZM        599 15
QSO: 14000 CW 2005-11-26 1455 K4RO          599 04     UA3NR         599 16
QSO: 14000 CW 2005-11-26 1455 K4RO          599 04     DL6UNF        599 14
QSO: 14000 CW 2005-11-26 1457 K4RO          599 04     RU3GN         599 16
QSO: 14000 CW 2005-11-26 1458 K4RO          599 04     SP5DDJ        599 15
QSO: 14000 CW 2005-11-26 1459 K4RO          599 04     F8EEQ         599 14
QSO: 14000 CW 2005-11-26 1500 K4RO          599 04     RN3QP         599 16
QSO: 14000 CW 2005-11-26 1500 K4RO          599 04     DL4AAE        599 14
QSO: 14000 CW 2005-11-26 1500 K4RO          599 04     UT7WR         599 16
QSO: 14000 CW 2005-11-26 1501 K4RO          599 04     OZ0XX         599 14
QSO: 14000 CW 2005-11-26 1502 K4RO          599 04     SM7CQY        599 14
QSO: 14000 CW 2005-11-26 1503 K4RO          599 04     F3TH          599 14
QSO: 14000 CW 2005-11-26 1504 K4RO          599 04     SP8BAB        599 15
QSO: 14000 CW 2005-11-26 1504 K4RO          599 04     DL1TBK        599 14
QSO: 14000 CW 2005-11-26 1506 K4RO          599 04     OK2QA         599 15
QSO: 14000 CW 2005-11-26 1508 K4RO          599 04     SQ9ZM         599 15
QSO: 21000 CW 2005-11-26 1509 K4RO          599 04     VP5W          599 08
QSO: 14000 CW 2005-11-26 1510 K4RO          599 04     DL8UVG        599 14
QSO: 14000 CW 2005-11-26 1512 K4RO          599 04     UA3MM         599 16
QSO: 14000 CW 2005-11-26 1513 K4RO          599 04     G4KFT         599 14
QSO: 14000 CW 2005-11-26 1513 K4RO          599 04     OK1TC         599 15
QSO: 14000 CW 2005-11-26 1513 K4RO          599 04     SP2BBD        599 15
QSO: 14000 CW 2005-11-26 1514 K4RO          599 04     DL5MC         599 14
QSO: 14000 CW 2005-11-26 1515 K4RO          599 04     DM5JBN        599 14
QSO: 14000 CW 2005-11-26 1515 K4RO          599 04     YU7LS         599 15
QSO: 14000 CW 2005-11-26 1516 K4RO          599 04     VE3NWA        599 04
QSO: 21000 CW 2005-11-26 1517 K4RO          599 04     6W1RW         599 35
QSO: 14000 CW 2005-11-26 1520 K4RO          599 04     G3LHJ         599 14
QSO: 14000 CW 2005-11-26 1521 K4RO          599 04     LY2TE         599 15
QSO: 14000 CW 2005-11-26 1521 K4RO          599 04     KG4YLZ        599 05
QSO: 14000 CW 2005-11-26 1521 K4RO          599 04     DJ2MX         599 14
QSO: 14000 CW 2005-11-26 1522 K4RO          599 04     DJ6OL         599 14
QSO: 14000 CW 2005-11-26 1523 K4RO          599 04     EW8CY         599 16
QSO: 14000 CW 2005-11-26 1524 K4RO          599 04     IS0LDT        599 15
QSO: 14000 CW 2005-11-26 1526 K4RO          599 04     DK7EO         599 14
QSO: 14000 CW 2005-11-26 1526 K4RO          599 04     OK1AJR        599 15
QSO: 14000 CW 2005-11-26 1527 K4RO          599 04     OL6W          599 15
QSO: 14000 CW 2005-11-26 1527 K4RO          599 04     KB2MN         599 05
QSO: 14000 CW 2005-11-26 1528 K4RO          599 04     TM6Q          599 14
QSO: 14000 CW 2005-11-26 1528 K4RO          599 04     ON7YX         599 14
QSO: 21000 CW 2005-11-26 1530 K4RO          599 04     KP3Z          599 08
QSO: 14000 CW 2005-11-26 1531 K4RO          599 04     OK2ABU        599 15
QSO: 14000 CW 2005-11-26 1532 K4RO          599 04     OK1KZ         599 15
QSO: 14000 CW 2005-11-26 1532 K4RO          599 04     HG8N          599 15
QSO: 14000 CW 2005-11-26 1533 K4RO          599 04     OL6P          599 15
QSO: 14000 CW 2005-11-26 1533 K4RO          599 04     G3XLW         599 14
QSO: 14000 CW 2005-11-26 1533 K4RO          599 04     HA6KZS        599 15
QSO: 14000 CW 2005-11-26 1536 K4RO          599 04     SP3DOF        599 15
QSO: 14000 CW 2005-11-26 1537 K4RO          599 04     OK1ES         599 15
QSO: 14000 CW 2005-11-26 1537 K4RO          599 04     DL9LM         599 14
QSO: 14000 CW 2005-11-26 1538 K4RO          599 04     DL9CW         599 14
QSO: 14000 CW 2005-11-26 1538 K4RO          599 04     DL5DXS        599 14
QSO: 14000 CW 2005-11-26 1539 K4RO          599 04     G0RTN         599 14
QSO: 21000 CW 2005-11-26 1540 K4RO          599 04     EA4DRV        599 14
QSO: 21000 CW 2005-11-26 1545 K4RO          599 04     D44TD         599 35
QSO: 21000 CW 2005-11-26 1545 K4RO          599 04     N4WW          599 05
QSO: 21000 CW 2005-11-26 1546 K4RO          599 04     KP2TM         599 08
QSO: 21000 CW 2005-11-26 1547 K4RO          599 04     EA5FID        599 14
QSO: 21000 CW 2005-11-26 1548 K4RO          599 04     TZ5A          599 35
QSO: 21000 CW 2005-11-26 1551 K4RO          599 04     6Y7A          599 08
QSO: 21000 CW 2005-11-26 1552 K4RO          599 04     IR4X          599 15
QSO: 21000 CW 2005-11-26 1552 K4RO          599 04     P40L          599 09
QSO: 21000 CW 2005-11-26 1554 K4RO          599 04     IR4M          599 15
QSO: 21000 CW 2005-11-26 1555 K4RO          599 04     F6KNB         599 14
QSO: 21000 CW 2005-11-26 1555 K4RO          599 04     DJ5MW         599 14
QSO: 21000 CW 2005-11-26 1556 K4RO          599 04     EA7RM         599 14
QSO: 21000 CW 2005-11-26 1556 K4RO          599 04     PJ5NA         599 08
QSO: 21000 CW 2005-11-26 1600 K4RO          599 04     EA6IB         599 14
QSO: 21000 CW 2005-11-26 1601 K4RO          599 04     5J1W          599 09
QSO: 21000 CW 2005-11-26 1602 K4RO          599 04     OE4A          599 15
QSO: 21000 CW 2005-11-26 1602 K4RO          599 04     TI5X          599 07
QSO: 21000 CW 2005-11-26 1603 K4RO          599 04     PJ4M          599 09
QSO: 21000 CW 2005-11-26 1604 K4RO          599 04     P40A          599 09
QSO: 21000 CW 2005-11-26 1605 K4RO          599 04     F6HKA         599 14
QSO: 21000 CW 2005-11-26 1606 K4RO          599 04     6Y3R          599 08
QSO: 21000 CW 2005-11-26 1606 K4RO          599 04     CT6A          599 14
QSO: 21000 CW 2005-11-26 1607 K4RO          599 04     CT9A          599 33
QSO: 21000 CW 2005-11-26 1608 K4RO          599 04     WP2Z          599 08
QSO: 21000 CW 2005-11-26 1608 K4RO          599 04     WP3C          599 08
QSO: 21000 CW 2005-11-26 1609 K4RO          599 04     J79CW         599 08
QSO: 21000 CW 2005-11-26 1610 K4RO          599 04     PZ5C          599 09
QSO: 21000 CW 2005-11-26 1613 K4RO          599 04     OC4O          599 10
QSO: 21000 CW 2005-11-26 1615 K4RO          599 04     YV1/W5ALT     599 09
QSO: 21000 CW 2005-11-26 1616 K4RO          599 04     FM5JC         599 08
QSO: 21000 CW 2005-11-26 1616 K4RO          599 04     CT3EN         599 33
QSO: 21000 CW 2005-11-26 1617 K4RO          599 04     EA2AYD        599 14
QSO: 21000 CW 2005-11-26 1618 K4RO          599 04     9G5GJ         599 35
QSO: 21000 CW 2005-11-26 1622 K4RO          599 04     V47/AB2RF     599 08
QSO: 28000 CW 2005-11-26 1624 K4RO          599 04     HP1AC         599 07
QSO: 28000 CW 2005-11-26 1629 K4RO          599 04     ZD8A          599 36
QSO: 28000 CW 2005-11-26 1630 K4RO          599 04     HC2SL         599 10
QSO: 28000 CW 2005-11-26 1632 K4RO          599 04     LU6EB         599 13
QSO: 28000 CW 2005-11-26 1633 K4RO          599 04     L73E          599 13
QSO: 28000 CW 2005-11-26 1635 K4RO          599 04     LW2DX         599 13
QSO: 14000 CW 2005-11-26 1642 K4RO          599 04     ON4VP         599 14
QSO: 14000 CW 2005-11-26 1643 K4RO          599 04     G0KDZ         599 14
QSO: 14000 CW 2005-11-26 1646 K4RO          599 04     DJ2T          599 14
QSO: 14000 CW 2005-11-26 1651 K4RO          599 04     II1H          599 15
QSO: 14000 CW 2005-11-26 1651 K4RO          599 04     OK5W          599 15
QSO: 14000 CW 2005-11-26 1651 K4RO          599 04     F6HKA         599 14
QSO: 14000 CW 2005-11-26 1652 K4RO          599 04     G3TXF         599 14
QSO: 14000 CW 2005-11-26 1653 K4RO          599 04     C6AUR         599 08
QSO: 14000 CW 2005-11-26 1658 K4RO          599 04     EA8ZS         599 33
QSO: 14000 CW 2005-11-26 1700 K4RO          599 04     CN2WW         599 33
QSO: 14000 CW 2005-11-26 1700 K4RO          599 04     VE3JM         599 04
QSO: 14000 CW 2005-11-26 1701 K4RO          599 04     F6KHM         599 14
QSO: 14000 CW 2005-11-26 1703 K4RO          599 04     TZ5A          599 35
QSO: 14000 CW 2005-11-26 1704 K4RO          599 04     TF3CW         599 40
QSO: 14000 CW 2005-11-26 1705 K4RO          599 04     IR4M          599 15
QSO: 14000 CW 2005-11-26 1706 K4RO          599 04     TM6X          599 14
QSO: 14000 CW 2005-11-26 1707 K4RO          599 04     W7WA          599 03
QSO: 14000 CW 2005-11-26 1708 K4RO          599 04     OT5L          599 14
QSO: 14000 CW 2005-11-26 1708 K4RO          599 04     VE6JY         599 04
QSO: 14000 CW 2005-11-26 1709 K4RO          599 04     G0WKW         599 14
QSO: 14000 CW 2005-11-26 1711 K4RO          599 04     DQ0Q          599 14
QSO: 14000 CW 2005-11-26 1712 K4RO          599 04     DL5JS         599 14
QSO: 14000 CW 2005-11-26 1714 K4RO          599 04     HG1R          599 15
QSO: 14000 CW 2005-11-26 1714 K4RO          599 04     F2JD          599 14
QSO: 14000 CW 2005-11-26 1715 K4RO          599 04     DL1YD         599 14
QSO: 14000 CW 2005-11-26 1716 K4RO          599 04     CM6CAC        599 08
QSO: 14000 CW 2005-11-26 1719 K4RO          599 04     3V5A          599 33
QSO: 14000 CW 2005-11-26 1720 K4RO          599 04     TI5A          599 07
QSO: 14000 CW 2005-11-26 1720 K4RO          599 04     OH6KN         599 15
QSO: 14000 CW 2005-11-26 1721 K4RO          599 04     P40L          599 09
QSO: 14000 CW 2005-11-26 1722 K4RO          599 04     EA5FV         599 14
QSO: 14000 CW 2005-11-26 1722 K4RO          599 04     DR5Z          599 14
QSO: 14000 CW 2005-11-26 1723 K4RO          599 04     VE1JF         599 05
QSO: 14000 CW 2005-11-26 1723 K4RO          599 04     DL3YM         599 14
QSO: 14000 CW 2005-11-26 1750 K4RO          599 04     CT3EN         599 33
QSO: 14000 CW 2005-11-26 1751 K4RO          599 04     DQ4W          599 14
QSO: 14000 CW 2005-11-26 1751 K4RO          599 04     LZ9W          599 20
QSO: 14000 CW 2005-11-26 1752 K4RO          599 04     RW1ZA         599 16
QSO: 14000 CW 2005-11-26 1752 K4RO          599 04     LZ2PL         599 20
QSO: 14000 CW 2005-11-26 1753 K4RO          599 04     VE7GL         599 03
QSO: 14000 CW 2005-11-26 1754 K4RO          599 04     EA7RM         599 14
QSO: 14000 CW 2005-11-26 1755 K4RO          599 04     EA2LU         599 14
QSO: 14000 CW 2005-11-26 1756 K4RO          599 04     VE6AO         599 04
QSO: 14000 CW 2005-11-26 1757 K4RO          599 04     VQ9JC         599 39
QSO: 14000 CW 2005-11-26 1757 K4RO          599 04     CU2A          599 14
QSO: 14000 CW 2005-11-26 1758 K4RO          599 04     EA2AYD        599 14
QSO: 14000 CW 2005-11-26 1800 K4RO          599 04     TM5VT         599 14
QSO: 14000 CW 2005-11-26 1801 K4RO          599 04     S57AL         599 15
QSO: 28000 CW 2005-11-26 1805 K4RO          599 04     8P5A          599 08
QSO: 28000 CW 2005-11-26 1807 K4RO          599 04     LT2H          599 13
QSO: 28000 CW 2005-11-26 1809 K4RO          599 04     LR2F          599 13
QSO: 28000 CW 2005-11-26 1810 K4RO          599 04     TI3M          599 07
QSO: 28000 CW 2005-11-26 1811 K4RO          599 04     V26K          599 08
QSO: 28000 CW 2005-11-26 1812 K4RO          599 04     LU1HF         599 13
QSO: 28000 CW 2005-11-26 1815 K4RO          599 04     NP3CW         599 08
QSO: 28000 CW 2005-11-26 1815 K4RO          599 04     VE3EJ         599 04
QSO: 28000 CW 2005-11-26 1816 K4RO          599 04     LT7W          599 13
QSO: 21000 CW 2005-11-26 1817 K4RO          599 04     HK3AXY        599 09
QSO: 21000 CW 2005-11-26 1819 K4RO          599 04     PR2J          599 11
QSO: 21000 CW 2005-11-26 1819 K4RO          599 04     PY2IQ         599 11
QSO: 21000 CW 2005-11-26 1820 K4RO          599 04     AY8A          599 13
QSO: 21000 CW 2005-11-26 1822 K4RO          599 04     ZS1EL         599 38
QSO: 21000 CW 2005-11-26 1824 K4RO          599 04     LU1EWL        599 13
QSO: 21000 CW 2005-11-26 1859 K4RO          599 04     XE3WAO        599 06
QSO: 21000 CW 2005-11-26 1901 K4RO          599 04     FP/K8DD       599 05
QSO: 21000 CW 2005-11-26 1902 K4RO          599 04     PS2T          599 11
QSO: 21000 CW 2005-11-26 1904 K4RO          599 04     PJ2T          599 09
QSO: 21000 CW 2005-11-26 1906 K4RO          599 04     CX5AO         599 13
QSO: 21000 CW 2005-11-26 1908 K4RO          599 04     V31TM         599 07
QSO: 21000 CW 2005-11-26 1922 K4RO          599 04     TI3M          599 07
QSO: 21000 CW 2005-11-26 1924 K4RO          599 04     LU2FLN        599 13
QSO: 21000 CW 2005-11-26 1924 K4RO          599 04     HC8N          599 10
QSO: 14000 CW 2005-11-26 1928 K4RO          599 04     S55A          599 15
QSO: 14000 CW 2005-11-26 1929 K4RO          599 04     ZL6QH         599 32
QSO: 14000 CW 2005-11-26 1930 K4RO          599 04     RA9KM         599 17
QSO: 14000 CW 2005-11-26 1932 K4RO          599 04     4N7N          599 15
QSO: 14000 CW 2005-11-26 1936 K4RO          599 04     VP9I          599 05
QSO: 14000 CW 2005-11-26 1937 K4RO          599 04     LX7I          599 14
QSO: 14000 CW 2005-11-26 1939 K4RO          599 04     CO8LY         599 08
QSO: 14000 CW 2005-11-26 1943 K4RO          599 04     HA9RT         599 15
QSO: 14000 CW 2005-11-26 1944 K4RO          599 04     9A7A          599 15
QSO: 14000 CW 2005-11-26 1945 K4RO          599 04     VE6TN         599 04
QSO: 14000 CW 2005-11-26 1947 K4RO          599 04     OH9NB         599 15
QSO: 14000 CW 2005-11-26 1948 K4RO          599 04     RW0BG         599 18
QSO: 14000 CW 2005-11-26 1949 K4RO          599 04     RX9KA         599 17
QSO: 14000 CW 2005-11-26 1950 K4RO          599 04     EA1MR         599 14
QSO: 14000 CW 2005-11-26 1953 K4RO          599 04     DK0MN         599 14
QSO: 14000 CW 2005-11-26 1955 K4RO          599 04     ON4CN         599 14
QSO: 14000 CW 2005-11-26 1957 K4RO          599 04     DK3GI         599 14
QSO: 14000 CW 2005-11-26 1959 K4RO          599 04     FK8GX         599 32
QSO: 14000 CW 2005-11-26 2000 K4RO          599 04     VE2CP         599 05
QSO: 14000 CW 2005-11-26 2003 K4RO          599 04     VK7GN         599 30
