START-OF-LOG:  V2.0
CREATED-BY:    SD V9.92 and SDCHECK V9.92
CALLSIGN:      EI2JD
NAME:          THOS Caffrey
CLAIMED-SCORE: 95669
CONTEST:       CQ-WW-CW
CATEGORY:      SINGLE-OP ALL HIGH
OPERATORS:     EI2JD
CREATED-BY:
CREATED-BY:                    160m  80m  40m  20m  15m  10m  Total
CREATED-BY:
CREATED-BY:        Valid QSOs:    0   86   85  103   16    0   290
CREATED-BY:       Total Mults:    0   50   62   40   21    0   173
CREATED-BY:      Total Points:    0  137  135  255   26    0   553
CREATED-BY:
CREATED-BY:        Zone Mults:    0    9   14   12    7    0    42
CREATED-BY:
CREATED-BY:     Country Mults:    0   41   48   28   14    0   131
CREATED-BY:
CREATED-BY:    I declare that this station was operated strictly in
CREATED-BY:    accordance with the rules and spirit of the contest,
CREATED-BY:    and within the conditions of my licence.  My report
CREATED-BY:    is correct and true to the best of my knowledge.
CREATED-BY:    I agree that the decision of the contest organisers
CREATED-BY:    shall be final in all cases of dispute.  I agree to
CREATED-BY:    the data from this entry being stored, analysed and
CREATED-BY:    cross-checked by computer.
CREATED-BY:
CREATED-BY:
QSO:  7000 CW 2005-11-26 0014 EI2JD         599 14     OM5M          599 15
QSO:  7000 CW 2005-11-26 0024 EI2JD         599 14     HA8DU         599 15
QSO:  7000 CW 2005-11-26 0029 EI2JD         599 14     EA8EW         599 33
QSO:  7000 CW 2005-11-26 0031 EI2JD         599 14     EI6DX         599 14
QSO:  7000 CW 2005-11-26 0044 EI2JD         599 14     4X0G          599 20
QSO:  7000 CW 2005-11-26 0047 EI2JD         599 14     YR7M          599 20
QSO:  7000 CW 2005-11-26 0048 EI2JD         599 14     YT6A          599 15
QSO:  7000 CW 2005-11-26 0049 EI2JD         599 14     OE3I          599 15
QSO:  7000 CW 2005-11-26 0102 EI2JD         599 14     UU7J          599 16
QSO:  7000 CW 2005-11-26 0108 EI2JD         599 14     IR4X          599 15
QSO:  7000 CW 2005-11-26 0115 EI2JD         599 14     EC7ABV        599 14
QSO:  7000 CW 2005-11-26 0118 EI2JD         599 14     EA5FV         599 14
QSO:  7000 CW 2005-11-26 0128 EI2JD         599 14     TA3DD         599 20
QSO:  7000 CW 2005-11-26 0131 EI2JD         599 14     HA80IARU      599 15
QSO:  7000 CW 2005-11-26 0155 EI2JD         599 14     Z37M          599 15
QSO:  7000 CW 2005-11-26 0214 EI2JD         599 14     9A1P          599 15
QSO:  7000 CW 2005-11-26 0216 EI2JD         599 14     US2IR         599 16
QSO:  7000 CW 2005-11-26 0224 EI2JD         599 14     YU7KW         599 15
QSO:  7000 CW 2005-11-26 0226 EI2JD         599 14     9A8M          599 15
QSO:  7000 CW 2005-11-26 0230 EI2JD         599 14     S50A          599 15
QSO:  7000 CW 2005-11-26 0242 EI2JD         599 14     IR2C          599 15
QSO:  7000 CW 2005-11-26 0244 EI2JD         599 14     CT3EN         599 33
QSO:  7000 CW 2005-11-26 0246 EI2JD         599 14     ER4DX         599 16
QSO:  7000 CW 2005-11-26 0250 EI2JD         599 14     5B/AJ2O       599 20
QSO:  7000 CW 2005-11-26 0252 EI2JD         599 14     4N7N          599 15
QSO:  7000 CW 2005-11-26 0300 EI2JD         599 14     IY4W          599 15
QSO:  7000 CW 2005-11-26 0307 EI2JD         599 14     3V5A          599 33
QSO:  7000 CW 2005-11-26 0309 EI2JD         599 14     IR2A          599 15
QSO:  7000 CW 2005-11-26 0310 EI2JD         599 14     9A7A          599 15
