START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.27.1
CONTEST: CQ-WPX-SSB
CALLSIGN: M0RNR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 35453
OPERATORS:
NAME: Brian Pickup
SOAPBOX: A token entry this year as our new baby put pay to any length of time
SOAPBOX: on the radio. Some good openings into Asia and Australiasia on
SOAPBOX: Saturday morning. Bands were in pretty good shape in the UK
QSO: 14140 PH 2010-03-28 0802 M0RNR         59  0001   UA9XL         59  874    0
QSO: 14206 PH 2010-03-28 0806 M0RNR         59  0002   VK7ZE         59  1388   0
QSO: 14216 PH 2010-03-28 0815 M0RNR         59  0003   HG1S          59  1672   0
QSO: 14216 PH 2010-03-28 0815 M0RNR         59  0004   T77GO         59  1743   0
QSO: 14197 PH 2010-03-28 0816 M0RNR         59  0005   UW8I          59  1589   0
QSO: 14203 PH 2010-03-28 0818 M0RNR         59  0006   ES1XQ         59  650    0
QSO: 14261 PH 2010-03-28 0820 M0RNR         59  0007   SN7Q          59  1883   0
QSO: 14267 PH 2010-03-28 0820 M0RNR         59  0008   OM7M          59  2484   0
QSO: 14270 PH 2010-03-28 0822 M0RNR         59  0009   RZ9HG         59  2120   0
QSO: 14278 PH 2010-03-28 0824 M0RNR         59  0010   SP9JZT        59  396    0
QSO: 14315 PH 2010-03-28 0828 M0RNR         59  0011   HA9PP         59  1351   0
QSO: 14323 PH 2010-03-28 0828 M0RNR         59  0012   AN5P          59  1339   0
QSO: 14346 PH 2010-03-28 0829 M0RNR         59  0013   P33W          59  2186   0
QSO: 21164 PH 2010-03-28 0832 M0RNR         59  0014   RA9FTM        59  1596   0
QSO: 21177 PH 2010-03-28 0833 M0RNR         59  0015   UN8GV         59  972    0
QSO: 21190 PH 2010-03-28 0834 M0RNR         59  0016   SX1L          59  279    0
QSO: 21216 PH 2010-03-28 0842 M0RNR         59  0017   UU7J          59  929    0
QSO: 21312 PH 2010-03-28 0853 M0RNR         59  0018   BX5AA         59  1414   0
QSO: 21415 PH 2010-03-28 0856 M0RNR         59  0019   LZ5R          59  495    0
QSO: 21404 PH 2010-03-28 0857 M0RNR         59  0020   UA3QOS        59  234    0
QSO: 21392 PH 2010-03-28 0859 M0RNR         59  0021   BD1HW         59  575    0
QSO: 21293 PH 2010-03-28 0903 M0RNR         59  0022   UT7LA         59  251    0
QSO: 21257 PH 2010-03-28 0904 M0RNR         59  0023   RA3TT         59  710    0
QSO: 21255 PH 2010-03-28 0905 M0RNR         59  0024   RU3UR         59  340    0
QSO: 21248 PH 2010-03-28 0907 M0RNR         59  0025   VR2YYW        59  1178   0
QSO: 21258 PH 2010-03-28 1709 M0RNR         59  0026   ZX5J          59  3602   0
QSO: 21298 PH 2010-03-28 1710 M0RNR         59  0027   C4I           59  1771   0
QSO: 21316 PH 2010-03-28 1711 M0RNR         59  0028   EB8AH         59  3064   0
QSO: 21327 PH 2010-03-28 1712 M0RNR         59  0029   SV9CVY        59  1462   0
QSO: 21353 PH 2010-03-28 1713 M0RNR         59  0030   ST2AR         59  3848   0
QSO: 21362 PH 2010-03-28 1714 M0RNR         59  0031   CQ3L          59  3685   0
QSO: 21384 PH 2010-03-28 1717 M0RNR         59  0032   6W1SJ         59  2129   0
QSO: 21389 PH 2010-03-28 1720 M0RNR         59  0033   5B4KH         59  1929   0
QSO: 21392 PH 2010-03-28 1720 M0RNR         59  0034   A71CV         59  1956   0
QSO: 21394 PH 2010-03-28 1722 M0RNR         59  0035   PT1A          59  1757   0
