START-OF-LOG: 3.0
CALLSIGN: PA3GEO
CLUB:
CONTEST: CQ-WPX-SSB
CLAIMED-SCORE: 15134
OPERATORS: PA3GEO
SOAPBOX: good cndx,nice calls worked with only inverted v openline 2x12m.
NAME: Robert Poortvliet
CREATED-BY: N1MM Logger V9.10.2
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 14000 PH 2010-03-27 1050 PA3GEO        59  0001   IK8SEU        59  0220
QSO: 14000 PH 2010-03-27 1054 PA3GEO        59  0002   J42T          59  0463
QSO: 14000 PH 2010-03-27 1056 PA3GEO        59  0003   YU7ZEX        59  0099
QSO: 14000 PH 2010-03-27 1058 PA3GEO        59  0004   LZ5R          59  0504
QSO: 14000 PH 2010-03-27 1103 PA3GEO        59  0005   YT4W          59  0578
QSO: 14000 PH 2010-03-27 1104 PA3GEO        59  0006   IR9Y          59  0471
QSO: 14000 PH 2010-03-27 1107 PA3GEO        59  0007   YT9X          59  0772
QSO: 14000 PH 2010-03-27 1111 PA3GEO        59  0008   CR6K          59  0561
QSO: 14000 PH 2010-03-27 1114 PA3GEO        59  0009   ES5G          59  0293
QSO: 14000 PH 2010-03-27 1116 PA3GEO        59  0010   OF50RR        59  1013
QSO: 14000 PH 2010-03-27 1126 PA3GEO        59  0011   ED1R          59  0834
QSO: 21000 PH 2010-03-27 1130 PA3GEO        59  0012   UA6GP         59  0909
QSO: 21000 PH 2010-03-27 1139 PA3GEO        59  0013   SV9CVY        59  0417
QSO: 21000 PH 2010-03-27 1142 PA3GEO        59  0014   5B/US8ITL     59  0812
QSO: 21000 PH 2010-03-27 1147 PA3GEO        59  0015   EB8AH         59  0693
QSO: 21000 PH 2010-03-27 1149 PA3GEO        59  0016   SV9DJO        59  0321
QSO: 21000 PH 2010-03-27 1151 PA3GEO        59  0017   ZX5J          59  0913
QSO: 21000 PH 2010-03-27 1313 PA3GEO        59  0018   CU3L          59  1232
QSO: 21000 PH 2010-03-27 1314 PA3GEO        59  0019   RM4HZ         59  0763
