START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX Contest 2025
CALLSIGN: LY2J
OPERATORS: LY2J
CATEGORY: SOAB low
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28013 CW 2025-11-08 1200 LY2J          599 001        OM3YFT        599 ZIL       
QSO: 28019 CW 2025-11-08 1202 LY2J          599 002        OK7O          599 DPS       
QSO: 28024 CW 2025-11-08 1202 LY2J          599 003        OM3CW         599 DST       
QSO: 28030 CW 2025-11-08 1203 LY2J          599 004        OL3Z          599 APD       
QSO: 28023 CW 2025-11-08 1205 LY2J          599 005        OL26WRTC      599 BKO       
QSO: 28021 CW 2025-11-08 1206 LY2J          599 006        OK3C          599 GTR       
QSO: 28015 CW 2025-11-08 1207 LY2J          599 007        OM0R          599 LEV       
QSO: 28031 CW 2025-11-08 1210 LY2J          599 008        OK1DO         599 DSO       
QSO: 28033 CW 2025-11-08 1215 LY2J          599 009        OK2BRJ        599 HFM       
QSO: 28021 CW 2025-11-08 1218 LY2J          599 010        OM5CM         599 DST       
QSO: 21020 CW 2025-11-08 1225 LY2J          599 011        OM3CW         599 DST       
QSO: 21015 CW 2025-11-08 1226 LY2J          599 012        OM0R          599 LEV       
QSO: 21016 CW 2025-11-08 1226 LY2J          599 013        IU8RQW        599 009       
QSO: 21016 CW 2025-11-08 1227 LY2J          599 014        YL7X          599 035       
QSO: 21016 CW 2025-11-08 1227 LY2J          599 015        W1GD          599 014       
QSO: 21016 CW 2025-11-08 1228 LY2J          599 016        OL26WRTC      599 BKO       
QSO: 21016 CW 2025-11-08 1228 LY2J          599 017        YR8R          599 027       
QSO: 21016 CW 2025-11-08 1229 LY2J          599 018        HB9DAX        599 003       
QSO: 21016 CW 2025-11-08 1229 LY2J          599 019        IU0PVM        599 011       
QSO: 21016 CW 2025-11-08 1231 LY2J          599 020        DL1NKS        599 011       
QSO: 21016 CW 2025-11-08 1234 LY2J          599 021        OL5N          599 ETE       
QSO: 21016 CW 2025-11-08 1235 LY2J          599 022        W2CS          599 003       
QSO: 21016 CW 2025-11-08 1236 LY2J          599 023        YO5AVN        599 019       
QSO: 21016 CW 2025-11-08 1236 LY2J          599 024        OK2MBP        599 HNJ       
QSO: 21016 CW 2025-11-08 1237 LY2J          599 025        2E0CVN        599 024       
QSO: 21016 CW 2025-11-08 1241 LY2J          599 026        OK7O          599 DPS       
QSO: 21016 CW 2025-11-08 1241 LY2J          599 027        PA3AAV        599 051       
QSO: 21016 CW 2025-11-08 1242 LY2J          599 028        OK1ES         599 BRA       
QSO: 21016 CW 2025-11-08 1244 LY2J          599 029        UN8PT         599 046       
QSO: 21017 CW 2025-11-08 1247 LY2J          599 030        OH2KW         599 074       
QSO: 14015 CW 2025-11-08 1247 LY2J          599 031        OL3Z          599 APD       
QSO: 14008 CW 2025-11-08 1248 LY2J          599 032        OK8IF         599 GZN       
QSO: 14009 CW 2025-11-08 1249 LY2J          599 033        OM5R          599 LVC       
QSO: 14010 CW 2025-11-08 1249 LY2J          599 034        OL7D          599 BNY       
QSO: 14011 CW 2025-11-08 1250 LY2J          599 035        OK2TJ         599 GVY       
QSO: 14012 CW 2025-11-08 1251 LY2J          599 036        OK2BFN        599 GZL       
QSO: 14014 CW 2025-11-08 1251 LY2J          599 037        OK3C          599 GTR       
QSO: 14014 CW 2025-11-08 1251 LY2J          599 038        OM7LW         599 LUC       
QSO: 14017 CW 2025-11-08 1252 LY2J          599 039        OL5W          599 DDO       
QSO: 14022 CW 2025-11-08 1254 LY2J          599 040        OM3CW         599 DST       
QSO: 14023 CW 2025-11-08 1255 LY2J          599 041        OK1BM         599 EJA       
QSO: 14024 CW 2025-11-08 1255 LY2J          599 042        OK2NO         599 HBR       
QSO: 14025 CW 2025-11-08 1256 LY2J          599 043        OK5OK         599 EUL       
QSO: 14028 CW 2025-11-08 1257 LY2J          599 044        OK5D          599 ECL       
QSO: 14034 CW 2025-11-08 1258 LY2J          599 045        OM3BY         599 PBY       
QSO: 14035 CW 2025-11-08 1259 LY2J          599 046        OK6Y          599 GVY       
QSO: 14035 CW 2025-11-08 1259 LY2J          599 047        OM4WM         599 PAR       
QSO: 14036 CW 2025-11-08 1300 LY2J          599 048        OM7LM         599 ZVO       
QSO: 14037 CW 2025-11-08 1301 LY2J          599 049        OK7AW         599 GKR       
QSO: 14042 CW 2025-11-08 1302 LY2J          599 050        MM/LY3X/P     599 053       
QSO: 14030 CW 2025-11-08 1303 LY2J          599 051        OK2CMZ        599 HSU       
QSO: 14025 CW 2025-11-08 1304 LY2J          599 052        OK2MBP        599 HNJ       
