START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX Contest 2025
CALLSIGN: OK1BM
OPERATORS: OK1BM
CATEGORY: SOAB lowSOSB10 lowSOSB15 lowSOSB160 lowSOSB20 lowSOSB40 lowSOSB80 low
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21022 CW 2025-11-08 1209 OK1BM         599 EJA        JA6GCE        599 5         
QSO: 21022 CW 2025-11-08 1211 OK1BM         599 EJA        K1ZZ          599 15        
QSO: 21022 CW 2025-11-08 1212 OK1BM         599 EJA        SV1AJO        599 11        
QSO: 21022 CW 2025-11-08 1213 OK1BM         599 EJA        UN8PT         599 12        
QSO: 21022 CW 2025-11-08 1214 OK1BM         599 EJA        VE3VN         599 10        
QSO: 21022 CW 2025-11-08 1214 OK1BM         599 EJA        OK1OA         599 API       
QSO: 21022 CW 2025-11-08 1217 OK1BM         599 EJA        IK8UND        599 10        
QSO: 21022 CW 2025-11-08 1219 OK1BM         599 EJA        OK7T          599 ECL       
QSO: 21022 CW 2025-11-08 1220 OK1BM         599 EJA        LZ5R          599 23        
QSO: 21022 CW 2025-11-08 1220 OK1BM         599 EJA        SV8SXF        599 3         
QSO: 21022 CW 2025-11-08 1224 OK1BM         599 EJA        OK8EAO        599 CCK       
QSO: 21023 CW 2025-11-08 1229 OK1BM         599 EJA        W1GD          599 16        
QSO: 14023 CW 2025-11-08 1231 OK1BM         599 EJA        HG5D          599 57        
QSO: 14023 CW 2025-11-08 1232 OK1BM         599 EJA        LZ1ND         599 49        
QSO: 14023 CW 2025-11-08 1233 OK1BM         599 EJA        K3JO          599 33        
QSO: 14023 CW 2025-11-08 1233 OK1BM         599 EJA        KC1XX         599 76        
