START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
ARRL-SECTION: VA
CREATED-BY: SkookumLogger 3.2.3 on macOS 11.2.3, http://www.k1gq.com/SkookumLogger/index.html, modified by DXHF upload.
CALLSIGN: KS3H
CLAIMED-SCORE: -
LOCATION: VA
CLUB:
ADDRESS-CITY: DALEVILLE
ADDRESS-STATE-PROVINCE: VIRGINIA
ADDRESS-POSTALCODE: 24083
ADDRESS-COUNTRY: UNITED STATES
GRID-LOCATOR: FM07ak
OPERATORS: KS3H @KS3H
CERTIFICATE: NO
QSO:  7090 RY 2021-11-13 0048 KS3H          599 001    VE6TK         599 011
QSO:  7090 RY 2021-11-13 0050 KS3H          599 002    W7OM          599 019
QSO:  7090 RY 2021-11-13 0051 KS3H          599 003    WR7Q          599 020
QSO:  7090 RY 2021-11-13 0055 KS3H          599 004    K7RI          599 037
QSO:  7090 RY 2021-11-13 0055 KS3H          599 005    W6SX          599 060
QSO:  7090 RY 2021-11-13 0059 KS3H          599 006    S51A          599 068
QSO:  7090 RY 2021-11-13 0100 KS3H          599 007    N5KWN         599 014
QSO:  7090 RY 2021-11-13 0102 KS3H          599 008    N6AR          599 069
QSO:  7090 RY 2021-11-13 0103 KS3H          599 009    DF8XC         599 052
QSO:  7090 RY 2021-11-13 0106 KS3H          599 010    CO8BYT        599 002
QSO:  7090 RY 2021-11-13 0111 KS3H          599 011    F6AGM         599 071
QSO:  7090 RY 2021-11-13 0114 KS3H          599 012    W1TO          599 019
QSO:  7090 RY 2021-11-13 0126 KS3H          599 013    VE5CPU        599 033
QSO:  7090 RY 2021-11-13 0128 KS3H          599 014    TI2OY         599 038
QSO:  7090 RY 2021-11-13 0129 KS3H          599 015    W0LSD         599 081
QSO:  7090 RY 2021-11-13 0131 KS3H          599 016    SN7Q          599 169
QSO:  7090 RY 2021-11-13 0133 KS3H          599 017    P3X           599 145
QSO:  7090 RY 2021-11-13 0136 KS3H          599 018    AA8R          599 079
QSO:  7090 RY 2021-11-13 0142 KS3H          599 019    W7RN          599 136
QSO:  3585 RY 2021-11-13 0147 KS3H          599 020    N2BJ          599 032
QSO:  3585 RY 2021-11-13 0150 KS3H          599 021    WQ5OO         599 254
QSO:  3585 RY 2021-11-13 0151 KS3H          599 022    K0IR          599 105
QSO: 14090 RY 2021-11-13 1238 KS3H          599 023    EA2CCG        599 156
QSO: 14090 RY 2021-11-13 1242 KS3H          599 024    DQ1P          599 141
QSO: 14090 RY 2021-11-13 1244 KS3H          599 025    DK0PO         599 055
QSO: 14090 RY 2021-11-13 1246 KS3H          599 026    OG66X         599 617
QSO: 14090 RY 2021-11-13 1247 KS3H          599 027    OZ11A         599 461
QSO: 14090 RY 2021-11-13 1248 KS3H          599 028    DJ9HX         599 078
QSO: 14090 RY 2021-11-13 1253 KS3H          599 029    PA3EVY        599 132
QSO: 14090 RY 2021-11-13 1257 KS3H          599 030    DR5Z          599 309
QSO: 14090 RY 2021-11-13 1301 KS3H          599 031    DM5I          599 031
QSO: 14090 RY 2021-11-13 1302 KS3H          599 032    SO0A          599 074
QSO: 14090 RY 2021-11-13 1303 KS3H          599 033    PA3GCU        599 293
QSO: 14090 RY 2021-11-13 1305 KS3H          599 034    SP9KR         599 241
QSO: 14090 RY 2021-11-13 1306 KS3H          599 035    PD2PKM        599 191
QSO: 21090 RY 2021-11-13 1314 KS3H          599 036    Z35T          599 257
QSO: 21090 RY 2021-11-13 1315 KS3H          599 037    SN7Q          599 683
QSO: 21090 RY 2021-11-13 1321 KS3H          599 038    LY6A          599 505
QSO: 21090 RY 2021-11-13 1322 KS3H          599 039    DQ2C          599 482
QSO: 21090 RY 2021-11-13 1325 KS3H          599 040    EM0I          599 816
QSO: 21090 RY 2021-11-13 1327 KS3H          599 041    OE2E          599 022
QSO: 21090 RY 2021-11-13 1333 KS3H          599 042    DM5TI         599 239
QSO: 21090 RY 2021-11-13 1335 KS3H          599 043    DF8XC         599 434
QSO: 21090 RY 2021-11-13 1456 KS3H          599 044    DQ1P          599 176
QSO: 21090 RY 2021-11-13 1457 KS3H          599 045    CX7SS         599 225
QSO: 21090 RY 2021-11-13 1500 KS3H          599 046    PZ5RA         599 108
QSO: 21090 RY 2021-11-13 1502 KS3H          599 047    9A5X          599 081
QSO: 21090 RY 2021-11-13 1503 KS3H          599 048    DJ4MH         599 490
QSO: 21090 RY 2021-11-13 1505 KS3H          599 049    DL6UD         599 230
QSO: 21090 RY 2021-11-13 1507 KS3H          599 050    F8KCF         599 372
QSO: 21090 RY 2021-11-13 1508 KS3H          599 051    DL1STG        599 138
QSO: 21090 RY 2021-11-13 1509 KS3H          599 052    P3X           599 1182
QSO: 21090 RY 2021-11-13 1513 KS3H          599 053    I0WBX         599 450
QSO: 21090 RY 2021-11-13 1519 KS3H          599 054    IW2NOO        599 064
QSO: 21090 RY 2021-11-13 1522 KS3H          599 055    5Q2J          599 037
QSO: 21090 RY 2021-11-13 1524 KS3H          599 056    OK1KSL        599 507
QSO: 21090 RY 2021-11-13 1538 KS3H          599 057    CX2AQ         599 070
QSO: 21090 RY 2021-11-13 1539 KS3H          599 058    PA7LV         599 060
QSO: 21090 RY 2021-11-13 1540 KS3H          599 059    DL5YM         599 196
QSO: 21090 RY 2021-11-13 1543 KS3H          599 060    DP7D          599 451
QSO: 14090 RY 2021-11-13 1546 KS3H          599 061    SN7Q          599 905
QSO: 14090 RY 2021-11-13 1548 KS3H          599 062    WQ5OO         599 958
