START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.13.0
CONTEST: CQ-WW-RTTY
LOCATION: DX
CALLSIGN: DL0TUM
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 1096452
OPERATORS: DH7TNO DL7LIN
CLUB: Bavarian Contest Club
NAME: Simon Schelkshorn
SOAPBOX:
QSO: 28101 RY 2014-09-27 0909 DL0TUM        599 14 DX  9M2TO         599 28 DX  0
QSO: 28107 RY 2014-09-27 0912 DL0TUM        599 14 DX  9M2CNC        599 28 DX  0
QSO: 28112 RY 2014-09-27 0915 DL0TUM        599 14 DX  HZ1PS         599 21 DX  0
QSO: 28106 RY 2014-09-27 0917 DL0TUM        599 14 DX  OH0Z          599 15 DX  0
QSO: 28098 RY 2014-09-27 0918 DL0TUM        599 14 DX  YB5QZ         599 28 DX  0
QSO: 28088 RY 2014-09-27 0919 DL0TUM        599 14 DX  A65BP         599 21 DX  0
QSO: 28085 RY 2014-09-27 0921 DL0TUM        599 14 DX  UN6P          599 17 DX  0
QSO: 28086 RY 2014-09-27 0927 DL0TUM        599 14 DX  DK40ECH       599 14 DX  0
QSO: 28081 RY 2014-09-27 0931 DL0TUM        599 14 DX  UN8PT         599 17 DX  0
QSO: 28083 RY 2014-09-27 0933 DL0TUM        599 14 DX  SV1PMR        599 20 DX  0
QSO: 28081 RY 2014-09-27 0934 DL0TUM        599 14 DX  A61DJ         599 21 DX  0
QSO: 28092 RY 2014-09-27 0940 DL0TUM        599 14 DX  DL5MEV        599 14 DX  0
QSO: 28095 RY 2014-09-27 0943 DL0TUM        599 14 DX  A61ZX         599 21 DX  0
QSO: 28105 RY 2014-09-27 0947 DL0TUM        599 14 DX  HS3LSE        599 26 DX  0
QSO: 28105 RY 2014-09-27 0948 DL0TUM        599 14 DX  RW3DY         599 16 DX  0
QSO: 28105 RY 2014-09-27 0949 DL0TUM        599 14 DX  DJ9RR         599 14 DX  0
QSO: 28105 RY 2014-09-27 0951 DL0TUM        599 14 DX  HS1NIV        599 26 DX  0
QSO: 28105 RY 2014-09-27 0951 DL0TUM        599 14 DX  F5VKT         599 14 DX  0
QSO: 28105 RY 2014-09-27 0953 DL0TUM        599 14 DX  3W3B          599 26 DX  0
QSO: 28105 RY 2014-09-27 0954 DL0TUM        599 14 DX  SO9Q          599 15 DX  0
