START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: OK2UHP
CLUB: EPC , DMC , 30MDG , NDG
CONTEST: CQ-WW-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 529480
OPERATORS: OK2UHP
SOAPBOX: CQ WW RTTY DX Contest  2014-09-27  00:00 UTC  -  2014-09-28 24:00 UTC
SOAPBOX:
SOAPBOX: Transceiver  TS590S ( Power 100W )
SOAPBOX: Antenna: vert. CP6 , FD4
SOAPBOX:
SOAPBOX:                  OK2UHP - of Times of contest
SOAPBOX: 2014-09-27 02:38 UTC - 2014-09-27 21:45 UTC 19:07 (  1147 min )
SOAPBOX: 2014-09-28 02:48 UTC - 2014-09-28 20:22 UTC 17:34 (  1054 min )
SOAPBOX:                                total Times  36:41 (  2201 min )
NAME: Petr Hrabinec
CREATED-BY: N1MM Logger V14.6.0
QSO:  3581 RY 2014-09-27 0238 OK2UHP        599 15 DX  G2F           599 14 DX
QSO:  3583 RY 2014-09-27 0242 OK2UHP        599 15 DX  LY8O          599 15 DX
QSO:  3584 RY 2014-09-27 0245 OK2UHP        599 15 DX  DM7C          599 14 DX
QSO:  3585 RY 2014-09-27 0248 OK2UHP        599 15 DX  EW8DX         599 16 DX
QSO:  3585 RY 2014-09-27 0249 OK2UHP        599 15 DX  S51A          599 15 DX
QSO:  3588 RY 2014-09-27 0251 OK2UHP        599 15 DX  9A1A          599 15 DX
QSO:  3588 RY 2014-09-27 0253 OK2UHP        599 15 DX  OH3FM         599 15 DX
QSO:  3589 RY 2014-09-27 0255 OK2UHP        599 15 DX  UT8IT         599 16 DX
QSO:  3591 RY 2014-09-27 0258 OK2UHP        599 15 DX  RA3Y          599 16 DX
QSO:  3591 RY 2014-09-27 0259 OK2UHP        599 15 DX  HG7T          599 15 DX
QSO:  3591 RY 2014-09-27 0300 OK2UHP        599 15 DX  SK7K          599 14 DX
QSO:  3591 RY 2014-09-27 0300 OK2UHP        599 15 DX  UW3U          599 16 DX
QSO:  3591 RY 2014-09-27 0301 OK2UHP        599 15 DX  SG5G          599 14 DX
QSO:  3591 RY 2014-09-27 0302 OK2UHP        599 15 DX  EW6EN         599 16 DX
QSO:  3591 RY 2014-09-27 0303 OK2UHP        599 15 DX  UA3QGT        599 16 DX
QSO:  3591 RY 2014-09-27 0304 OK2UHP        599 15 DX  OE6MMF        599 15 DX
QSO:  3591 RY 2014-09-27 0305 OK2UHP        599 15 DX  DL8DWL        599 14 DX
QSO:  3591 RY 2014-09-27 0306 OK2UHP        599 15 DX  SP6GCU        599 15 DX
QSO:  3591 RY 2014-09-27 0307 OK2UHP        599 15 DX  YT9A          599 15 DX
QSO:  3591 RY 2014-09-27 0308 OK2UHP        599 15 DX  UT5EPP        599 16 DX
QSO:  3591 RY 2014-09-27 0309 OK2UHP        599 15 DX  UX5UU         599 16 DX
QSO:  3591 RY 2014-09-27 0314 OK2UHP        599 15 DX  RN6AI         599 16 DX
QSO:  3591 RY 2014-09-27 0315 OK2UHP        599 15 DX  OK3KW         599 15 DX
QSO:  3591 RY 2014-09-27 0318 OK2UHP        599 15 DX  DL1ARJ        599 14 DX
QSO:  3591 RY 2014-09-27 0319 OK2UHP        599 15 DX  LI5LJA        599 14 DX
QSO:  3591 RY 2014-09-27 0320 OK2UHP        599 15 DX  OM3R          599 15 DX
QSO:  3591 RY 2014-09-27 0321 OK2UHP        599 15 DX  SQ2RGB        599 15 DX
QSO:  3591 RY 2014-09-27 0322 OK2UHP        599 15 DX  UR5MIJ        599 16 DX
QSO:  3591 RY 2014-09-27 0324 OK2UHP        599 15 DX  EU4CQ         599 16 DX
QSO:  3591 RY 2014-09-27 0325 OK2UHP        599 15 DX  UT8EL         599 16 DX
QSO:  3591 RY 2014-09-27 0325 OK2UHP        599 15 DX  IV3DDN        599 15 DX
QSO:  3591 RY 2014-09-27 0328 OK2UHP        599 15 DX  DK3GI         599 14 DX
QSO:  3591 RY 2014-09-27 0329 OK2UHP        599 15 DX  SP4GL         599 15 DX
QSO:  3591 RY 2014-09-27 0329 OK2UHP        599 15 DX  UA3PI         599 16 DX
QSO:  3591 RY 2014-09-27 0330 OK2UHP        599 15 DX  GM1C          599 14 DX
QSO:  3591 RY 2014-09-27 0331 OK2UHP        599 15 DX  OH2ET         599 15 DX
QSO:  3591 RY 2014-09-27 0332 OK2UHP        599 15 DX  DK6CQ         599 14 DX
QSO:  3591 RY 2014-09-27 0333 OK2UHP        599 15 DX  LY2CV         599 15 DX
QSO:  3591 RY 2014-09-27 0334 OK2UHP        599 15 DX  LY2BAA        599 15 DX
QSO:  3591 RY 2014-09-27 0335 OK2UHP        599 15 DX  S50XX         599 15 DX
QSO:  3591 RY 2014-09-27 0336 OK2UHP        599 15 DX  LY1R          599 15 DX
QSO:  3591 RY 2014-09-27 0338 OK2UHP        599 15 DX  R2LAC         599 16 DX
QSO:  3591 RY 2014-09-27 0339 OK2UHP        599 15 DX  IZ1DXS        599 15 DX
QSO:  3591 RY 2014-09-27 0339 OK2UHP        599 15 DX  SP2ZIE        599 15 DX
QSO:  3591 RY 2014-09-27 0340 OK2UHP        599 15 DX  OM3RRC        599 15 DX
QSO:  3591 RY 2014-09-27 0341 OK2UHP        599 15 DX  PE1CPJ        599 14 DX
QSO:  3591 RY 2014-09-27 0341 OK2UHP        599 15 DX  S54X          599 15 DX
QSO:  3591 RY 2014-09-27 0342 OK2UHP        599 15 DX  DM5TI         599 14 DX
QSO:  3591 RY 2014-09-27 0345 OK2UHP        599 15 DX  DL0CS         599 14 DX
QSO:  3591 RY 2014-09-27 0347 OK2UHP        599 15 DX  DK5MB         599 14 DX
QSO:  3591 RY 2014-09-27 0348 OK2UHP        599 15 DX  YO3RU         599 20 DX
QSO:  3591 RY 2014-09-27 0349 OK2UHP        599 15 DX  YL2CI         599 15 DX
QSO:  3591 RY 2014-09-27 0351 OK2UHP        599 15 DX  HG6C          599 15 DX
QSO:  3591 RY 2014-09-27 0352 OK2UHP        599 15 DX  DJ2IA         599 14 DX
QSO:  3591 RY 2014-09-27 0355 OK2UHP        599 15 DX  HB9TOC        599 14 DX
QSO:  3591 RY 2014-09-27 0356 OK2UHP        599 15 DX  F5BEG         599 14 DX
QSO:  3591 RY 2014-09-27 0357 OK2UHP        599 15 DX  OL2U          599 15 DX
QSO:  3591 RY 2014-09-27 0357 OK2UHP        599 15 DX  OZ6AGX        599 14 DX
QSO:  3591 RY 2014-09-27 0358 OK2UHP        599 15 DX  UB7K          599 16 DX
QSO:  3591 RY 2014-09-27 0359 OK2UHP        599 15 DX  W1UE          599 05 MA
QSO:  3591 RY 2014-09-27 0401 OK2UHP        599 15 DX  HB9CAL        599 14 DX
QSO:  3591 RY 2014-09-27 0402 OK2UHP        599 15 DX  DF2SD         599 14 DX
QSO:  3591 RY 2014-09-27 0403 OK2UHP        599 15 DX  F5VBT         599 14 DX
QSO:  3591 RY 2014-09-27 0405 OK2UHP        599 15 DX  DJ4WM         599 14 DX
QSO:  3591 RY 2014-09-27 0407 OK2UHP        599 15 DX  DD1JN         599 14 DX
QSO:  3591 RY 2014-09-27 0408 OK2UHP        599 15 DX  DL1TRK        599 14 DX
QSO:  3591 RY 2014-09-27 0409 OK2UHP        599 15 DX  UY5TE         599 16 DX
QSO:  3591 RY 2014-09-27 0415 OK2UHP        599 15 DX  DC9ZP         599 14 DX
QSO:  3591 RY 2014-09-27 0416 OK2UHP        599 15 DX  F6FTB         599 14 DX
QSO:  3591 RY 2014-09-27 0417 OK2UHP        599 15 DX  ZA/S56A       599 15 DX
QSO:  3591 RY 2014-09-27 0418 OK2UHP        599 15 DX  DL8OH         599 14 DX
QSO:  3591 RY 2014-09-27 0419 OK2UHP        599 15 DX  IQ1RY         599 15 DX
QSO:  3591 RY 2014-09-27 0420 OK2UHP        599 15 DX  LX1ER         599 14 DX
QSO:  3591 RY 2014-09-27 0422 OK2UHP        599 15 DX  DF9DD         599 14 DX
QSO:  3591 RY 2014-09-27 0423 OK2UHP        599 15 DX  YO9HP         599 20 DX
QSO:  3587 RY 2014-09-27 0429 OK2UHP        599 15 DX  LZ1JZ         599 20 DX
QSO:  3589 RY 2014-09-27 0433 OK2UHP        599 15 DX  PG3N          599 14 DX
QSO:  3589 RY 2014-09-27 0434 OK2UHP        599 15 DX  HG1S          599 15 DX
QSO:  3590 RY 2014-09-27 0435 OK2UHP        599 15 DX  PI4COM        599 14 DX
QSO:  3590 RY 2014-09-27 0437 OK2UHP        599 15 DX  OM3PA         599 15 DX
QSO:  3591 RY 2014-09-27 0439 OK2UHP        599 15 DX  IZ3ENH        599 15 DX
QSO:  3592 RY 2014-09-27 0441 OK2UHP        599 15 DX  LX7I          599 14 DX
QSO:  3593 RY 2014-09-27 0442 OK2UHP        599 15 DX  UV5U          599 16 DX
QSO:  3593 RY 2014-09-27 0446 OK2UHP        599 15 DX  IK2DZN        599 15 DX
QSO:  3593 RY 2014-09-27 0446 OK2UHP        599 15 DX  DK1LRS        599 14 DX
QSO:  3593 RY 2014-09-27 0447 OK2UHP        599 15 DX  DH1TST        599 14 DX
QSO:  3593 RY 2014-09-27 0448 OK2UHP        599 15 DX  DP7D          599 14 DX
QSO:  3593 RY 2014-09-27 0449 OK2UHP        599 15 DX  OK1ITK        599 15 DX
QSO:  3593 RY 2014-09-27 0450 OK2UHP        599 15 DX  IZ5NRF        599 15 DX
QSO:  3593 RY 2014-09-27 0451 OK2UHP        599 15 DX  HA3GO         599 15 DX
QSO:  3593 RY 2014-09-27 0453 OK2UHP        599 15 DX  OK2PAD        599 15 DX
QSO:  3593 RY 2014-09-27 0457 OK2UHP        599 15 DX  IZ1GLX        599 15 DX
QSO:  3593 RY 2014-09-27 0458 OK2UHP        599 15 DX  YT0WFF        599 15 DX
QSO:  3593 RY 2014-09-27 0459 OK2UHP        599 15 DX  DL5ARM        599 14 DX
QSO:  3593 RY 2014-09-27 0500 OK2UHP        599 15 DX  YO8BGE        599 20 DX
