START-OF-LOG: 3.0
CREATED-BY: QARTest 4.6.1
CONTEST: CQ-WW-RTTY
CALLSIGN: IW2MXY
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-MODE: RTTY
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 1039572
NAME: maurizio guido
CLUB: ITALIAN CONTEST CLUB
QSO:  7000 RY 2014-09-27 0004 IW2MXY        599 15 DX  OM5XX         599 15 DX
QSO:  7000 RY 2014-09-27 0006 IW2MXY        599 15 DX  UW5Y          599 16 DX
QSO:  7000 RY 2014-09-27 0007 IW2MXY        599 15 DX  EC2DX         599 14 DX
QSO:  7000 RY 2014-09-27 0007 IW2MXY        599 15 DX  HG7T          599 15 DX
QSO:  7000 RY 2014-09-27 0008 IW2MXY        599 15 DX  SV3FUO        599 20 DX
QSO:  7000 RY 2014-09-27 0009 IW2MXY        599 15 DX  RG9A          599 17 DX
QSO:  7000 RY 2014-09-27 0010 IW2MXY        599 15 DX  UA4M          599 16 DX
QSO:  7000 RY 2014-09-27 0011 IW2MXY        599 15 DX  EW8DD         599 16 DX
QSO:  7000 RY 2014-09-27 0012 IW2MXY        599 15 DX  IT9RZU        599 15 DX
QSO:  7000 RY 2014-09-27 0013 IW2MXY        599 15 DX  G2F           599 14 DX
QSO:  7000 RY 2014-09-27 0013 IW2MXY        599 15 DX  F5VKT         599 14 DX
QSO:  7000 RY 2014-09-27 0014 IW2MXY        599 15 DX  SO9Q          599 15 DX
QSO:  7000 RY 2014-09-27 0015 IW2MXY        599 15 DX  W1UE          599 05 MA
QSO:  7000 RY 2014-09-27 0016 IW2MXY        599 15 DX  ZA/Z35T       599 15 DX
QSO:  7000 RY 2014-09-27 0016 IW2MXY        599 15 DX  K1SFA         599 05 MA
QSO:  7000 RY 2014-09-27 0018 IW2MXY        599 15 DX  IT9DSZ        599 15 DX
QSO:  7000 RY 2014-09-27 0019 IW2MXY        599 15 DX  RW0A          599 18 DX
QSO:  7000 RY 2014-09-27 0021 IW2MXY        599 15 DX  W3LL          599 05 MD
QSO:  7000 RY 2014-09-27 0022 IW2MXY        599 15 DX  EF8S          599 33 DX
QSO:  7000 RY 2014-09-27 0023 IW2MXY        599 15 DX  ER1LW/P       599 16 DX
QSO:  7000 RY 2014-09-27 0024 IW2MXY        599 15 DX  YT9A          599 15 DX
