START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, high power, assisted
CONTEST: FD SSB
SPECIFIC: H10
CALLSIGN: DH1O/P
LOCATION: DX
CLAIMED-SCORE: 182280
CREATED-BY: HAM FIELDDAY VERSION 2021-2.0, modified by DXHF upload.
CLUB: DARC
OPERATORS: DL3KF, DB4AD, DB1BB, DC5LY, DL1AAA, DL4BS, DL8AAI, DL5AAR, DL1AX, DG5IU
QSO: 3500  PH  2021-09-04 1757 DH1O/P 59  070               DK0MR          59  144
QSO: 3500  PH  2021-09-04 1758 DH1O/P 59  071               DL3ING         59  002
QSO: 3500  PH  2021-09-04 1759 DH1O/P 59  072               DO1NBK         59  321
QSO: 3500  PH  2021-09-04 1801 DH1O/P 59  073               DO1ARH/P       59  005
QSO: 3500  PH  2021-09-04 1805 DH1O/P 59  074               DK7JQ/P        59  036
QSO: 3500  PH  2021-09-04 1806 DH1O/P 59  075               DK3YB          59  030
QSO: 3500  PH  2021-09-04 1807 DH1O/P 59  076               DF8KY          59  029
QSO: 3500  PH  2021-09-04 1808 DH1O/P 59  077               DB5ABS         59  025
QSO: 3500  PH  2021-09-04 1809 DH1O/P 59  078               DL8DL          59  015
QSO: 3500  PH  2021-09-04 1812 DH1O/P 59  079               DH6ARM/P       59  019
QSO: 3500  PH  2021-09-04 1813 DH1O/P 59  080               DH1ND          59  007
QSO: 3500  PH  2021-09-04 1814 DH1O/P 59  081               DF0M/P         59  096
QSO: 3500  PH  2021-09-04 1814 DH1O/P 59  082               DL0RN/P        59  057
QSO: 3500  PH  2021-09-04 1816 DH1O/P 59  083               ON3RC/P        59  029
QSO: 3500  PH  2021-09-04 1817 DH1O/P 59  084               DL3IF/P        59  068
QSO: 3500  PH  2021-09-04 1818 DH1O/P 59  085               ON5DEW         59  001
QSO: 3500  PH  2021-09-04 1819 DH1O/P 59  086               DL0VJ/P        59  053
QSO: 3500  PH  2021-09-04 1820 DH1O/P 59  087               ON6ZY/P        59  045
QSO: 3500  PH  2021-09-04 1822 DH1O/P 59  088               DJ4WM          59  019
QSO: 3500  PH  2021-09-04 1823 DH1O/P 59  089               OZ7SKB/P       59  040
QSO: 3500  PH  2021-09-04 1827 DH1O/P 59  090               DL2ARN/P       59  060
QSO: 3500  PH  2021-09-04 1829 DH1O/P 59  091               G3UES/P        59  066
QSO: 3500  PH  2021-09-04 1831 DH1O/P 59  092               DL0GMH         59  002
QSO: 3500  PH  2021-09-04 1832 DH1O/P 59  093               DP6M/P         59  270
QSO: 3500  PH  2021-09-04 1833 DH1O/P 59  094               EA3URE/P       59  085
QSO: 3500  PH  2021-09-04 1834 DH1O/P 59  095               HB9MXO         59  021
QSO: 3500  PH  2021-09-04 1835 DH1O/P 59  096               DH3JZ          59  001
QSO: 3500  PH  2021-09-04 1835 DH1O/P 59  097               DL0WB/P        59  044
QSO: 3500  PH  2021-09-04 1836 DH1O/P 59  098               EI8CE          59  007
QSO: 3500  PH  2021-09-04 1837 DH1O/P 59  099               PI4M/P         59  095
QSO: 3500  PH  2021-09-04 1837 DH1O/P 59  100               DL7YS          59  004
QSO: 3500  PH  2021-09-04 1840 DH1O/P 59  101               DH4PSG         59  101
QSO: 3500  PH  2021-09-04 1841 DH1O/P 59  102               DF6QB          59  002
QSO: 3500  PH  2021-09-04 1842 DH1O/P 59  103               MW6M           59  065
QSO: 3500  PH  2021-09-04 1843 DH1O/P 59  104               PH6MBO         59  001
QSO: 3500  PH  2021-09-04 1844 DH1O/P 59  105               DK5JM          59  105
QSO: 3500  PH  2021-09-04 1845 DH1O/P 59  106               DH1SBB         59  007
QSO: 3500  PH  2021-09-04 1846 DH1O/P 59  107               HB9KG/P        59  090
QSO: 3500  PH  2021-09-04 1846 DH1O/P 59  108               DF2FQ/P        59  030
QSO: 3500  PH  2021-09-04 1847 DH1O/P 59  109               DL0GZ/P        59  120
QSO: 3500  PH  2021-09-04 1847 DH1O/P 59  110               DD5DD/P        59  081
QSO: 3500  PH  2021-09-04 1849 DH1O/P 59  111               DL7UN          59  017
QSO: 3500  PH  2021-09-04 1850 DH1O/P 59  112               R1BBT/P        59  004
QSO: 3500  PH  2021-09-04 1851 DH1O/P 59  113               DK2AY/P        59  043
QSO: 3500  PH  2021-09-04 1852 DH1O/P 59  114               DA2R/P         59  052
QSO: 3500  PH  2021-09-04 1853 DH1O/P 59  115               DL0LA/P        59  237
QSO: 3500  PH  2021-09-04 1854 DH1O/P 59  116               G3ULT/P        59  095
QSO: 3500  PH  2021-09-04 1855 DH1O/P 59  117               DO1HN          59  001
QSO: 3500  PH  2021-09-04 1858 DH1O/P 59  118               PA3RK          59  001
QSO: 3500  PH  2021-09-04 1859 DH1O/P 59  119               M0VKB          59  017
QSO: 3500  PH  2021-09-04 1900 DH1O/P 59  120               DL4OCF         59  090
QSO: 3500  PH  2021-09-04 1900 DH1O/P 59  121               DL5LBK         59  007
QSO: 3500  PH  2021-09-04 1901 DH1O/P 59  122               PA3GVQ         59  017
QSO: 3500  PH  2021-09-04 1902 DH1O/P 59  123               ON4SNW         59  045
QSO: 3500  PH  2021-09-04 1903 DH1O/P 59  124               DL7ALM         59  010
QSO: 3500  PH  2021-09-04 1904 DH1O/P 59  125               G4XSR/P        59  068
QSO: 3500  PH  2021-09-04 1906 DH1O/P 59  126               ON4MLB/P       59  044
QSO: 3500  PH  2021-09-04 1908 DH1O/P 59  127               ON5QA          59  005
QSO: 3500  PH  2021-09-04 1908 DH1O/P 59  128               ON3AHA         59  013
QSO: 3500  PH  2021-09-04 1909 DH1O/P 59  129               ON6BV          59  018
QSO: 3500  PH  2021-09-04 1911 DH1O/P 59  130               PI4GAZ/P       59  025
QSO: 3500  PH  2021-09-04 1911 DH1O/P 59  131               DL2RZ          59  053
QSO: 3500  PH  2021-09-04 1912 DH1O/P 59  132               DO1AW          59  003
QSO: 3500  PH  2021-09-04 1912 DH1O/P 59  133               DJ2IL          59  001
QSO: 3500  PH  2021-09-04 1913 DH1O/P 59  134               ON6SI/P        59  177
QSO: 3500  PH  2021-09-04 1914 DH1O/P 59  135               HG52IEC        59  066
QSO: 3500  PH  2021-09-04 1915 DH1O/P 59  136               DO5NU          59  003
QSO: 3500  PH  2021-09-04 1916 DH1O/P 59  137               DL3E/P         59  193
QSO: 3500  PH  2021-09-04 1917 DH1O/P 59  138               DO1LPH         59  003
QSO: 3500  PH  2021-09-04 1918 DH1O/P 59  139               IZ2QZH         59  031
QSO: 3500  PH  2021-09-04 1919 DH1O/P 59  140               DF9FL          59  001
QSO: 3500  PH  2021-09-04 1920 DH1O/P 59  141               LA1AFP/P       59  083
QSO: 3500  PH  2021-09-04 1921 DH1O/P 59  142               LX/ON9TT       59  043
QSO: 3500  PH  2021-09-04 1922 DH1O/P 59  143               HB9NFB/P       59  194
QSO: 3500  PH  2021-09-04 1922 DH1O/P 59  144               DM6EE          59  061
QSO: 3500  PH  2021-09-04 1923 DH1O/P 59  145               ON4OSA/P       59  154
QSO: 3500  PH  2021-09-04 1924 DH1O/P 59  146               OK6AB          59  007
QSO: 3500  PH  2021-09-04 1924 DH1O/P 59  147               DF8YM          59  003
QSO: 3500  PH  2021-09-04 1926 DH1O/P 59  148               OZ0W/P         59  046
QSO: 3500  PH  2021-09-04 1926 DH1O/P 59  149               DF1MM          59  122
QSO: 3500  PH  2021-09-04 1927 DH1O/P 59  150               DK0V/P         59  292
QSO: 3500  PH  2021-09-04 1928 DH1O/P 59  151               DK0RA/P        59  061
QSO: 3500  PH  2021-09-04 1928 DH1O/P 59  152               DF1DT          59  032
QSO: 3500  PH  2021-09-04 1929 DH1O/P 59  153               DG9AW          59  035
QSO: 3500  PH  2021-09-04 1930 DH1O/P 59  154               M1X            59  042
QSO: 3500  PH  2021-09-04 1930 DH1O/P 59  155               DM5EM          59  026
QSO: 3500  PH  2021-09-04 1930 DH1O/P 59  156               DF7JC          59  042
QSO: 3500  PH  2021-09-04 1931 DH1O/P 59  157               DO1HLS         59  001
QSO: 3500  PH  2021-09-04 1932 DH1O/P 59  158               LA2HLA/P       59  047
QSO: 3500  PH  2021-09-04 1933 DH1O/P 59  159               DD1MR          59  004
QSO: 3500  PH  2021-09-04 1934 DH1O/P 59  160               G3GFA/P        59  086
QSO: 3500  PH  2021-09-04 1935 DH1O/P 59  161               OK1KEO/P       59  052
QSO: 3500  PH  2021-09-04 1935 DH1O/P 59  162               DK2R/P         59  112
QSO: 3500  PH  2021-09-04 1936 DH1O/P 59  163               DL0VE/P        59  254
QSO: 3500  PH  2021-09-04 1937 DH1O/P 59  164               DL3OH          59  016
QSO: 3500  PH  2021-09-04 1937 DH1O/P 59  165               DB7BN          59  067
QSO: 3500  PH  2021-09-04 1938 DH1O/P 59  166               DL8ULF         59  035
QSO: 3500  PH  2021-09-04 1940 DH1O/P 59  167               HG5KID/P       59  002
QSO: 3500  PH  2021-09-04 1940 DH1O/P 59  168               DH1PAL         59  058
QSO: 3500  PH  2021-09-04 1941 DH1O/P 59  169               DM4ET          59  075
QSO: 3500  PH  2021-09-04 1942 DH1O/P 59  170               GM5G/P         59  295
QSO: 3500  PH  2021-09-04 1943 DH1O/P 59  171               ON3AI          59  020
QSO: 3500  PH  2021-09-04 1943 DH1O/P 59  172               DL9RNV/P       59  088
QSO: 3500  PH  2021-09-04 1944 DH1O/P 59  173               DK0HR/P        59  216
QSO: 3500  PH  2021-09-04 1946 DH1O/P 59  174               MM0FNR/P       59  086
QSO: 3500  PH  2021-09-04 1947 DH1O/P 59  175               DF0CF/P        59  121
QSO: 3500  PH  2021-09-04 1947 DH1O/P 59  176               HB9BS/P        59  099
QSO: 3500  PH  2021-09-04 1948 DH1O/P 59  177               LA2L/P         59  020
QSO: 3500  PH  2021-09-04 1949 DH1O/P 59  178               DL7AXS         59  078
QSO: 3500  PH  2021-09-04 1950 DH1O/P 59  179               ON5VL/P        59  103
QSO: 3500  PH  2021-09-04 1951 DH1O/P 59  180               DR1E/P         59  119
QSO: 3500  PH  2021-09-04 1952 DH1O/P 59  181               G8FDR          59  025
QSO: 3500  PH  2021-09-04 1952 DH1O/P 59  182               DK0CN/P        59  071
QSO: 3500  PH  2021-09-04 1953 DH1O/P 59  183               ON4CHN         59  020
QSO: 3500  PH  2021-09-04 1953 DH1O/P 59  184               LX/OO7W        59  177
QSO: 3500  PH  2021-09-04 1954 DH1O/P 59  185               DL4VBU         59  019
QSO: 3500  PH  2021-09-04 1955 DH1O/P 59  186               MI5JYK         59  034
QSO: 3500  PH  2021-09-04 1956 DH1O/P 59  187               DK0MAR/P       59  087
QSO: 3500  PH  2021-09-04 1957 DH1O/P 59  188               ON6CP          59  003
QSO: 3500  PH  2021-09-04 1957 DH1O/P 59  189               DL2ZA          59  053
QSO: 3500  PH  2021-09-04 1958 DH1O/P 59  190               DK8R/P         59  026
QSO: 3500  PH  2021-09-04 1959 DH1O/P 59  191               HB9W/P         59  066
QSO: 3500  PH  2021-09-04 1959 DH1O/P 59  192               DO5IG          59  003
QSO: 3500  PH  2021-09-04 2000 DH1O/P 59  193               ON4SNW/P       59  065
QSO: 3500  PH  2021-09-04 2001 DH1O/P 59  194               PC2F           59  012
QSO: 3500  PH  2021-09-04 2001 DH1O/P 59  195               DL0RA/P        59  090
QSO: 3500  PH  2021-09-04 2002 DH1O/P 59  196               DO1RTH         59  001
QSO: 3500  PH  2021-09-04 2002 DH1O/P 59  197               HB9ESW         59  002
QSO: 3500  PH  2021-09-04 2003 DH1O/P 59  198               DF0PU/P        59  074
QSO: 3500  PH  2021-09-04 2004 DH1O/P 59  199               DF0WB/P        59  044
QSO: 3500  PH  2021-09-04 2005 DH1O/P 59  200               DL3MC/P        59  004
QSO: 3500  PH  2021-09-04 2006 DH1O/P 59  201               DJ8JA          59  008
QSO: 3500  PH  2021-09-04 2007 DH1O/P 59  202               DM6BS          59  025
QSO: 3500  PH  2021-09-04 2008 DH1O/P 59  203               DF0A/P         59  133
QSO: 3500  PH  2021-09-04 2011 DH1O/P 59  204               DL0LB/P        59  148
QSO: 3500  PH  2021-09-04 2012 DH1O/P 59  205               LA7G/P         59  027
QSO: 3500  PH  2021-09-04 2013 DH1O/P 59  206               DL1EST         59  040
QSO: 3500  PH  2021-09-04 2013 DH1O/P 59  207               DM5R/P         59  082
QSO: 3500  PH  2021-09-04 2020 DH1O/P 59  208               ON1PV          59  002
QSO: 3500  PH  2021-09-04 2021 DH1O/P 59  209               DH1HGM         59  039
QSO: 3500  PH  2021-09-04 2022 DH1O/P 59  210               DF9MP          59  018
QSO: 3500  PH  2021-09-04 2023 DH1O/P 59  211               DL0TWK/P       59  052
QSO: 3500  PH  2021-09-04 2023 DH1O/P 59  212               LA7NS          59  021
QSO: 3500  PH  2021-09-04 2024 DH1O/P 59  213               PA3ATP         59  018
QSO: 3500  PH  2021-09-04 2025 DH1O/P 59  214               DL5SDN         59  047
QSO: 3500  PH  2021-09-04 2026 DH1O/P 59  215               ON4OS/P        59  078
QSO: 3500  PH  2021-09-04 2028 DH1O/P 59  216               G3R            59  047
QSO: 3500  PH  2021-09-04 2033 DH1O/P 59  217               DJ5AZ          59  001
QSO: 3500  PH  2021-09-04 2033 DH1O/P 59  218               DK6QW          59  027
QSO: 3500  PH  2021-09-04 2035 DH1O/P 59  219               DL4RBV/P       59  014
QSO: 3500  PH  2021-09-04 2035 DH1O/P 59  220               DK1WB          59  068
QSO: 3500  PH  2021-09-04 2035 DH1O/P 59  221               OS3AR          59  023
QSO: 3500  PH  2021-09-04 2036 DH1O/P 59  222               DK2A/P         59  216
QSO: 3500  PH  2021-09-04 2037 DH1O/P 59  223               DL5AAZ         59  001
QSO: 3500  PH  2021-09-04 2037 DH1O/P 59  224               DJ5MO          59  015
QSO: 3500  PH  2021-09-04 2039 DH1O/P 59  225               DO1TOM         59  017
QSO: 3500  PH  2021-09-04 2040 DH1O/P 59  226               G3TCR/P        59  060
QSO: 3500  PH  2021-09-04 2041 DH1O/P 59  227               SP9TT          59  052
QSO: 3500  PH  2021-09-04 2042 DH1O/P 59  228               PE1OKY/P       59  066
QSO: 3500  PH  2021-09-04 2042 DH1O/P 59  229               F5PTI          59  045
QSO: 3500  PH  2021-09-04 2043 DH1O/P 59  230               M0CKE          59  017
QSO: 3500  PH  2021-09-04 2045 DH1O/P 59  231               DF6BB          59  001
QSO: 7000  PH  2021-09-04 2047 DH1O/P 59  232               DF0LE/P        59  084
QSO: 3500  PH  2021-09-04 2049 DH1O/P 59  233               ON4CHD/P       59  147
QSO: 3500  PH  2021-09-04 2050 DH1O/P 59  234               DO1IBJ         59  053
QSO: 3500  PH  2021-09-04 2051 DH1O/P 59  235               ON6ZX/P        59  071
QSO: 3500  PH  2021-09-04 2052 DH1O/P 59  236               ON3XMU/P       59  115
QSO: 3500  PH  2021-09-04 2053 DH1O/P 59  237               DL0WM/P        59  214
QSO: 3500  PH  2021-09-04 2053 DH1O/P 59  238               DF0FY          59  046
QSO: 3500  PH  2021-09-04 2054 DH1O/P 59  239               DA3T           59  020
QSO: 3500  PH  2021-09-04 2056 DH1O/P 59  240               DL2LBK         59  050
QSO: 3500  PH  2021-09-04 2056 DH1O/P 59  241               DB0HY/P        59  066
QSO: 3500  PH  2021-09-04 2058 DH1O/P 59  242               OK1LEV         59  008
QSO: 3500  PH  2021-09-04 2058 DH1O/P 59  243               DF3CE          59  019
QSO: 3500  PH  2021-09-04 2059 DH1O/P 59  244               DL9OE          59  038
QSO: 3500  PH  2021-09-04 2100 DH1O/P 59  245               DO1SB          59  001
QSO: 3500  PH  2021-09-04 2100 DH1O/P 59  246               DJ5BT/P        59  035
QSO: 3500  PH  2021-09-04 2101 DH1O/P 59  247               DF1OX/MM       59  001
QSO: 3500  PH  2021-09-04 2102 DH1O/P 59  248               DK3GP          59  002
QSO: 3500  PH  2021-09-04 2103 DH1O/P 59  249               DM5K/P         59  092
QSO: 3500  PH  2021-09-04 2105 DH1O/P 59  250               IZ7FLP         59  211
QSO: 3500  PH  2021-09-04 2106 DH1O/P 59  251               ON6MS/P        59  235
QSO: 3500  PH  2021-09-04 2107 DH1O/P 59  252               F8KKV/P        59  147
QSO: 3500  PH  2021-09-04 2109 DH1O/P 59  253               ON4FA/P        59  036
QSO: 3500  PH  2021-09-04 2110 DH1O/P 59  254               G3MDG/P21      59  217
QSO: 3500  PH  2021-09-04 2110 DH1O/P 59  255               DH9JK          59  030
QSO: 3500  PH  2021-09-04 2113 DH1O/P 59  256               SM5YSM         59  001
QSO: 3500  PH  2021-09-04 2113 DH1O/P 59  257               OE3HPT         59  093
QSO: 3500  PH  2021-09-04 2114 DH1O/P 59  258               DL2DUA         59  027
QSO: 3500  PH  2021-09-04 2115 DH1O/P 59  259               DO8MA          59  006
QSO: 3500  PH  2021-09-04 2116 DH1O/P 59  260               DO5MST         59  029
QSO: 3500  PH  2021-09-04 2119 DH1O/P 59  261               OZ7A/P         59  007
QSO: 3500  PH  2021-09-04 2119 DH1O/P 59  262               HB3XXC         59  021
QSO: 3500  PH  2021-09-04 2121 DH1O/P 59  263               DL1NKS         59  030
QSO: 3500  PH  2021-09-04 2122 DH1O/P 59  264               RK1T           59  013
QSO: 3500  PH  2021-09-04 2123 DH1O/P 59  265               ON5NT          59  007
QSO: 3500  PH  2021-09-04 2124 DH1O/P 59  266               LA1QRO/P       59  149
QSO: 3500  PH  2021-09-04 2125 DH1O/P 59  267               HB9AW/P        59  351
QSO: 3500  PH  2021-09-04 2125 DH1O/P 59  268               PA0KDV         59  069
QSO: 3500  PH  2021-09-04 2127 DH1O/P 59  269               PF5T/P         59  015
QSO: 3500  PH  2021-09-04 2127 DH1O/P 59  270               DK5XG          59  006
QSO: 3500  PH  2021-09-04 2131 DH1O/P 59  271               OE7HPJ         59  000
QSO: 3500  PH  2021-09-04 2133 DH1O/P 59  272               M0ISB          59  064
QSO: 3500  PH  2021-09-04 2139 DH1O/P 59  273               EI2MRG/P       59  056
QSO: 3500  PH  2021-09-04 2139 DH1O/P 59  274               DK9ZE          59  021
QSO: 3500  PH  2021-09-04 2140 DH1O/P 59  275               DK0SL/P        59  072
QSO: 3500  PH  2021-09-04 2141 DH1O/P 59  276               DD1GB          59  013
QSO: 3500  PH  2021-09-04 2141 DH1O/P 59  277               DL3MXX         59  070
QSO: 3500  PH  2021-09-04 2142 DH1O/P 59  278               S54I/P         59  339
QSO: 3500  PH  2021-09-04 2143 DH1O/P 59  279               ON7AP          59  018
QSO: 3500  PH  2021-09-04 2144 DH1O/P 59  280               DF0CQ/P        59  429
QSO: 3500  PH  2021-09-04 2144 DH1O/P 59  281               SN7X/P         59  416
QSO: 3500  PH  2021-09-04 2146 DH1O/P 59  282               DF0LE/P        59  109
QSO: 3500  PH  2021-09-04 2149 DH1O/P 59  283               ON7SAT         59  012
QSO: 3500  PH  2021-09-04 2151 DH1O/P 59  284               LY1NDN         59  023
QSO: 3500  PH  2021-09-04 2151 DH1O/P 59  285               G5LO/P         59  134
QSO: 3500  PH  2021-09-04 2152 DH1O/P 59  286               DD1JN          59  054
QSO: 3500  PH  2021-09-04 2154 DH1O/P 59  287               IN3MYW         59  000
QSO: 3500  PH  2021-09-04 2156 DH1O/P 59  288               DL4L/P         59  233
QSO: 3500  PH  2021-09-04 2158 DH1O/P 59  289               DL0TE/P        59  121
QSO: 3500  PH  2021-09-04 2158 DH1O/P 59  290               DH1PV          59  025
QSO: 3500  PH  2021-09-04 2200 DH1O/P 59  291               DL0EO/P        59  222
QSO: 3500  PH  2021-09-04 2201 DH1O/P 59  292               ON4CDZ/P       59  166
QSO: 3500  PH  2021-09-04 2203 DH1O/P 59  293               M0IOX/P        59  117
QSO: 3500  PH  2021-09-04 2204 DH1O/P 59  294               DK0GUB/P       59  279
QSO: 3500  PH  2021-09-04 2204 DH1O/P 59  295               DL5L/P         59  312
QSO: 7000  PH  2021-09-04 2213 DH1O/P 59  296               OZ0W/P         59  162
QSO: 3500  PH  2021-09-04 2218 DH1O/P 59  297               G1K/P          59  281
QSO: 3500  PH  2021-09-04 2219 DH1O/P 59  298               ON4TWS/P       59  210
QSO: 3500  PH  2021-09-04 2220 DH1O/P 59  299               ON4RAT/P       59  400
QSO: 3500  PH  2021-09-04 2221 DH1O/P 59  300               DK8MM          59  041
QSO: 3500  PH  2021-09-04 2222 DH1O/P 59  301               G4FNL/P        59  505
QSO: 3500  PH  2021-09-04 2223 DH1O/P 59  302               DL0BB/P        59  234
QSO: 3500  PH  2021-09-04 2226 DH1O/P 59  303               OR7G/P         59  262
QSO: 3500  PH  2021-09-04 2229 DH1O/P 59  304               EI1E/P         59  301
QSO: 3500  PH  2021-09-04 2234 DH1O/P 59  305               DK1TR/P        59  095
QSO: 3500  PH  2021-09-04 2235 DH1O/P 59  306               HA5N/P         59  160
QSO: 3500  PH  2021-09-04 2236 DH1O/P 59  307               G8NVX          59  029
QSO: 1800  PH  2021-09-04 2239 DH1O/P 59  308               DL0TWK/P       59  111
QSO: 1800  PH  2021-09-04 2245 DH1O/P 59  309               EI4KU          59  013
QSO: 1800  PH  2021-09-04 2246 DH1O/P 59  310               DK5JM          59  188
QSO: 1800  PH  2021-09-04 2246 DH1O/P 59  311               DD1JN          59  081
QSO: 1800  PH  2021-09-04 2248 DH1O/P 59  312               HA5N/P         59  164
QSO: 1800  PH  2021-09-04 2249 DH1O/P 59  313               DL0GZ/P        59  288
