START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: YU1KN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: YU1KN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2016.
QSO: 21242 PH 2016-08-06 1541 YU1KN         59 82 ES6Q          59 79
QSO: 21218 PH 2016-08-06 1612 YU1KN         59 82 YO6FPW        59 90
QSO: 21252 PH 2016-08-06 1612 YU1KN         59 82 RM4HZ         59 69
QSO: 21214 PH 2016-08-06 1614 YU1KN         59 82 RT4F          59 75
QSO: 21217 PH 2016-08-06 1614 YU1KN         59 82 LZ8E          59 81
QSO: 21240 PH 2016-08-06 1615 YU1KN         59 82 R4RE          59 89
QSO: 21253 PH 2016-08-06 1617 YU1KN         59 82 EU4AX         59 97
QSO: 21200 PH 2016-08-06 1618 YU1KN         59 82 LY2ZO         59 97
QSO: 21252 PH 2016-08-06 1618 YU1KN         59 82 RZ3Z          59 77
QSO: 21253 PH 2016-08-06 1618 YU1KN         59 82 UR2Y          59 82
QSO: 21000 PH 2016-08-06 1619 YU1KN         59 82 LY2OU         59 58
QSO: 21253 PH 2016-08-06 1620 YU1KN         59 82 UR3CMA        59 99
QSO: 21200 PH 2016-08-06 1623 YU1KN         59 82 LY5I          59 84
QSO: 21290 PH 2016-08-06 1623 YU1KN         59 82 OH1TD         59 69
QSO: 21252 PH 2016-08-06 1624 YU1KN         59 82 SE3X          59 12
QSO: 21235 PH 2016-08-06 1625 YU1KN         59 87 UW2M          59 84
QSO: 21252 PH 2016-08-06 1627 YU1KN         59 82 IT9RBW        59 03
QSO: 21000 PH 2016-08-06 1628 YU1KN         59 87 IU8FUN        59 15
QSO: 21000 PH 2016-08-06 1628 YU1KN         59 82 LY3DA         59 93
QSO: 21000 PH 2016-08-06 1628 YU1KN         59 82 US0HZ         59 73
QSO: 21000 PH 2016-08-06 1633 YU1KN         59 82 IB9P          59 15
QSO: 21200 PH 2016-08-06 1639 YU1KN         59 82 UA4S          59 91
QSO: 21230 PH 2016-08-06 1640 YU1KN         59 82 PA7WW         59 75
QSO: 21231 PH 2016-08-06 1640 YU1KN         59 82 LY5W          59 81
QSO: 21000 PH 2016-08-06 1642 YU1KN         59 82 EW8Z          59 69
QSO: 21270 PH 2016-08-06 1643 YU1KN         59 82 UZ3A          59 80
QSO: 21276 PH 2016-08-06 1643 YU1KN         59 82 LY7Z          59 88
QSO: 21000 PH 2016-08-06 1645 YU1KN         59 82 OH4BNP        59 72
QSO: 21000 PH 2016-08-06 1645 YU1KN         59 82 RW1F          59 91
QSO: 14164 PH 2016-08-06 1649 YU1KN         59 82 HA3DX         59 78
QSO: 14165 PH 2016-08-06 1650 YU1KN         59 82 RT4F          59 75
QSO: 14169 PH 2016-08-06 1650 YU1KN         59 82 EA3CI         59 94
QSO: 14000 PH 2016-08-06 1651 YU1KN         59 82 LY3BB         59 70
QSO: 14276 PH 2016-08-06 1652 YU1KN         59 82 DJ4MH         59 97
QSO: 14289 PH 2016-08-06 1652 YU1KN         59 82 GM9N          59 11
QSO: 14298 PH 2016-08-06 1652 YU1KN         59 82 EI6JK         59 00
QSO: 14266 PH 2016-08-06 1654 YU1KN         59 82 LY4A          59 84
QSO: 14302 PH 2016-08-06 1654 YU1KN         59 82 PE2AE         59 96
QSO: 14010 PH 2016-08-06 1655 YU1KN         59 82 YL1ZT         59 94
QSO: 14000 PH 2016-08-06 1656 YU1KN         59 82 EW8OP         59 04
QSO: 14210 PH 2016-08-06 1656 YU1KN         59 82 RC5A          59 94
QSO: 14222 PH 2016-08-06 1656 YU1KN         59 82 EW8W          59 80
QSO: 14252 PH 2016-08-06 1656 YU1KN         59 82 ON3AR         59 06
QSO: 14206 PH 2016-08-06 1657 YU1KN         59 82 SV9FBG        59 00
QSO: 14208 PH 2016-08-06 1657 YU1KN         59 82 LY5E          59 81
QSO: 14158 PH 2016-08-06 1658 YU1KN         59 82 UA2F          59 82
QSO: 14198 PH 2016-08-06 1658 YU1KN         59 82 RA3Y          59 77
QSO: 14000 PH 2016-08-06 1700 YU1KN         59 82 US0HZ         59 73
QSO: 14202 PH 2016-08-06 1700 YU1KN         59 82 LY2XW         59 02
QSO: 14210 PH 2016-08-06 1702 YU1KN         59 82 9A3B          59 77
QSO: 14217 PH 2016-08-06 1702 YU1KN         59 82 HA3MY         59 75
QSO: 14229 PH 2016-08-06 1706 YU1KN         59 87 UW2M          59 84
QSO: 14270 PH 2016-08-06 1708 YU1KN         59 82 DL0ESA        59 08
QSO: 14238 PH 2016-08-06 1710 YU1KN         59 82 S53K          59 87
QSO: 14241 PH 2016-08-06 1710 YU1KN         59 82 UY5ZZ         59 67
QSO: 14248 PH 2016-08-06 1717 YU1KN         59 82 EA7GX         59 10
QSO: 14253 PH 2016-08-06 1719 YU1KN         59 82 EV1R          59 87
QSO: 14276 PH 2016-08-06 1719 YU1KN         59 82 DK0WRTC       59 78
QSO: 14167 PH 2016-08-06 1722 YU1KN         59 82 UA3VFS        59 76
QSO: 14000 PH 2016-08-06 1723 YU1KN         59 82 UT4PZ         59 88
QSO: 14297 PH 2016-08-06 1726 YU1KN         59 82 RA1A          59 98
QSO: 21217 PH 2016-08-06 1728 YU1KN         59 82 UA6ART        59 77
QSO: 21253 PH 2016-08-06 1729 YU1KN         59 82 RV3FF         59 80
QSO: 21261 PH 2016-08-06 1729 YU1KN         59 82 RG6G          59 89
QSO: 21204 PH 2016-08-06 1730 YU1KN         59 82 UW6E          59 88
QSO: 21000 PH 2016-08-06 1731 YU1KN         59 82 LY3ZM         59 16
QSO: 21203 PH 2016-08-06 1733 YU1KN         59 82 UD6ACW        59 16
QSO: 21203 PH 2016-08-06 1736 YU1KN         59 82 EW2A          59 78
QSO: 21000 PH 2016-08-06 1737 YU1KN         59 82 OM7AB         59 70
QSO: 21203 PH 2016-08-06 1739 YU1KN         59 87 UT5EO         59 73
QSO: 21204 PH 2016-08-06 1741 YU1KN         59 82 UR3QTN        59 15
QSO: 14200 PH 2016-08-06 1745 YU1KN         59 82 LY7A          59 90
QSO: 14257 PH 2016-08-06 1745 YU1KN         59 82 YL2GD         59 73
QSO: 14160 PH 2016-08-06 1746 YU1KN         59 87 S51A          59 00
QSO: 14223 PH 2016-08-06 1750 YU1KN         59 82 RC5Z          59 91
QSO: 14179 PH 2016-08-06 1756 YU1KN         59 82 EW7M          59 86
QSO: 14000 PH 2016-08-06 1757 YU1KN         59 82 EW8Z          59 69
QSO: 14273 PH 2016-08-06 1757 YU1KN         59 82 RG6G          59 89
QSO: 14280 PH 2016-08-06 1758 YU1KN         59 22 RO4I          59 81
QSO: 14287 PH 2016-08-06 1758 YU1KN         59 82 DF8XC         59 77
QSO: 14280 PH 2016-08-06 1800 YU1KN         59 82 EW7BA         59 15
QSO: 14250 PH 2016-08-06 1801 YU1KN         59 82 SP7ROZ        59 87
QSO: 14151 PH 2016-08-06 1803 YU1KN         59 87 LB8IB         59 82
QSO: 14280 PH 2016-08-06 1803 YU1KN         59 82 EA5IJG        59 14
QSO: 14167 PH 2016-08-06 1804 YU1KN         59 82 UR3CMA        59 99
QSO: 14167 PH 2016-08-06 1805 YU1KN         59 82 YP9W          59 87
QSO: 14270 PH 2016-08-06 1806 YU1KN         59 82 SQ5CQ         59 08
END-OF-LOG:
