START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE RTTY
ARRL-SECTION: MDC
CALLSIGN: N3DPB
CLUB: POTOMAC VALLEY RADIO CLUB
CLAIMED-SCORE: 474725
OPERATORS: N3DPB WA3EKL K0OO W3FP KC3IZX WT2F W3UL K3TBD KB3VQC KG4USN
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0208 NN2NN         0063
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0209 VA2ES         0100
QTC: 14106 RY 2017-11-11 1451 DM5TI         7/10       N3DPB         0210 K4GMH         0094
QSO: 14106 RY 2017-11-11 1454 N3DPB         599 0229   DJ5LA         599 0185
QSO: 14106 RY 2017-11-11 1456 N3DPB         599 0230   DK3TNA        599 0003
QSO: 14106 RY 2017-11-11 1457 N3DPB         599 0231   DK4RL         599 0093
QSO: 14106 RY 2017-11-11 1457 N3DPB         599 0232   PA0FVH        599 0037
QSO: 14106 RY 2017-11-11 1458 N3DPB         599 0233   I0WBX         599 0083
QSO: 14106 RY 2017-11-11 1459 N3DPB         599 0234   AC4CA         599 0026
QSO: 14106 RY 2017-11-11 1500 N3DPB         599 0235   IW1DQS        599 0022
QSO: 14106 RY 2017-11-11 1501 N3DPB         599 0236   VA1XH         599 0079
QSO: 14106 RY 2017-11-11 1506 N3DPB         599 0237   SQ7LQJ        599 0050
QSO: 21090 RY 2017-11-11 1506 N3DPB         599 0228   CN8KD         599 0306
QSO: 14106 RY 2017-11-11 1507 N3DPB         599 0238   DL6AWJ        599 0133
QSO: 14106 RY 2017-11-11 1508 N3DPB         599 0239   VY0ERC        599 0011
QSO: 14106 RY 2017-11-11 1509 N3DPB         599 0241   DJ2IA         599 0122
QSO: 21091 RY 2017-11-11 1509 N3DPB         599 0240   S500R         599 0065
QSO: 14106 RY 2017-11-11 1509 N3DPB         599 0242   DM5JBN        599 0019
QSO: 14106 RY 2017-11-11 1510 N3DPB         599 0243   DD5MA         599 0016
QSO: 14085 RY 2017-11-11 1513 N3DPB         599 0245   HP3SS         599 0300
QSO: 14106 RY 2017-11-11 1516 N3DPB         599 0246   DL5XJ         599 0064
QSO: 14106 RY 2017-11-11 1516 N3DPB         599 0247   I3FGX         599 0100
QTC: 14106 RY 2017-11-11 1521 N3DPB                    LZ1QV         0813 LZ1QV         0046
QTC: 14106 RY 2017-11-11 1521 N3DPB                    LZ1QV         0817 OH6CT         0008
QTC: 14106 RY 2017-11-11 1521 N3DPB                    LZ1QV         0823 OF2KM         0003
QTC: 14106 RY 2017-11-11 1521 N3DPB                    LZ1QV         0826 SP4W          0009
QTC: 14106 RY 2017-11-11 1521 N3DPB                    LZ1QV         0829 OH2HAN        0288
QTC: 14106 RY 2017-11-11 1521 N3DPB                    LZ1QV         0831 EW6EN         0178
QSO: 14121 RY 2017-11-11 1530 N3DPB         599 0244   DH3KBI        599 0027
QSO: 14121 RY 2017-11-11 1532 N3DPB         599 0249   DL0GEO        599 0017
QSO: 14121 RY 2017-11-11 1535 N3DPB         599 0250   DK5PQ         599 0016
QSO: 14121 RY 2017-11-11 1536 N3DPB         599 0251   CO2AJ         599 0034
QSO: 14121 RY 2017-11-11 1537 N3DPB         599 0252   F4GDI         599 0205
QSO: 14121 RY 2017-11-11 1538 N3DPB         599 0253   DL0VG         599 0296
QSO: 21089 RY 2017-11-11 1542 N3DPB         599 0248   I4LCK         599 0155
QSO: 14121 RY 2017-11-11 1546 N3DPB         599 0254   F6GCI         599 0105
QSO: 14121 RY 2017-11-11 1547 N3DPB         599 0256   DM3ZF         599 0034
QSO: 14121 RY 2017-11-11 1548 N3DPB         599 0257   CO2RQ         599 0086
QSO: 14121 RY 2017-11-11 1551 N3DPB         599 0258   N5HC          599 0033
QSO: 14121 RY 2017-11-11 1553 N3DPB         599 0259   K5OA          599 0129
QSO: 21087 RY 2017-11-11 1555 N3DPB         599 0255   EA8AH         599 0773
QSO: 21085 RY 2017-11-11 1558 N3DPB         599 0261   K4GMH         599 0275
QSO: 14121 RY 2017-11-11 1558 N3DPB         599 0260   G4XEX         599 0033
QSO: 14121 RY 2017-11-11 1602 N3DPB         599 0262   OK2RVM        599 0179
QSO: 14121 RY 2017-11-11 1604 N3DPB         599 0263   WS7V          599 0048
QSO: 14121 RY 2017-11-11 1605 N3DPB         599 0264   OM2DT         599 0082
QSO: 14121 RY 2017-11-11 1606 N3DPB         599 0265   IU8GNY        599 0002
QSO: 21091 RY 2017-11-11 1607 N3DPB         599 0266   W7RN          599 0393
QSO: 14121 RY 2017-11-11 1610 N3DPB         599 0267   DH8WR         599 0145
QSO: 14121 RY 2017-11-11 1612 N3DPB         599 0268   F6FDR         599 0034
QSO: 21095 RY 2017-11-11 1613 N3DPB         599 0269   EA8URL        599 0745
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0203 DM5TI         0085
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0211 EA1XT         0111
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0211 KD9MS         0123
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0213 K1MK          0119
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0216 PX2A          0077
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0217 N2YB          0061
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0217 TM5N          0071
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0226 KF4FC         0064
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0227 WA3ZSC        0039
QTC: 14121 RY 2017-11-11 1614 F6FDR         8/10       N3DPB         0227 WB2COY        0058
QSO: 14121 RY 2017-11-11 1614 N3DPB         599 0270   PA6B          599 0244
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0228 K2YGM         0024
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0229 K2YG          0046
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0231 WT2P          0058
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0233 W8TOM         0020
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0238 KB3LIX        0043
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0238 S51A          0164
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0238 N3QE          0124
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0243 VE2BVV        0081
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0245 N9NA          0094
QTC: 14121 RY 2017-11-11 1617 PA6B          9/10       N3DPB         0249 KI6DY/0       0114
QSO: 14121 RY 2017-11-11 1618 N3DPB         599 0272   K2MK          599 0037
QSO: 14121 RY 2017-11-11 1620 N3DPB         599 0273   F/SQ6MS       599 0010
QSO: 14121 RY 2017-11-11 1623 N3DPB         599 0274   DL1QW         599 0254
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0252 YV5TNT        0035
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0254 N2BJ          0087
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0255 KB1RI         0047
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0301 HP3SS         0127
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0312 VE7CC         0005
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0315 H2X           0065
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0319 DP9A          0114
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0323 AA4DD         0032
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0323 W0PV          0022
QTC: 14121 RY 2017-11-11 1625 DL1QW         10/10      N3DPB         0324 AC2OC         0026
QSO: 14121 RY 2017-11-11 1628 N3DPB         599 0275   I0KHY         599 0022
QSO: 14121 RY 2017-11-11 1630 N3DPB         599 0276   DJ5BK         599 0021
QSO: 14121 RY 2017-11-11 1631 N3DPB         599 0277   VE3CX         599 0307
QSO: 14121 RY 2017-11-11 1633 N3DPB         599 0278   K1BZ          599 0029
QSO: 21085 RY 2017-11-11 1635 N3DPB         599 0271   LW9ETQ        599 0011
QSO: 14083 RY 2017-11-11 1639 N3DPB         599 0279   GI4JTF        599 0052
QSO: 14121 RY 2017-11-11 1643 N3DPB         599 0280   EA1VT         599 0107
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0325 CO6HZ         0039
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0325 NX5O          0013
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0326 AE1EZ         0022
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0327 NF3R          0020
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0331 W1IBN         0014
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0331 KD2KW         0005
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0332 K0FX          0048
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0336 KA8G          0051
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0339 XE2AU         0032
QTC: 14121 RY 2017-11-11 1647 OP6AT         11/10      N3DPB         0340 VE2DSB        0039
QSO: 14103 RY 2017-11-11 1709 N3DPB         599 0281   GW0A          599 0528
QSO: 14108 RY 2017-11-11 1711 N3DPB         599 0283   AB3CV         599 0238
QSO: 14111 RY 2017-11-11 1713 N3DPB         599 0284   W5AP          599 0022
QSO: 14081 RY 2017-11-11 1716 N3DPB         599 0285   DK3WW         599 20520
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0340 N5MI          0005
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0349 W3FIZ         0165
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0351 AA5AU         0062
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0355 VE2EBK        0099
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0405 N2BJ          0132
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0408 VA7CC         0026
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0409 N6WT          0107
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0409 AC2A          0089
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0410 WB0MCO        0031
QTC: 14081 RY 2017-11-11 1717 DK3WW         12/10      N3DPB         0411 WA9IVH        0017
QSO: 14083 RY 2017-11-11 1724 N3DPB         599 0286   EA8AH         599 0876
QSO: 14085 RY 2017-11-11 1726 N3DPB         599 0287   N3QE          599 0428
QSO: 14087 RY 2017-11-11 1729 N3DPB         599 0288   EA8URL        599 0816
QSO: 14088 RY 2017-11-11 1731 N3DPB         599 0289   LX7I          599 0630
QSO: 14090 RY 2017-11-11 1741 N3DPB         599 0290   VE7CC         599 0176
QSO: 14084 RY 2017-11-11 1744 N3DPB         599 0291   CO6RD         599 0095
QSO: 14111 RY 2017-11-11 1745 N3DPB         599 0292   N0AT          599 0074
QSO: 14098 RY 2017-11-11 1754 N3DPB         599 0293   EA1HRR        599 0066
QSO: 14098 RY 2017-11-11 1756 N3DPB         599 0295   PA3EVY        599 0169
QSO: 14098 RY 2017-11-11 1801 N3DPB         599 0296   KK5JY         599 0061
QSO: 14098 RY 2017-11-11 1805 N3DPB         599 0297   K4KGG         599 0061
QSO: 14098 RY 2017-11-11 1807 N3DPB         599 0298   N6LN          599 0005
QSO: 14098 RY 2017-11-11 1809 N3DPB         599 0299   CO6HZ         599 0063
QSO: 21084 RY 2017-11-11 1811 N3DPB         599 0294   CX2AQ         599 0028
QSO: 14098 RY 2017-11-11 1814 N3DPB         599 0301   W6NT          599 0006
QSO: 21087 RY 2017-11-11 1819 N3DPB         599 0300   PY1ZV         599 0041
QSO: 21084 RY 2017-11-11 1823 N3DPB         599 0302   K6MMM         599 0265
QSO: 21089 RY 2017-11-11 1831 N3DPB         599 0303   KB7EEG        599 0012
QSO: 21093 RY 2017-11-11 1833 N3DPB         599 0304   AA0AW         599 0021
QSO: 14097 RY 2017-11-11 1844 N3DPB         599 0306   OH8A          599 0697
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0423 EA8AH         0168
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0426 KH6ZM         0104
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0427 W7RN          0228
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0430 PY1GQ         0014
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0436 K8RGI         0066
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0442 K6MMM         0144
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0443 W6SX          0159
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0458 K6MMM         0210
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0500 W7RN          0257
QTC: 14097 RY 2017-11-11 1846 OH8A          13/10      N3DPB         0530 EA8AH         0200
QSO: 21082 RY 2017-11-11 1850 N3DPB         599 0307   N9NA          599 0219
QSO: 14098 RY 2017-11-11 1911 N3DPB         599 0308   KS0AA         599 0122
QSO: 14098 RY 2017-11-11 1912 N3DPB         599 0309   W7VXS         599 0188
QSO: 14098 RY 2017-11-11 1912 N3DPB         599 0310   KO8V          599 0056
QSO: 14098 RY 2017-11-11 1914 N3DPB         599 0312   AB5XM         599 0021
QSO: 21089 RY 2017-11-11 1917 N3DPB         599 0311   KH6ZM         599 0262
QTC: 21089 RY 2017-11-11 1918 N3DPB                    KH6ZM         0239 W7OM          0059
QTC: 21089 RY 2017-11-11 1918 N3DPB                    KH6ZM         0243 W7ZR          0129
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0234 JA2KCY        0010
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0237 KU4V          0100
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0239 W7OM          0059
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0243 W7ZR          0129
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0240 K4HMB         0119
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0241 KA8G          0029
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0241 K7TQ          0044
QTC: 21089 RY 2017-11-11 1919 N3DPB                    KH6ZM         0242 W6OQI         0053
QSO: 21087 RY 2017-11-11 1921 N3DPB         599 0314   VE7CC         599 0286
QSO: 14081 RY 2017-11-11 1922 N3DPB         599 0313   K6HGF         599 0332
QSO: 21086 RY 2017-11-11 1923 N3DPB         599 0315   PU4ENY        599 0012
QSO: 14090 RY 2017-11-11 1925 N3DPB         599 0316   WM5DX         599 0199
QSO: 14081 RY 2017-11-11 1927 N3DPB         599 0317   W7OM          599 0150
QSO: 14080 RY 2017-11-11 1929 N3DPB         599 0318   W7RN          599 0589
QSO: 14092 RY 2017-11-11 1933 N3DPB         599 0319   KD6TR         599 0078
QSO: 21093 RY 2017-11-11 1937 N3DPB         599 0321   LU1DBQ        599 0035
QSO: 14106 RY 2017-11-11 1938 N3DPB         599 0320   VP2MDL        599 0125
QTC: 21093 RY 2017-11-11 1942 N3DPB                    LU1DBQ        1915 W1AJT         0110
QTC: 21093 RY 2017-11-11 1942 N3DPB                    LU1DBQ        1916 W3GVX         0090
QTC: 21093 RY 2017-11-11 1942 N3DPB                    LU1DBQ        1916 KD9MS         0273
QTC: 21093 RY 2017-11-11 1942 N3DPB                    LU1DBQ        1920 N2WK          0225
QTC: 21093 RY 2017-11-11 1942 N3DPB                    LU1DBQ        1923 K1MK          0541
QTC: 21093 RY 2017-11-11 1943 N3DPB                    LU1DBQ        1927 AI9T          0123
QTC: 21093 RY 2017-11-11 1943 N3DPB                    LU1DBQ        1929 K7OM          0120
QTC: 21093 RY 2017-11-11 1943 N3DPB                    LU1DBQ        `193 K6HGF         0341
QSO: 14086 RY 2017-11-11 1947 N3DPB         599 0322   N6RV          599 0056
QSO: 21095 RY 2017-11-11 1952 N3DPB         599 0323   PY1AN         599 0016
QSO: 14089 RY 2017-11-11 1956 N3DPB         599 0325   PP1CZ         599 0029
QSO: 21090 RY 2017-11-11 2005 N3DPB         599 0324   W7ZR          599 0341
QSO: 14106 RY 2017-11-11 2007 N3DPB         599 0326   VE6TK         599 0133
QSO: 14107 RY 2017-11-11 2019 N3DPB         599 0327   VE7RAC        599 0093
QSO: 14107 RY 2017-11-11 2024 N3DPB         599 0328   N2YB          599 0277
QSO: 14107 RY 2017-11-11 2027 N3DPB         599 0329   W0GLB         599 0033
QSO: 14107 RY 2017-11-11 2027 N3DPB         599 0330   W7KPL         599 0012
QSO: 14107 RY 2017-11-11 2029 N3DPB         599 0332   WN6K          599 0119
QSO:  7060 RY 2017-11-11 2042 N3DPB         599 0331   IZ8XXE        599 0020
QSO:  7042 RY 2017-11-11 2045 N3DPB         599 0334   7Z1SJ         599 0296
QSO: 14107 RY 2017-11-11 2048 N3DPB         599 0333   CO8MGY        599 0202
QSO:  7040 RY 2017-11-11 2049 N3DPB         599 0335   IZ8JFL        599 0155
QSO: 14107 RY 2017-11-11 2049 N3DPB         599 0336   AK7O          599 0025
QSO: 14107 RY 2017-11-11 2051 N3DPB         599 0338   N0WVU         599 0023
QSO: 14097 RY 2017-11-11 2108 N3DPB         599 0339   CO2YQ         599 0141
QSO: 14107 RY 2017-11-11 2109 N3DPB         599 0340   VA7ST         599 0090
QSO:  7042 RY 2017-11-11 2114 N3DPB         599 0337   EM0I          599 1059
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0911 DJ5TD         0013
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0911 DJ2AX         0031
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0912 IK5BSC        0029
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0912 DJ1YF         0051
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0913 F6EWB         0002
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0913 DJ7TW         0018
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0914 DM8T          0039
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0914 SM6I          0039
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0915 Z370M         0020
QTC:  7042 RY 2017-11-11 2117 N3DPB                    EM0I          0915 DK6OR         0091
QSO: 14100 RY 2017-11-11 2118 N3DPB         599 0341   PX2A          599 0723
QSO: 14105 RY 2017-11-11 2120 N3DPB         599 0343   PY1GQ         599 0115
QSO:  7062 RY 2017-11-11 2141 N3DPB         599 0344   YU1AST        599 0530
QSO: 14096 RY 2017-11-11 2150 N3DPB         599 0345   JA2BQX        599 0204
QSO:  7052 RY 2017-11-11 2152 N3DPB         599 0346   EI77WAW       599 0146
QSO:  7044 RY 2017-11-11 2159 N3DPB         599 0347   9A7T          599 0426
QSO:  7048 RY 2017-11-11 2202 N3DPB         599 0348   EA2VE         599 0474
QSO:  7056 RY 2017-11-11 2204 N3DPB         599 0349   S500R         599 0454
QSO:  7056 RY 2017-11-11 2206 N3DPB         599 0350   DL1T          599 0379
QSO:  7057 RY 2017-11-11 2207 N3DPB         599 0351   I1NVU         599 0024
QSO:  7086 RY 2017-11-11 2212 N3DPB         599 0352   LX7I          599 0769
QSO:  7047 RY 2017-11-11 2215 N3DPB         599 0353   K9NR          599 0239
QSO:  7043 RY 2017-11-11 2217 N3DPB         599 0354   DL0V          599 0388
QSO:  7052 RY 2017-11-11 2224 N3DPB         599 0355   K1SM          599 0247
QSO:  7059 RY 2017-11-11 2235 N3DPB         599 0356   W0QU          599 0136
QSO:  7059 RY 2017-11-11 2238 N3DPB         599 0357   F5BEG         599 0485
QSO:  7059 RY 2017-11-11 2242 N3DPB         599 0358   N9TK          599 0003
QSO:  7059 RY 2017-11-11 2245 N3DPB         599 0359   S56A          599 0467
QSO:  7059 RY 2017-11-11 2253 N3DPB         599 0361   IU4CHE        599 0537
QSO:  7059 RY 2017-11-11 2255 N3DPB         599 0362   N3QE          599 0567
QSO:  7059 RY 2017-11-11 2257 N3DPB         599 0363   KA4BVG        599 0006
QSO:  7060 RY 2017-11-11 2302 N3DPB         599 0364   WT2P          599 0147
QSO:  7059 RY 2017-11-11 2303 N3DPB         599 0365   KK5JY         599 0104
QSO:  7059 RY 2017-11-11 2304 N3DPB         599 0366   N9SB          599 0023
QSO:  7059 RY 2017-11-11 2309 N3DPB         599 0367   N5BMD         599 0008
QSO:  7045 RY 2017-11-11 2323 N3DPB         599 0368   K7OM          599 0200
QSO:  7059 RY 2017-11-11 2324 N3DPB         599 0369   K4VOZ         599 0031
QSO:  7053 RY 2017-11-11 2357 N3DPB         599 0370   WD0T          599 0221
QSO:  7052 RY 2017-11-12 0000 N3DPB         599 0371   K5ZG          599 0016
QSO:  3581 RY 2017-11-12 0012 N3DPB         599 0372   NG1I          599 0198
QSO:  3583 RY 2017-11-12 0015 N3DPB         599 0373   N2WK          599 0276
QSO:  3591 RY 2017-11-12 0021 N3DPB         599 0374   K2NV          599 0121
QSO:  3582 RY 2017-11-12 0023 N3DPB         599 0375   W3FV          599 0375
QSO:  3593 RY 2017-11-12 0025 N3DPB         599 0376   VE3RZ         599 0148
QSO:  3586 RY 2017-11-12 0031 N3DPB         599 0377   AE1EZ         599 0116
QSO:  3586 RY 2017-11-12 0032 N3DPB         599 0378   AI9T          599 0130
QSO:  3586 RY 2017-11-12 0035 N3DPB         599 0379   N8WXQ         599 0124
QSO:  3586 RY 2017-11-12 0036 N3DPB         599 0380   K3NDM         599 0069
QSO:  3586 RY 2017-11-12 0036 N3DPB         599 0381   AA4AK         599 0061
QSO:  3586 RY 2017-11-12 0037 N3DPB         599 0382   N3KN          599 0072
QSO:  3586 RY 2017-11-12 0037 N3DPB         599 0383   WB2NFL        599 0038
QSO:  3586 RY 2017-11-12 0037 N3DPB         599 0384   K9JWI         599 0180
QSO:  3586 RY 2017-11-12 0038 N3DPB         599 0385   K8RGI         599 0133
QSO:  3586 RY 2017-11-12 0040 N3DPB         599 0386   AC2IK         599 0018
QSO:  3586 RY 2017-11-12 0041 N3DPB         599 0387   WB8TDG        599 0021
QSO:  3586 RY 2017-11-12 0042 N3DPB         599 0388   K3SAE         599 0049
QSO:  3586 RY 2017-11-12 0043 N3DPB         599 0389   WM5DX         599 0296
QSO:  3586 RY 2017-11-12 0045 N3DPB         599 0391   K4XL          599 0278
QSO:  3586 RY 2017-11-12 0045 N3DPB         599 0392   K0TC          599 0134
QSO:  7062 RY 2017-11-12 0046 N3DPB         599 0390   VP2MDL        599 0330
QSO:  3586 RY 2017-11-12 0046 N3DPB         599 0393   AB3CV         599 0415
QSO:  3586 RY 2017-11-12 0050 N3DPB         599 0394   W9FFA         599 0080
QSO:  3586 RY 2017-11-12 0050 N3DPB         599 0395   N1IXF         599 0422
QSO:  3586 RY 2017-11-12 0051 N3DPB         599 0396   KA8G          599 0134
QSO:  7043 RY 2017-11-12 0053 N3DPB         599 0397   EA8URL        599 1079
QSO:  3586 RY 2017-11-12 0057 N3DPB         599 0398   DP9A          599 0749
QSO:  3586 RY 2017-11-12 0058 N3DPB         599 0400   W4MYA         599 0500
QSO:  3586 RY 2017-11-12 0105 N3DPB         599 0401   N4JT          599 0037
QSO:  7058 RY 2017-11-12 0116 N3DPB         599 0399   N7NM          599 0328
QSO:  7058 RY 2017-11-12 0120 N3DPB         599 0403   WA0BSW        599 0057
QSO: 14103 RY 2017-11-12 0120 N3DPB         599 0402   JF1OPL        599 0210
QSO:  7058 RY 2017-11-12 0122 N3DPB         599 0404   WA9LEY        599 0038
QSO:  7060 RY 2017-11-12 0126 N3DPB         599 0405   SN7Q          599 0802
QSO: 14098 RY 2017-11-12 0130 N3DPB         599 0406   PY4XX         599 0091
QSO:  7058 RY 2017-11-12 0134 N3DPB         599 0408   N5KWN         599 0211
QSO:  7058 RY 2017-11-12 0135 N3DPB         599 0409   W4VIC         599 0120
QSO:  7058 RY 2017-11-12 0141 N3DPB         599 0410   KJ4RAQ        599 0030
QSO:  7058 RY 2017-11-12 0143 N3DPB         599 0411   W5PF          599 0130
QSO:  7058 RY 2017-11-12 0145 N3DPB         599 0412   AC2IK         599 0038
QSO:  7058 RY 2017-11-12 0145 N3DPB         599 0413   KE1F          599 0163
QSO:  3586 RY 2017-11-12 0155 N3DPB         599 0407   K2AMI         599 0085
QSO:  3586 RY 2017-11-12 0159 N3DPB         599 0415   N3VOP         599 0079
QSO:  3586 RY 2017-11-12 0204 N3DPB         599 0416   DK3W          599 0464
QSO:  3586 RY 2017-11-12 0205 N3DPB         599 0417   NC4MI         599 0162
QSO:  3586 RY 2017-11-12 0208 N3DPB         599 0418   N9YKE         599 0037
QSO:  3586 RY 2017-11-12 0210 N3DPB         599 0419   K0JJR         599 0305
QSO:  3586 RY 2017-11-12 0220 N3DPB         599 0420   N9LHC         599 0144
QSO:  3586 RY 2017-11-12 0222 N3DPB         599 0421   AA9L          599 0082
QSO:  3586 RY 2017-11-12 0223 N3DPB         599 0422   W3DAD         599 0072
QSO:  3586 RY 2017-11-12 0226 N3DPB         599 0423   WB8BZK        599 0062
QSO:  3586 RY 2017-11-12 0231 N3DPB         599 0424   N4CF          599 0097
QSO:  3583 RY 2017-11-12 0234 N3DPB         599 0425   K2RET         599 0325
QSO:  3596 RY 2017-11-12 0235 N3DPB         599 0426   VE3BR         599 0175
QSO:  3586 RY 2017-11-12 0242 N3DPB         599 0427   K3VAR         599 0054
QSO:  7054 RY 2017-11-12 0244 N3DPB         599 0414   N5HC          599 0152
QSO:  7054 RY 2017-11-12 0247 N3DPB         599 0428   PY4XX         599 0105
QSO:  7054 RY 2017-11-12 0248 N3DPB         599 0429   KF3CP         599 0060
QSO:  7054 RY 2017-11-12 0249 N3DPB         599 0430   WB6JJJ        599 0073
QSO:  7054 RY 2017-11-12 0250 N3DPB         599 0431   N6RV          599 0085
QSO:  7054 RY 2017-11-12 0251 N3DPB         599 0432   WS9M          599 0066
QSO:  7054 RY 2017-11-12 0251 N3DPB         599 0433   W6MOB         599 0059
QSO:  7054 RY 2017-11-12 0254 N3DPB         599 0434   KC8R          599 0006
QSO:  7054 RY 2017-11-12 0255 N3DPB         599 0435   N7AED         599 0021
QSO:  7054 RY 2017-11-12 0257 N3DPB         599 0436   W2CG          599 0033
QSO:  7054 RY 2017-11-12 0258 N3DPB         599 0437   K2YG          599 0100
QSO:  7054 RY 2017-11-12 0300 N3DPB         599 0438   AA0AW         599 0104
QSO:  7054 RY 2017-11-12 0301 N3DPB         599 0439   N9YKE         599 0049
QSO:  7054 RY 2017-11-12 0302 N3DPB         599 0440   WB0MCO        599 0107
QSO:  7054 RY 2017-11-12 0303 N3DPB         599 0441   KK4WX         599 0049
QSO:  7054 RY 2017-11-12 0304 N3DPB         599 0443   AG5S          599 0033
QSO:  7054 RY 2017-11-12 0306 N3DPB         599 0444   K4XL          599 0298
QSO:  7054 RY 2017-11-12 0307 N3DPB         599 0445   N9ID          599 0010
