START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
CALLSIGN: JH3WKE
CLAIMED-SCORE: 17969
OPERATORS: JH3WKE
CLUB: RTTY CONTESTERS OF JAPAN
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO: 14083 RY 2017-11-11 0728 JH3WKE        599   0001 R0CAF         599   0086
QSO: 14102 RY 2017-11-11 0734 JH3WKE        599   0002 JA0CVJ        599   0071
QSO: 14089 RY 2017-11-11 0759 JH3WKE        599   0003 JH5MXB        599   0059
QSO: 14083 RY 2017-11-11 0801 JH3WKE        599   0004 EM0I          599   0344
QSO: 14086 RY 2017-11-11 0805 JH3WKE        599   0005 LX7I          599   0286
QSO: 14103 RY 2017-11-11 0810 JH3WKE        599   0006 OF5Z          599   0276
QSO: 14101 RY 2017-11-11 0814 JH3WKE        599   0007 JH4UYB        599   0168
QSO: 14086 RY 2017-11-11 1051 JH3WKE        599   0008 EW6EN         599   0233
QSO: 14100 RY 2017-11-11 1052 JH3WKE        599   0009 IU4CHE        599   0262
QSO: 14101 RY 2017-11-11 1058 JH3WKE        599   0010 OE3DXA        599   0146
QSO: 14109 RY 2017-11-11 1100 JH3WKE        599   0011 DM5TI         599   0228
QSO: 14000 RY 2017-11-11 1101 JH3WKE        599   0012 SN7Q          599   0395
QSO: 14096 RY 2017-11-11 1120 JH3WKE        599   0013 DP9A          599   0365
QSO: 14083 RY 2017-11-11 2132 JH3WKE        599   0014 VB7150        599   0037
QSO: 14101 RY 2017-11-11 2141 JH3WKE        599   0015 K0FX          599   0197
QSO: 14089 RY 2017-11-11 2146 JH3WKE        599   0016 N7NM          599   0202
QSO: 14088 RY 2017-11-11 2147 JH3WKE        599   0017 VA7ST         599   0112
QSO: 14087 RY 2017-11-11 2150 JH3WKE        599   0018 WD5K          599   0083
QSO: 14081 RY 2017-11-11 2151 JH3WKE        599   0019 VE7RAC        599   0130
QSO: 14082 RY 2017-11-11 2152 JH3WKE        599   0020 W7RN          599   0659
QSO: 14099 RY 2017-11-11 2155 JH3WKE        599   0021 AB4GG         599   0335
QSO: 14095 RY 2017-11-11 2202 JH3WKE        599   0022 VE7IO         599   0116
QSO: 14094 RY 2017-11-11 2203 JH3WKE        599   0023 W7ZR          599   0381
QSO: 14087 RY 2017-11-11 2206 JH3WKE        599   0024 BV2A/3        599   0170
QSO: 14093 RY 2017-11-11 2207 JH3WKE        599   0025 VE7CC         599   0396
QSO: 14097 RY 2017-11-11 2208 JH3WKE        599   0026 K6NV          599   0173
QSO: 14102 RY 2017-11-11 2209 JH3WKE        599   0027 JA2FSM        599   0145
QSO: 21000 RY 2017-11-11 2212 JH3WKE        599   0028 W7RN          599   0668
QSO: 14092 RY 2017-11-11 2214 JH3WKE        599   0029 JA8UON        599   0008
