START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE RTTY
CALLSIGN: LU1DBQ
CLUB:
CLAIMED-SCORE: 59616
OPERATORS: LU6DC LW2DQZ LU3EBT LU3DDP LW5DW LU3EGC LU6EAP LU3EBG LU8DZJ LW6ENV
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0231 K6YK          0028
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0234 WI4T          0003
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0235 W5PF          0003
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0236 WS7V          0369
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0237 KA8G          0026
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0238 W4JSI         0042
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0239 K4HMB         0118
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0243 KI6DY/0       0107
QTC: 21080 RY 2017-11-11 1935 LU1DBQ        4/10       K6HGF         0242 K0FX          0024
QSO: 21080 RY 2017-11-11 1937 LU1DBQ        599 0035   N3DPB         599 0321
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1915 W1AJT         0110
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1916 W3GVX         0090
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1916 KD9MS         0273
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1920 N2WK          0225
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1923 K1MK          0541
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1927 AI9T          0123
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1929 K7OM          0120
QTC: 21080 RY 2017-11-11 1942 N3DPB         3/8        LU1DBQ        1931 K6HGF         0341
QSO: 21080 RY 2017-11-11 1943 LU1DBQ        599 0036   W7RN          599 0599
QSO: 21080 RY 2017-11-11 1943 LU1DBQ        599 0037   W9ILY         599 0151
QSO: 21080 RY 2017-11-11 1945 LU1DBQ        599 0038   K6DTT         599 0146
QSO: 21080 RY 2017-11-11 1945 LU1DBQ        599 0039   N2YB          599 0254
QSO: 21080 RY 2017-11-11 1946 LU1DBQ        599 0040   PP5ASF        599 0010
QSO: 21080 RY 2017-11-11 1947 LU1DBQ        599 0041   VE7CC         599 0311
QSO: 21080 RY 2017-11-11 1947 LU1DBQ        599 0042   PU1MIL        599 0005
QSO: 21080 RY 2017-11-11 1949 LU1DBQ        599 0043   W7HJ          599 0070
QSO: 21080 RY 2017-11-11 1950 LU1DBQ        599 0044   W7ZR          599 0337
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0018 KH6ZM         0021
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0024 JA2BQX        0015
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0025 JE4CIL        0002
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0026 JA1DOF        0005
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0026 JH4UYB        0019
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0028 JS1KKY        0007
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0029 JH7RTQ        0017
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0029 JA2FSM        0010
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0033 AB4GG         0028
QTC: 21080 RY 2017-11-11 1952 LU1DBQ        4/10       W7ZR          0034 K6MR          0062
QSO: 21080 RY 2017-11-11 1958 LU1DBQ        599 0045   N1IXF         599 0357
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1937 N3DPB         0321
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1943 W7RN          0599
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1943 W9ILY         0151
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1945 K6DTT         0146
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1945 N2YB          0254
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1946 PP5ASF        0010
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1947 VE7CC         0311
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1947 PU1MIL        0005
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1949 W7HJ          0070
QTC: 21080 RY 2017-11-11 2000 N1IXF         4/10       LU1DBQ        1950 W7ZR          0337
QSO: 21080 RY 2017-11-11 2001 LU1DBQ        599 0046   W4PK          599 0361
QSO: 21080 RY 2017-11-11 2002 LU1DBQ        599 0047   NK6A          599 0083
QSO: 21080 RY 2017-11-11 2006 LU1DBQ        599 0048   W5PF          599 0047
QSO: 21080 RY 2017-11-11 2007 LU1DBQ        599 0049   W0BV          599 0025
QSO: 21080 RY 2017-11-11 2008 LU1DBQ        599 0050   AE1EZ         599 0099
QSO: 21080 RY 2017-11-11 2009 LU1DBQ        599 0051   VE3TM         599 0051
QSO: 21080 RY 2017-11-11 2014 LU1DBQ        599 0052   N5HC          599 0101
QSO: 21080 RY 2017-11-11 2015 LU1DBQ        599 0053   N4JT          599 0022
QSO: 21080 RY 2017-11-11 2033 LU1DBQ        599 0054   VE6TK         599 0155
QSO: 21080 RY 2017-11-11 2042 LU1DBQ        599 0055   VA7ST         599 0083
QSO: 21080 RY 2017-11-11 2048 LU1DBQ        599 0056   K3YP          599 0145
QSO: 21080 RY 2017-11-11 2103 LU1DBQ        599 0057   KU2M          599 0005
QSO: 21080 RY 2017-11-11 2106 LU1DBQ        599 0058   N4TL          599 0018
QSO: 21080 RY 2017-11-11 2108 LU1DBQ        599 0059   W7OM          599 0190
QSO: 21080 RY 2017-11-11 2110 LU1DBQ        599 0060   NT9E          599 0068
QSO: 21080 RY 2017-11-11 2113 LU1DBQ        599 0061   WB2PJH        599 0092
QSO: 14080 RY 2017-11-11 2138 LU1DBQ        599 0062   W7VXS         599 0243
QSO: 14080 RY 2017-11-11 2204 LU1DBQ        599 0063   PY6TS         599 0018
QSO: 14080 RY 2017-11-11 2207 LU1DBQ        599 0064   W4PK          599 0428
QSO: 14080 RY 2017-11-11 2208 LU1DBQ        599 0065   NK6A          599 0065
QSO: 14080 RY 2017-11-11 2210 LU1DBQ        599 0066   GK4Y          599 0066
QSO: 14080 RY 2017-11-11 2210 LU1DBQ        599 0067   K4YJ          599 0067
QSO: 14080 RY 2017-11-11 2215 LU1DBQ        599 0068   N1MD          599 0068
QSO: 14080 RY 2017-11-11 2219 LU1DBQ        599 0069   N1MD          599 0128
QSO: 14080 RY 2017-11-11 2230 LU1DBQ        599 0070   YV5AAX        599 0273
QSO: 14080 RY 2017-11-11 2238 LU1DBQ        599 0071   CO8MGY        599 0225
QSO: 14080 RY 2017-11-11 2240 LU1DBQ        599 0072   K1MK          599 0672
QSO: 14080 RY 2017-11-11 2256 LU1DBQ        599 0073   K6MMM         599 0339
QSO: 14080 RY 2017-11-11 2258 LU1DBQ        599 0074   VE3CX         599 0495
QSO: 14080 RY 2017-11-11 2305 LU1DBQ        599 0075   K0JJR         599 0265
QSO: 14080 RY 2017-11-11 2308 LU1DBQ        599 0076   W9ILY         599 0189
QSO: 14080 RY 2017-11-11 2310 LU1DBQ        599 0077   KE8M          599 0292
QSO: 14080 RY 2017-11-11 2312 LU1DBQ        599 0078   K5OA          599 0248
QSO: 14080 RY 2017-11-11 2314 LU1DBQ        599 0079   PY4XX         599 0062
QSO: 14080 RY 2017-11-11 2315 LU1DBQ        599 0080   KD9HL         599 0005
QSO: 14080 RY 2017-11-11 2320 LU1DBQ        599 0081   K6HGF         599 0432
QSO: 14080 RY 2017-11-11 2325 LU1DBQ        599 0082   AG5S          599 0008
QSO: 14080 RY 2017-11-11 2332 LU1DBQ        599 0083   K4HMB         599 0271
QSO: 14080 RY 2017-11-11 2338 LU1DBQ        599 0084   JA9BFN        599 0016
QSO: 14080 RY 2017-11-11 2344 LU1DBQ        599 0085   N7NM          599 0283
QSO: 14091 RY 2017-11-11 2347 LU1DBQ        599 0086   N6WT          599 0284
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        1958 N1IXF         0357
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2001 W4PK          0361
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2002 NK6A          0083
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2006 W5PF          0047
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2007 W0BV          0025
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2008 AE1EZ         0099
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2009 VE3TM         0051
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2014 N5HC          0101
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2015 N4JT          0022
QTC: 14091 RY 2017-11-11 2348 N6WT          5/10       LU1DBQ        2033 VE6TK         0155
QSO: 14091 RY 2017-11-12 0008 LU1DBQ        599 0087   UA0ZK         599 0107
QSO: 14091 RY 2017-11-12 0009 LU1DBQ        599 0088   N3KN          599 0061
QSO: 14091 RY 2017-11-12 0010 LU1DBQ        599 0089   K6RWM         599 0045
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2042 VA7ST         0083
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2048 K3YP          0145
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2103 KU2M          0005
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2106 N4TL          0018
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2108 W7OM          0190
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2110 NT9E          0068
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2113 WB2PJH        0092
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2138 W7VXS         0243
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2204 PY6TS         0018
QTC: 14091 RY 2017-11-12 0013 K6RWM         6/10       LU1DBQ        2207 W4PK          0428
QSO: 14091 RY 2017-11-12 0022 LU1DBQ        599 0090   JA7IC         599 0103
QSO: 14091 RY 2017-11-12 0023 LU1DBQ        599 0091   W6RFU         599 0104
QSO: 14091 RY 2017-11-12 0025 LU1DBQ        599 0092   PK7CC         599 0010
QSO: 14091 RY 2017-11-12 0031 LU1DBQ        599 0093   K5AM          599 0228
QSO: 14091 RY 2017-11-12 0041 LU1DBQ        599 0094   WE6EZ         599 0152
QSO: 21090 RY 2017-11-12 1239 LU1DBQ        599 0095   OV2HAN        599 0809
QSO: 21090 RY 2017-11-12 1239 LU1DBQ        599 0096   DK6CQ         599 0140
QSO: 21090 RY 2017-11-12 1258 LU1DBQ        599 0097   LY2FN         599 0309
QSO: 21090 RY 2017-11-12 1259 LU1DBQ        599 0098   SP3A          599 0154
QSO: 21090 RY 2017-11-12 1300 LU1DBQ        599 0099   9A7DX         599 0357
QSO: 21090 RY 2017-11-12 1301 LU1DBQ        599 0100   DQ1P          599 0489
QSO: 21090 RY 2017-11-12 1304 LU1DBQ        599 0101   DJ9RR         599 0150
QSO: 21090 RY 2017-11-12 1305 LU1DBQ        599 0102   OZ4FF         599 0107
QSO: 21090 RY 2017-11-12 1307 LU1DBQ        599 0103   IK0HTP        599 0195
QSO: 21090 RY 2017-11-12 1317 LU1DBQ        599 0104   DL1DTL        599 0465
QSO: 21090 RY 2017-11-12 1320 LU1DBQ        599 0105   GW0A          599 0903
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1050 DL3DRN        0047
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1053 OK4GP         0078
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1054 OK1BJ         0012
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1056 I3FGX         0064
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1057 OE2DYL        0033
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1057 DG0CG         0072
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1059 S58Q          0055
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1059 OE1CIW        0081
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1100 DL0PAR        0013
QTC: 21090 RY 2017-11-12 1323 LU1DBQ        26/10      GW0A          1104 OZ6AGX        0001
QSO: 21090 RY 2017-11-12 1325 LU1DBQ        599 0106   SP3IOE        599 0003
QSO: 21090 RY 2017-11-12 1328 LU1DBQ        599 0107   DL5L          599 0858
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2208 NK6A          0065
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2210 GK4Y          0066
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2210 K4YJ          0067
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2215 N1MD          0068
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2230 YV5AAX        0273
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2238 CO8MGY        0225
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2240 K1MK          0672
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2256 K6MMM         0339
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2258 VE3CX         0495
QTC: 21090 RY 2017-11-12 1330 DL5L          7/10       LU1DBQ        2305 K0JJR         0265
QSO: 21090 RY 2017-11-12 1345 LU1DBQ        599 0108   IK2HAB        599 0007
QSO: 21090 RY 2017-11-12 1406 LU1DBQ        599 0109   YP0C          599 0758
QSO: 21080 RY 2017-11-12 1418 LU1DBQ        599 0110   LX/PA3DUU     599 0791
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2308 W9ILY         0189
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2310 KE8M          0292
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2312 K5OA          0248
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2314 PY4XX         0062
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2315 KD9HL         0005
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2320 K6HGF         0432
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2325 AG5S          0008
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2332 K4HMB         0271
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2338 JA9BFN        0016
QTC: 21080 RY 2017-11-12 1420 LX/PA3DUU     8/10       LU1DBQ        2344 N7NM          0283
QSO: 21097 RY 2017-11-12 1426 LU1DBQ        599 0111   IK2SBB        599 0350
QSO: 21097 RY 2017-11-12 1429 LU1DBQ        599 0112   YP8W          599 0491
QSO: 21097 RY 2017-11-12 1433 LU1DBQ        599 0113   DK3WW         599 0649
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        2347 N6WT          0284
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0008 UA0ZK         0107
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0009 N3KN          0061
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0010 K6RWM         0045
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0022 JA7IC         0103
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0023 W6RFU         0104
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0025 PK7CC         0010
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0031 K5AM          0228
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        0041 WE6EZ         0152
QTC: 21097 RY 2017-11-12 1437 DK3WW         9/10       LU1DBQ        1239 OV2HAN        0809
QSO: 21097 RY 2017-11-12 1438 LU1DBQ        599 0114   R6DM          599 0038
QSO: 21097 RY 2017-11-12 1440 LU1DBQ        599 0115   YO6BHN        599 0137
QSO: 21097 RY 2017-11-12 1450 LU1DBQ        599 0116   VP2MDL        599 0722
QSO: 21097 RY 2017-11-12 1453 LU1DBQ        599 0117   YO3GNF        599 0252
QSO: 21097 RY 2017-11-12 1456 LU1DBQ        599 0118   PA3GVI        599 0149
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1239 DK6CQ         0140
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1258 LY2FN         0309
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1259 SP3A          0154
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1300 9A7DX         0357
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1301 DQ1P          0489
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1304 DJ9RR         0150
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1305 OZ4FF         0107
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1307 IK0HTP        0195
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1317 DL1DTL        0465
QTC: 21097 RY 2017-11-12 1457 PA3GVI        10/10      LU1DBQ        1320 GW0A          0903
QSO: 21097 RY 2017-11-12 1500 LU1DBQ        599 0119   S53JW         599 0013
QSO: 21097 RY 2017-11-12 1501 LU1DBQ        599 0120   IK2XSL        599 0102
QSO: 21097 RY 2017-11-12 1506 LU1DBQ        599 0121   OK2SG         599 0033
QSO: 21097 RY 2017-11-12 1510 LU1DBQ        599 0122   IK6XEJ        599 0661
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1325 SP3IOE        0003
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1328 DL5L          0858
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1345 IK2HAB        0007
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1406 YP0C          0758
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1418 LX/PA3DUU     0791
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1426 IK2SBB        0350
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1429 YP8W          0491
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1433 DK3WW         0649
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1438 R6DM          0038
QTC: 21097 RY 2017-11-12 1513 IK6XEJ        11/10      LU1DBQ        1440 YO6BHN        0137
QSO: 21097 RY 2017-11-12 1521 LU1DBQ        599 0123   IK0FUX        599 0009
QSO: 21097 RY 2017-11-12 1526 LU1DBQ        599 0124   G3UAS         599 0034
QSO: 21097 RY 2017-11-12 1532 LU1DBQ        599 0125   EA4BAS        599 0272
QSO: 21097 RY 2017-11-12 1533 LU1DBQ        599 0126   GI4SNA        599 0005
QSO: 21097 RY 2017-11-12 1536 LU1DBQ        599 0127   DL4FCH        599 0171
QSO: 21097 RY 2017-11-12 1537 LU1DBQ        599 0128   DL4FCH        599 0171
QSO: 21097 RY 2017-11-12 1550 LU1DBQ        599 0129   IK2AUK        599 0229
QSO: 21097 RY 2017-11-12 1554 LU1DBQ        599 0130   CN8KD         599 0708
QSO: 21097 RY 2017-11-12 1603 LU1DBQ        599 0131   DL5JAN        599 0268
QSO: 21097 RY 2017-11-12 1604 LU1DBQ        599 0132   I1RJP         599 0026
