START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JAN
CALLSIGN: N9NFT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N9NFT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JAN ARRL/arrl_january_vhf_contest/2021.
QSO:   144 PH 2021-01-16 1906 N9NFT         EL88 WB4OMG        EL98
QSO:    50 DG 2021-01-16 1923 N9NFT         EL88 K2MK          EL98
QSO:    50 DG 2021-01-16 1924 N9NFT         EL88 N4TB          EL97
QSO:    50 DG 2021-01-16 1929 N9NFT         EL88 W4TAA         EL87
QSO:    50 PH 2021-01-16 2043 N9NFT         EL88 WA4GPM        EM90
QSO:    50 DG 2021-01-16 2050 N9NFT         EL88 KM4HI         EL89
QSO:    50 DG 2021-01-17 1328 N9NFT         EL88 VA2BN         FN36
QSO:    50 DG 2021-01-17 1328 N9NFT         EL88 W1FKF         FN43
QSO:    50 DG 2021-01-17 1329 N9NFT         EL88 NE1HP         FN44
QSO:    50 DG 2021-01-17 1352 N9NFT         EL88 W1HS          FN33
QSO:    50 DG 2021-01-17 1359 N9NFT         EL88 VA3WW         FN14
QSO:    50 DG 2021-01-17 1426 N9NFT         EL88 KD2LGX        FN13
QSO:    50 RY 2021-01-17 1445 N9NFT         EL88 VE3WY         FN04
QSO:    50 DG 2021-01-17 1630 N9NFT         EL88 N4TL          FM05
QSO:    50 DG 2021-01-17 1633 N9NFT         EL88 K3RLW         FM18
QSO:    50 DG 2021-01-17 1635 N9NFT         EL88 N3OC          FM19
QSO:    50 DG 2021-01-17 1636 N9NFT         EL88 KS4S          FM04
QSO:    50 RY 2021-01-17 1640 N9NFT         EL88 WA2FGK        FN21
QSO:    50 DG 2021-01-17 1644 N9NFT         EL88 N3GLZ         FM08
END-OF-LOG:
