START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JAN
CALLSIGN: K7JE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K7JE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JAN ARRL/arrl_january_vhf_contest/2021.
QSO:   222 PH 2021-01-17 1451 K7JE          DM33 N1AV          DM43
QSO:   222 PH 2021-01-17 1452 K7JE          DM33 WA7JTM        DM33
QSO:   432 PH 2021-01-17 1453 K7JE          DM33 WA7JTM        DM33
QSO:   222 PH 2021-01-17 1456 K7JE          DM33 KF7NP         DM33
QSO:  1.2G PH 2021-01-17 1509 K7JE          DM33 KF7NP         DM33
QSO:   144 PH 2021-01-17 1510 K7JE          DM33 KF7NP         DM33
QSO:   144 PH 2021-01-17 1515 K7JE          DM33 K7AEM         DM33
QSO:  1.2G PH 2021-01-17 1523 K7JE          DM33 WA7JTM        DM33
QSO:   144 FM 2021-01-17 1531 K7JE          DM33 K7TEJ         DM43
QSO:   144 PH 2021-01-17 1850 K7JE          DM33 WA7JTM        DM33
QSO:   144 FM 2021-01-17 1851 K7JE          DM33 K7TEJ         DM43
QSO:    50 PH 2021-01-17 1902 K7JE          DM33 KF7NP         DM33
QSO:    50 PH 2021-01-17 1903 K7JE          DM33 WA7JTM        DM33
QSO:  1.2G PH 2021-01-17 1910 K7JE          DM33 W7JET         DM43
QSO:   432 PH 2021-01-17 1910 K7JE          DM33 W7JET         DM43
QSO:   144 PH 2021-01-17 1911 K7JE          DM33 W7JET         DM43
QSO:    50 PH 2021-01-17 1911 K7JE          DM33 W7JET         DM43
END-OF-LOG:
