START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-RTTY
CALLSIGN: W1IE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W1IE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-RTTY ARRL/arrl_rtty_roundup/2021.
QSO: 14082 RY 2021-01-03 1319 W1IE          599 VA LY2TS         599 303
QSO: 14087 RY 2021-01-03 1701 W1IE          599 VA W6YX          599 CA
QSO: 14093 RY 2021-01-03 1853 W1IE          599 VA K0KX          599 SD
QSO: 14093 RY 2021-01-03 1854 W1IE          599 VA AA5KD         599 OK
QSO: 14000 RY 2021-01-03 1855 W1IE          599 VA WB9HFK        599 IL
QSO: 14090 RY 2021-01-03 1855 W1IE          599 VA KA9BHD        599 IL
QSO: 14093 RY 2021-01-03 1855 W1IE          599 VA WD0GTY        599 OK
QSO: 14094 RY 2021-01-03 1856 W1IE          599 VA K9AWM         599 IN
QSO: 14090 RY 2021-01-03 1857 W1IE          599 VA AE7AP         599 MT
QSO: 14093 RY 2021-01-03 1857 W1IE          599 VA KU0D          599 MI
QSO: 14093 RY 2021-01-03 1858 W1IE          599 VA AD7XG         599 WA
QSO: 14093 RY 2021-01-03 1858 W1IE          599 VA W7VO          599 OR
QSO: 14093 RY 2021-01-03 1859 W1IE          599 VA AA9L          599 WI
QSO: 14092 RY 2021-01-03 1901 W1IE          599 VA N5EKW         599 TX
QSO: 14095 RY 2021-01-03 1902 W1IE          599 VA N5KO          599 CA
QSO: 14093 RY 2021-01-03 1903 W1IE          599 VA K6LL          599 AZ
QSO: 14093 RY 2021-01-03 1904 W1IE          599 VA N9SJ          599 IL
QSO: 14093 RY 2021-01-03 1905 W1IE          599 VA N6ZFO         599 CA
QSO: 14093 RY 2021-01-03 1905 W1IE          599 VA W4WWQ         599 VA
QSO: 14093 RY 2021-01-03 1906 W1IE          599 VA W1RH          599 CA
QSO: 14093 RY 2021-01-03 1907 W1IE          599 VA K0MPH         599 MN
QSO: 14093 RY 2021-01-03 1907 W1IE          599 VA N9WG          599 IN
QSO: 14093 RY 2021-01-03 1907 W1IE          599 VA WX4G          599 FL
QSO: 14094 RY 2021-01-03 1908 W1IE          599 VA N0LLH         599 KS
QSO: 14092 RY 2021-01-03 1909 W1IE          599 VA K6TLH         599 CA
QSO: 14093 RY 2021-01-03 1909 W1IE          599 VA K6RIM         599 CA
QSO: 14093 RY 2021-01-03 1913 W1IE          599 VA KC9K          599 IL
QSO: 14093 RY 2021-01-03 1913 W1IE          599 VA N7WY          599 MO
QSO: 14093 RY 2021-01-03 1914 W1IE          599 VA K5RZA         599 TX
QSO: 14090 RY 2021-01-03 1915 W1IE          599 VA N7VGO         599 WA
QSO: 14093 RY 2021-01-03 1915 W1IE          599 VA AD4EB         599 TN
QSO: 14093 RY 2021-01-03 1915 W1IE          599 VA AI6O          599 MO
QSO: 14093 RY 2021-01-03 1917 W1IE          599 VA K5CKS         599 AR
QSO: 14093 RY 2021-01-03 1917 W1IE          599 VA N9CK          599 WI
QSO: 14093 RY 2021-01-03 1919 W1IE          599 VA AE5P          599 TX
QSO: 14093 RY 2021-01-03 1920 W1IE          599 VA VA3DF         599 ON
QSO: 14093 RY 2021-01-03 1921 W1IE          599 VA K6TJ          599 CA
QSO: 14092 RY 2021-01-03 1923 W1IE          599 VA N7GVV         599 IN
QSO: 14094 RY 2021-01-03 1925 W1IE          599 VA WB9DAR        599 IL
QSO: 14093 RY 2021-01-03 1926 W1IE          599 VA K9CT          599 IL
QSO: 14092 RY 2021-01-03 1927 W1IE          599 VA K7RBT         599 OR
QSO: 14093 RY 2021-01-03 1927 W1IE          599 VA N9TR          599 IL
QSO: 14089 RY 2021-01-03 1929 W1IE          599 VA KI0J          599 CO
QSO: 14093 RY 2021-01-03 1930 W1IE          599 VA K6BIR         599 CA
QSO: 14068 RY 2021-01-03 1931 W1IE          599 VA N9UA          599 WI
QSO: 14092 RY 2021-01-03 1931 W1IE          599 VA K7VAP         599 WA
QSO: 14081 RY 2021-01-03 1933 W1IE          599 VA W7DN          599 WA
QSO: 14092 RY 2021-01-03 1933 W1IE          599 VA K5OA          599 CA
QSO: 14093 RY 2021-01-03 1934 W1IE          599 VA K9PW          599 IL
QSO: 14093 RY 2021-01-03 1934 W1IE          599 VA WU6W          599 NV
QSO: 14093 RY 2021-01-03 1936 W1IE          599 VA AE0EE         599 MN
QSO: 14095 RY 2021-01-03 1936 W1IE          599 VA N2ZVN         599 NY
QSO: 14092 RY 2021-01-03 1937 W1IE          599 VA VE4DL         599 MB
QSO: 14092 RY 2021-01-03 1937 W1IE          599 VA WB3JFS        599 NV
QSO: 14000 RY 2021-01-03 1938 W1IE          599 VA W0DC          599 MN
QSO: 14093 RY 2021-01-03 1939 W1IE          599 VA WV4P          599 TN
QSO: 14094 RY 2021-01-03 1940 W1IE          599 VA K9CW          599 IL
QSO: 14092 RY 2021-01-03 1942 W1IE          599 VA N8OO          599 LA
QSO: 14094 RY 2021-01-03 1942 W1IE          599 VA N0UR          599 MN
QSO: 14092 RY 2021-01-03 1943 W1IE          599 VA AD5LU         599 TX
QSO: 14092 RY 2021-01-03 1943 W1IE          599 VA W7VXS         599 WA
QSO: 14000 RY 2021-01-03 1944 W1IE          599 VA W7FD          599 NV
QSO: 14092 RY 2021-01-03 1944 W1IE          599 VA K0TI          599 MN
QSO: 14093 RY 2021-01-03 1945 W1IE          599 VA KB7BTO        599 WA
QSO: 14092 RY 2021-01-03 1946 W1IE          599 VA AI9T          599 IL
QSO: 14092 RY 2021-01-03 1946 W1IE          599 VA K6EI          599 CA
QSO: 14092 RY 2021-01-03 1947 W1IE          599 VA K0CN          599 MN
QSO: 14092 RY 2021-01-03 1947 W1IE          599 VA WT6K          599 CA
QSO: 14092 RY 2021-01-03 1948 W1IE          599 VA KD7QOO        599 WY
QSO: 14092 RY 2021-01-03 1949 W1IE          599 VA N6GP          599 CA
QSO: 14092 RY 2021-01-03 1949 W1IE          599 VA WA0WWW        599 WA
QSO: 14092 RY 2021-01-03 1950 W1IE          599 VA N9TF          599 IL
QSO: 14092 RY 2021-01-03 1950 W1IE          599 VA WB4YDL        599 TN
QSO: 14000 RY 2021-01-03 1951 W1IE          599 VA N5XE          599 OK
QSO: 14092 RY 2021-01-03 1951 W1IE          599 VA NN4RB         599 VA
QSO: 14094 RY 2021-01-03 1954 W1IE          599 VA WB8BZK        599 IL
QSO: 14092 RY 2021-01-03 1956 W1IE          599 VA K9UC          599 WI
QSO: 14092 RY 2021-01-03 1958 W1IE          599 VA KE3K          599 MI
QSO: 14092 RY 2021-01-03 1959 W1IE          599 VA KF0UR         599 CO
QSO: 14092 RY 2021-01-03 2000 W1IE          599 VA N7GCO         599 WA
QSO: 14095 RY 2021-01-03 2001 W1IE          599 VA WA0EJX        599 CO
QSO: 14092 RY 2021-01-03 2003 W1IE          599 VA KK8MM         599 MI
QSO: 14092 RY 2021-01-03 2004 W1IE          599 VA WJ2D          599 NC
QSO: 14091 RY 2021-01-03 2005 W1IE          599 VA KD9NHZ        599 IL
QSO: 14092 RY 2021-01-03 2005 W1IE          599 VA KA1C          599 ME
QSO: 14091 RY 2021-01-03 2007 W1IE          599 VA AC8JF         599 MI
QSO: 14000 RY 2021-01-03 2010 W1IE          599 VA K9BAZ         599 IL
QSO: 14092 RY 2021-01-03 2010 W1IE          599 VA K8YE          599 MI
QSO: 14092 RY 2021-01-03 2010 W1IE          599 VA WC6H          599 CA
QSO: 14092 RY 2021-01-03 2011 W1IE          599 VA KA6BIM        599 OR
QSO: 14092 RY 2021-01-03 2011 W1IE          599 VA W6BB          599 CA
QSO: 14092 RY 2021-01-03 2012 W1IE          599 VA W6IFN         599 CA
QSO: 14092 RY 2021-01-03 2013 W1IE          599 VA N6IE          599 CA
QSO: 14092 RY 2021-01-03 2014 W1IE          599 VA NG1M          599 RI
QSO: 14092 RY 2021-01-03 2017 W1IE          599 VA N7WLC         599 CA
QSO: 14092 RY 2021-01-03 2017 W1IE          599 VA WB5K          599 TX
QSO: 14093 RY 2021-01-03 2018 W1IE          599 VA WB2NFL        599 NY
QSO: 14092 RY 2021-01-03 2019 W1IE          599 VA K0FJ          599 KS
QSO:  7031 RY 2021-01-03 2037 W1IE          599 VA N9UA          599 WI
QSO: 14094 RY 2021-01-03 2041 W1IE          599 VA W1QK          599 CT
QSO: 14000 RY 2021-01-03 2043 W1IE          599 VA KD9CNV        599 IL
QSO: 14097 RY 2021-01-03 2045 W1IE          599 VA N7TY          599 AZ
END-OF-LOG:
