START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-RTTY
CALLSIGN: KI8I
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KI8I
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-RTTY ARRL/arrl_rtty_roundup/2021.
QSO: 14070 RY 2021-01-03 1420 KI8I          599 WV CO2AME        599 285
QSO: 14086 RY 2021-01-03 1931 KI8I          599 WV KS0CW         599 VA
QSO: 14087 RY 2021-01-03 1933 KI8I          599 WV WT6K          599 CA
QSO: 14087 RY 2021-01-03 1935 KI8I          599 WV K6EI          599 CA
QSO: 14087 RY 2021-01-03 1936 KI8I          599 WV WB4YDL        599 TN
QSO: 14087 RY 2021-01-03 1937 KI8I          599 WV WA0WWW        599 WA
QSO: 14087 RY 2021-01-03 1939 KI8I          599 WV K6LL          599 AZ
QSO: 14089 RY 2021-01-03 1940 KI8I          599 WV N0OK          599 MN
QSO: 14087 RY 2021-01-03 1942 KI8I          599 WV K0CN          599 MN
QSO: 14087 RY 2021-01-03 1946 KI8I          599 WV AD7XG         599 WA
QSO: 14087 RY 2021-01-03 1946 KI8I          599 WV VA2RC         599 QC
QSO: 14089 RY 2021-01-03 1947 KI8I          599 WV WA0EJX        599 CO
QSO: 14085 RY 2021-01-03 1949 KI8I          599 WV N6RSH         599 NE
QSO: 14087 RY 2021-01-03 1951 KI8I          599 WV N8FYL         599 MI
QSO: 14087 RY 2021-01-03 1953 KI8I          599 WV VE7AX         599 BC
QSO: 14087 RY 2021-01-03 1955 KI8I          599 WV K6KM          599 CA
QSO: 14086 RY 2021-01-03 1956 KI8I          599 WV AC8JF         599 MI
QSO: 14087 RY 2021-01-03 1957 KI8I          599 WV W6LAX         599 CA
QSO: 14087 RY 2021-01-03 1959 KI8I          599 WV W6IA          599 CA
QSO: 14087 RY 2021-01-03 2000 KI8I          599 WV WC6H          599 CA
QSO: 14087 RY 2021-01-03 2010 KI8I          599 WV K7QA          599 MT
QSO: 14095 RY 2021-01-03 2012 KI8I          599 WV W5MX          599 KY
QSO: 14096 RY 2021-01-03 2013 KI8I          599 WV N0KQ          599 CO
QSO: 14102 RY 2021-01-03 2015 KI8I          599 WV N7ESU         599 ID
QSO: 14102 RY 2021-01-03 2016 KI8I          599 WV VE3NE         599 ON
QSO: 14104 RY 2021-01-03 2017 KI8I          599 WV K6GHA         599 CA
QSO: 14107 RY 2021-01-03 2021 KI8I          599 WV N6QEK/KL7     599 246
QSO: 14113 RY 2021-01-03 2023 KI8I          599 WV KT7E          599 OR
QSO: 14116 RY 2021-01-03 2024 KI8I          599 WV N2MM          599 NJ
QSO: 14118 RY 2021-01-03 2025 KI8I          599 WV W3GH          599 PA
QSO: 14121 RY 2021-01-03 2027 KI8I          599 WV K6NR          599 CA
QSO: 14122 RY 2021-01-03 2030 KI8I          599 WV KL2R          599 106
QSO: 14123 RY 2021-01-03 2033 KI8I          599 WV W6YX          599 CA
QSO: 14116 RY 2021-01-03 2040 KI8I          599 WV VE3JI         599 ON
QSO: 14115 RY 2021-01-03 2041 KI8I          599 WV WB6JJJ        599 OR
QSO: 14115 RY 2021-01-03 2043 KI8I          599 WV KA6BIM        599 OR
QSO: 14112 RY 2021-01-03 2044 KI8I          599 WV K7AR          599 WA
QSO: 14107 RY 2021-01-03 2047 KI8I          599 WV N7AT          599 AZ
QSO: 14103 RY 2021-01-03 2049 KI8I          599 WV K4RUM         599 NY
QSO: 14101 RY 2021-01-03 2050 KI8I          599 WV KO7SS         599 AZ
QSO: 14095 RY 2021-01-03 2051 KI8I          599 WV VE2HEW        599 QC
QSO: 14094 RY 2021-01-03 2054 KI8I          599 WV W1QK          599 CT
QSO: 14093 RY 2021-01-03 2056 KI8I          599 WV NN2NN         599 NY
QSO: 14091 RY 2021-01-03 2058 KI8I          599 WV N9NA          599 AZ
QSO: 14088 RY 2021-01-03 2102 KI8I          599 WV YV4ABR        599 431
QSO: 14085 RY 2021-01-03 2107 KI8I          599 WV K2RD          599 NV
QSO: 14000 RY 2021-01-03 2115 KI8I          599 WV N7XCZ         599 NV
QSO: 14088 RY 2021-01-03 2115 KI8I          599 WV K6ST          599 NV
QSO: 14088 RY 2021-01-03 2120 KI8I          599 WV AC2OC         599 NY
QSO: 14088 RY 2021-01-03 2120 KI8I          599 WV VE5MX         599 SK
QSO: 14081 RY 2021-01-03 2127 KI8I          599 WV CO2GL         599 080
QSO: 14086 RY 2021-01-03 2128 KI8I          599 WV TI2YO         599 207
QSO: 14088 RY 2021-01-03 2130 KI8I          599 WV N2LEE         599 VA
QSO: 14089 RY 2021-01-03 2131 KI8I          599 WV KE3GK         599 MD
QSO: 14096 RY 2021-01-03 2133 KI8I          599 WV WC7Q          599 WA
QSO: 14098 RY 2021-01-03 2137 KI8I          599 WV W2HRU         599 NY
QSO: 14100 RY 2021-01-03 2140 KI8I          599 WV KD2KOS        599 NY
QSO: 14102 RY 2021-01-03 2141 KI8I          599 WV WX4G          599 FL
QSO: 14106 RY 2021-01-03 2144 KI8I          599 WV KM4OQO        599 VA
QSO: 14108 RY 2021-01-03 2145 KI8I          599 WV VE3UTT        599 ON
QSO: 14109 RY 2021-01-03 2147 KI8I          599 WV N4GU          599 NC
QSO: 14109 RY 2021-01-03 2149 KI8I          599 WV NN6NN         599 CA
QSO: 14115 RY 2021-01-03 2154 KI8I          599 WV K2NV          599 NY
QSO: 14116 RY 2021-01-03 2155 KI8I          599 WV KF0UR         599 CO
QSO: 14117 RY 2021-01-03 2157 KI8I          599 WV WP3C          599 1037
QSO: 14119 RY 2021-01-03 2159 KI8I          599 WV K5ZD          599 MA
QSO: 14123 RY 2021-01-03 2202 KI8I          599 WV K0FJ          599 KS
QSO: 14127 RY 2021-01-03 2206 KI8I          599 WV NN6DX         599 CA
QSO: 14127 RY 2021-01-03 2207 KI8I          599 WV K2RET         599 NJ
QSO: 14123 RY 2021-01-03 2209 KI8I          599 WV JH7RTQ        599 0248
QSO: 14122 RY 2021-01-03 2215 KI8I          599 WV W7XQ          599 OR
QSO: 14123 RY 2021-01-03 2215 KI8I          599 WV VA7KO         599 BC
QSO: 14123 RY 2021-01-03 2217 KI8I          599 WV W4UEF         599 NC
QSO: 14124 RY 2021-01-03 2218 KI8I          599 WV N7WLC         599 CA
QSO: 14121 RY 2021-01-03 2219 KI8I          599 WV KC0NFB        599 MN
QSO: 14124 RY 2021-01-03 2222 KI8I          599 WV W7VO          599 OR
QSO: 14123 RY 2021-01-03 2223 KI8I          599 WV N6TV          599 CA
QSO: 14124 RY 2021-01-03 2223 KI8I          599 WV W6DMW         599 CA
QSO: 14122 RY 2021-01-03 2224 KI8I          599 WV N2CJ          599 NJ
QSO: 14124 RY 2021-01-03 2224 KI8I          599 WV KG6MWI        599 CA
QSO: 14122 RY 2021-01-03 2226 KI8I          599 WV VE3TCV        599 ON
QSO: 14124 RY 2021-01-03 2227 KI8I          599 WV WB7GR         599 WY
QSO: 14124 RY 2021-01-03 2227 KI8I          599 WV WB9TFF        599 WI
QSO: 14124 RY 2021-01-03 2228 KI8I          599 WV AK6A          599 OR
QSO: 14124 RY 2021-01-03 2228 KI8I          599 WV VA3WR         599 ON
QSO: 14126 RY 2021-01-03 2229 KI8I          599 WV KF6YU         599 CO
QSO: 14124 RY 2021-01-03 2232 KI8I          599 WV JR1NHD        599 170
QSO: 14122 RY 2021-01-03 2237 KI8I          599 WV AE7AP         599 MT
QSO: 14123 RY 2021-01-03 2239 KI8I          599 WV JH3FUK        599 152
QSO: 14124 RY 2021-01-03 2239 KI8I          599 WV W6DR          599 CA
QSO: 14124 RY 2021-01-03 2246 KI8I          599 WV K0GEO         599 TX
QSO: 14124 RY 2021-01-03 2251 KI8I          599 WV AJ6V          599 CA
QSO: 14125 RY 2021-01-03 2252 KI8I          599 WV AA0AC         599 MN
QSO: 14124 RY 2021-01-03 2253 KI8I          599 WV JA9CWJ        599 091
QSO: 14065 RY 2021-01-03 2256 KI8I          599 WV N9UA          599 WI
QSO: 14123 RY 2021-01-03 2256 KI8I          599 WV WB5K          599 TX
QSO: 14000 RY 2021-01-03 2257 KI8I          599 WV AF5CC         599 OK
QSO: 14000 RY 2021-01-03 2300 KI8I          599 WV WX0Z          599 MN
QSO: 14124 RY 2021-01-03 2302 KI8I          599 WV NN5T          599 TX
QSO: 14124 RY 2021-01-03 2303 KI8I          599 WV W3SA          599 NC
QSO: 14124 RY 2021-01-03 2308 KI8I          599 WV WN6K          599 CA
QSO: 14087 RY 2021-01-03 2315 KI8I          599 WV K0MD          599 MN
QSO: 14098 RY 2021-01-03 2318 KI8I          599 WV W6XU          599 CA
QSO: 14099 RY 2021-01-03 2320 KI8I          599 WV N0IS          599 MO
QSO: 14105 RY 2021-01-03 2321 KI8I          599 WV VA3LR         599 ON
QSO: 14110 RY 2021-01-03 2324 KI8I          599 WV JA6GCE        599 392
QSO: 14096 RY 2021-01-03 2330 KI8I          599 WV N0AT          599 MN
QSO: 14096 RY 2021-01-03 2339 KI8I          599 WV AF6SA         599 CA
END-OF-LOG:
