START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-RTTY
CALLSIGN: KI8I
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KI8I
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-RTTY ARRL/arrl_rtty_roundup/2021.
QSO: 14070 RY 2021-01-03 1420 KI8I          599 WV CO2AME        599 285
QSO: 14085 RY 2021-01-03 1426 KI8I          599 WV OR3A          599 247
QSO: 14083 RY 2021-01-03 1429 KI8I          599 WV MM9I          599 545
QSO: 14086 RY 2021-01-03 1429 KI8I          599 WV DF8XC         599 310
QSO: 14087 RY 2021-01-03 1432 KI8I          599 WV CT1BXT        599 206
QSO: 14087 RY 2021-01-03 1433 KI8I          599 WV UR7GO         599 915
QSO: 14087 RY 2021-01-03 1434 KI8I          599 WV 9A3VM         599 443
QSO: 14091 RY 2021-01-03 1436 KI8I          599 WV WW4LL         599 ME
QSO: 14091 RY 2021-01-03 1439 KI8I          599 WV IU3BTY        599 287
QSO: 14096 RY 2021-01-03 1446 KI8I          599 WV IK2QPR        599 807
QSO: 14097 RY 2021-01-03 1448 KI8I          599 WV MW2I          599 826
QSO: 14101 RY 2021-01-03 1452 KI8I          599 WV KC4HW         599 AL
QSO: 14103 RY 2021-01-03 1454 KI8I          599 WV SN7Q          599 1434
QSO: 14104 RY 2021-01-03 1555 KI8I          599 WV OS4M          599 361
QSO: 14106 RY 2021-01-03 1557 KI8I          599 WV W4MLB         599 FL
QSO: 14106 RY 2021-01-03 1559 KI8I          599 WV AB5EB         599 TX
QSO: 14107 RY 2021-01-03 1601 KI8I          599 WV K6MR          599 CA
QSO: 14108 RY 2021-01-03 1601 KI8I          599 WV W6OAT         599 WA
QSO: 14112 RY 2021-01-03 1606 KI8I          599 WV VE7IO         599 BC
QSO: 14112 RY 2021-01-03 1607 KI8I          599 WV KF0UR         599 CO
QSO: 14113 RY 2021-01-03 1607 KI8I          599 WV K5XH          599 AR
QSO: 14113 RY 2021-01-03 1609 KI8I          599 WV KK6P          599 CA
QSO: 14114 RY 2021-01-03 1611 KI8I          599 WV N8OO          599 LA
QSO: 14118 RY 2021-01-03 1616 KI8I          599 WV N5ZM          599 AR
QSO: 14000 RY 2021-01-03 1617 KI8I          599 WV VE2GSO        599 QC
QSO: 14119 RY 2021-01-03 1617 KI8I          599 WV W0LSD         599 CO
QSO: 14123 RY 2021-01-03 1619 KI8I          599 WV WA1PMA        599 FL
QSO: 14123 RY 2021-01-03 1620 KI8I          599 WV W0YK          599 CA
QSO: 14124 RY 2021-01-03 1620 KI8I          599 WV N0XR          599 IA
QSO: 14125 RY 2021-01-03 1621 KI8I          599 WV K3ZV          599 FL
QSO: 14125 RY 2021-01-03 1622 KI8I          599 WV KI0F          599 MN
QSO: 14070 RY 2021-01-03 1624 KI8I          599 WV W0ZQ          599 MN
QSO: 14128 RY 2021-01-03 1626 KI8I          599 WV W7RN          599 NV
QSO: 14083 RY 2021-01-03 1629 KI8I          599 WV W0PR          599 MN
QSO: 14084 RY 2021-01-03 1629 KI8I          599 WV AA5AU         599 LA
QSO: 14084 RY 2021-01-03 1630 KI8I          599 WV WW5M          599 TN
QSO: 14085 RY 2021-01-03 1631 KI8I          599 WV AA2MF         599 FL
QSO: 14087 RY 2021-01-03 1633 KI8I          599 WV AC7S          599 OR
QSO: 14090 RY 2021-01-03 1635 KI8I          599 WV W7PU          599 WA
QSO: 14086 RY 2021-01-03 1638 KI8I          599 WV DP7D          599 1144
QSO: 14089 RY 2021-01-03 1641 KI8I          599 WV N8LRG         599 OH
QSO: 14090 RY 2021-01-03 1643 KI8I          599 WV K0MPH         599 MN
QSO: 14090 RY 2021-01-03 1644 KI8I          599 WV N6WM          599 CA
QSO: 14092 RY 2021-01-03 1646 KI8I          599 WV KS0AA         599 KS
QSO: 14092 RY 2021-01-03 1648 KI8I          599 WV K5LY          599 TX
QSO: 14097 RY 2021-01-03 1654 KI8I          599 WV W7RY          599 MO
QSO: 14098 RY 2021-01-03 1657 KI8I          599 WV AC0C          599 KS
QSO: 14098 RY 2021-01-03 1657 KI8I          599 WV TG9ADQ        599 384
QSO: 14084 RY 2021-01-03 1703 KI8I          599 WV KD6TR         599 WA
QSO: 14103 RY 2021-01-03 1704 KI8I          599 WV W6SR          599 CA
QSO: 14104 RY 2021-01-03 1705 KI8I          599 WV N6EE          599 CA
QSO: 14105 RY 2021-01-03 1707 KI8I          599 WV K6HGF         599 CA
QSO: 14107 RY 2021-01-03 1709 KI8I          599 WV WB5BHS        599 AR
QSO: 14110 RY 2021-01-03 1712 KI8I          599 WV K0AD          599 MN
QSO: 14118 RY 2021-01-03 1722 KI8I          599 WV K6DTT         599 ME
QSO: 14123 RY 2021-01-03 1727 KI8I          599 WV EA8DO         599 656
QSO: 14124 RY 2021-01-03 1728 KI8I          599 WV AD5XD         599 TX
QSO: 14125 RY 2021-01-03 1728 KI8I          599 WV K9YC          599 CA
QSO: 14126 RY 2021-01-03 1729 KI8I          599 WV K9CT          599 IL
QSO: 14128 RY 2021-01-03 1731 KI8I          599 WV K9OM          599 FL
QSO: 14129 RY 2021-01-03 1734 KI8I          599 WV W7GES         599 AZ
QSO: 14106 RY 2021-01-03 1745 KI8I          599 WV W6EU          599 CA
QSO: 14084 RY 2021-01-03 1747 KI8I          599 WV ND2T          599 CA
QSO: 14085 RY 2021-01-03 1749 KI8I          599 WV N0IRM         599 MO
QSO: 14086 RY 2021-01-03 1751 KI8I          599 WV KH6ZM         599 716
QSO: 14086 RY 2021-01-03 1752 KI8I          599 WV W9KKN         599 CA
QSO: 14089 RY 2021-01-03 1753 KI8I          599 WV VA7ST         599 BC
QSO: 14091 RY 2021-01-03 1755 KI8I          599 WV N7NM          599 WA
QSO: 14092 RY 2021-01-03 1756 KI8I          599 WV W4CU          599 FL
QSO: 14000 RY 2021-01-03 1757 KI8I          599 WV WE6EZ         599 TX
QSO: 14092 RY 2021-01-03 1759 KI8I          599 WV N7GCO         599 WA
QSO: 14092 RY 2021-01-03 1800 KI8I          599 WV NA6O          599 CA
QSO: 14092 RY 2021-01-03 1801 KI8I          599 WV K6BIR         599 CA
QSO: 14092 RY 2021-01-03 1803 KI8I          599 WV K0KX          599 SD
QSO: 14000 RY 2021-01-03 1804 KI8I          599 WV AK3B          599 MD
QSO: 14091 RY 2021-01-03 1808 KI8I          599 WV AF7NX         599 OR
QSO: 14092 RY 2021-01-03 1808 KI8I          599 WV KD0EZS        599 KS
QSO: 14092 RY 2021-01-03 1809 KI8I          599 WV K2AL          599 NJ
QSO: 14085 RY 2021-01-03 1811 KI8I          599 WV N7VS          599 OR
QSO: 14092 RY 2021-01-03 1812 KI8I          599 WV N5XJ          599 TX
QSO: 14092 RY 2021-01-03 1812 KI8I          599 WV N6IE          599 CA
QSO: 14092 RY 2021-01-03 1813 KI8I          599 WV W6RC          599 CA
QSO: 14087 RY 2021-01-03 1849 KI8I          599 WV K6TJ          599 CA
QSO: 14087 RY 2021-01-03 1854 KI8I          599 WV K6DGW         599 NV
QSO: 14087 RY 2021-01-03 1854 KI8I          599 WV VE7KAJ        599 BC
QSO: 14088 RY 2021-01-03 1859 KI8I          599 WV WA7CPA        599 WA
QSO: 14090 RY 2021-01-03 1859 KI8I          599 WV N5KO          599 CA
QSO: 14088 RY 2021-01-03 1901 KI8I          599 WV AA9L          599 WI
QSO: 14088 RY 2021-01-03 1902 KI8I          599 WV N6ZFO         599 CA
QSO: 14088 RY 2021-01-03 1902 KI8I          599 WV W1RH          599 CA
QSO: 14088 RY 2021-01-03 1904 KI8I          599 WV K7RU          599 WA
QSO: 14088 RY 2021-01-03 1907 KI8I          599 WV AA0K          599 CO
QSO: 14088 RY 2021-01-03 1907 KI8I          599 WV K5CKS         599 AR
QSO: 14086 RY 2021-01-03 1910 KI8I          599 WV N7VGO         599 WA
QSO: 14087 RY 2021-01-03 1911 KI8I          599 WV AE5P          599 TX
QSO: 14087 RY 2021-01-03 1912 KI8I          599 WV KE6QR         599 CA
QSO: 14087 RY 2021-01-03 1916 KI8I          599 WV AD5LU         599 TX
QSO: 14087 RY 2021-01-03 1918 KI8I          599 WV AD4EB         599 TN
QSO: 14088 RY 2021-01-03 1918 KI8I          599 WV VE5VG         599 SK
QSO: 14085 RY 2021-01-03 1920 KI8I          599 WV KI7MZH        599 WA
QSO: 14087 RY 2021-01-03 1922 KI8I          599 WV K5RZA         599 TX
QSO: 14087 RY 2021-01-03 1922 KI8I          599 WV VE4DL         599 MB
QSO: 14087 RY 2021-01-03 1923 KI8I          599 WV K7VAP         599 WA
QSO: 14084 RY 2021-01-03 1924 KI8I          599 WV KI0J          599 CO
QSO: 14087 RY 2021-01-03 1924 KI8I          599 WV K7RBT         599 OR
QSO: 14081 RY 2021-01-03 1926 KI8I          599 WV W7DN          599 WA
QSO: 14087 RY 2021-01-03 1927 KI8I          599 WV VE2EBK        599 QC
QSO: 14087 RY 2021-01-03 1928 KI8I          599 WV N6XI          599 CA
QSO: 14087 RY 2021-01-03 1929 KI8I          599 WV KB7BTO        599 WA
QSO: 14087 RY 2021-01-03 1930 KI8I          599 WV K9PW          599 IL
