START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Official results - VHFManager
CALLSIGN: OM2DT
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2018-08-05 0716 OM2DT         59  1 JN88QS   9A9R          59  23 JN85OQ 
QSO: 144300 PH 2018-08-05 0722 OM2DT         59  2 JN88QS   IQ5NN         59  44 JN63GN 
QSO: 144300 PH 2018-08-05 0724 OM2DT         59  3 JN88QS   S59R          59  46 JN76OM 
QSO: 144300 PH 2018-08-05 0725 OM2DT         59  4 JN88QS   OE/OL0M       59  25 JN77VN 
QSO: 144300 PH 2018-08-05 0728 OM2DT         59  5 JN88QS   OK1XZA        59  10 JN79MN 
QSO: 144300 PH 2018-08-05 0730 OM2DT         59  6 JN88QS   HG9W          59  31 JN87GF 
QSO: 144300 PH 2018-08-05 0732 OM2DT         59  7 JN88QS   S50C          59  59 JN76JG 
QSO: 144300 PH 2018-08-05 0734 OM2DT         59  8 JN88QS   SN7L          59  88 JO91QF 
QSO: 144300 PH 2018-08-05 0735 OM2DT         59  9 JN88QS   OK2KPD        59  37 JO80OB 
QSO: 144300 PH 2018-08-05 0736 OM2DT         59  10 JN88QS  OM2VL         59  53 JN87WV 
QSO: 144300 PH 2018-08-05 0738 OM2DT         59  11 JN88QS  S57O          59  29 JN86DT 
QSO: 144300 PH 2018-08-05 0739 OM2DT         59  12 JN88QS  OM3CQF        59  33 JN88RT 
QSO: 144300 PH 2018-08-05 0744 OM2DT         59  13 JN88QS  HG6IDZ        59  21 JN97UT 
QSO: 144300 PH 2018-08-05 0747 OM2DT         59  14 JN88QS  OE1W          59  70 JN77TX 
QSO: 144300 PH 2018-08-05 0751 OM2DT         59  15 JN88QS  S59DEM        59  91 JN75DS 
QSO: 144300 PH 2018-08-05 0752 OM2DT         59  16 JN88QS  OE/OK2CM      59  52 JN77NO 
QSO: 144300 PH 2018-08-05 0755 OM2DT         59  17 JN88QS  SN9D          59  108 JO90PP
QSO: 144300 PH 2018-08-05 0757 OM2DT         59  18 JN88QS  S50W          59  30 JN76WK 
QSO: 144300 PH 2018-08-05 0800 OM2DT         59  19 JN88QS  HG3X          59  64 JN96EE 
