START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Unofficial results - VHFManager
CALLSIGN: HG1CCS
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2024-08-04 0602 HG1CCS        59  1 JN87IF   S56P          59  3 JN76PO  
QSO: 144300 PH 2024-08-04 0603 HG1CCS        59  2 JN87IF   OE8Q          59  5 JN76JM  
QSO: 144300 PH 2024-08-04 0603 HG1CCS        59  3 JN87IF   OM5AW         59  7 JN89AH  
QSO: 144300 PH 2024-08-04 0604 HG1CCS        59  4 JN87IF   S57O          59  6 JN86DT  
QSO: 144300 PH 2024-08-04 0606 HG1CCS        59  5 JN87IF   HA2R          59  9 JN87UE  
QSO: 144300 PH 2024-08-04 0606 HG1CCS        59  6 JN87IF   S50L          59  7 JN75ES  
QSO: 144300 PH 2024-08-04 0609 HG1CCS        59  7 JN87IF   IW2HAJ        59  15 JN54WE 
QSO: 144300 PH 2024-08-04 0611 HG1CCS        59  8 JN87IF   OE6V          59  12 JN76VT 
QSO: 144300 PH 2024-08-04 0611 HG1CCS        59  9 JN87IF   S53O          59  13 JN86AT 
QSO: 144300 PH 2024-08-04 0612 HG1CCS        59  10 JN87IF  S50C          59  32 JN76JG 
QSO: 144300 PH 2024-08-04 0613 HG1CCS        59  11 JN87IF  9A6ZZ         59  7 JN75SK  
QSO: 144300 PH 2024-08-04 0614 HG1CCS        59  12 JN87IF  9A3DF         59  15 JN86HF 
QSO: 144300 PH 2024-08-04 0615 HG1CCS        59  13 JN87IF  IQ0PG         59  27 JN63JF 
QSO: 144300 PH 2024-08-04 0617 HG1CCS        59  14 JN87IF  S59P          59  22 JN86AO 
QSO: 144300 PH 2024-08-04 0619 HG1CCS        59  15 JN87IF  9A9Z          59  18 JN75XV 
QSO: 144300 PH 2024-08-04 0621 HG1CCS        59  16 JN87IF  9A8D          59  37 JN95LM 
QSO: 144300 PH 2024-08-04 0622 HG1CCS        59  17 JN87IF  OK1TEH        59  9 JO70FD  
QSO: 144300 PH 2024-08-04 0625 HG1CCS        59  18 JN87IF  HG7F          59  17 JN97KR 
QSO: 144300 PH 2024-08-04 0627 HG1CCS        59  19 JN87IF  OM4CW         59  3 JN99CH  
