START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: REF-SSB
LOCATION: 19
CALLSIGN: F5DE/P
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 146432
OFFTIME: 2015-02-21 1230 2015-02-21 1444
OFFTIME: 2015-02-21 1902 2015-02-22 0933
OFFTIME: 2015-02-22 1134 2015-02-22 1404
OPERATORS: 
NAME: Bernard DELAGE
SOAPBOX: Entre vaisselle et vacation nocturne à la station F6REF/00, modeste
QSO: 28000 PH 2015-02-21 1452 F5DE/P        59  19     TM1A          59  77    
QSO: 28000 PH 2015-02-21 1455 F5DE/P        59  19     TA4ED         59  001   
QSO: 28000 PH 2015-02-21 1456 F5DE/P        59  19     UY0CA         59  091   
QSO: 28000 PH 2015-02-21 1501 F5DE/P        59  19     R5FU          59  091   
QSO: 28000 PH 2015-02-21 1503 F5DE/P        59  19     F6HPP/P       59  40    
QSO: 28000 PH 2015-02-21 1514 F5DE/P        59  19     FR4QT         59  FR    
QSO: 28000 PH 2015-02-21 1524 F5DE/P        59  19     F5MMF         59  24    
QSO: 28000 PH 2015-02-21 1528 F5DE/P        59  19     FG4KH         59  FG    
QSO: 28000 PH 2015-02-21 1534 F5DE/P        59  19     TM5OTT        59  37    
QSO: 28000 PH 2015-02-21 1539 F5DE/P        59  19     TM5K          59  24    
QSO: 28000 PH 2015-02-21 1540 F5DE/P        59  19     LA6KOA        59  054   
QSO: 28000 PH 2015-02-21 1548 F5DE/P        59  19     PU3CAL        59  014   
QSO: 28000 PH 2015-02-21 1551 F5DE/P        59  19     PY5FO         59  029   
QSO: 28000 PH 2015-02-21 1557 F5DE/P        59  19     F5ODK         59  03    
QSO: 28000 PH 2015-02-21 1559 F5DE/P        59  19     TM2B          59  03    
QSO: 28000 PH 2015-02-21 1608 F5DE/P        59  19     PY2UD         59  094   
QSO: 28000 PH 2015-02-21 1610 F5DE/P        59  19     F6HRP         59  22    
QSO: 28000 PH 2015-02-21 1612 F5DE/P        59  19     FM5AN         59  FM    
QSO: 14000 PH 2015-02-21 1615 F5DE/P        59  19     RF9C          59  084   
QSO: 14000 PH 2015-02-21 1616 F5DE/P        59  19     DL5YM         59  265   
QSO: 14000 PH 2015-02-21 1618 F5DE/P        59  19     US4EM         59  139   
QSO: 14000 PH 2015-02-21 1625 F5DE/P        59  19     F6GOE         59  19    
QSO:  7000 PH 2015-02-21 1627 F5DE/P        59  19     F6BIA         59  91    
QSO:  7000 PH 2015-02-21 1628 F5DE/P        59  19     F1UFW         59  31    
QSO:  7000 PH 2015-02-21 1629 F5DE/P        59  19     F5ICC         59  24    
QSO:  7000 PH 2015-02-21 1632 F5DE/P        59  19     F5KEQ         59  44    
QSO:  7000 PH 2015-02-21 1633 F5DE/P        59  19     F8DSN         59  88    
QSO:  7000 PH 2015-02-21 1635 F5DE/P        59  19     F6DEV         59  09    
QSO:  7000 PH 2015-02-21 1637 F5DE/P        59  19     F5GFA         59  47    
QSO:  7000 PH 2015-02-21 1637 F5DE/P        59  19     F5KOK         59  86    
QSO:  7000 PH 2015-02-21 1642 F5DE/P        59  19     TM4E          59  10    
QSO:  7000 PH 2015-02-21 1645 F5DE/P        59  19     F6KDL         59  68    
QSO:  7000 PH 2015-02-21 1647 F5DE/P        59  19     F6KRC         59  35    
QSO:  7000 PH 2015-02-21 1648 F5DE/P        59  19     TM5PU         59  81    
QSO: 21000 PH 2015-02-21 1652 F5DE/P        59  19     F6HPP/P       59  40    
QSO: 21000 PH 2015-02-21 1704 F5DE/P        59  19     FM5AN         59  FM    
QSO: 21000 PH 2015-02-21 1705 F5DE/P        59  19     FY5KE         59  FY    
QSO: 21000 PH 2015-02-21 1723 F5DE/P        59  19     FG5GP         59  FG    
QSO: 14000 PH 2015-02-21 1855 F5DE/P        59  19     TM5OTT        59  37    
QSO: 14000 PH 2015-02-21 1857 F5DE/P        59  19     RA1ANY        59  306   
QSO: 14000 PH 2015-02-21 1902 F5DE/P        59  19     FM5AN         59  FM    
QSO: 28000 PH 2015-02-22 0933 F5DE/P        59  19     RA3DGH        59  053   
QSO: 28000 PH 2015-02-22 0934 F5DE/P        59  19     F8BPN         59  19    
QSO: 28000 PH 2015-02-22 0938 F5DE/P        59  19     4X6DK         59  105   
QSO: 28000 PH 2015-02-22 0946 F5DE/P        59  19     UR5EAF        59  035   
QSO: 28000 PH 2015-02-22 0949 F5DE/P        59  19     EW1KV         59  015   
QSO: 28000 PH 2015-02-22 0950 F5DE/P        59  19     RZ3Z          59  093   
QSO: 28000 PH 2015-02-22 0951 F5DE/P        59  19     UR5VAA        59  045   
QSO: 28000 PH 2015-02-22 0952 F5DE/P        59  19     ES2IPA        59  103   
QSO: 28000 PH 2015-02-22 0953 F5DE/P        59  19     R3LC          59  088   
QSO: 28000 PH 2015-02-22 0956 F5DE/P        59  19     RA1ANY        59  435   
QSO: 28000 PH 2015-02-22 1014 F5DE/P        59  19     YP0C          59  707   
QSO: 28000 PH 2015-02-22 1015 F5DE/P        59  19     RW1CW         59  174   
QSO: 21000 PH 2015-02-22 1025 F5DE/P        59  19     YP3A          59  262   
QSO: 21000 PH 2015-02-22 1030 F5DE/P        59  19     FM5FJ         59  FM    
QSO: 21000 PH 2015-02-22 1032 F5DE/P        59  19     DL5YM         59  528   
QSO: 21000 PH 2015-02-22 1042 F5DE/P        59  19     YO9XC         59  110   
QSO: 21000 PH 2015-02-22 1043 F5DE/P        59  19     RA9APG        59  054   
QSO: 21000 PH 2015-02-22 1044 F5DE/P        59  19     LZ2HM         59  026   
QSO: 21000 PH 2015-02-22 1049 F5DE/P        59  19     UY0CA         59  203   
QSO: 21000 PH 2015-02-22 1056 F5DE/P        59  19     YU9DX         59  072   
QSO:  7000 PH 2015-02-22 1101 F5DE/P        59  19     F4GEA         59  79    
QSO:  7000 PH 2015-02-22 1102 F5DE/P        59  19     F4KIW         59  76    
QSO:  7000 PH 2015-02-22 1108 F5DE/P        59  19     F4EMK         59  64    
QSO:  7000 PH 2015-02-22 1109 F5DE/P        59  19     F6IPR         59  21    
QSO:  7000 PH 2015-02-22 1111 F5DE/P        59  19     F6EQZ         59  51    
QSO:  7000 PH 2015-02-22 1112 F5DE/P        59  19     F5AAR         59  49    
QSO:  7000 PH 2015-02-22 1114 F5DE/P        59  19     F6KUQ         59  33    
QSO:  7000 PH 2015-02-22 1115 F5DE/P        59  19     F6IPA         59  48    
QSO:  7000 PH 2015-02-22 1119 F5DE/P        59  19     F1PVR         59  31    
QSO:  7000 PH 2015-02-22 1122 F5DE/P        59  19     F5KFL         59  86    
QSO:  7000 PH 2015-02-22 1123 F5DE/P        59  19     F5TVG/P       59  77    
QSO:  7000 PH 2015-02-22 1125 F5DE/P        59  19     F6KGI         59  11    
QSO:  7000 PH 2015-02-22 1126 F5DE/P        59  19     F4ESW         59  85    
QSO:  7000 PH 2015-02-22 1126 F5DE/P        59  19     F6GEU         59  49    
QSO:  7000 PH 2015-02-22 1126 F5DE/P        59  19     F6FTB         59  21    
QSO:  7000 PH 2015-02-22 1127 F5DE/P        59  19     F1TZE/P       59  19    
QSO:  7000 PH 2015-02-22 1127 F5DE/P        59  19     F6CSX         59  13    
QSO:  7000 PH 2015-02-22 1129 F5DE/P        59  19     F5KDC         59  63    
QSO:  7000 PH 2015-02-22 1130 F5DE/P        59  19     F4EWS         59  86    
QSO:  7000 PH 2015-02-22 1132 F5DE/P        59  19     F6EOM         59  74    
QSO:  7000 PH 2015-02-22 1133 F5DE/P        59  19     F4TPV         59  19    
QSO:  7000 PH 2015-02-22 1133 F5DE/P        59  19     F5TMR         59  17    
QSO:  7000 PH 2015-02-22 1134 F5DE/P        59  19     F6DSB         59  76    
QSO:  7000 PH 2015-02-22 1404 F5DE/P        59  19     F6ETI/P       59  19    
QSO: 28000 PH 2015-02-22 1411 F5DE/P        59  19     RV7M          59  096   
QSO: 28000 PH 2015-02-22 1418 F5DE/P        59  19     EA8/DL2VA     59  017   
QSO:  7000 PH 2015-02-22 1434 F5DE/P        59  19     F6KSW/P       59  23    
QSO:  7000 PH 2015-02-22 1437 F5DE/P        59  19     F8CED         59  44    
QSO:  7000 PH 2015-02-22 1438 F5DE/P        59  19     F5RBB         59  19    
QSO:  7000 PH 2015-02-22 1439 F5DE/P        59  19     F5RD          59  03    
QSO:  7000 PH 2015-02-22 1442 F5DE/P        59  19     F5KKE         59  79    
QSO:  7000 PH 2015-02-22 1443 F5DE/P        59  19     F8BUO         59  68    
QSO:  7000 PH 2015-02-22 1446 F5DE/P        59  19     F5PTI         59  16    
QSO:  7000 PH 2015-02-22 1447 F5DE/P        59  19     F6ICG         59  89    
QSO:  7000 PH 2015-02-22 1451 F5DE/P        59  19     F6KOU         59  84    
QSO:  7000 PH 2015-02-22 1454 F5DE/P        59  19     F5MSB         59  32    
QSO:  7000 PH 2015-02-22 1454 F5DE/P        59  19     TM2T          59  13    
QSO:  7000 PH 2015-02-22 1456 F5DE/P        59  19     F5MMF         59  24    
QSO:  7000 PH 2015-02-22 1457 F5DE/P        59  19     F6AJM         59  51    
QSO:  7000 PH 2015-02-22 1458 F5DE/P        59  19     F4GWO         59  66    
QSO:  7000 PH 2015-02-22 1500 F5DE/P        59  19     OP0P          59  219   
QSO:  7000 PH 2015-02-22 1501 F5DE/P        59  19     F6AXN         59  28    
QSO:  7000 PH 2015-02-22 1505 F5DE/P        59  19     F5SUL         59  44    
QSO:  7000 PH 2015-02-22 1506 F5DE/P        59  19     F4EKQ         59  86    
QSO:  7000 PH 2015-02-22 1508 F5DE/P        59  19     F5KHP         59  32    
QSO:  7000 PH 2015-02-22 1512 F5DE/P        59  19     F6KFI         59  72    
QSO:  7000 PH 2015-02-22 1512 F5DE/P        59  19     F4GMM         59  59    
QSO:  7000 PH 2015-02-22 1514 F5DE/P        59  19     F4FDY         59  44    
QSO:  7000 PH 2015-02-22 1516 F5DE/P        59  19     F4FUB         59  80    
QSO:  7000 PH 2015-02-22 1517 F5DE/P        59  19     F2LN          59  33    
QSO: 21000 PH 2015-02-22 1550 F5DE/P        59  19     F8BPN         59  19    
QSO: 21000 PH 2015-02-22 1552 F5DE/P        59  19     FG4KH         59  FG    
QSO: 21000 PH 2015-02-22 1554 F5DE/P        59  19     LZ1ND         59  486   
QSO: 21000 PH 2015-02-22 1555 F5DE/P        59  19     RZ5D          59  183   
QSO: 21000 PH 2015-02-22 1555 F5DE/P        59  19     RA1ANY        59  568   
QSO: 21000 PH 2015-02-22 1557 F5DE/P        59  19     YP0C          59  911   
QSO: 21000 PH 2015-02-22 1601 F5DE/P        59  19     OH6ECM        59  407   
QSO: 21000 PH 2015-02-22 1604 F5DE/P        59  19     TY2BP         59  348   
QSO: 21000 PH 2015-02-22 1607 F5DE/P        59  19     FR4PV         59  FR    
QSO: 21000 PH 2015-02-22 1618 F5DE/P        59  19     LY3CY         59  165   
QSO: 28000 PH 2015-02-22 1624 F5DE/P        59  19     TO66R         59  FG    
END-OF-LOG:

