START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: IV3UT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IV3UT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2012.
QSO: 21406 PH 2012-03-24 0855 IV3UT         59 RL6M          59 605
QSO: 21329 PH 2012-03-24 1830 IV3UT         59 079 CR6K          59 1788
QSO: 21220 PH 2012-03-24 1835 IV3UT         59 0080 PW2D          59 1507
QSO: 21165 PH 2012-03-24 1840 IV3UT         59 0081 CT1EEK        59 0259
QSO: 21000 PH 2012-03-24 1842 IV3UT         59 0082 LR3M          59 0491
QSO: 21217 PH 2012-03-24 1848 IV3UT         59 083 CQ7A          59 0600
QSO: 21000 PH 2012-03-24 1921 IV3UT         59 085 EE7R          59 473
QSO: 21000 PH 2012-03-24 1928 IV3UT         59 086 K8WT          59 0436
QSO: 21424 PH 2012-03-24 1934 IV3UT         59 087 EA8CNB        59 0584
QSO:  1800 PH 2012-03-24 2003 IV3UT         59 088 IZ5MOQ        59 206
QSO:  1841 PH 2012-03-24 2004 IV3UT         59 089 IO4C          59 0420
QSO:  1800 PH 2012-03-24 2009 IV3UT         59 090 IR1A          59 54
QSO:  1854 PH 2012-03-24 2010 IV3UT         59 091 DR1A          59 0329
QSO:  1830 PH 2012-03-24 2234 IV3UT         59 092 HG1S          59 0295
QSO:  1844 PH 2012-03-24 2236 IV3UT         59 093 LZ9W          59 0288
QSO:  1800 PH 2012-03-24 2242 IV3UT         59 92 OT5A          59 322
QSO:  1800 PH 2012-03-24 2244 IV3UT         59 0095 9A2AJ         59 0416
QSO:  1830 PH 2012-03-24 2249 IV3UT         59 097 E7CW          59 0306
QSO:  1862 PH 2012-03-24 2249 IV3UT         59 096 HB9EE         59 1448
QSO:  1800 PH 2012-03-24 2251 IV3UT         59 098 OK1JOK        59 134
QSO:  1800 PH 2012-03-24 2255 IV3UT         59 099 LY2OU         59 265
QSO:  1858 PH 2012-03-24 2257 IV3UT         59 0100 UT5UGR        59 0346
QSO:  1836 PH 2012-03-24 2304 IV3UT         59 0101 9A7A          59 0053
QSO:  1870 PH 2012-03-24 2312 IV3UT         59 102 SP9PDF        59 0078
QSO:  1877 PH 2012-03-24 2315 IV3UT         59 103 DL5JS         59 0614
QSO:  1884 PH 2012-03-24 2316 IV3UT         59 104 LY22A         59 0179
QSO:  1879 PH 2012-03-24 2320 IV3UT         59 105 EU3AR         59 362
QSO:  1829 PH 2012-03-24 2325 IV3UT         59 106 DQ8N          59 0078
QSO:  1826 PH 2012-03-24 2327 IV3UT         59 107 S59ABC        59 1413
QSO:  1845 PH 2012-03-24 2330 IV3UT         59 108 IR9Y          59 007
QSO:  1887 PH 2012-03-24 2335 IV3UT         59 109 SP8LBK        59 187
QSO:  1852 PH 2012-03-24 2346 IV3UT         59 0110 HG7T          59 0090
QSO:  1843 PH 2012-03-25 0000 IV3UT         59 112 YL7X          59 0329
QSO:  1800 PH 2012-03-25 0005 IV3UT         59 0113 YT2T          59 2096
QSO:  1875 PH 2012-03-25 0008 IV3UT         59 114 LY7M          59 412
QSO:  1877 PH 2012-03-25 0010 IV3UT         59 115 OM7RU         59 0360
QSO:  1867 PH 2012-03-25 0013 IV3UT         59 116 DR5N          59 0080
QSO:  1845 PH 2012-03-25 0016 IV3UT         59 117 HG3R          59 2069
QSO:  1835 PH 2012-03-25 0018 IV3UT         59 118 9A1A          59 0363
QSO:  1880 PH 2012-03-25 0024 IV3UT         59 119 DM4X          59 0049
QSO:  1800 PH 2012-03-25 0032 IV3UT         59 0120 HA5BSW        59 0440
QSO:  7053 PH 2012-03-25 0041 IV3UT         59 121 G5O           59 0446
QSO:  7000 PH 2012-03-25 0044 IV3UT         59 122 UY2UQ         59 644
QSO:  7081 PH 2012-03-25 0047 IV3UT         59 0123 RN7F          59 2054
QSO: 21000 PH 2012-03-25 1041 IV3UT         59 125 UA3ABJ        59 603
QSO: 21150 PH 2012-03-25 1047 IV3UT         59 126 CQ9T          59 3188
QSO: 21437 PH 2012-03-25 1131 IV3UT         59 128 OG6N          59 1227
QSO: 21435 PH 2012-03-25 1133 IV3UT         59 0129 7Z1SJ         59 2831
QSO: 21411 PH 2012-03-25 1137 IV3UT         59 130 RK9QWM        59 248
QSO: 21358 PH 2012-03-25 1147 IV3UT         59 131 H22H          59 2986
QSO: 21328 PH 2012-03-25 1151 IV3UT         59 132 RC6U          59 2496
QSO: 21000 PH 2012-03-25 1152 IV3UT         59 133 GZ5Y          59 660
QSO: 21300 PH 2012-03-25 1158 IV3UT         59 135 RL3A          59 4937
QSO: 21282 PH 2012-03-25 1202 IV3UT         59 0136 UT7E          59 2130
QSO: 21215 PH 2012-03-25 1205 IV3UT         59 137 GM7V          59 1763
QSO: 21000 PH 2012-03-25 1209 IV3UT         59 138 RK9SWF        59 768
QSO: 21185 PH 2012-03-25 1210 IV3UT         59 139 UP0L          59 3944
QSO: 21000 PH 2012-03-25 1213 IV3UT         59 140 UP4L          59 2534
QSO: 21118 PH 2012-03-25 1308 IV3UT         59 0141 VY2/K5WA      59 2456
QSO: 21158 PH 2012-03-25 1314 IV3UT         59 143 UP2L          59 4545
QSO: 21216 PH 2012-03-25 1317 IV3UT         59 144 UA1CEI        59 1472
QSO: 21343 PH 2012-03-25 1322 IV3UT         59 145 UA5A          59 3119
QSO: 21371 PH 2012-03-25 1325 IV3UT         59 0146 OG73X         59 2379
QSO: 21000 PH 2012-03-25 1332 IV3UT         59 148 RM9RZ         59 813
QSO: 21376 PH 2012-03-25 1334 IV3UT         59 0147 CR6P          59 1762
QSO: 21396 PH 2012-03-25 1345 IV3UT         59 150 UY2IG         59 1189
QSO: 21384 PH 2012-03-25 1349 IV3UT         59 151 SJ2W          59 1824
QSO: 21122 PH 2012-03-25 1507 IV3UT         59 153 VE3OI         59 2042
QSO: 21204 PH 2012-03-25 1517 IV3UT         59 0154 WW2DX         59 3729
QSO: 21238 PH 2012-03-25 1543 IV3UT         59 0155 RZ3DZA        59 0127
QSO: 21232 PH 2012-03-25 1546 IV3UT         59 152 D4A           59 3223
QSO: 21119 PH 2012-03-25 1552 IV3UT         59 0157 4Z5IW         59 0428
QSO: 21000 PH 2012-03-25 1615 IV3UT         59 158 VC2G          59 1115
QSO: 21000 PH 2012-03-25 1636 IV3UT         59 159 EF7A          59 259
QSO: 21200 PH 2012-03-25 1709 IV3UT         59 160 KQ2M          59 2182
QSO:  7000 PH 2012-03-25 1715 IV3UT         59 0161 DQ5X          59 0952
QSO:  7200 PH 2012-03-25 1716 IV3UT         59 164 LY7A          59 1270
QSO:  7063 PH 2012-03-25 1717 IV3UT         59 162 S56X          59 1329
QSO:  7000 PH 2012-03-25 1718 IV3UT         59 0163 IK3UNA/1      59 0672
QSO:  7075 PH 2012-03-25 1722 IV3UT         59 0165 EA5HSI        59 0329
QSO:  7000 PH 2012-03-25 1724 IV3UT         59 0166 HA5BSW        59 0914
QSO:  7094 PH 2012-03-25 1730 IV3UT         59 0167 R3LA          59 0316
QSO:  7101 PH 2012-03-25 1733 IV3UT         59 0168 DA0T          59 0572
QSO:  7104 PH 2012-03-25 1734 IV3UT         59 0169 S56CW         59 1999
QSO:  7106 PH 2012-03-25 1735 IV3UT         59 170 DR1A          59 2473
QSO:  7108 PH 2012-03-25 1737 IV3UT         59 171 HB9ODK        59 561
QSO:  7111 PH 2012-03-25 1740 IV3UT         59 0172 S57DX         59 1085
QSO:  7129 PH 2012-03-25 1757 IV3UT         59 0176 DD2CW         59 1974
QSO:  7000 PH 2012-03-25 1758 IV3UT         59 177 4L5O          59 1267
QSO:  7139 PH 2012-03-25 1803 IV3UT         59 0178 7S0X          59 0772
QSO:  7143 PH 2012-03-25 1805 IV3UT         59 0179 YT8A          59 1950
QSO:  7146 PH 2012-03-25 1807 IV3UT         59 180 OK2KOJ        59 1363
QSO:  7155 PH 2012-03-25 1829 IV3UT         59 0181 M0VKY         59 0345
QSO:  7000 PH 2012-03-25 1832 IV3UT         59 182 SQ7DQX        59 1163
QSO:  7163 PH 2012-03-25 1839 IV3UT         59 183 UA3VFS        59 1157
QSO:  7156 PH 2012-03-25 1845 IV3UT         59 184 GM7V          59 2171
QSO:  7189 PH 2012-03-25 1849 IV3UT         59 185 HB8CSA        59 2423
QSO:  7196 PH 2012-03-25 1851 IV3UT         59 186 LZ7S          59 2063
QSO:  7197 PH 2012-03-25 1853 IV3UT         59 187 EU1AZ         59 1688
QSO:  7194 PH 2012-03-25 1855 IV3UT         59 0188 OK1UG         59 1047
QSO:  7000 PH 2012-03-25 1857 IV3UT         59 189 IZ3SQW        59 1305
QSO:  7186 PH 2012-03-25 1858 IV3UT         59 190 RF9C          59 5566
QSO:  7183 PH 2012-03-25 1900 IV3UT         59 191 SZ3P          59 2413
QSO:  7000 PH 2012-03-25 1902 IV3UT         59 192 SP5VYI        59 1061
QSO:  7178 PH 2012-03-25 1904 IV3UT         59 0193 YL3FT         59 1204
QSO:  7157 PH 2012-03-25 1911 IV3UT         59 195 DP6T          59 1322
QSO:  7142 PH 2012-03-25 1917 IV3UT         59 0196 GX0FUN        59 0842
QSO:  7134 PH 2012-03-25 1919 IV3UT         59 0197 RG3K          59 3696
QSO:  7132 PH 2012-03-25 1921 IV3UT         59 198 IW5ELR        59 344
QSO:  7120 PH 2012-03-25 1926 IV3UT         59 0199 S51A          59 3106
QSO:  7109 PH 2012-03-25 1929 IV3UT         59 0200 OM0A          59 1901
QSO:  7147 PH 2012-03-25 1932 IV3UT         59 201 G6PZ          59 0959
QSO:  7096 PH 2012-03-25 1936 IV3UT         59 202 YT5A          59 2002
QSO:  7098 PH 2012-03-25 1937 IV3UT         59 203 EB8AH         59 2134
QSO:  7086 PH 2012-03-25 1941 IV3UT         59 0204 OH6RE         59 0595
QSO:  7076 PH 2012-03-25 1942 IV3UT         59 0205 DJ8OG         59 2489
QSO:  7069 PH 2012-03-25 1945 IV3UT         59 206 RC9O          59 3743
QSO:  7060 PH 2012-03-25 1947 IV3UT         59 0207 DF1IAQ        59 0913
QSO:  7152 PH 2012-03-25 1950 IV3UT         59 208 HB9ARF        59 0680
QSO:  7158 PH 2012-03-25 1954 IV3UT         59 209 DL2OBO        59 0387
QSO:  7154 PH 2012-03-25 2004 IV3UT         59 211 ES9C          59 5451
QSO:  7148 PH 2012-03-25 2128 IV3UT         59 212 9K2HN         59 4270
QSO:  7137 PH 2012-03-25 2132 IV3UT         59 0213 SP1GZF        59 0279
QSO:  7041 PH 2012-03-25 2143 IV3UT         59 216 C4W           59 4678
QSO:  7066 PH 2012-03-25 2151 IV3UT         59 217 M4U           59 1593
QSO:  7063 PH 2012-03-25 2159 IV3UT         59 219 LN5O          59 2411
QSO:  7064 PH 2012-03-25 2202 IV3UT         59 0220 UA9BS         59 2735
QSO:  7042 PH 2012-03-25 2231 IV3UT         59 221 3V8BB         59 5188
QSO:  7058 PH 2012-03-25 2234 IV3UT         59 212 UZ7M          59 1165
QSO:  7000 PH 2012-03-25 2313 IV3UT         59 223 EA2LMI        59 1011
QSO:  7113 PH 2012-03-25 2315 IV3UT         59 224 CQ3L          59 0723
QSO:  7169 PH 2012-03-25 2327 IV3UT         59 0225 7Z1SJ         59 3500
QSO:  3695 PH 2012-03-25 2330 IV3UT         59 0226 9A8M          59 3290
QSO:  3500 PH 2012-03-25 2331 IV3UT         59 227 DF2DJ         59 946
QSO:  3718 PH 2012-03-25 2332 IV3UT         59 228 EA7EU         59 0589
QSO:  3799 PH 2012-03-25 2337 IV3UT         59 230 IU9T          59 3412
QSO:  3793 PH 2012-03-25 2339 IV3UT         59 231 IY4FGM        59 1996
QSO:  3500 PH 2012-03-25 2341 IV3UT         59 232 IQ4RA         59 1104
QSO:  3786 PH 2012-03-25 2343 IV3UT         59 233 RC9O          59 4071
QSO:  3770 PH 2012-03-25 2346 IV3UT         59 234 IQ1RY         59 0457
QSO:  3764 PH 2012-03-25 2348 IV3UT         59 235 IR9Y          59 641
END-OF-LOG:
