START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: SP1MVW
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SP1MVW
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2012.
QSO: 21157 PH 2012-03-24 0549 SP1MVW        59 R9DA          59 123
QSO: 14164 PH 2012-03-24 1158 SP1MVW        59 0112 YT5CT         59 0556
QSO: 14000 PH 2012-03-24 1240 SP1MVW        59 114 IZ3SQW        59 343
QSO: 14200 PH 2012-03-24 1244 SP1MVW        59 115 ED9Z          59 0298
QSO: 14333 PH 2012-03-24 1247 SP1MVW        59 116 UP2L          59 1766
QSO: 14106 PH 2012-03-24 1250 SP1MVW        59 117 YO9AGI        59 123
QSO: 14117 PH 2012-03-24 1252 SP1MVW        59 0118 UE85DRK       59 0722
QSO: 14000 PH 2012-03-24 1258 SP1MVW        59 119 UT7QL         59 518
QSO: 21162 PH 2012-03-24 1303 SP1MVW        59 121 EA5AER        59 0516
QSO: 21164 PH 2012-03-24 1304 SP1MVW        59 124 UN8GV         59 1193
QSO: 21210 PH 2012-03-24 1306 SP1MVW        59 123 IF9A          59 630
QSO: 21228 PH 2012-03-24 1311 SP1MVW        59 0124 EF3A          59 0248
QSO: 21000 PH 2012-03-24 1312 SP1MVW        59 125 IR8M          59 213
QSO: 21243 PH 2012-03-24 1315 SP1MVW        59 126 SZ3P          59 1067
QSO: 21245 PH 2012-03-24 1319 SP1MVW        59 127 3V8BB         59 1641
QSO: 21272 PH 2012-03-24 1323 SP1MVW        59 0128 EC1DBO        59 0735
QSO: 21317 PH 2012-03-24 1327 SP1MVW        59 129 CR6K          59 1090
QSO: 21323 PH 2012-03-24 1329 SP1MVW        59 130 RC6U          59 1210
QSO: 21345 PH 2012-03-24 1331 SP1MVW        59 131 P33W          59 2516
QSO: 21363 PH 2012-03-24 1333 SP1MVW        59 134 RM4HZ         59 348
QSO: 21119 PH 2012-03-24 1339 SP1MVW        59 0134 RN7F          59 1454
QSO: 21000 PH 2012-03-24 1344 SP1MVW        59 135 EA8DO         59 574
QSO: 14122 PH 2012-03-24 1404 SP1MVW        59 0136 UA9BS         59 1151
QSO: 14132 PH 2012-03-24 1407 SP1MVW        59 137 UA1CEI        59 825
QSO: 14223 PH 2012-03-24 1414 SP1MVW        59 140 RC3W          59 160
QSO: 14000 PH 2012-03-24 1417 SP1MVW        59 141 F6DZU         59 446
QSO: 14000 PH 2012-03-24 1420 SP1MVW        59 142 EA3GTJ        59 361
QSO: 21227 PH 2012-03-24 1537 SP1MVW        59 0143 HZ1BL         59 0261
QSO:  7000 PH 2012-03-24 1543 SP1MVW        59 0145 OZ5GX         59 0470
QSO:  7080 PH 2012-03-24 1544 SP1MVW        59 144 HB9EE         59 0989
QSO:  7000 PH 2012-03-24 1545 SP1MVW        59 146 4L5O          59 427
QSO:  7200 PH 2012-03-24 1547 SP1MVW        59 147 LY7A          59 0626
QSO:  7149 PH 2012-03-24 1551 SP1MVW        59 148 RF9C          59 2471
QSO:  7154 PH 2012-03-24 1552 SP1MVW        59 0149 YT8A          59 0957
QSO:  7000 PH 2012-03-24 1556 SP1MVW        59 161 IK0GDG        59 172
QSO:  7000 PH 2012-03-24 1558 SP1MVW        59 152 RN3DMU        59 1039
QSO:  7188 PH 2012-03-24 1600 SP1MVW        59 153 RA6XV         59 203
QSO:  7194 PH 2012-03-24 1603 SP1MVW        59 154 DR1A          59 1249
QSO:  7068 PH 2012-03-24 1605 SP1MVW        59 0155 OK1UG         59 0435
QSO:  7000 PH 2012-03-24 1608 SP1MVW        59 156 DL9WJH        59 030
QSO:  7087 PH 2012-03-24 1612 SP1MVW        59 157 9A1A          59 0962
QSO:  7119 PH 2012-03-24 1614 SP1MVW        59 158 S51AF         59 345
QSO:  7122 PH 2012-03-24 1615 SP1MVW        59 159 RC9O          59 1937
QSO:  7000 PH 2012-03-24 1617 SP1MVW        59 160 US0HZ         59 901
QSO:  7000 PH 2012-03-24 1638 SP1MVW        59 161 IQ6RS         59 663
QSO:  7200 PH 2012-03-24 1639 SP1MVW        59 164 LY7A          59 0664
QSO:  7151 PH 2012-03-24 1646 SP1MVW        59 163 OL4A          59 0885
QSO:  7153 PH 2012-03-24 1647 SP1MVW        59 0164 S51A          59 1390
QSO:  7158 PH 2012-03-24 1649 SP1MVW        59 0165 S57DX         59 0572
QSO:  7183 PH 2012-03-24 1652 SP1MVW        59 0166 YL3FT         59 0533
QSO: 14105 PH 2012-03-24 1700 SP1MVW        59 0168 YO9FYP        59 0117
QSO: 14000 PH 2012-03-24 1701 SP1MVW        59 169 9A205ST       59 188
QSO: 14000 PH 2012-03-24 1706 SP1MVW        59 170 F6GPT         59 210
QSO: 14196 PH 2012-03-24 1711 SP1MVW        59 162 IQ1RY         59 0499
QSO: 14241 PH 2012-03-24 1715 SP1MVW        59 173 II9P          59 1786
QSO: 21164 PH 2012-03-24 1725 SP1MVW        59 0174 CS2P          59 0994
QSO: 21150 PH 2012-03-24 1730 SP1MVW        59 175 4X9A          59 1129
QSO: 21357 PH 2012-03-24 1734 SP1MVW        59 176 KM7W          59 596
QSO: 14170 PH 2012-03-24 1954 SP1MVW        59 0177 EE3T          59 1543
QSO: 14209 PH 2012-03-24 1956 SP1MVW        59 178 EE3P          59 844
QSO:  7059 PH 2012-03-24 2010 SP1MVW        59 179 IF9A          59 1057
QSO:  7065 PH 2012-03-24 2011 SP1MVW        59 180 DP6T          59 0929
QSO:  7068 PH 2012-03-24 2013 SP1MVW        59 181 UP2L          59 2710
QSO:  7081 PH 2012-03-24 2015 SP1MVW        59 182 RL3A          59 3275
QSO:  7083 PH 2012-03-24 2016 SP1MVW        59 183 EU1AZ         59 1058
QSO:  7086 PH 2012-03-24 2016 SP1MVW        59 184 LZ7S          59 0805
QSO:  7110 PH 2012-03-24 2019 SP1MVW        59 0185 RM2U          59 1005
QSO:  7116 PH 2012-03-24 2020 SP1MVW        59 0186 RG3K          59 2150
QSO:  7120 PH 2012-03-24 2024 SP1MVW        59 187 IW5ELR        59 181
QSO:  7124 PH 2012-03-24 2025 SP1MVW        59 188 DR5N          59 0558
QSO:  7139 PH 2012-03-24 2028 SP1MVW        59 0189 DD2CW         59 1260
QSO:  7151 PH 2012-03-24 2033 SP1MVW        59 0190 OQ7T          59 0671
QSO:  7170 PH 2012-03-24 2036 SP1MVW        59 191 A73A          59 0442
QSO:  7171 PH 2012-03-24 2037 SP1MVW        59 192 S56X          59 924
QSO:  7190 PH 2012-03-24 2051 SP1MVW        59 193 ES9C          59 2821
QSO:  7044 PH 2012-03-24 2053 SP1MVW        59 194 SZ1A          59 1094
QSO:  7061 PH 2012-03-24 2056 SP1MVW        59 0195 UZ2M          59 2250
QSO:  7000 PH 2012-03-24 2057 SP1MVW        59 0196 DQ5X          59 0510
QSO:  7074 PH 2012-03-24 2059 SP1MVW        59 197 P33W          59 4027
QSO:  7000 PH 2012-03-24 2101 SP1MVW        59 0198 IK3UNA/1      59 0472
QSO: 14147 PH 2012-03-24 2231 SP1MVW        59 199 VY2ZM         59 2653
QSO:  3635 PH 2012-03-24 2241 SP1MVW        59 200 DP6T          59 0557
QSO:  3500 PH 2012-03-24 2245 SP1MVW        59 201 9A1JSB        59 408
QSO:  3686 PH 2012-03-24 2249 SP1MVW        59 0203 UX1VT         59 0328
QSO:  3705 PH 2012-03-24 2250 SP1MVW        59 204 9A1A          59 0578
QSO:  3500 PH 2012-03-24 2252 SP1MVW        59 205 DR7B          59 1048
QSO:  3800 PH 2012-03-24 2256 SP1MVW        59 207 LY7A          59 0723
QSO:  3739 PH 2012-03-24 2301 SP1MVW        59 208 OL4A          59 0495
QSO:  3753 PH 2012-03-24 2303 SP1MVW        59 209 E720RS        59 0429
QSO:  3760 PH 2012-03-24 2305 SP1MVW        59 210 YL6W          59 0528
QSO:  3769 PH 2012-03-24 2308 SP1MVW        59 011 HA8JV         59 1791
QSO:  3500 PH 2012-03-24 2314 SP1MVW        59 0212 DF1IAQ        59 0196
QSO:  3782 PH 2012-03-24 2315 SP1MVW        59 213 II9P          59 2324
QSO:  3500 PH 2012-03-24 2317 SP1MVW        59 0214 SN2M          59 0838
QSO:  7044 PH 2012-03-24 2321 SP1MVW        59 216 UU7J          59 1538
QSO:  7088 PH 2012-03-24 2329 SP1MVW        59 208 UP0L          59 3164
QSO:  7098 PH 2012-03-24 2331 SP1MVW        59 218 5D5A          59 3492
QSO:  7100 PH 2012-03-24 2331 SP1MVW        59 219 UX2U          59 1458
QSO:  7108 PH 2012-03-24 2334 SP1MVW        59 0221 LZ8E          59 1160
QSO:  7114 PH 2012-03-24 2336 SP1MVW        59 222 UZ7M          59 722
QSO:  7142 PH 2012-03-24 2343 SP1MVW        59 223 RA4LFQ        59 420
QSO:  7000 PH 2012-03-24 2346 SP1MVW        59 0225 YO4RIU        59 0352
QSO:  7173 PH 2012-03-24 2347 SP1MVW        59 226 UA5A          59 2314
QSO:  7000 PH 2012-03-24 2350 SP1MVW        59 0227 LZ1784SIB     59 0391
QSO:  7183 PH 2012-03-24 2351 SP1MVW        59 228 LZ9W          59 1205
QSO: 21159 PH 2012-03-25 0835 SP1MVW        59 229 IT9AUH        59 442
QSO: 21000 PH 2012-03-25 0837 SP1MVW        59 230 RW4NN         59 374
QSO: 21285 PH 2012-03-25 0859 SP1MVW        59 231 9K2HN         59 3290
QSO: 21157 PH 2012-03-25 0953 SP1MVW        59 0232 YM7KA         59 2823
QSO: 14125 PH 2012-03-25 0959 SP1MVW        59 0233 YO3CZW        59 2080
QSO: 14205 PH 2012-03-25 1002 SP1MVW        59 0234 LZ1BJ         59 0751
QSO: 14000 PH 2012-03-25 1029 SP1MVW        59 0235 EE1W          59 1609
QSO: 14258 PH 2012-03-25 1134 SP1MVW        59 0236 RG3K          59 3141
QSO: 21000 PH 2012-03-25 1141 SP1MVW        59 0237 SZ6P          59 0371
QSO: 21000 PH 2012-03-25 1142 SP1MVW        59 238 UY7MM         59 2135
QSO: 21248 PH 2012-03-25 1151 SP1MVW        59 240 IT9XTP        59 698
QSO: 21293 PH 2012-03-25 1203 SP1MVW        59 241 UA4FEN        59 2245
QSO: 21000 PH 2012-03-25 1204 SP1MVW        59 0242 SV1JGX        59 0953
QSO: 21339 PH 2012-03-25 1205 SP1MVW        59 0243 RK4FM         59 0664
QSO: 21358 PH 2012-03-25 1209 SP1MVW        59 244 H22H          59 3036
QSO: 21365 PH 2012-03-25 1210 SP1MVW        59 0245 EE2W          59 1095
QSO: 21390 PH 2012-03-25 1218 SP1MVW        59 246 ED3X          59 2733
QSO: 21417 PH 2012-03-25 1220 SP1MVW        59 247 UU7J          59 2097
QSO: 21432 PH 2012-03-25 1221 SP1MVW        59 248 UP6P          59 1122
QSO: 21444 PH 2012-03-25 1222 SP1MVW        59 0249 N4WW          59 1470
QSO: 21130 PH 2012-03-25 1223 SP1MVW        59 0250 UX7IB         59 0310
QSO: 21000 PH 2012-03-25 1225 SP1MVW        59 251 UP4L          59 2562
QSO: 21000 PH 2012-03-25 1229 SP1MVW        59 253 JQ1BVI        59 1516
QSO: 21376 PH 2012-03-25 1248 SP1MVW        59 0255 CR6P          59 1684
QSO: 21403 PH 2012-03-25 1248 SP1MVW        59 256 RU4PP         59 367
QSO: 21442 PH 2012-03-25 1248 SP1MVW        59 0257 RW4WA         59 1544
QSO: 21395 PH 2012-03-25 1354 SP1MVW        59 258 AK1W          59 3258
QSO: 21334 PH 2012-03-25 1358 SP1MVW        59 259 IU9T          59 2751
QSO: 21000 PH 2012-03-25 1402 SP1MVW        59 260 IO9A          59 1965
QSO: 21198 PH 2012-03-25 1404 SP1MVW        59 261 RN4HFJ        59 481
QSO: 14000 PH 2012-03-25 1416 SP1MVW        59 262 LA6KOA        59 720
QSO: 14137 PH 2012-03-25 1417 SP1MVW        59 263 UX2U          59 2173
QSO: 14000 PH 2012-03-25 1419 SP1MVW        59 264 UY7MM         59 2333
QSO: 14181 PH 2012-03-25 1429 SP1MVW        59 0265 RW4WA         59 1599
QSO: 14262 PH 2012-03-25 1432 SP1MVW        59 266 LZ9W          59 2143
QSO: 14208 PH 2012-03-25 1434 SP1MVW        59 0267 RW0A          59 1999
QSO: 14000 PH 2012-03-25 1436 SP1MVW        59 568 RN6HCW        59 584
QSO: 14225 PH 2012-03-25 1438 SP1MVW        59 269 RC6U          59 2711
QSO: 14228 PH 2012-03-25 1439 SP1MVW        59 270 RC9O          59 3512
QSO: 14239 PH 2012-03-25 1440 SP1MVW        59 271 YT8T          59 0873
QSO: 14261 PH 2012-03-25 1444 SP1MVW        59 0272 SV2GJV        59 0826
QSO: 14267 PH 2012-03-25 1444 SP1MVW        59 273 RW9QA         59 1482
QSO: 14284 PH 2012-03-25 1446 SP1MVW        59 274 IR9Y          59 1409
QSO: 14000 PH 2012-03-25 1500 SP1MVW        59 275 IO9A          59 2035
QSO: 14315 PH 2012-03-25 1505 SP1MVW        59 276 RL3A          59 5317
QSO: 14317 PH 2012-03-25 1506 SP1MVW        59 277 OH5Z          59 1328
QSO: 14329 PH 2012-03-25 1507 SP1MVW        59 278 RT4RO         59 3424
QSO: 14346 PH 2012-03-25 1510 SP1MVW        59 279 IK8UND        59 0802
QSO: 14122 PH 2012-03-25 1512 SP1MVW        59 0280 OH6RE         59 0335
QSO: 14135 PH 2012-03-25 1513 SP1MVW        59 0481 RT2T          59 1052
QSO: 14141 PH 2012-03-25 1514 SP1MVW        59 0282 GM8SBH        59 0458
QSO: 14000 PH 2012-03-25 1518 SP1MVW        59 283 IQ6RS         59 1445
QSO:  7000 PH 2012-03-25 1553 SP1MVW        59 285 SQ7DQX        59 1003
QSO:  7161 PH 2012-03-25 1555 SP1MVW        59 287 R3KM          59 761
QSO:  7179 PH 2012-03-25 1555 SP1MVW        59 287 DL5YM         59 0288
QSO: 14109 PH 2012-03-25 1600 SP1MVW        59 288 RL6M          59 1967
QSO: 14000 PH 2012-03-25 1609 SP1MVW        59 289 UZ0U          59 1693
QSO: 14256 PH 2012-03-25 1613 SP1MVW        59 290 EI100T        59 1646
QSO: 14280 PH 2012-03-25 1615 SP1MVW        59 0291 UZ2M          59 3446
QSO: 14312 PH 2012-03-25 1617 SP1MVW        59 292 C4W           59 4029
QSO: 21195 PH 2012-03-25 1648 SP1MVW        59 293 VY2ZM         59 4132
QSO:  7188 PH 2012-03-25 1709 SP1MVW        59 0294 OK1NI         59 0899
QSO:  7195 PH 2012-03-25 1710 SP1MVW        59 295 OH5Z          59 0881
QSO: 14264 PH 2012-03-25 1915 SP1MVW        59 298 RT4F          59 5619
END-OF-LOG:
