START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: AG6AU
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: AG6AU
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2016.
QSO:  7000 CW 2016-05-28 0250 AG6AU         599 N6AA          599 133
QSO: 14031 CW 2016-05-28 0355 AG6AU         599 0061 RG6G          599 0407
QSO: 14032 CW 2016-05-28 0356 AG6AU         599 062 YT5A          599 0203
QSO: 14033 CW 2016-05-28 0419 AG6AU         599 63 4L8A          599 221
QSO: 14000 CW 2016-05-28 0420 AG6AU         599 064 YT1A          599 0178
QSO: 14036 CW 2016-05-28 0420 AG6AU         599 065 CS2C          599 0555
QSO: 14037 CW 2016-05-28 0421 AG6AU         599 66 KH7M          599 240
QSO: 14038 CW 2016-05-28 0422 AG6AU         599 0067 UZ2M          599 0602
QSO: 14043 CW 2016-05-28 0424 AG6AU         599 069 LZ9W          599 0311
QSO: 14047 CW 2016-05-28 0425 AG6AU         599 070 UA7K          599 0498
QSO: 14053 CW 2016-05-28 0426 AG6AU         599 0071 KH6LC         599 0392
QSO: 14052 CW 2016-05-28 0427 AG6AU         599 0072 RW3XZ         599 0134
QSO: 14056 CW 2016-05-28 0428 AG6AU         599 0073 LZ8E          599 0435
QSO: 14063 CW 2016-05-28 0429 AG6AU         599 0076 EW5Z          599 0354
QSO: 14063 CW 2016-05-28 0429 AG6AU         599 076 RU1A          599 0557
QSO: 14000 CW 2016-05-28 0430 AG6AU         599 0077 LZ5Z          599 0129
QSO: 14003 CW 2016-05-28 0432 AG6AU         599 080 HG6N          599 0433
QSO: 14004 CW 2016-05-28 0433 AG6AU         599 081 OL4A          599 0251
QSO: 14014 CW 2016-05-28 0436 AG6AU         599 0072 4Z5LY         599 0269
QSO: 14016 CW 2016-05-28 0437 AG6AU         599 83 S53MM         599 451
QSO: 14019 CW 2016-05-28 0438 AG6AU         599 084 UA0IDZ        599 247
QSO: 14022 CW 2016-05-28 0439 AG6AU         599 085 UZ9E          599 238
QSO: 14025 CW 2016-05-28 0440 AG6AU         599 0086 RD3AT         599 0107
QSO: 14052 CW 2016-05-28 0443 AG6AU         599 0087 YO3APJ        599 0221
QSO: 14052 CW 2016-05-28 0444 AG6AU         599 0088 K7VIT         599 0018
QSO:  7000 CW 2016-05-28 0447 AG6AU         599 92 K3ZO          599 454
QSO:  7047 CW 2016-05-28 0447 AG6AU         599 0090 NR4M          599 0607
QSO:  7047 CW 2016-05-28 0448 AG6AU         599 0093 VE9ML         599 0295
QSO:  7047 CW 2016-05-28 0449 AG6AU         599 0095 AD2KA         599 0101
QSO:  7047 CW 2016-05-28 0449 AG6AU         599 96 NF6A          599 345
QSO:  7047 CW 2016-05-28 0450 AG6AU         599 0098 W2EG          599 0255
QSO:  7047 CW 2016-05-28 0451 AG6AU         599 99 KK5I          599 384
QSO:  7047 CW 2016-05-28 0452 AG6AU         599 101 KD2JC         599 006
QSO:  7047 CW 2016-05-28 0452 AG6AU         599 0100 KD7H          599 0085
QSO:  7005 CW 2016-05-28 0454 AG6AU         599 0102 CR2X          599 0766
QSO:  7006 CW 2016-05-28 0455 AG6AU         599 0103 PR7AB         599 0293
QSO:  7007 CW 2016-05-28 0456 AG6AU         599 0104 ED8X          599 0754
QSO:  7016 CW 2016-05-28 0458 AG6AU         599 105 VY2TT         599 654
QSO:  7038 CW 2016-05-28 0500 AG6AU         599 0106 VA7ST         599 0311
QSO:  7043 CW 2016-05-28 0501 AG6AU         599 0107 VE6EX         599 0306
QSO:  7051 CW 2016-05-28 0503 AG6AU         599 108 KE6QR         599 78
QSO:  7051 CW 2016-05-28 0504 AG6AU         599 0109 NK8X          599 0075
QSO: 14003 CW 2016-05-28 0506 AG6AU         599 110 OL2N          599 0180
QSO: 14004 CW 2016-05-28 0507 AG6AU         599 0111 WH6R          599 0305
QSO: 14011 CW 2016-05-28 0508 AG6AU         599 113 EW8W          599 140
QSO: 14012 CW 2016-05-28 0509 AG6AU         599 114 OH5Z          599 0279
QSO: 14013 CW 2016-05-28 0510 AG6AU         599 0115 SO4M          599 0284
QSO: 14013 CW 2016-05-28 0510 AG6AU         599 116 UR7R          599 93
QSO: 14014 CW 2016-05-28 0511 AG6AU         599 117 UY5VA         599 44
QSO: 14015 CW 2016-05-28 0512 AG6AU         599 0118 UW3U          599 0317
QSO: 14018 CW 2016-05-28 0513 AG6AU         599 119 IZ4ZZB        599 071
QSO: 14020 CW 2016-05-28 0516 AG6AU         599 121 DR4A          599 0152
QSO: 14020 CW 2016-05-28 0517 AG6AU         599 0122 KP2M          599 0734
QSO: 14021 CW 2016-05-28 0517 AG6AU         599 123 DP65HSC       599 0227
QSO: 14062 CW 2016-05-28 0523 AG6AU         599 0125 ES2MC         599 0279
QSO: 14065 CW 2016-05-28 0523 AG6AU         599 124 WA1Z          599 541
QSO: 14060 CW 2016-05-28 0524 AG6AU         599 127 DC4A          599 0395
QSO: 14061 CW 2016-05-28 0524 AG6AU         599 126 OG5A          599 0233
QSO: 14058 CW 2016-05-28 0525 AG6AU         599 129 LY2XW         599 0361
QSO: 14058 CW 2016-05-28 0526 AG6AU         599 130 OM0WR         599 204
QSO: 14056 CW 2016-05-28 0527 AG6AU         599 0131 OH1F          599 0311
QSO: 14055 CW 2016-05-28 0528 AG6AU         599 132 EU6AF         599 280
QSO: 14052 CW 2016-05-28 0529 AG6AU         599 0133 DL8UAT        599 0305
QSO:  7051 CW 2016-05-28 0534 AG6AU         599 0134 YW4D          599 0526
QSO:  7002 CW 2016-05-28 0535 AG6AU         599 135 D41CV         599 0475
QSO:  7005 CW 2016-05-28 0537 AG6AU         599 0136 ZF2ET         599 0656
QSO:  7021 CW 2016-05-28 0539 AG6AU         599 138 D4C           599 0755
QSO:  7026 CW 2016-05-28 0540 AG6AU         599 0139 CE3CT         599 0250
QSO:  7000 CW 2016-05-28 0543 AG6AU         599 0140 CO7EH         599 0219
QSO:  7030 CW 2016-05-28 0544 AG6AU         599 141 P40L          599 0648
QSO:  7032 CW 2016-05-28 0545 AG6AU         599 143 WL7E          599 0060
QSO:  7032 CW 2016-05-28 0545 AG6AU         599 0142 ZM1A          599 0509
QSO:  7035 CW 2016-05-28 0547 AG6AU         599 144 VE7GL         599 115
QSO:  7036 CW 2016-05-28 0548 AG6AU         599 0045 PJ4LS         599 0559
QSO:  7039 CW 2016-05-28 0548 AG6AU         599 0146 EF5Y          599 0546
QSO:  7050 CW 2016-05-28 0551 AG6AU         599 0147 VC7G          599 0146
QSO:  7055 CW 2016-05-28 0551 AG6AU         599 148 CN2AA         599 0871
QSO:  7000 CW 2016-05-28 0552 AG6AU         599 0149 T49A          599 0308
QSO:  7039 CW 2016-05-28 0554 AG6AU         599 0150 KQ7W          599 0134
QSO:  7039 CW 2016-05-28 0555 AG6AU         599 0151 AC4CA         599 0397
QSO:  3526 CW 2016-05-28 0557 AG6AU         599 152 VC2A          599 0550
QSO:  3528 CW 2016-05-28 0559 AG6AU         599 152 VE5SDH        599 141
QSO:  3526 CW 2016-05-28 0600 AG6AU         599 0155 K6XV          599 0240
QSO:  3541 CW 2016-05-28 0600 AG6AU         599 0154 VC7G          599 0021
QSO:  3526 CW 2016-05-28 0601 AG6AU         599 0156 CU4DX         599 0809
QSO:  3526 CW 2016-05-28 0602 AG6AU         599 0158 AA7CR         599 0143
QSO:  3500 CW 2016-05-28 0603 AG6AU         599 0160 K7SS          599 0004
QSO:  3526 CW 2016-05-28 0603 AG6AU         599 159 KM6Z          599 0255
QSO:  3526 CW 2016-05-28 0603 AG6AU         599 0161 WH7W          599 0133
QSO:  3811 CW 2016-05-28 0604 AG6AU         599 162 NM1G          599 0506
QSO:  3526 CW 2016-05-28 0606 AG6AU         599 0163 NR4M          599 0346
QSO:  3526 CW 2016-05-28 0607 AG6AU         599 166 K6NR          599 355
QSO:  3526 CW 2016-05-28 0607 AG6AU         599 0164 N4WW          599 0052
QSO:  3526 CW 2016-05-28 0607 AG6AU         599 165 NR5M          599 0014
QSO:  3526 CW 2016-05-28 0609 AG6AU         599 0167 HP1XT         599 0227
QSO:  3526 CW 2016-05-28 0610 AG6AU         599 0169 NA6O          599 0136
QSO:  3526 CW 2016-05-28 0610 AG6AU         599 170 V31MA         599 0019
QSO: 14052 CW 2016-05-28 1524 AG6AU         599 0171 K9CT          599 0662
QSO: 14052 CW 2016-05-28 1524 AG6AU         599 0172 ND1Y          599 0516
QSO: 14000 CW 2016-05-28 1525 AG6AU         599 174 WB7PVL        599 079
QSO: 14052 CW 2016-05-28 1526 AG6AU         599 0175 N0GOS         599 0135
QSO: 14052 CW 2016-05-28 1527 AG6AU         599 0176 N5EIL         599 0154
QSO: 14052 CW 2016-05-28 1527 AG6AU         599 0177 N8FYL         599 0061
QSO: 14052 CW 2016-05-28 1528 AG6AU         599 0179 N4NA          599 0295
QSO: 14052 CW 2016-05-28 1528 AG6AU         599 0178 WK7S          599 0994
QSO: 14000 CW 2016-05-28 1529 AG6AU         599 180 W8IQ          599 144
QSO: 14052 CW 2016-05-28 1529 AG6AU         599 181 K0TC          599 092
QSO: 14052 CW 2016-05-28 1531 AG6AU         599 0183 K0AD          599 0609
QSO: 14055 CW 2016-05-28 1532 AG6AU         599 184 NE4AA         599 0909
QSO: 14057 CW 2016-05-28 1533 AG6AU         599 0185 AJ9C          599 0167
QSO: 14068 CW 2016-05-28 1534 AG6AU         599 0186 KC7V          599 0767
QSO: 14004 CW 2016-05-28 1535 AG6AU         599 0187 WF6C          599 0963
QSO: 14010 CW 2016-05-28 1537 AG6AU         599 0188 KT3M          599 0702
QSO: 14011 CW 2016-05-28 1537 AG6AU         599 189 WC1M          599 1210
QSO: 14012 CW 2016-05-28 1538 AG6AU         599 190 WN9O          599 488
QSO: 14016 CW 2016-05-28 1539 AG6AU         599 0192 K4BAI         599 0730
QSO: 14017 CW 2016-05-28 1541 AG6AU         599 0194 AC4CA         599 0751
QSO: 14019 CW 2016-05-28 1541 AG6AU         599 0195 N7DXT         599 0225
QSO: 14028 CW 2016-05-28 1545 AG6AU         599 196 OM5ZW         599 1031
QSO: 14000 CW 2016-05-28 1622 AG6AU         599 197 NR7DX         599 1291
QSO: 14050 CW 2016-05-28 1631 AG6AU         599 0198 G2F           599 0875
QSO: 14050 CW 2016-05-28 1631 AG6AU         599 0199 OH0V          599 1579
QSO: 14048 CW 2016-05-28 1634 AG6AU         599 200 EI7M          599 1229
QSO: 14044 CW 2016-05-28 1636 AG6AU         599 0201 CR6K          599 1180
QSO: 14040 CW 2016-05-28 1637 AG6AU         599 0202 VA7ST         599 0580
QSO: 14039 CW 2016-05-28 1639 AG6AU         599 203 SN7Q          599 1310
QSO: 14035 CW 2016-05-28 1644 AG6AU         599 208 WN6K          599 317
QSO: 14035 CW 2016-05-28 1645 AG6AU         599 0207 YL2SW         599 1007
QSO: 14028 CW 2016-05-28 1647 AG6AU         599 0209 S57DX         599 0810
QSO: 14026 CW 2016-05-28 1648 AG6AU         599 210 TF3W          599 0145
QSO: 14018 CW 2016-05-28 1649 AG6AU         599 211 OM2VL         599 1180
QSO: 14017 CW 2016-05-28 1650 AG6AU         599 0212 DL4YR         599 0261
QSO: 14014 CW 2016-05-28 1653 AG6AU         599 213 TM6M          599 1389
QSO: 14012 CW 2016-05-28 1655 AG6AU         599 0214 VC7G          599 0733
QSO: 14073 CW 2016-05-28 1657 AG6AU         599 0215 W9ILY         599 0078
QSO: 14000 CW 2016-05-28 1659 AG6AU         599 0217 WQ8RP         599 0030
QSO: 14073 CW 2016-05-28 1659 AG6AU         599 0218 N9NA          599 0484
QSO: 14073 CW 2016-05-28 1700 AG6AU         599 0220 VA3MJR        599 0187
QSO: 14073 CW 2016-05-28 1700 AG6AU         599 0221 W4CU          599 0332
QSO: 14073 CW 2016-05-28 1705 AG6AU         599 222 SO9Q          599 0565
QSO: 14067 CW 2016-05-28 1706 AG6AU         599 223 LX7I          599 1654
QSO: 14067 CW 2016-05-28 1708 AG6AU         599 0224 SZ1A          599 0849
QSO: 14065 CW 2016-05-28 1710 AG6AU         599 225 OE3K          599 1306
QSO: 14057 CW 2016-05-28 1712 AG6AU         599 0226 IR4X          599 1144
QSO: 14057 CW 2016-05-28 1713 AG6AU         599 0227 YL2KO         599 1424
QSO: 14056 CW 2016-05-28 1714 AG6AU         599 228 G8SRS         599 0656
QSO: 14056 CW 2016-05-28 1717 AG6AU         599 229 YR8D          599 0979
QSO: 14053 CW 2016-05-28 1718 AG6AU         599 0230 PI4DX         599 1292
QSO: 14053 CW 2016-05-28 1719 AG6AU         599 231 DD0CC         599 0687
QSO: 14053 CW 2016-05-28 1720 AG6AU         599 0232 SP5WA         599 0508
QSO: 14049 CW 2016-05-28 1721 AG6AU         599 233 4O3A          599 1242
QSO: 14048 CW 2016-05-28 1722 AG6AU         599 234 LY2XW         599 1237
QSO: 14049 CW 2016-05-28 1723 AG6AU         599 0235 VE6EX         599 0414
QSO: 14047 CW 2016-05-28 1724 AG6AU         599 237 OZ5E          599 0715
QSO: 14048 CW 2016-05-28 1724 AG6AU         599 236 OG2P          599 0998
QSO: 14045 CW 2016-05-28 1729 AG6AU         599 239 UW1M          599 1463
QSO: 14044 CW 2016-05-28 1730 AG6AU         599 0240 9A7DX         599 1665
QSO: 14041 CW 2016-05-28 1731 AG6AU         599 0241 IR2C          599 1187
QSO: 14040 CW 2016-05-28 1733 AG6AU         599 242 HG3R          599 1226
QSO: 14040 CW 2016-05-28 1735 AG6AU         599 0244 EA3VN         599 0785
QSO: 14037 CW 2016-05-28 1737 AG6AU         599 245 EI/K1MM       599 0518
QSO: 14036 CW 2016-05-28 1739 AG6AU         599 0246 OG73X         599 1113
QSO: 14049 CW 2016-05-28 1742 AG6AU         599 0249 KX7L          599 0132
QSO: 14049 CW 2016-05-28 1742 AG6AU         599 0250 W7GT          599 0008
QSO: 14000 CW 2016-05-28 1743 AG6AU         599 251 W0YJT         599 111
QSO: 14000 CW 2016-05-28 1744 AG6AU         599 0253 N6MU          599 0239
QSO: 14000 CW 2016-05-28 1744 AG6AU         599 0252 VE3ARN        599 0117
QSO: 14048 CW 2016-05-28 1745 AG6AU         599 255 DP6A          599 0502
QSO: 14049 CW 2016-05-28 1745 AG6AU         599 0254 N9LQ          599 0236
QSO: 14048 CW 2016-05-28 1748 AG6AU         599 259 NF4A          599 0491
QSO: 14049 CW 2016-05-28 1751 AG6AU         599 0263 NS1S          599 1457
QSO: 14049 CW 2016-05-28 1751 AG6AU         599 0264 W6QU          599 0201
QSO: 14000 CW 2016-05-28 1752 AG6AU         599 265 KE0TT         599 59
QSO: 14049 CW 2016-05-28 1754 AG6AU         599 0266 DJ8OG         599 0933
QSO: 14000 CW 2016-05-28 1755 AG6AU         599 268 AB4LX         599 081
QSO: 14000 CW 2016-05-28 1755 AG6AU         599 267 KC2IGE        599 134
QSO: 14049 CW 2016-05-28 1756 AG6AU         599 0270 AD4Z          599 0791
QSO: 14049 CW 2016-05-28 1756 AG6AU         599 0269 AD7XG         599 0102
QSO: 21033 CW 2016-05-28 1810 AG6AU         599 0277 AB1HZ         599 0167
QSO: 21044 CW 2016-05-28 1810 AG6AU         599 0272 PY2NY         599 0655
QSO: 21032 CW 2016-05-28 1812 AG6AU         599 274 NF4A          599 0514
QSO: 21032 CW 2016-05-28 1817 AG6AU         599 0279 W8JPF         599 0052
QSO: 21032 CW 2016-05-28 1819 AG6AU         599 0280 K8AJS         599 0147
QSO: 21032 CW 2016-05-28 1819 AG6AU         599 282 NA8V          599 646
QSO: 21000 CW 2016-05-28 1821 AG6AU         599 0283 KN5A          599 0964
QSO: 21006 CW 2016-05-28 1823 AG6AU         599 0285 CU4DX         599 1676
QSO: 21007 CW 2016-05-28 1826 AG6AU         599 286 8P1W          599 28
QSO: 21014 CW 2016-05-28 1827 AG6AU         599 287 D4C           599 2195
QSO: 21024 CW 2016-05-28 1829 AG6AU         599 289 KH6TU         599 956
QSO: 21019 CW 2016-05-28 1830 AG6AU         599 288 PZ50X         599 1373
QSO: 21027 CW 2016-05-28 1832 AG6AU         599 0290 PJ4LS         599 0818
QSO: 21028 CW 2016-05-28 1832 AG6AU         599 291 P40L          599 1510
QSO: 21036 CW 2016-05-28 1834 AG6AU         599 292 T40A          599 0441
QSO: 21043 CW 2016-05-28 1835 AG6AU         599 0293 CX9AU         599 0270
QSO: 21047 CW 2016-05-28 1836 AG6AU         599 294 WP3C          599 0441
QSO: 21049 CW 2016-05-28 1836 AG6AU         599 0295 WZ7ZR         599 0231
QSO: 21000 CW 2016-05-28 1839 AG6AU         599 0296 PP1CZ         599 0255
QSO: 21057 CW 2016-05-28 1840 AG6AU         599 297 PX2A          599 0934
QSO: 21061 CW 2016-05-28 1841 AG6AU         599 0298 N4DU          599 0357
QSO: 21061 CW 2016-05-28 1842 AG6AU         599 0299 K7JQ          599 0486
QSO: 21061 CW 2016-05-28 1843 AG6AU         599 0300 P4/K1KG       599 0164
QSO: 14057 CW 2016-05-28 1948 AG6AU         599 301 NR5M          599 1026
QSO: 14057 CW 2016-05-28 1949 AG6AU         599 0311 AB1HZ         599 0218
QSO: 14057 CW 2016-05-28 1949 AG6AU         599 0303 VE3HEU        599 0011
QSO: 14057 CW 2016-05-28 1949 AG6AU         599 0302 W7PU          599 0244
QSO: 14057 CW 2016-05-28 1950 AG6AU         599 0305 KD7H          599 0213
QSO: 14057 CW 2016-05-28 1950 AG6AU         599 0304 VB7A          599 0324
QSO: 14000 CW 2016-05-28 1951 AG6AU         599 0306 N7JI          599 0063
QSO: 14000 CW 2016-05-28 1952 AG6AU         599 309 NZ5A          599 9
QSO: 14056 CW 2016-05-28 1952 AG6AU         599 308 WT2P          599 0215
QSO: 14057 CW 2016-05-28 1954 AG6AU         599 0312 AB2E          599 0540
QSO: 14057 CW 2016-05-28 1955 AG6AU         599 0313 K8LS          599 0575
QSO: 14001 CW 2016-05-28 2018 AG6AU         599 314 AC1U          599 1366
QSO: 14004 CW 2016-05-28 2019 AG6AU         599 0315 K9OM          599 0687
QSO: 14011 CW 2016-05-28 2021 AG6AU         599 0317 KE3X          599 1342
QSO: 21027 CW 2016-05-28 2050 AG6AU         599 0318 NS1S          599 1699
QSO: 21015 CW 2016-05-28 2052 AG6AU         599 0319 LU1DZ         599 0203
QSO: 21002 CW 2016-05-28 2053 AG6AU         599 0320 YW4D          599 1178
QSO: 21000 CW 2016-05-28 2054 AG6AU         599 0321 LU1ICX        599 0363
QSO: 21004 CW 2016-05-28 2054 AG6AU         599 0322 WH6R          599 0498
QSO: 21066 CW 2016-05-28 2056 AG6AU         599 0323 PY2MC         599 0476
QSO: 21057 CW 2016-05-28 2205 AG6AU         599 324 8P5A          599 2376
QSO: 21055 CW 2016-05-28 2206 AG6AU         599 0325 YV4YC         599 0725
QSO: 21054 CW 2016-05-28 2207 AG6AU         599 0326 XE2X          599 0269
QSO: 21052 CW 2016-05-28 2208 AG6AU         599 0327 ZF2ET         599 1504
QSO: 21000 CW 2016-05-28 2210 AG6AU         599 0329 OA4SS         599 0864
QSO: 21021 CW 2016-05-28 2212 AG6AU         599 0330 PY4YY         599 0396
QSO: 14067 CW 2016-05-28 2217 AG6AU         599 0331 VE3DZ         599 1085
QSO: 14061 CW 2016-05-28 2218 AG6AU         599 334 EC2DX         599 1521
QSO: 14065 CW 2016-05-28 2218 AG6AU         599 0332 WR3O          599 1385
QSO: 14056 CW 2016-05-28 2220 AG6AU         599 335 EB8AH         599 1449
QSO: 14058 CW 2016-05-28 2221 AG6AU         599 337 VE7SZ         599 830
QSO: 14059 CW 2016-05-28 2221 AG6AU         599 0336 EC5CR         599 0310
QSO: 14004 CW 2016-05-28 2223 AG6AU         599 0338 EF2A          599 1468
QSO: 14005 CW 2016-05-28 2223 AG6AU         599 0339 CR2X          599 2423
QSO: 14008 CW 2016-05-28 2224 AG6AU         599 0340 CR3W          599 1130
QSO: 14010 CW 2016-05-28 2225 AG6AU         599 0341 OP4K          599 1067
QSO: 14014 CW 2016-05-28 2226 AG6AU         599 0342 S50G          599 2101
QSO: 14014 CW 2016-05-28 2227 AG6AU         599 343 UA2F          599 1385
QSO: 14046 CW 2016-05-28 2247 AG6AU         599 0344 VE3RZ         599 0648
QSO: 14066 CW 2016-05-28 2247 AG6AU         599 0345 N1TO          599 0656
QSO: 14061 CW 2016-05-28 2248 AG6AU         599 0346 WP2Z          599 1485
QSO: 14067 CW 2016-05-28 2249 AG6AU         599 347 VE3MGY        599 0416
QSO: 14069 CW 2016-05-28 2250 AG6AU         599 0349 ED8X          599 2435
QSO: 14069 CW 2016-05-28 2250 AG6AU         599 348 WI9WI         599 307
QSO: 14007 CW 2016-05-28 2251 AG6AU         599 0350 KC3R          599 1209
QSO: 14009 CW 2016-05-28 2252 AG6AU         599 351 AK1W          599 1350
QSO: 14016 CW 2016-05-28 2254 AG6AU         599 354 KQ2M          599 1569
QSO: 14016 CW 2016-05-28 2254 AG6AU         599 0353 NR3X          599 1408
QSO: 21040 CW 2016-05-28 2321 AG6AU         599 0355 KC0MO         599 0721
QSO: 21046 CW 2016-05-28 2323 AG6AU         599 0357 KS4YX         599 0050
QSO: 21046 CW 2016-05-28 2323 AG6AU         599 356 WB4TDH        599 245
QSO: 21026 CW 2016-05-28 2325 AG6AU         599 0358 CR2X          599 2565
QSO: 21022 CW 2016-05-28 2326 AG6AU         599 0359 WN1GIV        599 0589
QSO: 21021 CW 2016-05-28 2327 AG6AU         599 0360 KZ5D          599 1051
QSO: 21013 CW 2016-05-28 2328 AG6AU         599 362 6Y6N          599 1772
QSO: 21019 CW 2016-05-28 2328 AG6AU         599 0361 LU3MAM        599 0095
QSO: 21016 CW 2016-05-28 2329 AG6AU         599 0363 K4OAQ         599 0400
QSO: 21027 CW 2016-05-28 2331 AG6AU         599 364 ZF1A          599 1711
QSO: 21035 CW 2016-05-29 0011 AG6AU         599 0365 VC7G          599 0341
QSO: 14001 CW 2016-05-29 0217 AG6AU         599 0366 UZ3A          599 1410
QSO: 14004 CW 2016-05-29 0219 AG6AU         599 0368 SN8N          599 1583
QSO: 14004 CW 2016-05-29 0219 AG6AU         599 0369 YW4D          599 1606
QSO: 14009 CW 2016-05-29 0222 AG6AU         599 371 VE7GL         599 820
