START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: KH6ND/NZ7
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KH6ND/NZ7
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2016.
QSO:  7040 CW 2016-05-28 0307 KH6ND/NZ7     599 K7ULS         599 011
QSO:  7000 CW 2016-05-28 0308 KH6ND/NZ7     599 002 AA5B          599 0066
QSO:  7046 CW 2016-05-28 0310 KH6ND/NZ7     599 0003 N9LQ          599 0124
QSO:  7046 CW 2016-05-28 0311 KH6ND/NZ7     599 004 KM6Z          599 0139
QSO:  7046 CW 2016-05-28 0313 KH6ND/NZ7     599 9 KK5I          599 271
QSO:  7046 CW 2016-05-28 0313 KH6ND/NZ7     599 0007 W4CU          599 0158
QSO:  7046 CW 2016-05-28 0313 KH6ND/NZ7     599 0008 W4JAM         599 0071
QSO:  7046 CW 2016-05-28 0315 KH6ND/NZ7     599 505 W8BI          599 110
QSO:  7046 CW 2016-05-28 0316 KH6ND/NZ7     599 506 OK1VK         599 49
QSO:  7046 CW 2016-05-28 0319 KH6ND/NZ7     599 10 NA8V          599 227
QSO:  7046 CW 2016-05-28 0321 KH6ND/NZ7     599 0012 N5EIL         599 0073
QSO:  7000 CW 2016-05-28 0322 KH6ND/NZ7     599 0014 N5TU          599 0064
QSO:  7047 CW 2016-05-28 0322 KH6ND/NZ7     599 0013 NM7D          599 0072
QSO:  7046 CW 2016-05-28 0323 KH6ND/NZ7     599 0016 AC4CA         599 0247
QSO:  7046 CW 2016-05-28 0323 KH6ND/NZ7     599 17 W6AWW         599 84
QSO:  7046 CW 2016-05-28 0324 KH6ND/NZ7     599 0018 K7WP          599 0070
QSO:  7046 CW 2016-05-28 0326 KH6ND/NZ7     599 0020 KE1S          599 0134
QSO:  7046 CW 2016-05-28 0327 KH6ND/NZ7     599 0021 KI7Y          599 0127
QSO:  7046 CW 2016-05-28 0328 KH6ND/NZ7     599 0024 NR4M          599 0441
QSO:  7046 CW 2016-05-28 0328 KH6ND/NZ7     599 0023 W1WBB         599 0014
