START-OF-LOG: 3.0
CONTEST: ARRL-VHF-SEP
LOCATION: OR
CALLSIGN: K7YO
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
CLUB: Pacific Northwest VHF Society
OPERATORS: K7YO
HQ-CATEGORY: Single Operator, High Power
HQ-GRID-LOCATOR: CN85NS
QSO: 144 FM 2019-09-14 1938 K7YO CN85 K7IW CN86
QSO: 144 PH 2019-09-14 1945 K7YO CN85 KB7W CN93
QSO: 222 PH 2019-09-14 1947 K7YO CN85 KB7W CN93
QSO: 222 PH 2019-09-14 1947 K7YO CN85 KT7E CN85
QSO: 222 PH 2019-09-14 1947 K7YO CN85 K7YDL CN85
QSO: 144 PH 2019-09-14 1949 K7YO CN85 K7YDL CN85
QSO: 144 PH 2019-09-14 1950 K7YO CN85 KT7E CN85
QSO: 144 PH 2019-09-14 1950 K7YO CN85 K7BDB CN85
QSO: 144 PH 2019-09-14 1952 K7YO CN85 W7OTL CN95
QSO: 144 PH 2019-09-14 1953 K7YO CN85 KE7MSU/R CN84
QSO: 144 PH 2019-09-14 1959 K7YO CN85 WZ8T CN85
QSO: 144 PH 2019-09-14 2002 K7YO CN85 K7VHF CN96
QSO: 222 PH 2019-09-14 2038 K7YO CN85 WZ8T CN85
QSO: 222 PH 2019-09-14 2041 K7YO CN85 K7VHF CN96
QSO: 222 PH 2019-09-14 2041 K7YO CN85 K7AYP CN85
QSO: 144 PH 2019-09-14 2050 K7YO CN85 K7IU CN97
QSO: 144 PH 2019-09-14 2053 K7YO CN85 KC7OOY/R CN85
QSO: 144 PH 2019-09-14 2053 K7YO CN85 K7KSI CN86
QSO: 144 PH 2019-09-14 2054 K7YO CN85 N7KIS CN86
QSO: 50 PH 2019-09-14 2056 K7YO CN85 W78T CN85
QSO: 50 PH 2019-09-14 2056 K7YO CN85 K7VHF CN96
QSO: 144 PH 2019-09-14 2111 K7YO CN85 W7SZ CN85
QSO: 144 PH 2019-09-14 2112 K7YO CN85 AF7MD CN85
QSO: 144 PH 2019-09-14 2133 K7YO CN85 N7EPD CN87
QSO: 144 PH 2019-09-14 2133 K7YO CN85 KE7SW CN87
QSO: 144 PH 2019-09-14 2134 K7YO CN85 N7QOZ CN87
QSO: 144 PH 2019-09-14 2135 K7YO CN85 K7MDL/R CN97
QSO: 50 PH 2019-09-14 2157 K7YO CN85 WI7LW CN96
QSO: 50 PH 2019-09-14 2157 K7YO CN85 KC7OOY CN85
QSO: 50 PH 2019-09-14 2159 K7YO CN85 K7YDL CN85
QSO: 50 PH 2019-09-14 2223 K7YO CN85 K7CW CN87
QSO: 50 PH 2019-09-14 2225 K7YO CN85 N7EPD CN87
QSO: 50 PH 2019-09-14 2225 K7YO CN85 WZ8T CN85
QSO: 50 PH 2019-09-14 2238 K7YO CN85 K7RSG CN85
QSO: 50 PH 2019-09-14 2239 K7YO CN85 K7AHR CN85
QSO: 144 PH 2019-09-14 2253 K7YO CN85 AA7EA CN85
QSO: 144 PH 2019-09-14 2255 K7YO CN85 WB7PEK CN86
QSO: 144 PH 2019-09-14 2255 K7YO CN85 W7MTL CN85
QSO: 144 PH 2019-09-14 2303 K7YO CN85 K7PMI CN85
QSO: 144 PH 2019-09-14 2315 K7YO CN85 WB7VTY CN95
QSO: 222 CW 2019-09-14 2337 K7YO CN85 N7EPD CN87
QSO: 222 PH 2019-09-14 2339 K7YO CN85 K7ND CN87
QSO: 222 PH 2019-09-14 2339 K7YO CN85 W7GLF CN87
QSO: 222 PH 2019-09-14 2341 K7YO CN85 KE7SW CN87
QSO: 144 PH 2019-09-14 2346 K7YO CN85 W7GLF CN87
QSO: 144 PH 2019-09-15 0037 K7YO CN85 K7JX CN87
QSO: 144 PH 2019-09-15 0102 K7YO CN85 KK7V CN95
QSO: 222 CW 2019-09-15 0113 K7YO CN85 KK7B CN95
QSO: 144 PH 2019-09-15 0256 K7YO CN85 K7ALO CN85
QSO: 144 PH 2019-09-15 1420 K7YO CN85 KE7MSU/R CN85
QSO: 144 PH 2019-09-15 1443 K7YO CN85 KE7MSU/R CN86
QSO: 144 PH 2019-09-15 1454 K7YO CN85 N7BJD CN85
QSO: 144 PH 2019-09-15 1526 K7YO CN85 KE0CO CN87
QSO: 144 PH 2019-09-15 1526 K7YO CN85 K7PWP CN96
QSO: 1.2 PH 2019-09-15 1600 K7YO CN85 K7YDL CN85
QSO: 1.2 PH 2019-09-15 1603 K7YO CN85 WZ8T CN85
QSO: 144 PH 2019-09-15 1638 K7YO CN85 W7DG CN86
QSO: 50 PH 2019-09-15 1646 K7YO CN85 KE7SW CN87
QSO: 50 PH 2019-09-15 1647 K7YO CN85 AF7MD CN85
QSO: 50 PH 2019-09-15 1648 K7YO CN85 K7RAT CN85
QSO: 144 PH 2019-09-15 1705 K7YO CN85 N7TTK CN85
QSO: 144 PH 2019-09-15 1706 K7YO CN85 N7KSI CN86
QSO: 50 PH 2019-09-15 1707 K7YO CN85 W7DG CN86
QSO: 50 PH 2019-09-15 1709 K7YO CN85 WI7N CN85
QSO: 50 PH 2019-09-16 0226 K7YO CN85 K7BDB CN85
QSO: 50 PH 2019-09-16 0226 K7YO CN85 AA7EA CN85
END-OF-LOG:
