START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: UD8A
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: UD8A
QSO: 21010 CW 2024-04-13 1201 UD8A          599 30     RW0A          599 SA    
QSO: 21013 CW 2024-04-13 1202 UD8A          599 30     RK9CYA        599 30    
QSO: 21014 CW 2024-04-13 1203 UD8A          599 30     DL3KWF        599 28    
QSO: 21014 CW 2024-04-13 1204 UD8A          599 30     R7AC          599 29    
QSO: 21014 CW 2024-04-13 1204 UD8A          599 30     HA8AP         599 28    
QSO: 21014 CW 2024-04-13 1204 UD8A          599 30     EW8OM         599 29    
QSO: 21014 CW 2024-04-13 1205 UD8A          599 30     YO4AAC        599 28    
QSO: 21014 CW 2024-04-13 1206 UD8A          599 30     DQ55DIG       599 28    
QSO: 21014 CW 2024-04-13 1207 UD8A          599 30     YO2IS         599 28    
QSO: 21014 CW 2024-04-13 1207 UD8A          599 30     DF7XR         599 28    
QSO: 21014 CW 2024-04-13 1208 UD8A          599 30     DK5ZX         599 28    
QSO: 21014 CW 2024-04-13 1208 UD8A          599 30     DF5EN         599 28    
QSO: 21014 CW 2024-04-13 1209 UD8A          599 30     UB8A          599 30    
QSO: 21014 CW 2024-04-13 1210 UD8A          599 30     PA3BUD        599 27    
QSO: 21014 CW 2024-04-13 1210 UD8A          599 30     UA9W          599 30    
QSO: 21014 CW 2024-04-13 1211 UD8A          599 30     I6FDJ         599 28    
QSO: 21014 CW 2024-04-13 1211 UD8A          599 30     HA3GC         599 28    
QSO: 21014 CW 2024-04-13 1212 UD8A          599 30     NA4A          599 08    
QSO: 21014 CW 2024-04-13 1212 UD8A          599 30     KA1IS         599 08    
QSO: 21014 CW 2024-04-13 1213 UD8A          599 30     UA6GO         599 29    
QSO: 21014 CW 2024-04-13 1214 UD8A          599 30     RK3ER         599 29    
QSO: 21014 CW 2024-04-13 1214 UD8A          599 30     R3ST          599 29    
QSO: 21014 CW 2024-04-13 1215 UD8A          599 30     K1RM          599 08    
QSO: 21014 CW 2024-04-13 1215 UD8A          599 30     RA2F          599 29    
QSO: 21014 CW 2024-04-13 1215 UD8A          599 30     SM7RYR        599 18    
QSO: 28010 CW 2024-04-13 1216 UD8A          599 30     R3LA          599 RG    
QSO: 21015 CW 2024-04-13 1220 UD8A          599 30     S59AA         599 28    
QSO: 21015 CW 2024-04-13 1221 UD8A          599 30     RY2A          599 29    
QSO: 21015 CW 2024-04-13 1221 UD8A          599 30     HA5GF         599 28    
QSO: 21015 CW 2024-04-13 1222 UD8A          599 30     EU1FQ         599 29    
QSO: 21015 CW 2024-04-13 1223 UD8A          599 30     UA2FAK        599 29    
QSO: 28016 CW 2024-04-13 1225 UD8A          599 30     S56C          599 28    
QSO: 21017 CW 2024-04-13 1226 UD8A          599 30     F5IN          599 27    
QSO: 21026 CW 2024-04-13 1227 UD8A          599 30     IZ8XXE        599 28    
QSO: 21036 CW 2024-04-13 1227 UD8A          599 30     R7RF          599 29    
QSO: 21016 CW 2024-04-13 1229 UD8A          599 30     UA4Q          599 30    
QSO: 21017 CW 2024-04-13 1229 UD8A          599 30     EU8U          599 29    
QSO: 21018 CW 2024-04-13 1231 UD8A          599 30     UC0A          599 32    
QSO: 14012 CW 2024-04-13 1232 UD8A          599 30     R7KX          599 29    
QSO: 14013 CW 2024-04-13 1232 UD8A          599 30     R4ACY         599 29    
