START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: R3QA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: R3QA
QSO: 28022 CW 2024-04-13 1232 R3QA          599 29     RZ8U          599 31    
QSO: 28008 CW 2024-04-13 1233 R3QA          599 29     RW0AJ         599 32    
QSO: 21035 CW 2024-04-13 1235 R3QA          599 29     R9MA          599 31    
QSO: 21035 CW 2024-04-13 1235 R3QA          599 29     UA4Q          599 30    
QSO: 21035 CW 2024-04-13 1236 R3QA          599 29     UA1TES        599 29    
QSO: 21010 CW 2024-04-13 1238 R3QA          599 29     RW0A          599 SA    
QSO: 21010 CW 2024-04-13 1239 R3QA          599 29     RC0CD         599 34    
QSO: 21007 CW 2024-04-13 1246 R3QA          599 29     RA9JM         599 21    
QSO: 21011 CW 2024-04-13 1247 R3QA          599 29     RW0AJ         599 32    
QSO: 21009 CW 2024-04-13 1247 R3QA          599 29     R0QC          599 23    
QSO: 21010 CW 2024-04-13 1248 R3QA          599 29     RX9CC         599 20    
QSO: 21019 CW 2024-04-13 1248 R3QA          599 29     RA9MA         599 30    
QSO: 21024 CW 2024-04-13 1249 R3QA          599 29     UA0D          599 33    
QSO: 21026 CW 2024-04-13 1249 R3QA          599 29     RW0J          599 KV    
QSO: 21029 CW 2024-04-13 1250 R3QA          599 29     RU0LL         599 34    
QSO: 21030 CW 2024-04-13 1251 R3QA          599 29     R8LA          599 30    
QSO: 21045 CW 2024-04-13 1252 R3QA          599 29     UA9CDC        599 30    
QSO: 21040 CW 2024-04-13 1253 R3QA          599 29     R3LA          599 RG    
QSO: 21040 CW 2024-04-13 1254 R3QA          599 29     JQ1CIV        599 16    
QSO: 21040 CW 2024-04-13 1254 R3QA          599 29     KA1IS         599 08    
QSO: 21040 CW 2024-04-13 1254 R3QA          599 29     9A3YT         599 28    
QSO: 21040 CW 2024-04-13 1255 R3QA          599 29     R0SBI         599 32    
QSO: 21046 CW 2024-04-13 1256 R3QA          599 29     RN9RF         599 30    
QSO: 21035 CW 2024-04-13 1257 R3QA          599 29     R9OK          599 31    
QSO: 21033 CW 2024-04-13 1258 R3QA          599 29     RD0A          599 32    
QSO: 21025 CW 2024-04-13 1259 R3QA          599 29     RC9J          599 21    
QSO: 21025 CW 2024-04-13 1259 R3QA          599 29     UC8U          599 31    
QSO: 21012 CW 2024-04-13 1304 R3QA          599 29     RT0O          599 32    
QSO: 21012 CW 2024-04-13 1304 R3QA          599 29     IV3SKB        599 28    
QSO: 21012 CW 2024-04-13 1304 R3QA          599 29     IV3AKB        599 28    
QSO: 14032 CW 2024-04-13 1353 R3QA          599 29     HG8K          599 28    
QSO: 14012 CW 2024-04-13 1354 R3QA          599 29     RW0A          599 SA    
QSO: 14013 CW 2024-04-13 1354 R3QA          599 29     R5AG          599 AL    
QSO: 14014 CW 2024-04-13 1355 R3QA          599 29     RJ1O          599 KP    
QSO: 14005 CW 2024-04-13 1355 R3QA          599 29     RA9DZ         599 30    
QSO: 14016 CW 2024-04-13 1356 R3QA          599 29     R9MM          599 30    
QSO: 14019 CW 2024-04-13 1357 R3QA          599 29     RX9CC         599 20    
QSO: 14020 CW 2024-04-13 1357 R3QA          599 29     OK2EA         599 28    
QSO: 14021 CW 2024-04-13 1358 R3QA          599 29     UN9L          599 30    
QSO: 14023 CW 2024-04-13 1358 R3QA          599 29     RT0W          599 32    
QSO: 14023 CW 2024-04-13 1359 R3QA          599 29     R0QC          599 23    
QSO: 14020 CW 2024-04-13 1359 R3QA          599 29     RA9MA         599 30    
QSO: 14010 CW 2024-04-13 1400 R3QA          599 29     UA0D          599 33    
QSO: 14011 CW 2024-04-13 1400 R3QA          599 29     RT0O          599 32    
QSO: 14017 CW 2024-04-13 1401 R3QA          599 29     RA2F          599 29    
QSO: 14031 CW 2024-04-13 1401 R3QA          599 29     UN7LAN        599 30    
QSO: 14035 CW 2024-04-13 1401 R3QA          599 29     RD0A          599 32    
QSO: 14038 CW 2024-04-13 1402 R3QA          599 29     RC9A          599 30    
QSO: 14042 CW 2024-04-13 1402 R3QA          599 29     RN9RF         599 30    
QSO: 14045 CW 2024-04-13 1403 R3QA          599 29     UP0L          599 30    
QSO: 14045 CW 2024-04-13 1404 R3QA          599 29     UC0A          599 32    
QSO: 14047 CW 2024-04-13 1405 R3QA          599 29     UN8PT         599 30    
QSO: 14041 CW 2024-04-13 1406 R3QA          599 29     UC8U          599 31    
QSO: 14032 CW 2024-04-13 1407 R3QA          599 29     RW9SW         599 30    
QSO: 14030 CW 2024-04-13 1407 R3QA          599 29     UA9W          599 30    
QSO: 14028 CW 2024-04-13 1407 R3QA          599 29     R0MZ          599 34    
QSO: 14016 CW 2024-04-13 1408 R3QA          599 29     RK9CYA        599 30    
QSO: 14045 CW 2024-04-13 1409 R3QA          599 29     R9MA          599 31    
QSO: 14045 CW 2024-04-13 1409 R3QA          599 29     UA4Q          599 30    
QSO: 14045 CW 2024-04-13 1409 R3QA          599 29     UA4C          599 29    
QSO: 14045 CW 2024-04-13 1410 R3QA          599 29     UB8A          599 30    
QSO: 14045 CW 2024-04-13 1410 R3QA          599 29     R3LA          599 RG    
QSO: 14045 CW 2024-04-13 1411 R3QA          599 29     R6DM          599 29    
QSO: 14045 CW 2024-04-13 1411 R3QA          599 29     HG6O          599 28    
QSO: 14045 CW 2024-04-13 1412 R3QA          599 29     RL9L          599 30    
QSO: 14045 CW 2024-04-13 1412 R3QA          599 29     HA8TP         599 28    
QSO: 14045 CW 2024-04-13 1413 R3QA          599 29     HA3GC         599 28    
QSO: 14045 CW 2024-04-13 1414 R3QA          599 29     R9CX          599 30    
QSO: 14045 CW 2024-04-13 1414 R3QA          599 29     R9XS          599 20    
QSO: 14045 CW 2024-04-13 1414 R3QA          599 29     RM9X          599 20    
QSO: 14024 CW 2024-04-13 1415 R3QA          599 29     R8TT          599 AU    
QSO: 14045 CW 2024-04-13 1416 R3QA          599 29     HA2EOU        599 28    
QSO: 14045 CW 2024-04-13 1416 R3QA          599 29     UA0SDX        599 32    
QSO: 14045 CW 2024-04-13 1417 R3QA          599 29     9A3YT         599 28    
QSO: 14045 CW 2024-04-13 1417 R3QA          599 29     R2BZ          599 29    
QSO: 14045 CW 2024-04-13 1418 R3QA          599 29     YT2ISM        599 28    
QSO: 14045 CW 2024-04-13 1418 R3QA          599 29     RU9AD         599 30    
QSO: 14045 CW 2024-04-13 1418 R3QA          599 29     YO3BL         599 28    
QSO: 14045 CW 2024-04-13 1419 R3QA          599 29     PC4H          599 27    
QSO: 14045 CW 2024-04-13 1420 R3QA          599 29     UA2FAK        599 29    
QSO: 14019 CW 2024-04-13 1420 R3QA          599 29     RC9J          599 21    
QSO: 14034 CW 2024-04-13 1421 R3QA          599 29     R9TV          599 30    
